id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value
2540189067,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-04-28T17:03:26.020Z,2023-04-28T18:16:01Z,4232165631,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232165621,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4232165629,194,c4bthgzk7mykmnkyn4142i3v8,4232165619,30,"77qiz0pydyy47nrcuqqtcom50, 5zfnimycb0516oj3frebpisk4, f5c7fj7ce4uklgzn8el0c90d0, 4jz2cnk91to6lp7cujbzhnwq2, c4bthgzk7mykmnkyn4142i3v8, 9wa7byb078u86r3x5bvzgkogl, 2j4zvd9upsax6m9vkodcd6vl6, cvq0jg2vh6kxwf0lcpmuf3i8k, de1rbqfoaq2wyrd2781bxqqc5, 1ezefmix2gldcaoz0cdplw3x1, 1saqhw307zho8fyokoav1j6s4, bwefhg110kbph4g04in7ynu38, eaebjxv5o929urb7nerrq9qtw, d90k7acrynushpp6sld2e9h3p, comno008m9p6kg2cxtbc7suwa, cklnfn4gt480hn4o3m3d979w, 5lwte3qujkcw20jcc691itbdh, d20r1ne9lrj8jivt9qv1m6zth, buskvur4fy7ga63yv8akgr2ms",4232165623,59,"1, 17, 15, 3, 4, 2, 18, 8, 11, 9, 19, 12, 7, 13, 14, 21, 23, 24, 30",4232165625,130,18,4232165627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4232390413,197,14201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540190531,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-04-28T17:05:35.930Z,2023-04-28T17:56:56Z,4232173007,30,"bruuz81usy0wu8hpg4d6af3e1, 9x6jbuibbl7ysh0oovghyw4id, 7vtua260sxp339ie21any0zc9, bixjzl99gkes918s5gbndtwwl, efrr99onfcuvb2gylkvvrnl9m, 5hk1m1corx8iy26z88eo65fpx, 57ubfxv6ujkk5cictmez4op1x, 5ag0647kn7k4y21y8nigiwxqt, 5jwmy7qi01na2bmyw3zo3is8a, 5e5sc7yzyi9kja9edk892br9x, d71c1o7e1t448gemysrgisj8q, 91vjxbtjn9fmsatxvncmwxyhh, f24lwuatps6dy3yzdifyir6qd, aktfohaqh9czmqesi39tstlka, u29d1e3mswrdqx1aqfhuj8ph, 791g6utcjg9779zlvf7gyavze, em7ia2l8t9011hu2mnihjf90q, 4nbtzqsvw5ecwsh0k19rzoiga, 8m8fk05kqcs7ver68ubl61mju, 7ffrfies3tie3rewc1cm0hz9x",4232319307,197,17022,4232173011,59,"13, 17, 7, 18, 5, 14, 11, 6, 19, 23, 10, 1, 2, 4, 8, 9, 15, 16, 20, 22",4232173019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232173017,194,5ag0647kn7k4y21y8nigiwxqt,4232173009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232173013,130,8,4232173015,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219475,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-04-28T18:00:05.562Z,2023-04-28T18:00:05Z,4232325339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219495,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-04-28T18:00:05.562Z,2023-04-28T18:00:07Z,4232325429,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219513,3,1,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,50.2,50,2023-04-28T18:00:05.662Z,2023-04-28T18:00:09Z,4232325497,141,31.6,4232325495,140,36.4,4232325503,279,S,4232325493,56,Back,4232325499,212,19.1,4232325501,213,3.9,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219531,4,1,1,0,4,eqaszp3lzhffqt4f8hmzov72j,0,37,31.6,2023-04-28T18:00:09.581Z,2023-04-28T18:00:11Z,4232325557,140,64.1,4232325563,213,0.7,4232325565,1,,4232325559,141,69.6,4232325553,155,,4232325555,56,Center,4232325561,212,38.4,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219661,3,5,1,0,8,bxlqcsb8ylen7lng9qy50eoq5,1,32.2,-1.4,2023-04-28T18:00:13.947Z,2023-04-28T18:00:25Z,4232326155,56,Back,4232326165,233,5,4232326157,347,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219559,5,5,1,0,8,eqaszp3lzhffqt4f8hmzov72j,0,67.8,101.4,2023-04-28T18:00:13.947Z,2023-04-28T18:46:15Z,4232325701,347,,4232325699,56,Left,4232326185,233,3,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219703,4,1,1,0,19,bxlqcsb8ylen7lng9qy50eoq5,1,34.8,0,2023-04-28T18:00:25.499Z,2023-04-28T18:00:29Z,4232326331,212,26.0,4232326329,141,9.4,4232326335,1,,4232326323,107,,4232326333,213,0.3,4232326325,56,Right,4232326327,140,58.6,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540219713,5,1,1,0,23,bxlqcsb8ylen7lng9qy50eoq5,0,60.1,7.9,2023-04-28T18:00:29.338Z,2023-04-28T18:00:40Z,4232326377,140,57.2,4232326379,141,0.0,4232326383,213,4.3,4232326375,56,Right,4232326381,212,7.1,,,,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,
