id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,assist,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2497830953,11,1,1,0,34,bxlqcsb8ylen7lng9qy50eoq5,1,56.8,38.1,2023-01-15T17:02:12.323Z,2023-01-15T17:02:43Z,3980354249,56,Back,3980355601,156,,3980354253,141,30.6,3980354257,213,3.5,3980354251,140,43.6,3980354247,3,,3980354255,212,14.8,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830965,12,1,1,0,36,bxlqcsb8ylen7lng9qy50eoq5,1,43.8,29.9,2023-01-15T17:02:14.402Z,2023-01-15T17:02:16Z,3980354331,56,Back,3980354335,141,17.3,3980354333,140,36.0,3980354337,212,11.9,3980354339,213,3.9,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830987,13,1,1,0,38,bxlqcsb8ylen7lng9qy50eoq5,1,38.4,13.4,2023-01-15T17:02:16.610Z,2023-01-15T17:02:19Z,3980354461,56,Back,3980354465,141,29.9,3980354463,140,26.3,3980354469,213,2.4,3980354467,212,17.0,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830997,14,1,1,0,40,bxlqcsb8ylen7lng9qy50eoq5,0,25.9,29.9,2023-01-15T17:02:18.993Z,2023-01-15T17:02:19Z,3980354517,140,42.8,3980354519,141,30.1,3980354521,212,17.7,3980354515,56,Back,3980354523,213,0.0,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497830999,3,1,1,0,41,4vvf3sulx3a61fiyaarjdndjs,0,54.7,67.5,2023-01-15T17:02:19.513Z,2023-01-15T17:02:20Z,3980354537,141,58.1,3980354539,212,13.6,3980354541,213,5.8,3980354533,56,Center,3980354535,140,66.1,3980354531,3,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831025,4,44,1,0,44,4vvf3sulx3a61fiyaarjdndjs,1,66.2,59.2,2023-01-15T17:02:22.361Z,2023-01-15T17:02:23Z,3980354721,233,15,3980354679,56,Center,3980354681,286,,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831031,15,44,1,0,44,bxlqcsb8ylen7lng9qy50eoq5,0,33.8,40.8,2023-01-15T17:02:22.362Z,2023-01-15T17:02:24Z,3980354701,56,Back,3980354737,233,4,3980354703,285,,,,,,,,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831027,5,61,1,0,44,4vvf3sulx3a61fiyaarjdndjs,1,66.1,58.1,2023-01-15T17:02:22.825Z,2023-01-15T17:02:23Z,3980354685,56,Center,,,,,,,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831043,6,49,1,0,47,4vvf3sulx3a61fiyaarjdndjs,1,58.8,55.6,2023-01-15T17:02:25.336Z,2023-01-15T17:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831057,7,1,1,0,47,4vvf3sulx3a61fiyaarjdndjs,1,58.8,55.6,2023-01-15T17:02:25.560Z,2023-01-15T17:02:26Z,3980354825,140,67.5,3980354827,141,52.9,3980354829,212,9.3,3980354823,56,Center,3980354831,213,6.1,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831059,8,1,1,0,48,4vvf3sulx3a61fiyaarjdndjs,0,67.5,52.9,2023-01-15T17:02:26.537Z,2023-01-15T17:02:36Z,3980354855,141,63.1,3980354851,56,Center,3980354859,213,2.2,3980354857,212,8.7,3980354853,140,62.5,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831065,16,8,1,0,50,bxlqcsb8ylen7lng9qy50eoq5,1,41.7,29.8,2023-01-15T17:02:28.514Z,2023-01-15T17:02:28Z,3980354875,56,Back,,,,,,,,,,,,,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831069,17,49,1,0,50,bxlqcsb8ylen7lng9qy50eoq5,1,41.7,29.8,2023-01-15T17:02:28.866Z,2023-01-15T17:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831095,18,1,1,0,51,bxlqcsb8ylen7lng9qy50eoq5,1,41.7,29.8,2023-01-15T17:02:29.554Z,2023-01-15T17:02:31Z,3980355035,141,32.0,3980355031,56,Center,3980355039,213,0.1,3980355037,212,14.6,3980355033,140,55.5,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831141,19,1,1,0,53,bxlqcsb8ylen7lng9qy50eoq5,1,57.7,29.8,2023-01-15T17:02:31.618Z,2023-01-15T17:02:38Z,3980355299,212,13.4,3980355301,213,2.8,3980355295,140,45.9,3980355413,156,,3980355293,56,Back,3980355297,141,37.2,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831145,20,4,1,0,54,bxlqcsb8ylen7lng9qy50eoq5,1,47.3,40.1,2023-01-15T17:02:32.504Z,2023-01-15T17:02:36Z,3980355331,265,,3980355329,152,,3980355327,56,Back,3980355333,286,,3980355339,233,9,3980355325,13,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831109,9,4,1,0,54,4vvf3sulx3a61fiyaarjdndjs,0,52.7,59.9,2023-01-15T17:02:32.505Z,2023-01-15T17:02:37Z,3980355129,265,,3980355125,56,Center,3980355381,233,20,3980355131,285,,3980355123,13,,3980355127,152,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831279,21,1,1,1,15,bxlqcsb8ylen7lng9qy50eoq5,1,52.2,35.6,2023-01-15T17:02:53.666Z,2023-01-15T17:02:56Z,3980356103,140,62.1,3980356107,212,19.8,3980356101,56,Right,3980356097,5,,3980356105,141,10.8,3980356109,213,5.3,3980356099,152,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831285,22,1,1,1,17,bxlqcsb8ylen7lng9qy50eoq5,1,62.5,10.5,2023-01-15T17:02:56.242Z,2023-01-15T17:02:58Z,3980356155,140,57.1,3980356161,213,2.0,3980356159,212,14.8,3980356157,141,30.6,3980356153,56,Center,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831287,23,1,1,1,19,bxlqcsb8ylen7lng9qy50eoq5,0,54.9,31.9,2023-01-15T17:02:58.050Z,2023-01-15T17:02:58Z,3980356169,141,26.1,3980356173,213,6.0,3980356167,140,68.9,3980356165,56,Center,3980356171,212,15.2,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831289,10,49,1,1,20,4vvf3sulx3a61fiyaarjdndjs,1,32.5,78,2023-01-15T17:02:58.744Z,2023-01-15T17:02:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831305,11,1,1,1,20,4vvf3sulx3a61fiyaarjdndjs,0,32,79.5,2023-01-15T17:02:59.193Z,2023-01-15T17:02:59Z,3980356275,213,6.2,3980356271,141,78.3,3980356267,56,Back,3980356273,212,9.7,3980356269,140,41.2,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831315,24,8,1,1,22,bxlqcsb8ylen7lng9qy50eoq5,1,59.7,27.7,2023-01-15T17:03:01.073Z,2023-01-15T17:03:01Z,3980356335,56,Center,,,,,,,,,,,,,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831339,25,1,1,1,23,bxlqcsb8ylen7lng9qy50eoq5,0,58.5,27.2,2023-01-15T17:03:01.570Z,2023-01-15T17:03:04Z,3980356463,56,Right,3980356473,1,,3980356467,141,0.0,3980356465,140,87.8,3980356471,213,5.7,3980356469,212,36.1,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831409,12,5,1,1,25,4vvf3sulx3a61fiyaarjdndjs,1,16.8,101.2,2023-01-15T17:03:03.832Z,2023-01-15T17:03:16Z,3980356903,233,26,3980356879,347,,3980356877,56,Back,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831343,26,5,1,1,25,bxlqcsb8ylen7lng9qy50eoq5,0,83.2,-1.2,2023-01-15T17:03:03.832Z,2023-01-15T17:25:11Z,3980356477,56,Right,3980356479,347,,3980356909,233,12,,,,,,,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831425,13,1,1,1,37,4vvf3sulx3a61fiyaarjdndjs,1,21.3,100,2023-01-15T17:03:15.801Z,2023-01-15T17:03:17Z,3980356965,140,31.1,3980356971,213,5.8,3980356961,107,,3980356967,141,94.4,3980356963,56,Back,3980356969,212,11.5,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831427,14,61,1,1,38,4vvf3sulx3a61fiyaarjdndjs,1,31.1,94.4,2023-01-15T17:03:16.611Z,2023-01-15T17:26:17Z,3980356977,189,,3980356975,56,Back,,,,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831423,27,49,1,1,39,bxlqcsb8ylen7lng9qy50eoq5,1,60.1,9.9,2023-01-15T17:03:17.522Z,2023-01-15T17:03:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831485,28,1,1,1,39,bxlqcsb8ylen7lng9qy50eoq5,1,59.6,9.9,2023-01-15T17:03:17.778Z,2023-01-15T17:03:27Z,3980357307,213,6.2,3980357303,141,7.8,3980357305,212,12.9,3980357299,56,Right,3980357301,140,71.8,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831489,29,61,1,1,45,bxlqcsb8ylen7lng9qy50eoq5,0,70.5,13.4,2023-01-15T17:03:23.863Z,2023-01-15T17:25:06Z,3980357327,56,Right,,,,,,,,,,,,,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831463,15,43,1,1,45,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-01-15T17:03:23.864Z,2023-01-15T17:03:41Z,3980357197,285,0,3980357333,233,29,3980357195,56,Back,3980357993,144,7,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831469,16,49,1,1,46,4vvf3sulx3a61fiyaarjdndjs,1,25.5,86.9,2023-01-15T17:03:24.440Z,2023-01-15T17:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831487,17,1,1,1,46,4vvf3sulx3a61fiyaarjdndjs,0,25.5,88.3,2023-01-15T17:03:24.729Z,2023-01-15T17:03:27Z,3980357311,56,Left,3980357323,1,,3980357315,141,92.0,3980357313,140,67.5,3980357317,212,44.2,3980357319,213,0.1,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831523,30,49,1,1,52,bxlqcsb8ylen7lng9qy50eoq5,1,34.6,9.9,2023-01-15T17:03:30.658Z,2023-01-15T17:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831545,31,1,1,1,52,bxlqcsb8ylen7lng9qy50eoq5,1,34.6,9.9,2023-01-15T17:03:30.946Z,2023-01-15T17:03:32Z,3980357609,212,19.0,3980357599,56,Back,3980357601,140,25.4,3980357611,213,2.1,3980357605,141,34.0,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831583,32,1,1,1,54,bxlqcsb8ylen7lng9qy50eoq5,1,24.9,35.2,2023-01-15T17:03:32.481Z,2023-01-15T17:52:17Z,3980357843,213,1.4,3980357839,141,74.6,3980357841,212,27.3,3980357835,56,Back,3980357837,140,29.9,,,,,,,,,,91vjxbtjn9fmsatxvncmwxyhh,Esther Sullastres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831615,33,1,1,1,58,bxlqcsb8ylen7lng9qy50eoq5,1,28.4,76.3,2023-01-15T17:03:36.802Z,2023-01-15T17:03:42Z,3980358047,212,23.2,3980358049,213,5.5,3980358035,56,Back,3980358043,141,51.9,3980358039,140,43.9,,,,,,,,,,a8y8rzun56tbscefigcor225m,Nazareth Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831647,34,1,1,2,4,bxlqcsb8ylen7lng9qy50eoq5,1,36.3,55.1,2023-01-15T17:03:42.402Z,2023-01-15T17:03:45Z,3980358243,212,24.0,3980358245,213,4.8,3980358237,56,Back,3980358239,140,38.5,3980358241,141,20.0,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831659,35,1,1,2,6,bxlqcsb8ylen7lng9qy50eoq5,0,32.5,10,2023-01-15T17:03:44.961Z,2023-01-15T17:03:46Z,3980358289,141,29.8,3980358293,213,0.6,3980358287,140,52.9,3980358285,56,Center,3980358291,212,25.3,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831663,18,49,1,2,8,4vvf3sulx3a61fiyaarjdndjs,1,48.7,56.5,2023-01-15T17:03:46.666Z,2023-01-15T17:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831741,19,1,1,2,10,4vvf3sulx3a61fiyaarjdndjs,1,58.1,67.2,2023-01-15T17:03:48.536Z,2023-01-15T17:03:58Z,3980358777,140,87.9,3980358775,56,Left,3980358785,1,,3980358779,141,88.8,3980358781,212,34.6,3980358783,213,0.4,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831767,20,1,1,2,19,4vvf3sulx3a61fiyaarjdndjs,1,86.1,81.2,2023-01-15T17:03:58.120Z,2023-01-15T17:04:00Z,3980358911,141,62.6,3980358915,213,4.1,3980358913,212,15.5,3980358909,140,77.5,3980358907,56,Center,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831795,21,1,1,2,22,4vvf3sulx3a61fiyaarjdndjs,1,78.8,57.8,2023-01-15T17:04:00.648Z,2023-01-15T17:04:02Z,3980359035,212,8.2,3980359031,140,82.3,3980359037,213,5.2,3980359033,141,47.0,3980359029,56,Center,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831811,22,1,1,2,24,4vvf3sulx3a61fiyaarjdndjs,1,82.3,47,2023-01-15T17:04:02.696Z,2023-01-15T17:04:33Z,3980359137,212,9.6,3980359133,140,85.3,3980359135,141,60.3,3980359131,56,Center,3980359139,213,1.2,3980360235,210,15,3980360237,154,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497831815,23,15,1,2,26,4vvf3sulx3a61fiyaarjdndjs,1,83.8,56,2023-01-15T17:04:04.808Z,2023-01-15T17:04:33Z,3980359155,17,,3980360255,82,,3980360243,154,,3980360263,231,50.4,3980360249,102,49.5,3980360251,103,19,3980359939,20,,3980360259,147,55.1,e4glbrjataxggtxf953n1jsnp,G. Chanda,,3980360293,233,36,3980360261,230,97.5,3980360239,78,3980360241,29,3980359157,56,Center,3980359153,22,3980360257,146,86.2,3980360245,55,22,3980360253,215,,,,,,,,
2497831821,36,10,1,2,26,bxlqcsb8ylen7lng9qy50eoq5,1,11.8,40.6,2023-01-15T17:04:04.908Z,2023-01-15T17:04:33Z,3980359189,94,,3980360297,233,23,3980359191,56,Back,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
