id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,assist,qualifier/13/value
2489182477,144,1,1,21,38,djz9e25b9zuiu5rmv1zha3i6f,0,23.6,62.5,2022-12-04T17:22:11.281Z,2022-12-04T17:22:43Z,3934573681,140,68.9,3934573683,141,80.6,3934573685,212,49.1,3934574233,1,,3934573679,56,Left,3934573687,213,0.3,3934573677,155,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182487,181,44,1,21,41,9ns699xp353c84r1g6epazycl,1,31.8,17.8,2022-12-04T17:22:14.465Z,2022-12-04T17:22:15Z,3934573749,56,Back,3934573755,233,145,3934573751,285,,,,,,,,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182485,145,44,1,21,41,djz9e25b9zuiu5rmv1zha3i6f,0,68.2,82.2,2022-12-04T17:22:14.466Z,2022-12-04T17:22:16Z,3934573747,286,,3934573789,233,181,3934573745,56,Left,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182491,182,1,1,21,42,9ns699xp353c84r1g6epazycl,0,30.8,15.8,2022-12-04T17:22:14.642Z,2022-12-04T17:22:17Z,3934573775,140,42.0,3934573781,213,6.3,3934573779,212,11.8,3934573777,141,15.7,3934573773,56,Back,3934573771,3,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182495,146,61,1,21,43,djz9e25b9zuiu5rmv1zha3i6f,1,55.1,79.3,2022-12-04T17:22:16.401Z,2022-12-04T17:22:16Z,3934573793,56,Left,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182503,147,44,1,21,44,djz9e25b9zuiu5rmv1zha3i6f,1,45.7,83.3,2022-12-04T17:22:17.568Z,2022-12-04T17:22:18Z,3934573827,285,,3934573829,233,183,3934573825,56,Back,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182499,183,44,1,21,44,9ns699xp353c84r1g6epazycl,0,54.3,16.7,2022-12-04T17:22:17.569Z,2022-12-04T17:22:18Z,3934573811,286,,3934573835,233,147,3934573809,56,Right,,,,,,,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182505,148,1,1,21,45,djz9e25b9zuiu5rmv1zha3i6f,0,43.8,81.1,2022-12-04T17:22:18.096Z,2022-12-04T17:22:20Z,3934573845,212,11.9,3934573847,213,6.2,3934573843,141,79.1,3934573837,3,,3934573841,140,55.1,3934573839,56,Left,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182507,184,49,1,21,47,9ns699xp353c84r1g6epazycl,1,36.5,20.5,2022-12-04T17:22:20.274Z,2022-12-04T17:22:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182511,185,1,1,21,47,9ns699xp353c84r1g6epazycl,1,36.5,20.5,2022-12-04T17:22:20.530Z,2022-12-04T17:22:21Z,3934573871,213,4.8,3934573865,140,37.0,3934573863,56,Back,3934573869,212,5.7,3934573867,141,12.2,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182513,186,1,1,21,48,9ns699xp353c84r1g6epazycl,1,37,12.2,2022-12-04T17:22:21.345Z,2022-12-04T17:22:22Z,3934573877,140,46.3,3934573879,141,19.3,3934573881,212,10.9,3934573875,56,Back,3934573883,213,0.5,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182515,187,1,1,21,49,9ns699xp353c84r1g6epazycl,1,46.3,19.3,2022-12-04T17:22:22.129Z,2022-12-04T17:22:23Z,3934573887,56,Back,3934573891,141,32.3,3934573889,140,38.0,3934573893,212,12.4,3934573895,213,2.3,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182523,188,1,1,21,50,9ns699xp353c84r1g6epazycl,1,38,32.3,2022-12-04T17:22:23.266Z,2022-12-04T17:22:25Z,3934573937,212,20.5,3934573939,213,2.0,3934573933,140,30.1,3934573931,56,Back,3934573935,141,59.9,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182549,189,1,1,21,52,9ns699xp353c84r1g6epazycl,1,30.1,59.9,2022-12-04T17:22:25.393Z,2022-12-04T17:22:32Z,3934574075,141,94.1,3934574071,56,Back,3934574073,140,37.2,3934574079,213,1.3,3934574077,212,24.4,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182555,190,1,1,21,59,9ns699xp353c84r1g6epazycl,1,37.8,75.8,2022-12-04T17:22:32.626Z,2022-12-04T17:22:35Z,3934574107,213,5.3,3934574099,56,Center,3934574103,141,38.8,3934574101,140,53.5,3934574097,155,,3934574105,212,30.1,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182557,191,4,1,22,2,9ns699xp353c84r1g6epazycl,1,54.4,40.5,2022-12-04T17:22:34.705Z,2022-12-04T17:22:37Z,3934574117,265,,3934574115,152,,3934574113,56,Center,3934574119,286,,3934574111,13,,3934574149,233,149,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182563,149,4,1,22,2,djz9e25b9zuiu5rmv1zha3i6f,0,45.6,59.5,2022-12-04T17:22:34.706Z,2022-12-04T17:22:37Z,3934574153,233,191,3934574147,285,,3934574139,13,,3934574145,265,,3934574143,152,,3934574141,56,Back,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182619,192,1,1,22,22,9ns699xp353c84r1g6epazycl,1,54,40.7,2022-12-04T17:22:55.138Z,2022-12-04T17:23:10Z,3934574471,152,,3934574479,212,21.4,3934574473,56,Center,3934574469,5,,3934574475,140,72.3,3934574481,213,5.8,3934574477,141,26.9,3934574745,189,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182637,193,1,1,22,24,9ns699xp353c84r1g6epazycl,1,72.3,26.9,2022-12-04T17:22:57.075Z,2022-12-04T17:23:09Z,3934574569,56,Center,3934574575,212,19.6,3934574573,141,21.2,3934574571,140,90.6,3934574577,213,6.1,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182639,150,45,1,22,27,djz9e25b9zuiu5rmv1zha3i6f,0,6.4,75.6,2022-12-04T17:23:00.355Z,2022-12-04T17:23:02Z,3934574583,285,,3934574581,56,Back,3934574621,233,194,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182643,194,3,1,22,27,9ns699xp353c84r1g6epazycl,1,93.6,24.4,2022-12-04T17:23:00.355Z,2022-12-04T17:23:02Z,3934574609,56,Center,3934574615,233,150,3934574611,286,,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182649,195,1,1,22,29,9ns699xp353c84r1g6epazycl,1,90.3,29.8,2022-12-04T17:23:02.338Z,2022-12-04T17:23:17Z,3934574655,212,16.8,3934574653,141,37.6,3934574651,140,75.1,3934574649,56,Center,3934574893,154,,3934574657,213,2.8,3934574891,210,15,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182655,196,15,1,22,33,9ns699xp353c84r1g6epazycl,1,75.1,37.6,2022-12-04T17:23:05.651Z,2022-12-04T17:23:18Z,3934574765,20,,3934574931,147,49.5,3934574667,22,,3934574927,328,,3934574925,215,,3934574921,102,53.6,3934574923,103,12.0,3934574781,233,151,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,3934574917,55,195,3934574909,120,3934574671,56,Center,3934574915,154,,3934574913,29,3934574911,76,3934574929,146,3934574669,18,,,,,,,,,,98.4,,
2489182647,151,10,1,22,33,djz9e25b9zuiu5rmv1zha3i6f,1,3.4,51.2,2022-12-04T17:23:05.751Z,2022-12-04T17:23:11Z,3934574731,177,,3934574643,178,,3934574645,182,,3934574785,233,196,3934574647,56,Back,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182653,152,52,1,22,33,djz9e25b9zuiu5rmv1zha3i6f,1,3.4,51.2,2022-12-04T17:23:06.105Z,2022-12-04T17:23:08Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182695,153,80,1,22,46,djz9e25b9zuiu5rmv1zha3i6f,0,13.8,51.9,2022-12-04T17:23:19.288Z,2022-12-04T17:23:19Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182709,154,1,1,22,48,djz9e25b9zuiu5rmv1zha3i6f,0,14.9,53.7,2022-12-04T17:23:21.233Z,2022-12-04T17:23:25Z,3934575043,213,0.5,3934575039,141,87.4,3934575041,212,46.7,3934575037,140,53.7,3934575033,155,,3934575035,56,Left,3934575045,1,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182721,197,1,1,22,51,9ns699xp353c84r1g6epazycl,0,42.9,6.7,2022-12-04T17:23:24.626Z,2022-12-04T17:23:26Z,3934575093,56,Right,3934575099,212,16.4,3934575097,141,5.8,3934575101,213,6.2,3934575095,140,58.5,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182737,155,1,1,22,55,djz9e25b9zuiu5rmv1zha3i6f,0,32.1,94.7,2022-12-04T17:23:27.736Z,2022-12-04T17:23:30Z,3934575175,140,35.7,3934575181,213,0.2,3934575179,212,3.9,3934575173,56,Back,3934575247,286,,3934575177,141,96.0,3934575241,236,,3934575243,233,198,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182747,198,74,1,22,55,9ns699xp353c84r1g6epazycl,1,58.3,3.5,2022-12-04T17:23:27.737Z,2022-12-04T17:24:06Z,3934575239,285,,3934575237,56,Right,3934575249,233,155,,,,,,,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182753,156,5,1,22,56,djz9e25b9zuiu5rmv1zha3i6f,1,39.4,101.6,2022-12-04T17:23:29.329Z,2022-12-04T17:23:31Z,3934575271,56,Back,3934575273,347,,3934575275,233,199,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182749,199,5,1,22,56,9ns699xp353c84r1g6epazycl,0,60.6,-1.6,2022-12-04T17:23:29.329Z,2022-12-04T17:24:08Z,3934575281,233,156,3934575255,347,,3934575253,56,Right,,,,,,,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182785,157,1,1,23,12,djz9e25b9zuiu5rmv1zha3i6f,1,48.5,100,2022-12-04T17:23:44.664Z,2022-12-04T17:23:46Z,3934575437,213,5.9,3934575429,56,Left,3934575433,141,93.0,3934575431,140,61.5,3934575427,107,,3934575435,212,14.8,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182787,158,44,1,23,13,djz9e25b9zuiu5rmv1zha3i6f,1,62.8,93.2,2022-12-04T17:23:46.082Z,2022-12-04T17:23:47Z,3934575443,286,,3934575447,233,200,3934575441,56,Left,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182783,200,44,1,23,13,9ns699xp353c84r1g6epazycl,0,37.2,6.8,2022-12-04T17:23:46.083Z,2022-12-04T17:23:47Z,3934575423,56,Back,3934575425,285,,3934575453,233,158,,,,,,,,,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182789,159,1,1,23,13,djz9e25b9zuiu5rmv1zha3i6f,0,61.5,92.4,2022-12-04T17:23:46.600Z,2022-12-04T17:23:49Z,3934575461,140,70.8,3934575463,141,82.7,3934575455,3,,3934575467,213,5.7,3934575457,168,,3934575459,56,Left,3934575465,212,11.8,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182791,201,1,1,23,15,9ns699xp353c84r1g6epazycl,1,29.6,17.5,2022-12-04T17:23:47.826Z,2022-12-04T17:23:48Z,3934575477,212,5.9,3934575469,3,,3934575475,141,24.2,3934575471,56,Back,3934575479,213,0.9,3934575473,140,33.1,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182799,202,1,1,23,16,9ns699xp353c84r1g6epazycl,0,33.1,24.2,2022-12-04T17:23:48.770Z,2022-12-04T17:23:49Z,3934575517,212,7.5,3934575511,56,Back,3934575513,140,39.0,3934575519,213,5.7,3934575515,141,18.1,3934575509,3,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182797,160,8,1,23,16,djz9e25b9zuiu5rmv1zha3i6f,1,60.9,75.7,2022-12-04T17:23:49.289Z,2022-12-04T17:23:49Z,3934575507,56,Center,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182811,161,61,1,23,17,djz9e25b9zuiu5rmv1zha3i6f,1,58.6,88.6,2022-12-04T17:23:50.352Z,2022-12-04T17:24:00Z,3934575581,56,Left,,,,,,,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182813,203,49,1,23,19,9ns699xp353c84r1g6epazycl,1,39.7,5.2,2022-12-04T17:23:52.370Z,2022-12-04T17:23:52Z,,,,,,,,,,,,,,,,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182827,204,4,1,23,21,9ns699xp353c84r1g6epazycl,1,55.8,8.9,2022-12-04T17:23:54.503Z,2022-12-04T17:23:59Z,3934575651,152,,3934575653,265,,3934575655,286,,3934575647,13,,3934575711,233,162,3934575649,56,Right,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182831,162,4,1,23,21,djz9e25b9zuiu5rmv1zha3i6f,0,44.2,91.1,2022-12-04T17:23:54.504Z,2022-12-04T17:23:59Z,3934575671,56,Back,3934575673,152,,3934575677,285,,3934575721,233,204,3934575669,13,,3934575675,265,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182877,205,1,1,23,41,9ns699xp353c84r1g6epazycl,1,53.8,7.3,2022-12-04T17:24:14.355Z,2022-12-04T17:25:00Z,3934576033,189,,3934575941,212,21.2,3934575937,140,38.5,3934575943,213,2.4,3934575935,56,Back,3934575939,141,27.7,3934575933,152,,3934575931,5,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182979,210,1,1,23,44,9ns699xp353c84r1g6epazycl,1,39.4,30.7,2022-12-04T17:24:16.986Z,2022-12-04T17:24:59Z,3934576641,189,,3934576577,212,9.6,3934576575,141,17.2,3934576571,56,Back,3934576573,140,36.6,3934576579,213,4.4,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182881,206,4,1,23,47,9ns699xp353c84r1g6epazycl,1,48.3,11.9,2022-12-04T17:24:20.535Z,2022-12-04T17:24:22Z,3934575997,152,,3934575995,56,Back,3934575991,13,,3934576011,233,163,3934575993,295,,3934575999,286,,,,,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182883,163,4,1,23,47,djz9e25b9zuiu5rmv1zha3i6f,0,51.7,88.1,2022-12-04T17:24:20.536Z,2022-12-04T17:24:23Z,3934576005,56,Left,3934576015,233,206,3934576001,13,,3934576009,285,,3934576007,152,,3934576003,295,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182935,207,1,1,24,2,9ns699xp353c84r1g6epazycl,1,45.2,26,2022-12-04T17:24:35.347Z,2022-12-04T17:24:38Z,3934576307,212,23.2,3934576297,5,,3934576305,141,57.9,3934576309,213,1.9,3934576299,152,,3934576303,140,37.4,3934576301,56,Back,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182951,208,1,1,24,5,9ns699xp353c84r1g6epazycl,1,41.2,51.2,2022-12-04T17:24:38.307Z,2022-12-04T17:24:45Z,3934576417,212,46.8,3934576409,155,,3934576415,141,76.8,3934576419,213,0.4,3934576421,1,,3934576413,140,82.6,3934576411,56,Center,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182953,209,61,1,24,11,9ns699xp353c84r1g6epazycl,0,90.5,72.2,2022-12-04T17:24:43.994Z,2022-12-04T17:25:53Z,3934576425,56,Center,,,,,,,,,,,,,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182945,164,52,1,24,12,djz9e25b9zuiu5rmv1zha3i6f,1,5.5,41.5,2022-12-04T17:24:44.640Z,2022-12-04T17:24:45Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489182991,165,80,1,24,26,djz9e25b9zuiu5rmv1zha3i6f,0,13,41.5,2022-12-04T17:24:58.857Z,2022-12-04T17:24:58Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183007,166,1,1,24,27,djz9e25b9zuiu5rmv1zha3i6f,0,13.1,41.5,2022-12-04T17:25:00.439Z,2022-12-04T17:25:06Z,3934576739,155,,3934576747,212,48.5,3934576751,1,,3934576741,56,Right,3934576749,213,6.0,3934576743,140,57.0,3934576745,141,19.4,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183013,211,44,1,24,31,9ns699xp353c84r1g6epazycl,1,39.2,82.8,2022-12-04T17:25:04.415Z,2022-12-04T17:25:05Z,3934576771,56,Back,3934576773,285,,3934576775,233,167,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183011,167,44,1,24,31,djz9e25b9zuiu5rmv1zha3i6f,0,60.8,17.2,2022-12-04T17:25:04.416Z,2022-12-04T17:25:06Z,3934576767,56,Right,3934576769,286,,3934576821,233,211,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183015,212,1,1,24,32,9ns699xp353c84r1g6epazycl,0,35.5,84.9,2022-12-04T17:25:05.107Z,2022-12-04T17:25:07Z,3934576779,3,,3934576785,141,100.0,3934576789,213,1.6,3934576783,140,35.3,3934576781,56,Back,3934576787,212,11.0,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183025,168,5,1,24,33,djz9e25b9zuiu5rmv1zha3i6f,1,60.6,-1,2022-12-04T17:25:06.144Z,2022-12-04T17:29:18Z,3934576847,233,213,3934576843,56,Right,3934576845,347,,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183021,213,5,1,24,33,9ns699xp353c84r1g6epazycl,0,39.4,101,2022-12-04T17:25:06.144Z,2022-12-04T17:25:08Z,3934576829,347,,3934576827,56,Back,3934576853,233,168,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183083,169,1,1,24,50,djz9e25b9zuiu5rmv1zha3i6f,1,60.1,0,2022-12-04T17:25:22.935Z,2022-12-04T17:25:27Z,3934577167,107,,3934577177,213,0.7,3934577175,212,4.9,3934577169,56,Right,3934577171,140,63.7,3934577173,141,2.6,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183087,170,50,1,24,54,djz9e25b9zuiu5rmv1zha3i6f,1,65.4,2.6,2022-12-04T17:25:26.705Z,2022-12-04T17:25:28Z,3934577185,56,Right,3934577187,286,,3934577209,233,214,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183085,214,7,1,24,54,9ns699xp353c84r1g6epazycl,0,34.6,97.4,2022-12-04T17:25:26.706Z,2022-12-04T17:25:28Z,3934577183,285,,3934577181,56,Back,3934577191,233,170,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183089,171,61,1,24,54,djz9e25b9zuiu5rmv1zha3i6f,0,64,2.5,2022-12-04T17:25:27.407Z,2022-12-04T17:25:27Z,3934577189,56,Right,,,,,,,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183093,172,5,1,24,55,djz9e25b9zuiu5rmv1zha3i6f,0,65.6,-1.8,2022-12-04T17:25:28.055Z,2022-12-04T17:25:34Z,3934577361,233,215,3934577213,347,,3934577211,56,Right,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183119,215,5,1,24,55,9ns699xp353c84r1g6epazycl,1,34.4,101.8,2022-12-04T17:25:28.055Z,2022-12-04T17:29:19Z,3934577337,56,Back,3934577339,347,,3934577345,233,172,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183133,216,1,1,25,0,9ns699xp353c84r1g6epazycl,1,34.3,100,2022-12-04T17:25:33.379Z,2022-12-04T17:25:38Z,3934577437,140,36.6,3934577441,212,8.1,3934577439,141,90.3,3934577433,107,,3934577443,213,5.0,3934577435,56,Back,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183137,217,1,1,25,5,9ns699xp353c84r1g6epazycl,1,41.1,96.9,2022-12-04T17:25:38.099Z,2022-12-04T17:25:40Z,3934577467,213,6.3,3934577463,141,96.2,3934577461,140,58.9,3934577465,212,18.7,3934577459,56,Left,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183139,218,3,1,25,7,9ns699xp353c84r1g6epazycl,0,59.2,96.4,2022-12-04T17:25:40.259Z,2022-12-04T17:25:43Z,3934577473,286,,3934577521,233,173,3934577471,56,Left,,,,,,,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183141,173,7,1,25,7,djz9e25b9zuiu5rmv1zha3i6f,1,40.8,3.6,2022-12-04T17:25:40.260Z,2022-12-04T17:25:42Z,3934577503,285,,3934577501,56,Back,3934577517,233,218,,,,,,,,,,,,,,,,4su6y0sg2fw9vvi8y5cjazk0k,Lidia Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489183143,174,49,1,25,9,djz9e25b9zuiu5rmv1zha3i6f,1,40.4,2.2,2022-12-04T17:25:42.215Z,2022-12-04T17:25:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
