id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/9/value,assist,qualifier/16/value,qualifier/17/value
2546709857,7,1,1,0,29,bop6aslxmwvzsapdxsw3xbvfg,1,24.7,9.4,2023-05-10T17:02:06.076Z,2023-05-10T17:55:03Z,4266869967,140,33.7,4266869973,213,0.8,4266869965,56,Back,4266869969,141,23.1,4266869971,212,13.3,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709859,8,1,1,0,31,bop6aslxmwvzsapdxsw3xbvfg,1,32.1,21.3,2023-05-10T17:02:08.476Z,2023-05-10T17:55:04Z,4266869985,212,14.0,4266869981,140,22.8,4266869987,213,3.9,4266869979,56,Back,4266869983,141,6.5,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709861,9,1,1,0,32,bop6aslxmwvzsapdxsw3xbvfg,1,22.8,6.5,2023-05-10T17:02:09.500Z,2023-05-10T17:02:12Z,4266869997,212,18.0,4266869995,141,31.9,4266869993,140,18.0,4266869999,213,1.9,4266869991,56,Back,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709863,10,1,1,0,35,bop6aslxmwvzsapdxsw3xbvfg,1,19.5,32.8,2023-05-10T17:02:12.012Z,2023-05-10T17:02:15Z,4266870013,212,20.2,4266870009,140,3.8,4266870007,56,Back,4266870015,213,2.5,4266870011,141,49.9,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709865,11,1,1,0,38,bop6aslxmwvzsapdxsw3xbvfg,1,4.4,45.8,2023-05-10T17:02:15.357Z,2023-05-10T17:02:19Z,4266870033,213,5.3,4266870025,56,Back,4266870027,140,22.3,4266870029,141,4.3,4266870035,1,,4266870023,155,,4266870031,212,33.9,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709867,12,61,1,0,42,bop6aslxmwvzsapdxsw3xbvfg,0,26.8,7.1,2023-05-10T17:02:19.645Z,2023-05-10T17:02:20Z,4266870039,56,Back,4266870041,189,,,,,,,,,,,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709869,8,49,1,0,43,bxlqcsb8ylen7lng9qy50eoq5,1,65.7,91.8,2023-05-10T17:02:20.461Z,2023-05-10T17:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709871,9,1,1,0,44,bxlqcsb8ylen7lng9qy50eoq5,0,65.7,91.8,2023-05-10T17:02:20.925Z,2023-05-10T17:02:22Z,4266870051,212,21.3,4266870047,140,48.0,4266870045,56,Back,4266870053,213,3.6,4266870049,141,76.6,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709873,13,49,1,0,47,bop6aslxmwvzsapdxsw3xbvfg,1,55.8,30.7,2023-05-10T17:02:23.837Z,2023-05-10T17:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709875,14,1,1,0,52,bop6aslxmwvzsapdxsw3xbvfg,1,72.2,34.6,2023-05-10T17:02:29.069Z,2023-05-10T17:02:31Z,4266870065,140,63.4,4266870067,141,22.4,4266870071,213,3.9,4266870069,212,12.4,4266870063,56,Center,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709877,15,1,1,0,55,bop6aslxmwvzsapdxsw3xbvfg,1,63.9,23.3,2023-05-10T17:02:31.789Z,2023-05-10T17:02:33Z,4266870081,141,37.3,4266870085,213,1.9,4266870077,56,Center,4266870083,212,10.0,4266870079,140,61.1,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709879,16,1,1,0,56,bop6aslxmwvzsapdxsw3xbvfg,1,61.1,37.3,2023-05-10T17:02:33.405Z,2023-05-10T17:02:34Z,4266870099,212,14.6,4266870093,56,Center,4266870101,213,5.7,4266870095,140,73.0,4266870097,141,26.2,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709881,17,1,1,0,57,bop6aslxmwvzsapdxsw3xbvfg,1,73,26.2,2023-05-10T17:02:34.573Z,2023-05-10T17:02:36Z,4266870113,56,Center,4266870119,212,10.7,4266870121,213,2.2,4266870117,141,39.1,4266870115,140,67.1,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709883,18,1,1,1,0,bop6aslxmwvzsapdxsw3xbvfg,1,67.1,39.1,2023-05-10T17:02:36.797Z,2023-05-10T17:02:38Z,4266870151,140,73.5,4266870149,56,Center,4266870153,141,43.6,4266870159,213,0.4,4266870155,212,7.4,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709887,19,1,1,1,1,bop6aslxmwvzsapdxsw3xbvfg,0,73.5,43.6,2023-05-10T17:02:38.493Z,2023-05-10T17:54:11Z,4266870193,212,6.3,4266870187,56,Center,4266870189,140,76.0,4266870191,141,35.2,4266870195,213,5.1,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709891,10,1,1,1,3,bxlqcsb8ylen7lng9qy50eoq5,0,26.6,69.1,2023-05-10T17:02:40.670Z,2023-05-10T17:02:48Z,4266870249,141,79.9,4266870253,213,0.1,4266870243,157,,4266870245,56,Left,4266870255,1,,4266870247,140,75.9,4266870251,212,52.3,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709893,20,1,1,1,9,bop6aslxmwvzsapdxsw3xbvfg,1,23,26.5,2023-05-10T17:02:46.445Z,2023-05-10T17:02:48Z,4266870257,56,Back,4266870263,212,17.1,4266870261,141,37.7,4266870265,213,2.7,4266870259,140,8.4,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709897,21,1,1,1,11,bop6aslxmwvzsapdxsw3xbvfg,1,8.4,37.7,2023-05-10T17:02:48.109Z,2023-05-10T17:02:50Z,4266870287,141,22.4,4266870285,140,22.8,4266870283,56,Back,4266870289,212,18.4,4266870291,213,5.7,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709899,22,1,1,1,13,bop6aslxmwvzsapdxsw3xbvfg,1,22.8,22.4,2023-05-10T17:02:50.077Z,2023-05-10T17:02:51Z,4266870299,141,37.4,4266870301,212,12.7,4266870295,56,Back,4266870297,140,30.0,4266870303,213,0.9,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709901,23,1,1,1,14,bop6aslxmwvzsapdxsw3xbvfg,1,30,37.4,2023-05-10T17:02:51.630Z,2023-05-10T17:02:54Z,4266870313,141,65.5,4266870309,56,Back,4266870317,213,2.1,4266870311,140,20.5,4266870315,212,21.6,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709905,24,1,1,1,18,bop6aslxmwvzsapdxsw3xbvfg,1,22.4,65.2,2023-05-10T17:02:54.813Z,2023-05-10T17:02:59Z,4266870345,212,21.5,4266870341,140,23.3,4266870339,56,Back,4266870347,213,4.8,4266870343,141,33.6,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709909,25,1,1,1,22,bop6aslxmwvzsapdxsw3xbvfg,1,27.2,33.4,2023-05-10T17:02:59.326Z,2023-05-10T17:03:02Z,4266870373,212,24.8,4266870367,56,Back,4266870375,213,1.4,4266870369,140,30.1,4266870371,141,69.6,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709911,26,1,1,1,25,bop6aslxmwvzsapdxsw3xbvfg,1,31.7,69.4,2023-05-10T17:03:01.982Z,2023-05-10T17:03:07Z,4266870387,141,95.7,4266870385,140,44.5,4266870383,56,Back,4266870389,212,22.4,4266870391,213,0.9,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709913,27,1,1,1,30,bop6aslxmwvzsapdxsw3xbvfg,1,44.2,95.4,2023-05-10T17:03:06.910Z,2023-05-10T17:53:54Z,4266870399,141,76.6,4266870401,212,24.6,4266870395,56,Back,4266870397,140,24.2,4266870403,213,3.7,,,,,,,,,,cw97vxc7rkog1flgwkgv0dxck,Lucía Corrales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709917,28,1,1,1,32,bop6aslxmwvzsapdxsw3xbvfg,1,20.3,75,2023-05-10T17:03:09.406Z,2023-05-10T17:03:11Z,4266870429,56,Back,4266870437,213,3.8,4266870435,212,18.4,4266870431,140,6.3,4266870433,141,58.7,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709919,29,1,1,1,34,bop6aslxmwvzsapdxsw3xbvfg,1,7.5,60.5,2023-05-10T17:03:11.278Z,2023-05-10T17:03:17Z,4266870441,56,Back,4266870447,212,27.5,4266870445,141,97.1,4266870443,140,18.7,4266870449,213,1.1,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709921,30,61,1,1,40,bop6aslxmwvzsapdxsw3xbvfg,0,18.4,92.6,2023-05-10T17:03:17.311Z,2023-05-10T17:53:48Z,4266870453,56,Back,,,,,,,,,,,,,,,,,,,,,,cw97vxc7rkog1flgwkgv0dxck,Lucía Corrales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709923,11,49,1,1,41,bxlqcsb8ylen7lng9qy50eoq5,1,82.7,9.4,2023-05-10T17:03:17.903Z,2023-05-10T17:03:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5ag0647kn7k4y21y8nigiwxqt,Nagore Calderón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709927,12,1,1,1,42,bxlqcsb8ylen7lng9qy50eoq5,1,85.1,8.5,2023-05-10T17:03:19.662Z,2023-05-10T17:04:14Z,4266870477,56,Center,4266870485,213,1.8,4266870481,141,43.3,4266870911,154,,4266870909,210,15,4266870483,212,24.2,4266870479,140,80.1,,,,5ag0647kn7k4y21y8nigiwxqt,Nagore Calderón,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709929,13,15,1,1,44,bxlqcsb8ylen7lng9qy50eoq5,1,80.5,43.3,2023-05-10T17:03:21.359Z,2023-05-10T17:04:15Z,4266870915,29,,4266870783,233,31,4266870493,22,,4266870919,55,12,4266870495,18,,4266870913,78,,4266870935,230,98.0,4266870933,147,44.0,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,4266870927,215,4266870917,154,,4266870931,146,82.4,4266870497,56,Center,4266870929,108,4266870937,231,50.2,4266870923,102,50.9,4266870925,103,19,4266870777,20,4266870781,82,,,,,,
2546709931,31,10,1,1,44,bop6aslxmwvzsapdxsw3xbvfg,1,17.5,51.3,2023-05-10T17:03:21.459Z,2023-05-10T17:03:57Z,4266870787,233,13,4266870505,94,,4266870507,56,Back,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709933,14,15,1,1,47,bxlqcsb8ylen7lng9qy50eoq5,1,89.1,38,2023-05-10T17:03:24.495Z,2023-05-10T17:05:08Z,4266871425,146,92.1,4266871423,458,,4266871429,230,98.8,4266870511,22,,4266871361,20,,4266871431,231,47.8,4266871417,78,,4266870515,56,Center,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,4266871427,147,4266871365,82,,4266871381,233,32,4266870513,17,,4266871419,102,4266871421,103,19,,,,,,,,,,,41.0,48.7,,,,
2546709935,32,10,1,1,47,bop6aslxmwvzsapdxsw3xbvfg,1,8.6,56.3,2023-05-10T17:03:24.595Z,2023-05-10T17:05:05Z,4266871385,233,14,4266870525,56,Back,4266870523,94,,,,,,,,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709939,33,12,1,1,49,bop6aslxmwvzsapdxsw3xbvfg,1,7.6,49.9,2023-05-10T17:03:26.623Z,2023-05-10T17:03:27Z,4266870561,213,1.0,4266870553,140,12.6,4266870555,141,61.5,4266870551,56,Back,4266870557,212,9.5,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709945,34,12,1,1,51,bop6aslxmwvzsapdxsw3xbvfg,1,12.6,61.5,2023-05-10T17:03:27.759Z,2023-05-10T17:03:36Z,4266870615,213,5.8,4266870611,141,38.3,4266870607,56,Back,4266870613,212,33.4,4266870609,140,40.6,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709943,15,1,1,1,57,bxlqcsb8ylen7lng9qy50eoq5,0,62.6,51.3,2023-05-10T17:03:34.352Z,2023-05-10T17:03:37Z,4266870605,1,,4266870603,213,5.7,4266870593,155,,4266870601,212,33.1,4266870599,141,23.7,4266870597,140,88.6,4266870595,56,Center,,,,4nbtzqsvw5ecwsh0k19rzoiga,Almudena Rivero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709947,35,12,1,1,59,bop6aslxmwvzsapdxsw3xbvfg,1,13.6,73.5,2023-05-10T17:03:35.903Z,2023-05-10T17:53:24Z,4266870623,212,21.2,4266870617,56,Back,4266870627,15,,4266870625,213,0.3,4266870619,140,32.9,4266870621,141,82.6,,,,,,,cw97vxc7rkog1flgwkgv0dxck,Lucía Corrales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709949,36,49,1,2,2,bop6aslxmwvzsapdxsw3xbvfg,1,33.7,82.4,2023-05-10T17:03:38.799Z,2023-05-10T17:03:38Z,,,,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709951,37,1,1,2,3,bop6aslxmwvzsapdxsw3xbvfg,1,31.9,78.8,2023-05-10T17:03:39.950Z,2023-05-10T17:03:41Z,4266870647,140,34.7,4266870645,56,Back,4266870649,141,69.3,4266870653,213,5.1,4266870651,212,7.1,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709953,38,1,1,2,4,bop6aslxmwvzsapdxsw3xbvfg,1,34.7,69.3,2023-05-10T17:03:41.038Z,2023-05-10T17:03:42Z,4266870665,140,13.2,4266870667,141,76.1,4266870669,212,23.0,4266870671,213,2.9,4266870663,56,Back,,,,,,,,,,7mehm5v7egyc1r4qioexklbmc,Vicky López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709961,39,1,1,2,6,bop6aslxmwvzsapdxsw3xbvfg,1,13.2,76.1,2023-05-10T17:03:42.735Z,2023-05-10T17:03:48Z,4266870725,212,28.1,4266870719,56,Back,4266870721,140,1.2,4266870727,213,4.2,4266870723,141,39.2,,,,,,,,,,3ruj0we4jma5m60xumyoir1ii,Jana Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709965,40,1,1,2,11,bop6aslxmwvzsapdxsw3xbvfg,1,1.2,39.2,2023-05-10T17:03:48.064Z,2023-05-10T17:03:53Z,4266870751,141,4.0,4266870755,213,5.2,4266870747,56,Back,4266870753,212,27.6,4266870749,140,14.2,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546709967,41,1,1,2,16,bop6aslxmwvzsapdxsw3xbvfg,1,33.7,10,2023-05-10T17:03:52.911Z,2023-05-10T17:03:54Z,4266870767,212,15.8,4266870765,141,30.9,4266870763,140,27.1,4266870769,213,2.0,4266870761,56,Back,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
