id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2547661971,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-05-13T09:11:00.621Z,2023-05-13T09:55:59Z,4272023353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4272023341,30,"dcbrqeq61r269wyh4k00g3t3o, cehjx04vym880gqogj4djdiad, 3qg0fby2m8ua25w931ubn8mc4, 23cz0ftfc2rstsut0wkmntm8l, 3bnl8jpyjy436d6rq46apwei2, cgbly4uoca30z9ey5h722ej56, 5mk5a6g9962zs1f0dgv2g3o45, 4bpis8gkfy9n5pknxuw40hus4, 49klmhzbsmlxnkp2w60y66sph, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, euieo81aiyv4wqldc8owokset, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, 4kqwr8xb2ydw2v32thgb5sk5w, 8grsiemkt03k8c1g6am7vnxlh, ah7sbrjt4lz1t4zww2l4sf1ex, dj7z4zsiwjd3xnrb284zt5b6x, dl0wzq2dftry5gqgalthhr1ed, 55dkf4evau0bcy8uyhkat9b84",4272023345,59,"13, 5, 30, 18, 22, 3, 14, 6, 9, 10, 12, 1, 7, 8, 11, 15, 16, 17, 23, 27",4272023343,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4272023347,130,2,4272023351,194,3bnl8jpyjy436d6rq46apwei2,4272076987,197,12187,4272023349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547662809,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-05-13T09:13:13.228Z,2023-05-13T10:00:48Z,4272078687,197,3941,4272027529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4272078685,194,4bcef9sqkbml7b2jtqhbz602d,4272027525,130,4,4272027521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4272027519,30,"4bcef9sqkbml7b2jtqhbz602d, lanj0745tf4i4hige9vm9qll, d0i38pk78vbxoqz7x2rzz8cx6, daze51b5849zsk2aqvgmkkbth, 9163edyiljpd18plos0eb2j8p, 24dpnyyhqgnve5zzget4gz1zp, 3alzawtqpfjtb3vez30mbp0mi, 5qvgs8yefgkayj9yt1kidkcfd, 4pavtall24hy4jle51p1lqkbu, 1tusdkqm6v4khzekbrp2jfnqh, 2a76iw4bpv8ppfhuc859cweeh, efxmnnjg8l00ns74d7nnloi22, 1duox0r8qvb3t52m9w4mp86ol, 52kdiaya57yaisoil0k9ss0oa, 3iet32cz1jg865iswu92kqd49, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 263vizqqfp8zwwws0exdrl3o5, ayd71ahuyt8kd9c8xmbbbhg16, auyj06nha2syoygo7prfadobu",4272027523,59,"1, 3, 20, 7, 15, 11, 6, 22, 26, 19, 17, 2, 4, 5, 9, 13, 14, 16, 18, 27",4272027527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672921,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-05-13T10:00:13.985Z,2023-05-13T10:00:14Z,4272079425,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672923,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-05-13T10:00:13.985Z,2023-05-13T10:00:16Z,4272079429,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672927,3,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,50.1,49.7,2023-05-13T10:00:14.085Z,2023-05-13T10:00:17Z,4272079439,140,30.1,4272079441,141,53.4,4272079437,56,Back,4272079445,213,3.0,4272079447,279,S,4272079443,212,21.2,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672937,4,1,1,0,3,1qoqz1tyay060cj5aha7rt1lp,1,29.5,52.4,2023-05-13T10:00:17.621Z,2023-05-13T10:00:20Z,4272079509,1,,4272079499,56,Right,4272079507,213,5.5,4272079503,141,8.6,4272079497,157,,4272079505,212,41.6,4272079501,140,57.1,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672939,5,1,1,0,6,1qoqz1tyay060cj5aha7rt1lp,1,56.5,8.6,2023-05-13T10:00:20.469Z,2023-05-13T10:00:22Z,4272079517,56,Back,4272079525,213,3.3,4272079521,141,4.9,4272079519,140,38.9,4272079523,212,18.7,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672941,6,1,1,0,8,1qoqz1tyay060cj5aha7rt1lp,1,38.7,4.9,2023-05-13T10:00:22.069Z,2023-05-13T10:00:23Z,4272079539,212,8.7,4272079533,56,Back,4272079537,141,10.1,4272079541,213,0.4,4272079535,140,46.3,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672949,7,1,1,0,9,1qoqz1tyay060cj5aha7rt1lp,1,46.3,10.1,2023-05-13T10:00:23.796Z,2023-05-13T10:00:26Z,4272079605,212,10.5,4272079601,140,52.2,4272079607,213,0.9,4272079603,141,22.5,4272079599,56,Center,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547672955,8,1,1,0,12,1qoqz1tyay060cj5aha7rt1lp,1,55.3,33,2023-05-13T10:00:26.549Z,2023-05-13T10:00:28Z,4272079641,140,60.4,4272079645,212,15.6,4272079639,56,Center,4272079643,141,54.6,4272079647,213,1.2,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
