id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/15/value
2524755827,8,1,1,0,21,e7p3lxg97gac51s71hotzi0a5,1,25.7,78.7,2023-03-26T10:02:50.550Z,2023-03-26T10:52:38Z,4124536723,213,4.6,4124536721,212,19.2,4124536715,56,Back,4124536717,140,24.2,4124536719,141,50.6,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755831,9,1,1,0,22,e7p3lxg97gac51s71hotzi0a5,1,24.2,50.6,2023-03-26T10:02:51.991Z,2023-03-26T10:02:53Z,4124536735,56,Back,4124536743,213,5.0,4124536739,141,24.4,4124536737,140,29.6,4124536741,212,18.7,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755835,10,1,1,0,23,e7p3lxg97gac51s71hotzi0a5,1,29.6,24.4,2023-03-26T10:02:53.015Z,2023-03-26T10:52:50Z,4124536767,212,36.1,4124536769,213,0.1,4124536761,56,Center,4124536759,155,,4124536763,140,63.8,4124536771,1,,4124536765,141,29.2,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755839,11,61,1,0,25,e7p3lxg97gac51s71hotzi0a5,0,63.8,29.2,2023-03-26T10:02:55.031Z,2023-03-26T10:52:57Z,4124536775,56,Center,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755837,3,49,1,0,25,4vvf3sulx3a61fiyaarjdndjs,1,40.1,66.9,2023-03-26T10:02:55.084Z,2023-03-26T10:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755843,4,1,1,0,26,4vvf3sulx3a61fiyaarjdndjs,0,40.1,66.9,2023-03-26T10:02:55.307Z,2023-03-26T10:02:57Z,4124536791,213,0.2,4124536785,140,54.4,4124536783,56,Center,4124536789,212,15.4,4124536787,141,71.8,4124536793,1,,4124536781,157,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755849,12,1,1,0,28,e7p3lxg97gac51s71hotzi0a5,0,37.3,44.5,2023-03-26T10:02:57.479Z,2023-03-26T10:53:09Z,4124536827,213,0.1,4124536817,3,,4124536819,56,Center,4124536823,141,47.6,4124536821,140,56.1,4124536825,212,19.9,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755857,5,1,1,0,29,4vvf3sulx3a61fiyaarjdndjs,1,49.8,58.1,2023-03-26T10:02:58.393Z,2023-03-26T10:03:00Z,4124536899,212,12.3,4124536897,141,55.5,4124536893,56,Center,4124536895,140,61.4,4124536901,213,6.1,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755865,6,1,1,0,31,4vvf3sulx3a61fiyaarjdndjs,1,55.9,54.6,2023-03-26T10:03:00.249Z,2023-03-26T10:03:03Z,4124536939,212,5.4,4124536937,141,49.4,4124536941,213,3.9,4124536933,56,Center,4124536935,140,52.0,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755887,7,1,1,0,33,4vvf3sulx3a61fiyaarjdndjs,1,52,49.4,2023-03-26T10:03:02.906Z,2023-03-26T10:03:09Z,4124537037,141,79.9,4124537039,212,31.9,4124537031,155,,4124537041,213,0.7,4124537035,140,75.1,4124537033,56,Left,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755891,8,1,1,0,40,4vvf3sulx3a61fiyaarjdndjs,1,84,79.1,2023-03-26T10:03:09.530Z,2023-03-26T10:03:11Z,4124537073,141,94.2,4124537071,140,82.4,4124537075,212,10.4,4124537077,213,1.7,4124537069,56,Left,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755915,9,1,1,0,42,4vvf3sulx3a61fiyaarjdndjs,1,82.4,94.2,2023-03-26T10:03:11.194Z,2023-03-26T10:03:14Z,4124537213,212,6.8,4124537215,213,3.5,4124537209,140,76.3,4124537207,56,Left,4124537211,141,90.9,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755931,10,1,1,0,45,4vvf3sulx3a61fiyaarjdndjs,1,68.4,92.4,2023-03-26T10:03:14.794Z,2023-03-26T10:03:17Z,4124537275,56,Left,4124537277,140,52.7,4124537281,212,16.5,4124537283,213,3.1,4124537279,141,92.4,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755945,11,1,1,0,48,4vvf3sulx3a61fiyaarjdndjs,1,52.7,92.4,2023-03-26T10:03:17.386Z,2023-03-26T10:03:20Z,4124537327,140,61.2,4124537329,141,90.0,4124537331,212,9.1,4124537325,56,Left,4124537333,213,6.1,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755949,12,1,1,0,51,4vvf3sulx3a61fiyaarjdndjs,1,61.2,90,2023-03-26T10:03:20.475Z,2023-03-26T10:03:21Z,4124537345,141,92.4,4124537343,140,64.9,4124537341,56,Left,4124537347,212,4.2,4124537349,213,0.4,,,,,,,,,,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755957,13,1,1,0,52,4vvf3sulx3a61fiyaarjdndjs,1,64.9,92.4,2023-03-26T10:03:21.179Z,2023-03-26T10:03:24Z,4124537413,213,4.7,4124537409,141,78.4,4124537407,140,65.2,4124537405,56,Center,4124537411,212,9.5,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755961,14,1,1,0,54,4vvf3sulx3a61fiyaarjdndjs,0,65.2,78.4,2023-03-26T10:03:23.851Z,2023-03-26T10:53:45Z,4124537455,286,,4124537441,213,5.4,4124537433,56,Center,4124537449,236,,4124537435,140,66.8,4124537439,212,2.8,4124537437,141,75.1,4124537451,233,13,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755959,13,74,1,0,54,e7p3lxg97gac51s71hotzi0a5,1,29.8,31.6,2023-03-26T10:03:23.852Z,2023-03-26T10:53:31Z,4124537423,285,,4124537421,56,Back,4124537461,233,14,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755969,14,49,1,0,56,e7p3lxg97gac51s71hotzi0a5,1,35.2,31.5,2023-03-26T10:03:25.752Z,2023-03-26T10:53:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755979,15,1,1,0,56,e7p3lxg97gac51s71hotzi0a5,1,35.2,31.5,2023-03-26T10:03:26.008Z,2023-03-26T10:53:43Z,4124537531,213,2.4,4124537527,141,43.6,4124537529,212,11.9,4124537525,140,27.0,4124537523,56,Back,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755993,16,1,1,0,58,e7p3lxg97gac51s71hotzi0a5,1,27,43.6,2023-03-26T10:03:27.240Z,2023-03-26T10:03:30Z,4124537613,56,Back,4124537615,140,43.0,4124537621,213,5.7,4124537617,141,28.8,4124537619,212,19.6,,,,,,,,,,a6wwf7jl8eis7wvrhhwhdq3f9,R. Chikwelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524755999,17,1,1,1,1,e7p3lxg97gac51s71hotzi0a5,1,43.5,29.2,2023-03-26T10:03:30.888Z,2023-03-26T10:53:50Z,4124537641,212,13.4,4124537637,140,31.3,4124537639,141,23.4,4124537643,213,3.4,4124537635,56,Back,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756007,18,1,1,1,3,e7p3lxg97gac51s71hotzi0a5,1,31.3,23.4,2023-03-26T10:03:32.521Z,2023-03-26T10:54:03Z,4124537735,141,3.7,4124537733,140,68.7,4124537741,1,,4124537729,155,,4124537731,56,Right,4124537737,212,41.5,4124537739,213,6.0,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756023,19,1,1,1,7,e7p3lxg97gac51s71hotzi0a5,0,78.2,1.9,2023-03-26T10:03:36.136Z,2023-03-26T10:03:42Z,4124537805,2,,4124537811,140,93.6,4124537819,1,,4124537817,213,1.2,4124537815,212,41.5,4124537813,141,58.1,4124537809,56,Center,4124537807,155,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756031,15,11,1,1,12,4vvf3sulx3a61fiyaarjdndjs,1,7.8,45.5,2023-03-26T10:03:41.806Z,2023-03-26T10:03:42Z,4124537853,88,,4124537851,56,Back,,,,,,,,,,,,,,,,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756041,16,1,1,1,15,4vvf3sulx3a61fiyaarjdndjs,1,7.8,45.5,2023-03-26T10:03:44.861Z,2023-03-26T10:03:47Z,4124537917,213,5.1,4124537911,140,18.2,4124537907,123,,4124537909,56,Back,4124537913,141,7.0,4124537915,212,28.4,,,,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756059,17,1,1,1,18,4vvf3sulx3a61fiyaarjdndjs,1,18.2,7,2023-03-26T10:03:47.596Z,2023-03-26T10:03:51Z,4124538003,141,26.8,4124537999,56,Back,4124538001,140,8.7,4124538005,212,16.8,4124538007,213,2.2,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756065,18,1,1,1,21,4vvf3sulx3a61fiyaarjdndjs,1,8.3,29.4,2023-03-26T10:03:51.117Z,2023-03-26T10:54:14Z,4124538037,212,22.6,4124538039,213,1.7,4124538031,56,Back,4124538035,141,62.3,4124538033,140,5.2,,,,,,,,,,1zlt1xabh07byc3u8oid9gdn8,Sandra Villafañe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756093,19,1,1,1,23,4vvf3sulx3a61fiyaarjdndjs,1,5.2,62.3,2023-03-26T10:03:53.117Z,2023-03-26T10:54:17Z,4124538195,213,0.9,4124538191,141,87.2,4124538193,212,21.7,4124538189,140,18.1,4124538187,56,Back,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756095,20,1,1,1,31,4vvf3sulx3a61fiyaarjdndjs,1,26.4,90.5,2023-03-26T10:04:00.317Z,2023-03-26T10:04:01Z,4124538211,213,4.8,4124538203,56,Back,4124538205,140,26.8,4124538209,212,7.4,4124538207,141,79.7,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756105,21,1,1,1,32,4vvf3sulx3a61fiyaarjdndjs,1,26.8,79.7,2023-03-26T10:04:01.166Z,2023-03-26T10:04:03Z,4124538275,213,2.0,4124538273,212,9.2,4124538271,141,92.0,4124538267,56,Back,4124538269,140,23.2,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756129,22,1,1,1,34,4vvf3sulx3a61fiyaarjdndjs,1,23.2,92,2023-03-26T10:04:03.182Z,2023-03-26T10:04:08Z,4124538409,212,34.0,4124538407,141,43.0,4124538413,1,,4124538411,213,4.5,4124538403,56,Back,4124538405,140,17.0,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756139,23,1,1,1,39,4vvf3sulx3a61fiyaarjdndjs,1,20.2,39.1,2023-03-26T10:04:08.543Z,2023-03-26T10:04:11Z,4124538475,212,17.0,4124538473,141,48.7,4124538471,140,35.2,4124538469,56,Back,4124538477,213,0.4,,,,,,,,,,1zlt1xabh07byc3u8oid9gdn8,Sandra Villafañe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756165,24,1,1,1,42,4vvf3sulx3a61fiyaarjdndjs,1,35.4,48.8,2023-03-26T10:04:11.167Z,2023-03-26T10:04:17Z,4124538651,56,Center,4124538657,212,55.0,4124538659,213,5.9,4124538661,1,,4124538655,141,21.8,4124538653,140,84.8,4124538649,155,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756185,20,45,1,1,48,e7p3lxg97gac51s71hotzi0a5,0,10.9,75.6,2023-03-26T10:04:17.279Z,2023-03-26T10:04:22Z,4124538763,285,,4124538761,56,Back,4124538809,233,25,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756171,25,3,1,1,48,4vvf3sulx3a61fiyaarjdndjs,1,89.1,24.4,2023-03-26T10:04:17.279Z,2023-03-26T10:04:21Z,4124538701,56,Center,4124538703,286,,4124538805,233,20,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756179,26,1,1,1,49,4vvf3sulx3a61fiyaarjdndjs,0,87.4,37.1,2023-03-26T10:04:18.831Z,2023-03-26T10:04:21Z,4124538729,141,57.2,4124538727,140,86.7,4124538733,213,1.6,4124538731,212,13.7,4124538725,56,Center,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756217,21,12,1,1,53,e7p3lxg97gac51s71hotzi0a5,1,12.7,38.2,2023-03-26T10:04:22.667Z,2023-03-26T10:04:28Z,4124538997,141,71.2,4124538999,212,24.5,4124538995,140,22.0,4124538993,56,Back,4124539001,213,1.2,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756207,27,1,1,1,54,4vvf3sulx3a61fiyaarjdndjs,1,75.9,36.1,2023-03-26T10:04:23.903Z,2023-03-26T10:04:25Z,4124538907,56,Center,4124538909,140,75.2,4124538915,213,1.6,4124538913,212,11.2,4124538911,141,52.5,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756215,28,1,1,1,56,4vvf3sulx3a61fiyaarjdndjs,1,75.2,52.5,2023-03-26T10:04:25.472Z,2023-03-26T10:04:28Z,4124538985,212,21.0,4124538981,140,76.9,4124538983,141,83.3,4124538979,56,Left,4124538987,213,1.5,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756235,29,1,1,1,59,4vvf3sulx3a61fiyaarjdndjs,1,76.9,83.3,2023-03-26T10:04:28.272Z,2023-03-26T10:04:32Z,4124539125,56,Center,4124539133,213,5.9,4124539127,140,90.4,4124539129,141,75.0,4124539131,212,15.3,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756255,30,3,1,2,3,4vvf3sulx3a61fiyaarjdndjs,0,91.4,73.8,2023-03-26T10:04:32.415Z,2023-03-26T10:55:43Z,4124539197,286,,4124539201,233,22,4124539195,56,Center,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756245,22,7,1,2,3,e7p3lxg97gac51s71hotzi0a5,1,8.6,26.2,2023-03-26T10:04:32.416Z,2023-03-26T10:05:08Z,4124539151,56,Back,4124539883,233,30,4124539153,285,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756319,31,43,1,2,5,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-26T10:04:34.192Z,2023-03-26T10:04:57Z,4124539551,141,70.0,4124539547,56,Center,4124539549,140,89.6,4124539719,144,1,4124539553,212,3.4,4124539555,213,3.5,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756311,23,6,1,2,19,e7p3lxg97gac51s71hotzi0a5,0,7.5,30.4,2023-03-26T10:04:48.956Z,2023-03-26T10:04:56Z,4124539515,56,Back,4124539663,233,32,4124539517,73,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756335,32,6,1,2,19,4vvf3sulx3a61fiyaarjdndjs,1,92.5,69.6,2023-03-26T10:04:48.956Z,2023-03-26T10:17:53Z,4124539633,56,Center,4124539635,73,,4124539643,233,23,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756405,33,1,1,2,48,4vvf3sulx3a61fiyaarjdndjs,0,99.5,99.5,2023-03-26T10:05:17.636Z,2023-03-26T10:05:22Z,4124540113,140,96.7,4124540115,141,54.5,4124540107,155,,4124540109,223,,4124540103,2,,4124540111,56,Center,4124540105,6,,4124540117,212,30.7,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,4124540119,213,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524756409,24,12,1,2,51,e7p3lxg97gac51s71hotzi0a5,1,6.6,49.3,2023-03-26T10:05:20.637Z,2023-03-26T10:55:08Z,4124540143,141,45.8,4124540139,56,Back,4124540141,140,30.6,4124540151,15,,4124540145,212,25.3,4124540147,213,6.2,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
