id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486745469,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-19T16:26:57.540Z,2022-11-19T17:38:19Z,3921691111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921691117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921863609,197,3935,3921691109,130,2,3921691115,194,5cpnfg3x95yjy00c6h2g22tp1,3921691093,30,"3qu360b871q8wssodtkeq6oa2, 33t09qpv89b6wo3suzj33meax, 5o5f6l99dzhim5k1jnnmog6hh, 5w3y2f2ydr2ecq90cdzbn6ns9, w3vjdjxeuaauh8na84fkwhuy, 5cpnfg3x95yjy00c6h2g22tp1, 4nvfy4deuo9cmsegz492aq2g9, bdaicql6er9antum0eaar9x0q, 6mzsev0k2iqswrjncctnnawic, b9rcv1fsqcwockfpbkl58tl, er6khxd9z3wfjekigs4nxf8q, 8jvs33mize0fkkihe2zot28k5, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, bu6otdhlxkznbdm7v6gq1gq21, 2qh8rg0ekcnh8qjvnnrpc9olx, 1533xkmkmi8rpb6yoa8807xn8, a0700ecz96fl1yvj8a6zamql0, dn503idumyhiea35ayzeesj6c, cms9i5exb491nx1tchr9h7k0k, 9w8g9it556ipl3zhatke1srca",3921691103,59,"1, 19, 3, 21, 4, 5, 11, 10, 30, 17, 9, 7, 12, 13, 14, 15, 16, 26, 33, 38, 39",3921691099,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486760609,1,34,16,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-11-19T16:42:33.264Z,2022-11-19T17:23:05Z,3921863667,197,3945,3921771435,59,"1, 19, 20, 12, 4, 3, 11, 9, 7, 10, 6, 8, 16, 17, 21, 22, 23, 28, 30, 36",3921771437,130,23,3921771433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921771441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921771439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921863665,194,zuec10u63781iv5rojm31yzu,3921771431,30,"d1iaa35qeww3me6qcyisvlsh6, 1ite4628zwl6kanllmr7qb1zp, 3ws5zg8wy6j86cr8yrqxnsx9m, 4by0xo4xinb0m8nziofw0g3bp, zuec10u63781iv5rojm31yzu, 9jxxujnb2eoo7avj278ppnqvp, 25u358p365rnbnt0cptnyt3h1, 9ld622ld2el1ql9vy2akchfit, 27oce8op8b7a6fmyp8utoz5gq, eu6nudazhvggen5s7abc46bpx, 1z29kbiufzx7u32mh1fvy1rs9, 4duzcq6r3j9ejv5b6koygle22, ybmp63ubo0wcvjut4ljomgru, 52ic0j91dhgr0vud2agr4ev2t, 1szjchjw88hnlrwejnia4yyuh, 7n5a86810eorw5ugrdkognd62, 44j03m9xpbhjuxmqz6vge9y0a, 1jjfj4cr50dlr3c1zo540yove, 8qfyez69wz7graymj2whaqtjo, 6uttq0cpsnicezpcqy36p7r4k",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778771,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-19T17:20:04.815Z,2022-11-19T17:20:04Z,3921865465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778767,2,32,1,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-11-19T17:20:04.815Z,2022-11-19T17:20:06Z,3921865441,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778773,3,1,1,0,0,9ns699xp353c84r1g6epazycl,1,50,50,2022-11-19T17:20:05.393Z,2022-11-19T18:07:14Z,3921865475,213,3.5,3921865473,212,16.6,3921865477,279,S,3921865469,140,35.0,3921865467,56,Back,3921865471,141,42.5,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778775,4,1,1,0,2,9ns699xp353c84r1g6epazycl,1,34.8,42.7,2022-11-19T17:20:07.453Z,2022-11-19T18:07:11Z,3921865485,141,66.9,3921865481,56,Back,3921865489,213,2.1,3921865483,140,24.6,3921865487,212,19.6,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778779,5,1,1,0,8,9ns699xp353c84r1g6epazycl,1,25,65.1,2022-11-19T17:20:13.058Z,2022-11-19T17:20:12Z,3921865513,141,30.4,3921865517,213,4.8,3921865511,140,26.0,3921865515,212,23.6,3921865509,56,Back,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778785,6,1,1,0,13,9ns699xp353c84r1g6epazycl,1,26.9,36.9,2022-11-19T17:20:18.058Z,2022-11-19T18:07:53Z,3921865549,56,Back,3921865557,213,1.7,3921865553,141,67.9,3921865555,212,21.2,3921865551,140,25.0,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778791,7,1,1,0,17,9ns699xp353c84r1g6epazycl,1,31.7,48.5,2022-11-19T17:20:22.267Z,2022-11-19T17:20:19Z,3921865603,212,15.8,3921865599,140,31.2,3921865597,56,Back,3921865601,141,25.3,3921865605,213,4.7,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486778795,8,1,1,0,20,9ns699xp353c84r1g6epazycl,1,28,28.8,2022-11-19T17:20:25.507Z,2022-11-19T18:08:01Z,3921865629,140,23.3,3921865633,212,30.9,3921865627,56,Back,3921865635,213,1.7,3921865631,141,73.6,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
