id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2526483999,9,1,1,0,24,bxlqcsb8ylen7lng9qy50eoq5,1,28.4,45.2,2023-04-01T13:59:11.949Z,2023-04-01T13:59:15Z,4152269891,213,5.2,4152269889,212,25.1,4152269883,56,Back,4152269885,140,39.4,4152269887,141,12.5,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484013,10,1,1,0,27,bxlqcsb8ylen7lng9qy50eoq5,0,41.6,3.8,2023-04-01T13:59:15.070Z,2023-04-01T13:59:16Z,4152269961,155,,4152269971,213,6.2,4152269967,141,0.0,4152269965,140,80.7,4152269973,1,,4152269969,212,41.2,4152269963,56,Right,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484245,3,5,1,0,27,7mk4va7b2p6tnv2xjxcgjy8h6,1,18.8,101.2,2023-04-01T13:59:15.834Z,2023-04-01T13:59:33Z,4152270969,347,,4152270967,56,Back,4152271003,233,11,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484019,11,5,1,0,27,bxlqcsb8ylen7lng9qy50eoq5,0,81.2,-1.2,2023-04-01T13:59:15.834Z,2023-04-01T14:01:00Z,4152269979,56,Right,4152271007,233,3,4152269981,347,,,,,,,,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484295,4,1,1,0,47,7mk4va7b2p6tnv2xjxcgjy8h6,1,18.2,100,2023-04-01T13:59:35.393Z,2023-04-01T14:57:54Z,4152271219,107,,4152271227,212,9.5,4152271229,213,5.2,4152271223,140,22.3,4152271221,56,Back,4152271225,141,89.0,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484317,5,1,1,0,48,7mk4va7b2p6tnv2xjxcgjy8h6,0,22.4,89.2,2023-04-01T13:59:36.826Z,2023-04-01T14:58:05Z,4152271329,56,Back,4152271327,157,,4152271339,1,,4152271333,141,96.5,4152271337,213,0.2,4152271331,140,44.6,4152271335,212,23.8,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484341,12,1,1,0,52,bxlqcsb8ylen7lng9qy50eoq5,1,58.4,7.9,2023-04-01T13:59:39.901Z,2023-04-01T13:59:42Z,4152271497,3,,4152271503,141,8.8,4152271499,56,Right,4152271507,213,0.1,4152271501,140,66.5,4152271505,212,8.5,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484347,13,61,1,0,54,bxlqcsb8ylen7lng9qy50eoq5,1,66,7.7,2023-04-01T13:59:42.569Z,2023-04-01T13:59:43Z,4152271517,56,Right,,,,,,,,,,,,,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484345,6,61,1,0,54,7mk4va7b2p6tnv2xjxcgjy8h6,1,40.2,89,2023-04-01T13:59:42.734Z,2023-04-01T13:59:42Z,4152271515,56,Back,,,,,,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484357,14,49,1,0,56,bxlqcsb8ylen7lng9qy50eoq5,1,62.8,31.9,2023-04-01T13:59:44.061Z,2023-04-01T13:59:44Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484391,15,1,1,0,57,bxlqcsb8ylen7lng9qy50eoq5,1,61.7,29.8,2023-04-01T13:59:44.877Z,2023-04-01T13:59:47Z,4152271681,56,Center,4152271683,140,67.9,4152271689,213,5.6,4152271687,212,8.3,4152271685,141,22.2,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484421,16,1,1,0,59,bxlqcsb8ylen7lng9qy50eoq5,1,67.5,24,2023-04-01T13:59:46.941Z,2023-04-01T13:59:50Z,4152271841,213,5.9,4152271833,56,Right,4152271839,212,23.2,4152271837,141,12.6,4152271835,140,88.3,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484425,17,1,1,1,2,bxlqcsb8ylen7lng9qy50eoq5,0,94.3,19.4,2023-04-01T13:59:50.638Z,2023-04-01T13:59:51Z,4152271891,140,93.9,4152271897,213,1.6,4152271895,212,21.3,4152271893,141,50.7,4152271889,56,Center,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484433,7,12,1,1,2,7mk4va7b2p6tnv2xjxcgjy8h6,1,2.7,50.2,2023-04-01T13:59:50.698Z,2023-04-01T13:59:54Z,4152271927,141,60.3,4152271931,213,0.3,4152271925,140,21.4,4152271929,212,20.8,4152271923,56,Back,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484449,8,1,1,1,6,7mk4va7b2p6tnv2xjxcgjy8h6,1,21.7,60.5,2023-04-01T13:59:54.186Z,2023-04-01T14:00:05Z,4152272003,141,45.7,4152271999,56,Back,4152272007,213,4.0,4152272005,212,13.7,4152272405,189,,4152271995,155,,4152272001,140,12.9,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484451,9,12,1,1,7,7mk4va7b2p6tnv2xjxcgjy8h6,1,13.1,45.3,2023-04-01T13:59:55.082Z,2023-04-01T14:02:45Z,4152272481,15,,4152272023,213,0.8,4152272021,212,15.4,4152272015,56,Back,4152272017,140,23.6,4152272019,141,61.2,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484469,18,1,1,1,7,bxlqcsb8ylen7lng9qy50eoq5,1,76,46.9,2023-04-01T13:59:55.806Z,2023-04-01T13:59:59Z,4152272079,141,33.6,4152272083,213,4.8,4152272075,56,Center,4152272077,140,76.9,4152272081,212,9.1,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484485,19,1,1,1,9,bxlqcsb8ylen7lng9qy50eoq5,0,77.3,33.4,2023-04-01T13:59:57.549Z,2023-04-01T14:01:10Z,4152272191,212,22.8,4152272189,141,36.3,4152272193,213,0.1,4152272185,56,Center,4152272187,140,98.9,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484475,10,52,1,1,12,7mk4va7b2p6tnv2xjxcgjy8h6,1,3.6,67.8,2023-04-01T13:59:59.985Z,2023-04-01T14:00:16Z,,,,,,,,,,,,,,,,,,,,,,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484739,11,43,1,1,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-04-01T14:00:21.889Z,2023-04-01T14:00:42Z,4152274847,144,52,,,,,,,,,,,,,,,,,,,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484835,12,1,1,1,37,7mk4va7b2p6tnv2xjxcgjy8h6,0,13.7,48.8,2023-04-01T14:00:25.865Z,2023-04-01T14:00:27Z,4152273757,213,0.1,4152273753,141,54.7,4152273759,1,,4152273755,212,41.1,4152273749,56,Center,4152273747,199,,4152273751,140,52.7,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484865,20,1,1,1,40,bxlqcsb8ylen7lng9qy50eoq5,0,43.9,47.9,2023-04-01T14:00:28.061Z,2023-04-01T14:00:28Z,4152273883,141,59.4,4152273879,56,Center,4152273887,213,0.3,4152273877,3,,4152273885,212,26.9,4152273881,140,68.4,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484949,13,1,1,1,44,7mk4va7b2p6tnv2xjxcgjy8h6,1,37.7,42.5,2023-04-01T14:00:32.092Z,2023-04-01T14:00:33Z,4152274273,212,19.0,4152274267,56,Back,4152274269,140,29.9,4152274271,141,67.7,4152274275,213,2.0,,,,,,,,,,c3plg9ommu3i24xx3nfm6wbxm,Esther Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485015,14,1,1,1,45,7mk4va7b2p6tnv2xjxcgjy8h6,1,30.6,69.8,2023-04-01T14:00:33.865Z,2023-04-01T14:00:38Z,4152274603,212,21.5,4152274601,141,51.8,4152274605,213,3.7,4152274593,56,Back,4152274597,140,13.8,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485031,15,1,1,1,50,7mk4va7b2p6tnv2xjxcgjy8h6,0,15.3,49.2,2023-04-01T14:00:38.418Z,2023-04-01T14:00:39Z,4152274663,213,6.2,4152274655,56,Back,4152274657,140,39.5,4152274659,141,45.8,4152274661,212,25.5,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485075,21,1,1,1,52,bxlqcsb8ylen7lng9qy50eoq5,1,62.6,54.2,2023-04-01T14:00:40.413Z,2023-04-01T14:00:42Z,4152274835,141,63.4,4152274837,212,6.4,4152274839,213,1.4,4152274833,140,63.8,4152274831,56,Center,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485083,22,49,1,1,54,bxlqcsb8ylen7lng9qy50eoq5,1,63.8,63.4,2023-04-01T14:00:41.949Z,2023-04-01T14:00:42Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485117,16,49,1,1,55,7mk4va7b2p6tnv2xjxcgjy8h6,1,33.4,45.3,2023-04-01T14:00:43.697Z,2023-04-01T14:00:43Z,,,,,,,,,,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485133,23,61,1,1,56,bxlqcsb8ylen7lng9qy50eoq5,0,63.7,51,2023-04-01T14:00:44.493Z,2023-04-01T14:00:44Z,4152275063,56,Center,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485167,17,1,1,1,57,7mk4va7b2p6tnv2xjxcgjy8h6,0,37.9,63,2023-04-01T14:00:45.185Z,2023-04-01T14:00:47Z,4152275211,213,1.2,4152275203,56,Back,4152275209,212,17.6,4152275207,141,86.8,4152275205,140,44.4,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485235,24,8,1,2,2,bxlqcsb8ylen7lng9qy50eoq5,1,58.2,12.6,2023-04-01T14:00:50.285Z,2023-04-01T14:00:50Z,4152275523,56,Right,,,,,,,,,,,,,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485253,25,49,1,2,2,bxlqcsb8ylen7lng9qy50eoq5,1,58.2,12.6,2023-04-01T14:00:50.847Z,2023-04-01T14:00:50Z,,,,,,,,,,,,,,,,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485407,26,1,1,2,7,bxlqcsb8ylen7lng9qy50eoq5,0,95.4,16.5,2023-04-01T14:00:55.470Z,2023-04-01T14:00:56Z,4152276173,212,22.5,4152276159,155,,4152276167,140,95.0,4152276157,2,,4152276163,56,Center,4152276171,141,49.6,4152276175,213,1.6,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485391,18,52,1,2,8,7mk4va7b2p6tnv2xjxcgjy8h6,1,4.3,59.3,2023-04-01T14:00:56.162Z,2023-04-01T14:00:56Z,,,,,,,,,,,,,,,,,,,,,,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486053,19,1,1,2,29,7mk4va7b2p6tnv2xjxcgjy8h6,0,16.1,63,2023-04-01T14:01:17.235Z,2023-04-01T14:01:23Z,4152279417,212,60.4,4152279419,213,0.0,4152279409,199,,4152279413,140,73.6,4152279415,141,65.0,4152279421,1,,4152279411,56,Center,,,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526543875,208,44,1,2,33,bxlqcsb8ylen7lng9qy50eoq5,1,29.8,41.6,2023-04-01T14:01:21.586Z,2023-04-01T14:27:32Z,4152583435,285,,4152583647,233,20,4152583433,56,Back,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486061,20,44,1,2,33,7mk4va7b2p6tnv2xjxcgjy8h6,0,70.2,58.4,2023-04-01T14:01:21.587Z,2023-04-01T14:27:33Z,4152279445,56,Center,4152279447,286,,4152583675,233,208,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486057,27,1,1,2,34,bxlqcsb8ylen7lng9qy50eoq5,0,41.2,36.1,2023-04-01T14:01:22.333Z,2023-04-01T14:01:22Z,4152279431,3,,4152279441,213,0.1,4152279437,141,36.4,4152279435,140,44.3,4152279433,56,Back,4152279439,212,3.3,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486079,21,61,1,2,35,7mk4va7b2p6tnv2xjxcgjy8h6,1,73.1,61.3,2023-04-01T14:01:23.379Z,2023-04-01T14:01:23Z,4152279501,56,Center,,,,,,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486181,28,1,1,2,36,bxlqcsb8ylen7lng9qy50eoq5,1,39.9,40.4,2023-04-01T14:01:24.717Z,2023-04-01T14:01:27Z,4152279969,213,1.2,4152279963,212,31.3,4152279973,1,,4152279945,56,Left,4152279955,141,82.9,4152279943,157,,4152279951,140,51.4,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486227,29,49,1,2,39,bxlqcsb8ylen7lng9qy50eoq5,1,53.1,84.8,2023-04-01T14:01:27.694Z,2023-04-01T14:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486321,30,1,1,2,41,bxlqcsb8ylen7lng9qy50eoq5,1,44.8,84.2,2023-04-01T14:01:29.407Z,2023-04-01T14:01:31Z,4152280539,213,2.9,4152280533,140,33.0,4152280537,212,12.9,4152280535,141,89.3,4152280531,56,Back,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486449,31,1,1,2,43,bxlqcsb8ylen7lng9qy50eoq5,1,32.7,89.1,2023-04-01T14:01:31.757Z,2023-04-01T14:01:35Z,4152281191,213,4.2,4152281181,56,Back,4152281185,141,68.4,4152281187,212,15.8,4152281183,140,25.9,,,,,,,,,,7vtua260sxp339ie21any0zc9,Rosa Otermin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486635,32,1,1,2,47,bxlqcsb8ylen7lng9qy50eoq5,1,25.6,67.9,2023-04-01T14:01:35.805Z,2023-04-01T14:01:42Z,4152282081,213,5.2,4152282077,141,32.1,4152282075,140,37.3,4152282073,56,Back,4152282079,212,27.3,,,,,,,,,,7ffrfies3tie3rewc1cm0hz9x,M. Nicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486737,33,1,1,2,54,bxlqcsb8ylen7lng9qy50eoq5,1,37,26.5,2023-04-01T14:01:42.749Z,2023-04-01T14:01:46Z,4152282585,141,10.0,4152282587,212,21.9,4152282589,213,5.7,4152282583,140,54.9,4152282581,56,Right,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486833,34,1,1,2,58,bxlqcsb8ylen7lng9qy50eoq5,1,48,3.7,2023-04-01T14:01:46.573Z,2023-04-01T14:01:49Z,4152282917,141,2.5,4152282921,213,6.2,4152282915,140,55.0,4152282913,56,Right,4152282919,212,7.4,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486839,35,61,1,2,59,bxlqcsb8ylen7lng9qy50eoq5,1,55,2.5,2023-04-01T14:01:47.529Z,2023-04-01T14:03:22Z,4152282927,56,Right,,,,,,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486783,22,49,1,3,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,27.7,89.8,2023-04-01T14:01:48.058Z,2023-04-01T14:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486937,23,1,1,3,1,7mk4va7b2p6tnv2xjxcgjy8h6,0,30,93.8,2023-04-01T14:01:49.474Z,2023-04-01T14:01:54Z,4152283377,56,Left,4152283387,1,,4152283379,140,61.1,4152283383,212,32.7,4152283381,141,95.3,4152283375,155,,4152283385,213,0.0,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486957,36,1,1,3,4,bxlqcsb8ylen7lng9qy50eoq5,1,37.4,8,2023-04-01T14:01:52.445Z,2023-04-01T14:01:54Z,4152283451,140,55.3,4152283449,56,Right,4152283455,212,19.0,4152283447,3,,4152283457,213,6.1,4152283453,141,4.0,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
