id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value
2519035627,7,49,1,0,30,1azk57wev30h044w949j46kpu,1,48.3,63.3,2023-03-12T11:03:03.043Z,2023-03-12T11:55:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519035651,8,1,1,0,31,1azk57wev30h044w949j46kpu,1,48.3,63.3,2023-03-12T11:03:04.507Z,2023-03-12T11:56:07Z,4092041665,212,11.9,4092041659,56,Back,4092041663,141,57.2,4092041661,140,37.7,4092041667,213,3.5,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519035665,9,1,1,0,31,1azk57wev30h044w949j46kpu,0,37,53.3,2023-03-12T11:03:04.755Z,2023-03-12T11:56:34Z,4092041741,140,80.3,4092041749,213,0.2,4092041743,141,70.2,4092041739,56,Center,4092041751,1,,4092041737,155,,4092041745,212,46.9,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035611,5,1,1,0,32,cd1ottifbgcfrn6pdrdpwt7z0,1,31.8,12.2,2023-03-12T11:03:04.924Z,2023-03-12T12:00:46Z,4092041523,141,10.0,4092041519,56,Back,4092041527,213,3.3,4092041521,140,23.8,4092041525,212,8.5,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,
2519035631,6,1,1,0,32,cd1ottifbgcfrn6pdrdpwt7z0,1,23.9,9.8,2023-03-12T11:03:05.508Z,2023-03-12T11:56:36Z,4092041611,140,48.8,4092041617,213,0.2,4092041613,141,18.8,4092041609,56,Back,4092041615,212,26.9,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,
2519035637,7,61,1,0,34,cd1ottifbgcfrn6pdrdpwt7z0,0,48.7,18.8,2023-03-12T11:03:07.324Z,2023-03-12T11:03:12Z,4092041625,56,Back,,,,,,,,,,,,,,,,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,
2519035685,8,1,1,0,40,cd1ottifbgcfrn6pdrdpwt7z0,1,24,44.3,2023-03-12T11:03:13.756Z,2023-03-12T12:01:08Z,4092041849,213,0.3,4092041847,212,23.7,4092041841,56,Back,4092041843,140,45.6,4092041839,3,,4092041845,141,54.2,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,
2519035691,9,49,1,0,43,cd1ottifbgcfrn6pdrdpwt7z0,1,42.1,55.8,2023-03-12T11:03:16.172Z,2023-03-12T11:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,
2519035697,10,1,1,0,43,cd1ottifbgcfrn6pdrdpwt7z0,0,42.1,55.8,2023-03-12T11:03:16.509Z,2023-03-12T11:03:17Z,4092041887,212,18.5,4092041889,213,6.0,4092041881,56,Center,4092041885,141,48.7,4092041883,140,59.1,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,
2519035701,10,49,1,0,45,1azk57wev30h044w949j46kpu,1,37.3,51.8,2023-03-12T11:03:18.163Z,2023-03-12T11:03:18Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035713,11,1,1,0,45,1azk57wev30h044w949j46kpu,0,37.3,51.8,2023-03-12T11:03:18.690Z,2023-03-12T11:03:19Z,4092041953,212,41.7,4092041957,1,,4092041951,141,36.0,4092041955,213,6.0,4092041949,140,75.7,4092041947,56,Center,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035723,11,49,1,0,48,cd1ottifbgcfrn6pdrdpwt7z0,1,31.9,77.3,2023-03-12T11:03:21.405Z,2023-03-12T11:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,
2519035735,12,1,1,0,48,cd1ottifbgcfrn6pdrdpwt7z0,1,31.9,77.3,2023-03-12T11:03:21.757Z,2023-03-12T11:03:23Z,4092042067,212,19.8,4092042069,213,0.0,4092042061,56,Center,4092042063,140,50.8,4092042065,141,77.6,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,
2519035737,13,61,1,0,50,cd1ottifbgcfrn6pdrdpwt7z0,0,50.8,77.6,2023-03-12T11:03:23.261Z,2023-03-12T11:03:23Z,4092042077,56,Center,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,
2519035747,12,49,1,0,52,1azk57wev30h044w949j46kpu,1,58.1,41,2023-03-12T11:03:25.650Z,2023-03-12T11:03:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519035763,13,1,1,0,53,1azk57wev30h044w949j46kpu,1,53.7,34.9,2023-03-12T11:03:26.403Z,2023-03-12T11:03:29Z,4092042229,1,,4092042227,213,2.3,4092042221,140,31.5,4092042223,141,70.2,4092042219,56,Back,4092042225,212,33.5,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519035781,14,1,1,0,56,1azk57wev30h044w949j46kpu,1,30.5,65.8,2023-03-12T11:03:28.979Z,2023-03-12T11:03:31Z,4092042331,141,38.4,4092042327,56,Back,4092042329,140,28.4,4092042333,212,18.8,4092042335,213,4.6,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,
2519035807,15,1,1,0,58,1azk57wev30h044w949j46kpu,1,26.3,35.4,2023-03-12T11:03:31.475Z,2023-03-12T11:03:36Z,4092042497,212,24.7,4092042499,213,5.4,4092042491,56,Back,4092042493,140,40.4,4092042495,141,6.4,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035825,16,1,1,1,3,1azk57wev30h044w949j46kpu,1,45.5,15.6,2023-03-12T11:03:35.907Z,2023-03-12T11:03:40Z,4092042601,212,33.1,4092042603,213,1.9,4092042597,140,34.4,4092042599,141,61.2,4092042595,56,Back,4092042605,1,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,
2519035863,17,1,1,1,7,1azk57wev30h044w949j46kpu,1,32.2,68.1,2023-03-12T11:03:40.148Z,2023-03-12T11:03:45Z,4092042779,213,4.7,4092042777,212,20.0,4092042771,56,Back,4092042773,140,31.8,4092042775,141,38.7,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,
2519035887,18,1,1,1,12,1azk57wev30h044w949j46kpu,1,32.1,28.9,2023-03-12T11:03:44.996Z,2023-03-12T11:03:49Z,4092042931,1,,4092042929,213,5.8,4092042921,56,Right,4092042927,212,34.6,4092042923,140,61.9,4092042925,141,7.2,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035905,19,1,1,1,16,1azk57wev30h044w949j46kpu,1,67,9.5,2023-03-12T11:03:49.380Z,2023-03-12T11:03:52Z,4092043027,212,15.3,4092043029,213,2.3,4092043021,56,Center,4092043023,140,56.9,4092043025,141,25.7,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,
2519035911,20,1,1,1,19,1azk57wev30h044w949j46kpu,0,57.3,26.6,2023-03-12T11:03:52.084Z,2023-03-12T11:03:53Z,4092043051,141,37.2,4092043057,213,0.9,4092043047,56,Center,4092043049,140,63.3,4092043055,212,9.6,,,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,
2519035927,14,1,1,1,21,cd1ottifbgcfrn6pdrdpwt7z0,0,36.4,55.2,2023-03-12T11:03:54.781Z,2023-03-12T11:03:55Z,4092043133,212,24.0,4092043135,213,0.4,4092043131,141,70.1,4092043127,56,Center,4092043129,140,57.1,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,
2519035935,21,1,1,1,22,1azk57wev30h044w949j46kpu,1,31.5,25.4,2023-03-12T11:03:55.428Z,2023-03-12T11:03:57Z,4092043165,213,6.1,4092043157,56,Right,4092043159,140,61.9,4092043161,141,15.5,4092043167,1,,4092043163,212,32.6,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519035951,22,1,1,1,24,1azk57wev30h044w949j46kpu,1,61.9,15.5,2023-03-12T11:03:57.124Z,2023-03-12T11:03:59Z,4092043249,141,24.5,4092043247,140,71.4,4092043251,212,11.7,4092043253,213,0.6,4092043245,56,Center,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,
2519035959,23,1,1,1,26,1azk57wev30h044w949j46kpu,0,71.4,24.5,2023-03-12T11:03:59.092Z,2023-03-12T11:04:00Z,4092043273,141,19.9,4092043275,212,3.7,4092043269,56,Right,4092043271,140,73.2,4092043277,213,5.3,,,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,
2519035961,15,49,1,1,27,cd1ottifbgcfrn6pdrdpwt7z0,1,52,82.5,2023-03-12T11:04:00.251Z,2023-03-12T12:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,
2519035991,16,1,1,1,27,cd1ottifbgcfrn6pdrdpwt7z0,1,52,82.5,2023-03-12T11:04:00.295Z,2023-03-12T12:01:55Z,4092043415,212,17.7,4092043409,56,Left,4092043413,141,88.2,4092043411,140,68.4,4092043417,213,0.2,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,
2519036017,17,1,1,1,31,cd1ottifbgcfrn6pdrdpwt7z0,1,73.5,93.5,2023-03-12T11:04:03.901Z,2023-03-12T11:04:08Z,4092043549,56,Left,4092043555,212,7.5,4092043557,213,4.0,4092043551,140,68.6,4092043553,141,85.5,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,
2519036025,18,1,1,1,35,cd1ottifbgcfrn6pdrdpwt7z0,1,63,76.5,2023-03-12T11:04:07.902Z,2023-03-12T11:04:10Z,4092043605,212,46.3,4092043611,1,,4092043595,196,,4092043599,140,45.6,4092043597,56,Back,4092043609,213,4.3,4092043601,141,13.9,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,
2519036049,19,1,1,1,37,cd1ottifbgcfrn6pdrdpwt7z0,1,45.6,13.9,2023-03-12T11:04:10.189Z,2023-03-12T11:04:13Z,4092043717,213,2.3,4092043711,140,36.2,4092043713,141,30.2,4092043709,56,Back,4092043715,212,14.8,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,
2519036069,20,1,1,1,40,cd1ottifbgcfrn6pdrdpwt7z0,1,40.9,26.2,2023-03-12T11:04:13.566Z,2023-03-12T11:04:16Z,4092043825,56,Center,4092043835,1,,4092043833,213,0.6,4092043831,212,34.5,4092043829,141,54.3,4092043827,140,68.3,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,
2519036075,21,61,1,1,43,cd1ottifbgcfrn6pdrdpwt7z0,0,68.7,54.9,2023-03-12T11:04:15.998Z,2023-03-12T11:04:16Z,4092043853,56,Center,,,,,,,,,,,,,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,
2519036087,24,49,1,1,44,1azk57wev30h044w949j46kpu,1,34.3,37.2,2023-03-12T11:04:17.093Z,2023-03-12T11:04:17Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519036101,25,1,1,1,44,1azk57wev30h044w949j46kpu,1,34.3,37.2,2023-03-12T11:04:17.477Z,2023-03-12T11:04:20Z,4092043963,140,47.8,4092043969,213,0.5,4092043961,56,Back,4092043967,212,15.8,4092043965,141,47.3,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519036113,26,1,1,1,47,1azk57wev30h044w949j46kpu,1,47.8,47.3,2023-03-12T11:04:20.357Z,2023-03-12T11:04:21Z,4092044009,56,Back,4092044015,212,12.7,4092044017,213,3.6,4092044011,140,36.8,4092044013,141,39.6,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519036129,27,1,1,1,48,1azk57wev30h044w949j46kpu,1,36.8,39.6,2023-03-12T11:04:21.589Z,2023-03-12T11:04:23Z,4092044115,213,1.7,4092044109,140,34.2,4092044107,56,Back,4092044111,141,69.4,4092044113,212,20.4,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519036155,28,1,1,1,50,1azk57wev30h044w949j46kpu,1,34.2,69.4,2023-03-12T11:04:23.733Z,2023-03-12T11:04:26Z,4092044245,213,1.2,4092044227,56,Back,4092044231,140,39.5,4092044237,141,92.5,4092044241,212,16.7,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,
2519036177,29,1,1,1,53,1azk57wev30h044w949j46kpu,1,39.4,91.3,2023-03-12T11:04:26.436Z,2023-03-12T11:04:28Z,4092044353,213,3.9,4092044345,56,Back,4092044349,141,78.5,4092044347,140,29.9,4092044351,212,13.2,,,,,,,,,,er787gw0uh9wwlo98tzsc83qh,Eunate Arraiza,,,,,,,,,,,,,,,,,,,,,,,
2519036211,30,1,1,1,55,1azk57wev30h044w949j46kpu,1,29.9,78.5,2023-03-12T11:04:28.581Z,2023-03-12T11:04:32Z,4092044491,212,17.6,4092044485,56,Back,4092044489,141,62.1,4092044487,140,42.9,4092044493,213,5.6,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,
2519036233,31,1,1,1,59,1azk57wev30h044w949j46kpu,1,41.9,58.1,2023-03-12T11:04:32.629Z,2023-03-12T11:04:35Z,4092044595,213,4.5,4092044585,140,34.1,4092044601,1,,4092044587,141,10.8,4092044583,56,Back,4092044591,212,33.2,,,,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,
2519036271,32,1,1,2,2,1azk57wev30h044w949j46kpu,1,32.5,9.5,2023-03-12T11:04:35.317Z,2023-03-12T11:04:38Z,4092044761,212,14.1,4092044755,56,Back,4092044757,140,22.8,4092044759,141,23.9,4092044763,213,2.4,,,,,,,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,
2519036283,33,1,1,2,5,1azk57wev30h044w949j46kpu,0,22.8,23.9,2023-03-12T11:04:37.925Z,2023-03-12T11:04:41Z,4092044853,233,22,4092044805,141,21.7,4092044857,286,,4092044851,236,,4092044803,140,26.0,4092044807,212,3.7,4092044809,213,5.9,4092044801,56,Back,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519036291,22,74,1,2,5,cd1ottifbgcfrn6pdrdpwt7z0,1,78.2,90,2023-03-12T11:04:37.926Z,2023-03-12T11:19:48Z,4092044835,285,,4092044833,56,Left,4092044867,233,33,,,,,,,,,,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,
2519036305,23,5,1,2,7,cd1ottifbgcfrn6pdrdpwt7z0,0,78,100.4,2023-03-12T11:04:40.695Z,2023-03-12T11:19:54Z,4092044877,347,,4092044875,56,Left,4092045175,233,34,,,,,,,,,,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,
2519036367,34,5,1,2,7,1azk57wev30h044w949j46kpu,1,22,-0.4,2023-03-12T11:04:40.695Z,2023-03-12T11:04:49Z,4092045135,347,,4092045133,56,Back,4092045141,233,23,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,
2519036391,35,1,1,2,16,1azk57wev30h044w949j46kpu,1,23.1,0,2023-03-12T11:04:49.366Z,2023-03-12T11:04:52Z,4092045291,56,Back,4092045297,212,23.1,4092045299,213,0.5,4092045293,140,42.1,4092045289,107,,4092045301,1,,4092045295,141,15.9,,,,ef8jptd63fi9rll1e1gx61z6y,Ane Elexpuru,,,,,,,,,,,,,,,,,,,,,,,
2519036437,36,1,1,2,19,1azk57wev30h044w949j46kpu,1,42.1,15.9,2023-03-12T11:04:52.229Z,2023-03-12T11:04:56Z,4092045509,3,,4092045515,141,38.1,4092045519,213,1.3,4092045517,212,15.6,4092045511,56,Back,4092045513,140,45.8,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,
2519036451,37,1,1,2,23,1azk57wev30h044w949j46kpu,0,46.2,37,2023-03-12T11:04:56.295Z,2023-03-12T11:04:58Z,4092045587,1,,4092045581,141,77.3,4092045575,157,,4092045583,212,37.5,4092045577,56,Center,4092045579,140,70.6,4092045585,213,0.8,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,
2519036477,24,49,1,2,27,cd1ottifbgcfrn6pdrdpwt7z0,1,39.1,19.3,2023-03-12T11:05:00.639Z,2023-03-12T11:05:00Z,,,,,,,,,,,,,,,,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,
2519036493,25,1,1,2,28,cd1ottifbgcfrn6pdrdpwt7z0,1,34.9,19.7,2023-03-12T11:05:01.471Z,2023-03-12T11:05:02Z,4092045755,140,46.4,4092045753,56,Back,4092045761,213,6.0,4092045757,141,15.1,4092045759,212,12.5,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,
2519036497,26,61,1,2,29,cd1ottifbgcfrn6pdrdpwt7z0,0,46.4,15.1,2023-03-12T11:05:02.735Z,2023-03-12T11:05:03Z,4092045781,56,Back,,,,,,,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,
