id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/value
2518325053,7,1,1,0,29,9euoni3f3sh08tsplt2gh5dex,1,99.5,0.5,2023-03-11T15:02:32.538Z,2023-03-11T15:02:58Z,4088270085,210,15,4088266837,140,91.0,4088266827,2,,4088266835,56,Center,4088266843,213,1.9,4088266833,224,,4088270089,154,,4088266839,141,36.9,5x93ra7unls3fac5gomibwel1,A. Poljak,1,4088266829,6,4088266841,212,26.3,4088266831,155,,,,,,,,,,,,,,,,,,,,,,,
2518325069,8,15,1,0,35,9euoni3f3sh08tsplt2gh5dex,1,91,36.9,2023-03-11T15:02:37.743Z,2023-03-11T15:02:58Z,4088270171,103,23.6,4088267995,25,,4088268001,82,,4088270151,29,,4088270183,100,,4088270195,230,98.9,4088270189,146,94.6,4088270177,328,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,4088266887,56,4088270159,55,7,4088270167,102,Center,46.2,4088266885,63,4088270197,231,46.6,4088270147,81,4088270191,147,39.5,4088268051,233,5,4088270155,154,4088267997,20,,,,
2518325025,5,10,1,0,35,djz9e25b9zuiu5rmv1zha3i6f,1,9.7,61.6,2023-03-11T15:02:37.843Z,2023-03-11T16:00:34Z,4088266719,94,,4088268089,233,8,4088266721,56,Back,,,,,,,,,,,,,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325571,6,6,1,0,37,djz9e25b9zuiu5rmv1zha3i6f,0,4.7,58.2,2023-03-11T15:02:40.388Z,2023-03-11T16:00:36Z,4088444907,233,9,4088269121,56,Back,4088269123,73,,,,,,,,,,,,,,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325185,9,6,1,0,37,9euoni3f3sh08tsplt2gh5dex,1,95.3,41.8,2023-03-11T15:02:40.388Z,2023-03-11T15:17:27Z,4088267403,56,Center,4088267405,75,,4088444881,233,6,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325985,10,1,1,0,58,9euoni3f3sh08tsplt2gh5dex,0,99.5,0.5,2023-03-11T15:03:01.003Z,2023-03-11T15:03:04Z,4088271321,56,Center,4088271331,213,1.8,4088271315,155,,4088271307,2,,4088271327,212,29.4,4088271323,140,93.7,4088271311,6,,4088271319,224,,5x93ra7unls3fac5gomibwel1,A. Poljak,,4088271325,141,,,,,,42.8,,,,,,,,,,,,,,,,,,,,,,
2518438493,314,12,1,1,0,djz9e25b9zuiu5rmv1zha3i6f,1,8.4,50.5,2023-03-11T15:03:02.552Z,2023-03-11T16:01:33Z,4088861773,56,Back,4088861771,15,,4088861775,140,4.4,4088861779,212,25.4,4088861777,141,13.7,4088861781,213,4.5,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326063,11,43,1,1,3,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-03-11T15:03:05.811Z,2023-03-11T15:13:27Z,4088271787,253,0,4088271737,17,0,4088397243,144,39,4088271781,56,Center,4088271735,22,0,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326181,7,49,1,1,7,djz9e25b9zuiu5rmv1zha3i6f,1,7.3,5.5,2023-03-11T15:03:09.870Z,2023-03-11T16:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326269,8,1,1,1,7,djz9e25b9zuiu5rmv1zha3i6f,1,7.3,5.5,2023-03-11T15:03:10.086Z,2023-03-11T16:01:17Z,4088272787,213,0.0,4088272779,56,Back,4088272785,212,31.3,4088272783,141,6.7,4088272777,157,,4088272789,1,,4088272781,140,37.1,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326383,9,1,1,1,9,djz9e25b9zuiu5rmv1zha3i6f,1,37.1,6.7,2023-03-11T15:03:12.044Z,2023-03-11T15:03:15Z,4088273407,140,12.0,4088273405,56,Back,4088273409,141,10.1,4088273411,212,26.5,4088273413,213,3.1,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326425,10,1,1,1,12,djz9e25b9zuiu5rmv1zha3i6f,0,11,9.9,2023-03-11T15:03:15.386Z,2023-03-11T15:03:16Z,4088273647,141,9.6,4088273643,56,Back,4088273645,140,26.5,4088273659,213,6.3,4088273667,1,,4088273641,157,,4088273653,212,16.3,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326533,12,49,1,1,16,9euoni3f3sh08tsplt2gh5dex,1,72,88,2023-03-11T15:03:19.275Z,2023-03-11T15:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327089,13,61,1,1,18,djz9e25b9zuiu5rmv1zha3i6f,1,15.1,2.7,2023-03-11T15:03:20.858Z,2023-03-11T16:02:02Z,4088276893,56,Back,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326651,13,50,1,1,19,9euoni3f3sh08tsplt2gh5dex,1,74.5,92.8,2023-03-11T15:03:22.323Z,2023-03-11T15:03:24Z,4088274713,56,Left,4088275175,233,11,4088274717,286,,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326715,11,7,1,1,19,djz9e25b9zuiu5rmv1zha3i6f,1,25.5,7.2,2023-03-11T15:03:22.324Z,2023-03-11T15:03:24Z,4088275017,167,,4088275061,233,13,4088275019,56,Back,4088275021,285,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326747,12,5,1,1,21,djz9e25b9zuiu5rmv1zha3i6f,0,26.4,-1.1,2023-03-11T15:03:23.889Z,2023-03-11T15:03:32Z,4088275215,347,,4088275213,56,Back,4088276561,233,15,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326993,15,5,1,1,21,9euoni3f3sh08tsplt2gh5dex,1,73.6,101.1,2023-03-11T15:03:23.889Z,2023-03-11T15:23:51Z,4088276505,233,12,4088276463,347,,4088276459,56,Left,,,,,,,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326805,14,43,1,1,24,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-03-11T15:03:26.588Z,2023-03-11T15:03:39Z,4088275509,286,0,4088278109,144,50,4088275507,56,Left,,,,,,,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327161,16,1,1,1,28,9euoni3f3sh08tsplt2gh5dex,1,69.8,100,2023-03-11T15:03:31.243Z,2023-03-11T15:03:34Z,4088277267,212,14.5,4088277263,140,81.3,4088277265,141,89.6,4088277261,56,Left,4088277259,107,,4088277269,213,5.7,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327237,17,1,1,1,32,9euoni3f3sh08tsplt2gh5dex,0,81.3,89.6,2023-03-11T15:03:34.708Z,2023-03-11T15:03:36Z,4088277571,212,3.6,4088277573,213,3.3,4088277567,140,77.9,4088277569,141,88.6,4088277565,56,Left,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327291,14,49,1,1,35,djz9e25b9zuiu5rmv1zha3i6f,1,13.8,31.5,2023-03-11T15:03:37.669Z,2023-03-11T15:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327361,15,1,1,1,35,djz9e25b9zuiu5rmv1zha3i6f,1,13.8,31.5,2023-03-11T15:03:38.118Z,2023-03-11T15:03:40Z,4088278221,213,2.1,4088278213,56,Back,4088278215,140,7.3,4088278217,141,50.5,4088278219,212,14.6,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327429,16,1,1,1,37,djz9e25b9zuiu5rmv1zha3i6f,0,7.3,50.5,2023-03-11T15:03:39.949Z,2023-03-11T15:03:41Z,4088278569,157,,4088278579,213,5.7,4088278571,56,Back,4088278581,1,,4088278577,212,41.9,4088278575,141,15.0,4088278573,140,39.9,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327517,18,1,1,1,39,9euoni3f3sh08tsplt2gh5dex,0,58.2,86.3,2023-03-11T15:03:42.220Z,2023-03-11T15:03:43Z,4088279027,212,17.1,4088279023,140,71.5,4088279019,3,,4088279025,141,100.0,4088279021,56,Left,4088279029,213,0.6,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327965,17,5,1,1,41,djz9e25b9zuiu5rmv1zha3i6f,1,21.5,-0.8,2023-03-11T15:03:43.759Z,2023-03-11T15:23:52Z,4088281271,347,,4088281421,233,19,4088281269,56,Back,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518327535,19,5,1,1,41,9euoni3f3sh08tsplt2gh5dex,0,78.5,100.8,2023-03-11T15:03:43.759Z,2023-03-11T15:03:55Z,4088281483,233,17,4088279111,347,,4088279105,56,Left,,,,,,,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328543,18,1,1,2,0,djz9e25b9zuiu5rmv1zha3i6f,1,18.5,0,2023-03-11T15:04:03.126Z,2023-03-11T15:04:08Z,4088284251,56,Back,4088284259,213,0.2,4088284253,140,29.5,4088284249,107,,4088284255,141,2.5,4088284257,212,11.8,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328579,19,1,1,2,5,djz9e25b9zuiu5rmv1zha3i6f,0,29.5,2.5,2023-03-11T15:04:08.264Z,2023-03-11T15:04:14Z,4088284437,213,1.3,4088284435,212,4.6,4088284429,56,Back,4088284431,140,30.6,4088284433,141,9.0,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328563,20,49,1,2,6,9euoni3f3sh08tsplt2gh5dex,1,60.5,85.7,2023-03-11T15:04:08.636Z,2023-03-11T15:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328621,21,1,1,2,6,9euoni3f3sh08tsplt2gh5dex,1,60.5,85.7,2023-03-11T15:04:09.157Z,2023-03-11T15:04:10Z,4088284625,213,3.1,4088284619,140,43.7,4088284623,212,17.7,4088284621,141,87.1,4088284617,56,Back,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518328815,22,1,1,2,7,9euoni3f3sh08tsplt2gh5dex,1,43.7,87.1,2023-03-11T15:04:10.253Z,2023-03-11T15:04:14Z,4088285527,141,64.8,4088285525,140,41.5,4088285523,56,Back,4088285529,212,15.3,4088285531,213,4.6,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329037,23,1,1,2,13,9euoni3f3sh08tsplt2gh5dex,1,41.3,65.4,2023-03-11T15:04:16.428Z,2023-03-11T15:04:19Z,4088286609,213,3.6,4088286605,141,49.7,4088286601,56,Back,4088286603,140,18.3,4088286607,212,26.4,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329139,24,1,1,2,17,9euoni3f3sh08tsplt2gh5dex,1,18.3,49.7,2023-03-11T15:04:19.637Z,2023-03-11T16:01:26Z,4088287167,140,33.0,4088287171,212,22.6,4088287173,213,0.8,4088287169,141,73.9,4088287165,56,Back,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329231,25,1,1,2,19,9euoni3f3sh08tsplt2gh5dex,1,33,73.9,2023-03-11T15:04:21.909Z,2023-03-11T15:04:24Z,4088287607,141,28.3,4088287605,140,31.8,4088287603,56,Back,4088287611,213,4.7,4088287609,212,31.0,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329289,26,1,1,2,21,9euoni3f3sh08tsplt2gh5dex,1,31.8,28.3,2023-03-11T15:04:24.172Z,2023-03-11T15:04:25Z,4088287847,56,Back,4088287851,141,45.4,4088287849,140,43.2,4088287855,213,0.8,4088287853,212,16.7,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329401,27,1,1,2,23,9euoni3f3sh08tsplt2gh5dex,1,43.2,45.4,2023-03-11T15:04:25.629Z,2023-03-11T15:04:29Z,4088288415,141,67.5,4088288409,140,40.5,4088288419,212,15.3,4088288425,213,1.8,4088288405,56,Back,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329569,28,1,1,2,27,9euoni3f3sh08tsplt2gh5dex,1,43.1,69.9,2023-03-11T15:04:29.589Z,2023-03-11T15:04:33Z,4088289269,213,0.6,4088289261,141,96.2,4088289253,56,Left,4088289265,212,29.7,4088289257,140,65.7,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329723,29,1,1,2,31,9euoni3f3sh08tsplt2gh5dex,1,66.4,95.7,2023-03-11T15:04:33.685Z,2023-03-11T15:04:37Z,4088290041,140,54.0,4088290035,56,Left,4088290059,213,3.6,4088290055,212,14.2,4088290049,141,87.4,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518329925,30,1,1,2,35,9euoni3f3sh08tsplt2gh5dex,1,54,87.4,2023-03-11T15:04:37.573Z,2023-03-11T15:04:42Z,4088291069,140,45.1,4088291071,141,50.6,4088291077,213,4.4,4088291073,212,26.7,4088291067,56,Back,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518330227,31,1,1,2,39,9euoni3f3sh08tsplt2gh5dex,1,46.2,31.9,2023-03-11T15:04:42.277Z,2023-03-11T15:04:49Z,4088292539,213,1.6,4088292531,56,Back,4088292537,212,26.8,4088292535,141,71.2,4088292533,140,44.5,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518330341,32,1,1,2,46,9euoni3f3sh08tsplt2gh5dex,0,44.5,71.2,2023-03-11T15:04:49.126Z,2023-03-11T15:04:51Z,4088293107,140,85.0,4088293105,56,Center,4088293103,155,,4088293111,212,50.0,4088293115,1,,4088293109,141,32.5,4088293113,213,5.7,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518330541,20,12,1,2,51,djz9e25b9zuiu5rmv1zha3i6f,1,12.7,61.9,2023-03-11T15:04:54.243Z,2023-03-11T15:04:56Z,4088293999,56,Back,4088294005,212,15.5,4088294083,15,,4088294003,141,51.1,4088294001,140,25.7,4088294007,213,5.8,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518330791,21,1,1,2,58,djz9e25b9zuiu5rmv1zha3i6f,0,35.5,52.2,2023-03-11T15:05:01.063Z,2023-03-11T16:03:30Z,4088295171,213,1.0,4088295169,212,39.8,4088295161,157,,4088295167,141,100.0,4088295173,1,,4088295165,140,56.7,4088295163,56,Left,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518330801,22,43,1,3,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-03-11T15:05:02.713Z,2023-03-11T15:05:07Z,4088296193,144,49,,,,,,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518331509,33,5,1,3,2,9euoni3f3sh08tsplt2gh5dex,1,32.2,-1.2,2023-03-11T15:05:05.286Z,2023-03-11T15:22:00Z,4088497669,233,119,4088298923,347,,4088298921,56,Back,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518369071,119,5,1,3,2,djz9e25b9zuiu5rmv1zha3i6f,0,67.8,101.2,2023-03-11T15:05:05.286Z,2023-03-11T15:23:52Z,4088495995,347,,4088495993,56,Left,4088497753,233,33,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518331821,34,1,1,3,20,9euoni3f3sh08tsplt2gh5dex,1,37.6,0,2023-03-11T15:05:23.230Z,2023-03-11T15:05:29Z,4088300435,212,39.9,4088300425,56,Back,4088300433,141,56.1,4088300429,140,29.8,4088300439,213,1.8,4088300421,107,,4088300441,1,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
