id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2521721639,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-03-18T16:23:33.006Z,2023-03-18T17:33:44Z,4106231135,59,"1, 17, 7, 6, 5, 14, 23, 18, 19, 11, 9, 2, 4, 8, 10, 13, 15, 16, 20, 22, 27, 30",4106231127,30,"91vjxbtjn9fmsatxvncmwxyhh, 9x6jbuibbl7ysh0oovghyw4id, 7vtua260sxp339ie21any0zc9, 5ag0647kn7k4y21y8nigiwxqt, efrr99onfcuvb2gylkvvrnl9m, 5hk1m1corx8iy26z88eo65fpx, 5e5sc7yzyi9kja9edk892br9x, bixjzl99gkes918s5gbndtwwl, 5jwmy7qi01na2bmyw3zo3is8a, 57ubfxv6ujkk5cictmez4op1x, 791g6utcjg9779zlvf7gyavze, f24lwuatps6dy3yzdifyir6qd, aktfohaqh9czmqesi39tstlka, u29d1e3mswrdqx1aqfhuj8ph, d71c1o7e1t448gemysrgisj8q, bruuz81usy0wu8hpg4d6af3e1, em7ia2l8t9011hu2mnihjf90q, 4nbtzqsvw5ecwsh0k19rzoiga, 8m8fk05kqcs7ver68ubl61mju, 7ffrfies3tie3rewc1cm0hz9x, a8y8rzun56tbscefigcor225m, c9nwuwk8n76ulkfl460fna42c",4106231137,130,4,4106615061,197,3969,4106231131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4106231145,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106231143,194,5ag0647kn7k4y21y8nigiwxqt,4106231141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521734701,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-03-18T16:30:28.385Z,2023-03-18T17:34:19Z,4106301377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106301373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4106615225,197,3938,4106301369,59,"1, 11, 16, 20, 4, 6, 15, 7, 10, 9, 18, 2, 8, 12, 14, 17, 22, 23, 24",4106301375,194,5xlqh4i9zb5daj4khs1mbbxpm,4106301371,130,4,4106301365,30,"5zhcjr5kxyxd2jmq1wel3ug9h, 5xlqh4i9zb5daj4khs1mbbxpm, 4ngzyppqh4iaqqy0vrynwz66s, 1nhju64j5loikn6t0j9m6au39, 24bz5vlm76nrqcnblyxfkt8x6, b3dvkkzdpggax4btpycd1oe3u, 1cfjcoum4z07r1p3uyy2p9x49, 5kio1iodx7cq9i9p9kql1nuuh, et6offb5y91ch6mlol3dwcd0p, 67i9jwkech61ihpglnmpzygvd, 3z91j68ij26ar4vifyqyp34k, 63atfboq056luh7gzplxooyui, 8i42x5mpk5bpm1i0gvgubx9pm, 9742qffzdwiz9y3y7et40863t, 31mhclmjwpn7zik6nphr4pwtm, 6aodvgoc9sh27cjwelwsm3qw9, ent5lfgq42d5ngi3ebyy7p1w5, 35uen906vvtndlnv3hrm5zo8a, hf67c0ip1chljjy1udsjpt2i",4106301367,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794685,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-03-18T17:14:48.239Z,2023-03-18T17:14:48Z,4106626147,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794693,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-03-18T17:14:48.239Z,2023-03-18T17:14:50Z,4106626177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794745,3,1,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,49.8,50,2023-03-18T17:14:48.373Z,2023-03-18T17:58:53Z,4106626407,140,51.6,4106626405,56,Center,4106626411,212,3.3,4106626415,279,S,4106626409,141,46.0,4106626413,213,5.3,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794777,4,1,1,0,3,bxlqcsb8ylen7lng9qy50eoq5,1,48.7,43.9,2023-03-18T17:14:51.948Z,2023-03-18T17:14:53Z,4106626565,212,9.9,4106626563,141,37.1,4106626567,213,3.6,4106626559,56,Back,4106626561,140,40.4,,,,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794843,5,1,1,0,5,bxlqcsb8ylen7lng9qy50eoq5,1,38.6,35.5,2023-03-18T17:14:53.708Z,2023-03-18T17:14:57Z,4106626825,212,21.4,4106626827,213,4.3,4106626823,141,6.4,4106626819,56,Back,4106626821,140,30.8,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794887,6,1,1,0,9,bxlqcsb8ylen7lng9qy50eoq5,1,31.5,4.9,2023-03-18T17:14:57.596Z,2023-03-18T17:15:01Z,4106627029,140,23.6,4106627031,141,44.3,4106627035,213,1.9,4106627027,56,Back,4106627033,212,28.0,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794915,7,1,1,0,12,bxlqcsb8ylen7lng9qy50eoq5,1,24.4,47.9,2023-03-18T17:15:01.100Z,2023-03-18T17:15:03Z,4106627199,212,18.2,4106627195,140,28.6,4106627201,213,1.3,4106627197,141,73.9,4106627193,56,Back,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521794949,8,1,1,0,15,bxlqcsb8ylen7lng9qy50eoq5,1,30.4,73.2,2023-03-18T17:15:03.563Z,2023-03-18T19:06:11Z,4106627395,140,39.3,4106627397,141,95.0,4106627393,56,Back,4106627401,213,1.0,4106627399,212,17.5,,,,,,,,,,5hk1m1corx8iy26z88eo65fpx,Silvia Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
