id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/13/value,assist
2519034925,10,4,1,0,47,1qoqz1tyay060cj5aha7rt1lp,0,62.1,4.3,2023-03-12T11:01:11.072Z,2023-03-12T11:01:26Z,4092038045,13,,4092038251,233,7,4092038053,285,,4092038051,265,,4092038047,56,Right,4092038049,152,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035139,8,1,1,1,24,eqaszp3lzhffqt4f8hmzov72j,0,41.5,96.3,2023-03-12T11:01:47.503Z,2023-03-12T11:01:51Z,4092039155,140,74.4,4092039151,152,,4092039153,56,Center,4092039157,141,58.5,4092039163,1,,4092039149,155,,4092039161,213,5.6,4092039159,212,43.1,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,4092039147,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035167,11,1,1,1,27,1qoqz1tyay060cj5aha7rt1lp,1,21.5,67.6,2023-03-12T11:01:51.359Z,2023-03-12T11:01:56Z,4092039315,56,Back,4092039333,213,0.3,4092039327,212,17.5,4092039319,140,37.2,4092039313,3,,4092039323,141,76.4,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035173,12,61,1,1,32,1qoqz1tyay060cj5aha7rt1lp,0,36.8,79.4,2023-03-12T11:01:56.239Z,2023-03-12T12:03:09Z,4092039347,56,Back,,,,,,,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035195,9,1,1,1,34,eqaszp3lzhffqt4f8hmzov72j,0,62.4,21.6,2023-03-12T11:01:58.168Z,2023-03-12T11:01:59Z,4092039429,212,32.6,4092039427,141,32.1,4092039423,56,Center,4092039431,213,0.2,4092039425,140,92.7,4092039433,1,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035199,13,52,1,1,37,1qoqz1tyay060cj5aha7rt1lp,1,5.3,70.3,2023-03-12T11:02:00.543Z,2023-03-12T11:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035277,14,1,1,1,44,1qoqz1tyay060cj5aha7rt1lp,1,6.4,70.2,2023-03-12T11:02:07.999Z,2023-03-12T11:02:10Z,4092039825,213,5.0,4092039815,123,,4092039817,56,Back,4092039819,140,13.4,4092039823,212,22.9,4092039821,141,38.3,,,,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035299,15,1,1,1,47,1qoqz1tyay060cj5aha7rt1lp,1,13.5,38.2,2023-03-12T11:02:10.607Z,2023-03-12T11:02:13Z,4092039905,140,24.5,4092039909,212,24.1,4092039907,141,7.1,4092039903,56,Back,4092039913,213,5.2,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035321,16,1,1,1,49,1qoqz1tyay060cj5aha7rt1lp,0,24.4,7,2023-03-12T11:02:13.087Z,2023-03-12T11:02:15Z,4092039995,141,0.0,4092039997,212,40.3,4092040003,1,,4092040001,213,6.1,4092039991,56,Right,4092039989,155,,4092039993,140,62.4,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035441,10,5,1,1,52,eqaszp3lzhffqt4f8hmzov72j,1,38.8,101.2,2023-03-12T11:02:15.770Z,2023-03-12T11:15:46Z,4092040613,347,,4092040611,56,Back,4092040659,233,17,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035323,17,5,1,1,52,1qoqz1tyay060cj5aha7rt1lp,0,61.2,-1.2,2023-03-12T11:02:15.770Z,2023-03-12T11:02:38Z,4092040685,233,10,4092040009,347,,4092040007,56,Right,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035501,11,1,1,2,20,eqaszp3lzhffqt4f8hmzov72j,1,40,100,2023-03-12T11:02:43.824Z,2023-03-12T11:02:47Z,4092040955,141,95.1,4092040951,56,Left,4092040953,140,58.6,4092040949,107,,4092040957,212,20.0,4092040959,213,6.1,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035543,12,1,1,2,23,eqaszp3lzhffqt4f8hmzov72j,0,59.2,94.8,2023-03-12T11:02:47.320Z,2023-03-12T11:19:49Z,4092041175,212,3.3,4092041173,141,89.9,4092041171,140,59.2,4092041177,213,4.7,4092041169,56,Left,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035539,18,1,1,2,26,1qoqz1tyay060cj5aha7rt1lp,0,33.5,5.6,2023-03-12T11:02:49.839Z,2023-03-12T11:19:47Z,4092041159,213,2.6,4092041157,212,5.8,4092041153,140,28.7,4092041155,141,9.7,4092041151,56,Back,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035559,13,1,1,2,29,eqaszp3lzhffqt4f8hmzov72j,1,59.2,89.9,2023-03-12T11:02:52.464Z,2023-03-12T11:02:54Z,4092041255,213,6.1,4092041253,212,10.5,4092041251,141,86.5,4092041247,56,Left,4092041249,140,69.0,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035567,14,1,1,2,30,eqaszp3lzhffqt4f8hmzov72j,0,69,86.5,2023-03-12T11:02:54.112Z,2023-03-12T12:59:18Z,4092041287,212,11.3,4092041289,213,4.1,4092041281,56,Center,4092041283,140,62.5,4092041285,141,73.2,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035561,19,49,1,2,30,1qoqz1tyay060cj5aha7rt1lp,1,10.2,24.7,2023-03-12T11:02:54.207Z,2023-03-12T11:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035581,20,12,1,2,31,1qoqz1tyay060cj5aha7rt1lp,1,8.6,23.3,2023-03-12T11:02:55.184Z,2023-03-12T11:02:59Z,4092041363,140,17.2,4092041365,141,4.7,4092041361,56,Back,4092041369,213,5.3,4092041367,212,15.5,,,,,,,,,,cgbly4uoca30z9ey5h722ej56,Cristina Cubedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035587,21,61,1,2,35,1qoqz1tyay060cj5aha7rt1lp,0,18.1,3.1,2023-03-12T11:02:59.311Z,2023-03-12T11:02:59Z,4092041393,56,Back,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035657,15,5,1,2,36,eqaszp3lzhffqt4f8hmzov72j,1,74,101.5,2023-03-12T11:03:00.078Z,2023-03-12T11:15:47Z,4092041705,347,,4092041723,233,22,4092041703,56,Left,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035591,22,5,1,2,36,1qoqz1tyay060cj5aha7rt1lp,0,26,-1.5,2023-03-12T11:03:00.078Z,2023-03-12T11:03:12Z,4092041405,56,Back,4092041747,233,15,4092041407,347,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035679,16,1,1,2,48,eqaszp3lzhffqt4f8hmzov72j,0,71.2,100,2023-03-12T11:03:12.063Z,2023-03-12T11:03:15Z,4092041807,140,84.6,4092041809,141,89.9,4092041813,213,5.8,4092041805,56,Left,4092041803,107,,4092041811,212,16.1,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035683,23,43,1,2,52,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-03-12T11:03:15.711Z,2023-03-12T11:03:41Z,4092041819,56,Back,4092042663,144,8,,,,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035715,17,1,1,2,54,eqaszp3lzhffqt4f8hmzov72j,0,90.9,94.4,2023-03-12T11:03:18.089Z,2023-03-12T11:03:19Z,4092041963,2,,4092041971,141,61.1,4092041965,155,,4092041975,213,5.2,4092041973,212,25.0,4092041969,140,100.0,4092041967,56,Center,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035717,18,43,1,2,56,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-03-12T11:03:19.683Z,2023-03-12T11:04:07Z,4092043517,144,5,4092041981,56,Center,4092041983,346,0,,,,,,,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035913,19,2,1,3,19,eqaszp3lzhffqt4f8hmzov72j,1,84.8,84.1,2023-03-12T11:03:43.310Z,2023-03-12T11:13:13Z,4092043063,140,89.1,4092043065,141,89.1,4092043059,7,de1rbqfoaq2wyrd2781bxqqc5,4092043061,56,Left,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035853,24,55,1,3,19,1qoqz1tyay060cj5aha7rt1lp,1,27.4,19.7,2023-03-12T11:03:43.311Z,2023-03-12T11:03:43Z,,,,,,,,,,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035885,25,1,1,3,22,1qoqz1tyay060cj5aha7rt1lp,0,23.8,8.3,2023-03-12T11:03:46.398Z,2023-03-12T12:03:14Z,4092042903,213,0.1,4092042901,212,39.4,4092042885,241,,4092042905,1,,4092042891,140,61.2,4092042887,56,Right,4092042883,157,,4092042899,141,12.2,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,4092042881,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035897,26,1,1,3,26,1qoqz1tyay060cj5aha7rt1lp,0,43.5,9.8,2023-03-12T11:03:49.903Z,2023-03-12T11:04:00Z,4092042977,140,59.9,4092042979,141,7.9,4092042983,213,6.2,4092042975,56,Right,4092042981,212,17.3,4092042973,3,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035939,20,1,1,3,27,eqaszp3lzhffqt4f8hmzov72j,0,46.4,93,2023-03-12T11:03:50.664Z,2023-03-12T11:19:33Z,4092043197,141,100.0,4092043199,212,9.4,4092043203,213,0.7,4092043193,56,Left,4092043195,140,53.4,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035941,21,5,1,3,30,eqaszp3lzhffqt4f8hmzov72j,0,56.4,101.5,2023-03-12T11:03:53.582Z,2023-03-12T11:15:47Z,4092043213,347,,4092043211,56,Left,4092043301,233,27,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519035957,27,5,1,3,30,1qoqz1tyay060cj5aha7rt1lp,1,43.6,-1.5,2023-03-12T11:03:53.582Z,2023-03-12T11:04:00Z,4092043267,347,,4092043289,233,21,4092043265,56,Back,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036045,28,1,1,3,45,1qoqz1tyay060cj5aha7rt1lp,1,45.4,0,2023-03-12T11:04:09.262Z,2023-03-12T11:04:13Z,4092043689,56,Right,4092043691,140,62.9,4092043693,141,3.8,4092043687,107,,4092043695,212,18.8,4092043697,213,0.2,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036051,29,1,1,3,50,1qoqz1tyay060cj5aha7rt1lp,1,62.8,3.7,2023-03-12T11:04:13.472Z,2023-03-12T11:04:14Z,4092043737,56,Right,4092043739,140,58.8,4092043745,213,3.2,4092043743,212,4.2,4092043741,141,3.4,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036053,30,1,1,3,50,1qoqz1tyay060cj5aha7rt1lp,0,58.8,3.4,2023-03-12T11:04:14.318Z,2023-03-12T11:04:17Z,4092043757,141,3.4,4092043897,286,,4092043761,213,0,4092043759,212,0.1,4092043891,236,,4092043753,56,Right,4092043893,233,22,4092043755,140,58.9,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036081,22,74,1,3,50,eqaszp3lzhffqt4f8hmzov72j,1,40.2,94.2,2023-03-12T11:04:14.319Z,2023-03-12T11:15:57Z,4092043899,233,30,4092043861,56,Back,4092043863,285,,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036095,23,50,1,3,54,eqaszp3lzhffqt4f8hmzov72j,1,42.6,92.9,2023-03-12T11:04:18.269Z,2023-03-12T11:04:21Z,4092044029,233,31,4092043947,286,,4092043945,56,Back,,,,,,,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036109,31,7,1,3,54,1qoqz1tyay060cj5aha7rt1lp,1,57.4,7.1,2023-03-12T11:04:18.270Z,2023-03-12T11:04:21Z,4092043987,56,Right,4092043989,285,,4092043997,233,23,,,,,,,,,,,,,,,,3bnl8jpyjy436d6rq46apwei2,Lara Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036159,32,1,1,3,57,1qoqz1tyay060cj5aha7rt1lp,1,60.3,4.4,2023-03-12T11:04:21.166Z,2023-03-12T11:04:26Z,4092044261,141,6.1,4092044259,140,87.2,4092044265,213,0.0,4092044257,56,Right,4092044263,212,28.3,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036169,33,1,1,4,3,1qoqz1tyay060cj5aha7rt1lp,0,98.3,11,2023-03-12T11:04:26.591Z,2023-03-12T11:04:27Z,4092044297,2,,4092044305,141,48.2,4092044299,155,,4092044301,56,Center,4092044313,213,1.6,4092044303,140,98.3,4092044309,212,25.3,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036163,24,52,1,4,3,eqaszp3lzhffqt4f8hmzov72j,1,2.2,54.6,2023-03-12T11:04:27.034Z,2023-03-12T11:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519036349,25,1,1,4,20,eqaszp3lzhffqt4f8hmzov72j,0,13.9,55.8,2023-03-12T11:04:43.546Z,2023-03-12T11:04:48Z,4092045067,212,51.5,4092045069,213,0.1,4092045061,56,Center,4092045059,199,,4092045063,140,62.4,4092045071,1,,4092045065,141,66.7,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
