id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2500329845,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-24T19:11:41.136Z,2023-01-24T20:14:21Z,3993485601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993597925,197,3935,3993485603,194,5cpnfg3x95yjy00c6h2g22tp1,3993485595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993485605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993485593,30,"3qu360b871q8wssodtkeq6oa2, 2qh8rg0ekcnh8qjvnnrpc9olx, 5o5f6l99dzhim5k1jnnmog6hh, 5cpnfg3x95yjy00c6h2g22tp1, 9w8g9it556ipl3zhatke1srca, 2me13zmgmf0r0wtsjmxid1zvt, er6khxd9z3wfjekigs4nxf8q, 5w3y2f2ydr2ecq90cdzbn6ns9, b9rcv1fsqcwockfpbkl58tl, 8jvs33mize0fkkihe2zot28k5, 4nvfy4deuo9cmsegz492aq2g9, bdaicql6er9antum0eaar9x0q, 280d6mnvu6kjcebwq4ovv1afo, 7rm6858rwtecoxlt5ud31dmy2, bu6otdhlxkznbdm7v6gq1gq21, 1533xkmkmi8rpb6yoa8807xn8, cqzvybjo8i63y1avibzhpvdud, a0700ecz96fl1yvj8a6zamql0, 6mzsev0k2iqswrjncctnnawic, cj7jkn7wzeupyvi9c141sl3pw, dn503idumyhiea35ayzeesj6c",3993485599,130,8,3993485597,59,"1, 15, 3, 5, 39, 2, 9, 21, 17, 7, 11, 10, 12, 13, 14, 16, 18, 26, 30, 31, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500334097,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-24T19:23:10.959Z,2023-01-24T22:41:54Z,3993506471,130,19,3993506473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993506465,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 8grsiemkt03k8c1g6am7vnxlh, 23cz0ftfc2rstsut0wkmntm8l, cehjx04vym880gqogj4djdiad, 61103f3yhhms1lylloihvbrv9, 4bpis8gkfy9n5pknxuw40hus4, 4kqwr8xb2ydw2v32thgb5sk5w, 3mgkmvazmdqvhtnkkigc24e3u, 49klmhzbsmlxnkp2w60y66sph, 79zpaj24j11e9aajt7vmjf88a, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, dj7z4zsiwjd3xnrb284zt5b6x, 3bnl8jpyjy436d6rq46apwei2, 3hvcb2youjzn9h3kas7wsikus, 55dkf4evau0bcy8uyhkat9b84, 1bwsm5vcee014jmyh63q1ayhg, bi6f62obcqdq2cyrlnf4gpxjo, ed92ii4i450i2k1z2y37k9v6c",3993598907,194,61103f3yhhms1lylloihvbrv9,3993598909,197,12187,3993506469,59,"13, 14, 15, 18, 5, 20, 6, 11, 7, 9, 8, 10, 12, 17, 22, 25, 27, 28, 29, 34",3993506467,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993506475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355683,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-24T20:03:28.269Z,2023-01-24T20:03:29Z,3993610205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355679,3,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-24T20:03:28.269Z,2023-01-24T20:03:28Z,3993610171,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355731,4,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,50.3,50,2023-01-24T20:03:28.369Z,2023-01-24T20:15:13Z,3993610433,141,42.8,3993610431,140,36.4,3993610437,213,3.5,3993610439,279,S,3993610429,56,Back,3993610435,212,15.4,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355773,5,1,1,0,3,cd1ottifbgcfrn6pdrdpwt7z0,1,36.5,42.7,2023-01-24T20:03:31.955Z,2023-01-24T20:03:35Z,3993610665,141,92.7,3993610671,1,,3993610663,140,29.9,3993610667,212,34.7,3993610669,213,1.8,3993610661,56,Back,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355817,6,1,1,0,6,cd1ottifbgcfrn6pdrdpwt7z0,1,30.5,90.3,2023-01-24T20:03:35.155Z,2023-01-24T20:03:38Z,3993610945,141,74.1,3993610943,140,17.3,3993610949,213,3.8,3993610941,56,Back,3993610947,212,17.7,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355825,7,1,1,0,9,cd1ottifbgcfrn6pdrdpwt7z0,0,17.2,74.1,2023-01-24T20:03:37.955Z,2023-01-24T20:54:29Z,3993610979,213,0.2,3993610971,56,Back,3993610977,212,18.9,3993610973,140,35.0,3993610975,141,78.7,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355849,3,61,1,0,11,1qoqz1tyay060cj5aha7rt1lp,0,63.2,24.3,2023-01-24T20:03:40.067Z,2023-01-24T20:03:40Z,3993611085,56,Center,,,,,,,,,,,,,,,,,,,,,,4kqwr8xb2ydw2v32thgb5sk5w,Bicho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356017,8,1,1,0,14,cd1ottifbgcfrn6pdrdpwt7z0,1,49.6,64,2023-01-24T20:03:42.932Z,2023-01-24T20:03:52Z,3993612069,155,,3993612075,140,93.1,3993612073,56,Right,3993612081,213,5.7,3993612077,141,20.0,3993612083,1,,3993612079,212,54.6,,,,8jvs33mize0fkkihe2zot28k5,I. Salmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
