id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2500325937,6,80,1,0,22,djz9e25b9zuiu5rmv1zha3i6f,0,15.6,53.4,2023-01-24T19:01:18.610Z,2023-01-24T19:01:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325961,7,1,1,0,25,djz9e25b9zuiu5rmv1zha3i6f,0,22.7,53.4,2023-01-24T19:01:21.049Z,2023-01-24T19:49:26Z,3993467179,213,0.3,3993467169,155,,3993467181,1,,3993467177,212,38.5,3993467173,140,57.7,3993467175,141,70.2,3993467171,56,Center,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325979,6,1,1,0,27,eqaszp3lzhffqt4f8hmzov72j,1,41.5,34.9,2023-01-24T19:01:23.710Z,2023-01-24T19:01:28Z,3993467255,3,,3993467265,213,5.8,3993467261,141,16.2,3993467257,56,Right,3993467259,140,63.3,3993467263,212,26.2,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325985,7,1,1,0,30,eqaszp3lzhffqt4f8hmzov72j,0,63.3,16.2,2023-01-24T19:01:25.976Z,2023-01-24T19:01:28Z,3993467301,213,1.7,3993467299,212,8.2,3993467297,141,28.2,3993467293,56,Center,3993467295,140,62.3,,,,,,,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325989,8,3,1,0,32,djz9e25b9zuiu5rmv1zha3i6f,0,43.5,71.6,2023-01-24T19:01:28.234Z,2023-01-24T19:49:42Z,3993467307,56,Back,3993564911,211,,3993564819,286,,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325993,8,49,1,0,32,eqaszp3lzhffqt4f8hmzov72j,1,55.3,19.2,2023-01-24T19:01:28.584Z,2023-01-24T19:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326015,9,1,1,0,33,eqaszp3lzhffqt4f8hmzov72j,1,51.3,20.3,2023-01-24T19:01:28.803Z,2023-01-24T19:01:32Z,3993467411,213,5.9,3993467409,212,22.8,3993467405,140,71.3,3993467403,56,Right,3993467407,141,7.1,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326025,10,1,1,0,36,eqaszp3lzhffqt4f8hmzov72j,0,80.9,11.4,2023-01-24T19:01:31.990Z,2023-01-24T19:01:33Z,3993467473,213,1.8,3993467467,140,76.5,3993467469,141,39.4,3993467471,212,19.6,3993467465,56,Center,,,,,,,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326027,9,43,1,0,38,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-24T19:01:33.750Z,2023-01-24T19:49:57Z,3993565789,144,61,3993467481,56,Back,,,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326031,10,49,1,0,39,djz9e25b9zuiu5rmv1zha3i6f,1,27.3,55.1,2023-01-24T19:01:34.913Z,2023-01-24T19:49:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326057,11,1,1,0,39,djz9e25b9zuiu5rmv1zha3i6f,1,27.3,55.1,2023-01-24T19:01:35.417Z,2023-01-24T19:49:56Z,3993467601,141,44.8,3993467599,140,37.2,3993467607,212,12.5,3993467597,56,Back,3993467609,213,5.7,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326073,12,1,1,0,42,djz9e25b9zuiu5rmv1zha3i6f,1,36.8,54.2,2023-01-24T19:01:38.705Z,2023-01-24T19:50:12Z,3993467655,140,33.1,3993467661,213,3.1,3993467657,141,54.3,3993467659,212,3.9,3993467653,56,Back,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326099,13,1,1,0,44,djz9e25b9zuiu5rmv1zha3i6f,1,34.3,54.5,2023-01-24T19:01:39.753Z,2023-01-24T19:01:45Z,3993467799,1,,3993467797,213,0.8,3993467789,56,Left,3993467793,141,95.3,3993467795,212,37.9,3993467791,140,58.9,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326097,11,45,1,0,49,eqaszp3lzhffqt4f8hmzov72j,0,31.1,14.6,2023-01-24T19:01:45.510Z,2023-01-24T19:01:46Z,3993467785,56,Back,3993467829,233,14,3993467787,285,,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326103,14,3,1,0,49,djz9e25b9zuiu5rmv1zha3i6f,1,68.9,85.4,2023-01-24T19:01:45.510Z,2023-01-24T19:01:46Z,3993467825,233,11,3993467807,56,Left,3993467809,286,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326131,15,1,1,0,50,djz9e25b9zuiu5rmv1zha3i6f,0,65.9,83.3,2023-01-24T19:01:46.233Z,2023-01-24T19:01:53Z,3993467949,213,0.2,3993467941,56,Left,3993467945,141,95.3,3993467951,1,,3993467943,140,98.6,3993467947,212,35.3,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326121,12,49,1,0,54,eqaszp3lzhffqt4f8hmzov72j,1,4.5,10.6,2023-01-24T19:01:50.639Z,2023-01-24T19:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326181,13,1,1,1,0,eqaszp3lzhffqt4f8hmzov72j,0,9.3,13.7,2023-01-24T19:01:56.210Z,2023-01-24T19:05:34Z,3993468149,213,6.1,3993468139,155,,3993468145,141,5.3,3993468141,56,Back,3993468147,212,39.1,3993468143,140,46.1,3993468151,1,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326161,16,43,1,1,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-01-24T19:01:56.297Z,2023-01-24T19:01:58Z,3993468077,140,66.5,3993468075,56,Center,3993468079,141,72.3,3993468085,1,0,3993468081,212,37.2,3993468129,144,1,3993468083,213,3.6,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326193,17,1,1,1,4,djz9e25b9zuiu5rmv1zha3i6f,0,62.8,95,2023-01-24T19:02:00.505Z,2023-01-24T19:02:02Z,3993468185,141,83.9,3993468179,3,,3993468181,56,Left,3993468187,212,10.2,3993468183,140,69.3,3993468189,213,5.4,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326225,14,1,1,1,6,eqaszp3lzhffqt4f8hmzov72j,0,29.6,11.1,2023-01-24T19:02:02.166Z,2023-01-24T19:02:06Z,3993468323,212,52.6,3993468327,1,,3993468321,141,32.7,3993468325,213,0.3,3993468319,140,77.7,3993468315,157,,3993468317,56,Center,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326219,18,49,1,1,10,djz9e25b9zuiu5rmv1zha3i6f,1,23.9,71.7,2023-01-24T19:02:06.329Z,2023-01-24T19:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326307,19,1,1,1,12,djz9e25b9zuiu5rmv1zha3i6f,1,23.9,71.7,2023-01-24T19:02:08.633Z,2023-01-24T19:02:26Z,3993468641,213,3.7,3993468633,56,Back,3993468637,141,57.3,3993468639,212,18.9,3993468635,140,8.5,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326315,20,1,1,1,30,djz9e25b9zuiu5rmv1zha3i6f,1,12.6,35.8,2023-01-24T19:02:25.969Z,2023-01-24T19:02:27Z,3993468669,56,Back,3993468677,213,6.2,3993468673,141,33.4,3993468675,212,18.8,3993468671,140,30.4,,,,,,,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326409,21,1,1,1,31,djz9e25b9zuiu5rmv1zha3i6f,1,30.1,32.5,2023-01-24T19:02:27.617Z,2023-01-24T19:02:43Z,3993469091,56,Back,3993469095,141,34.9,3993469093,140,4.1,3993469097,212,27.3,3993469099,213,3.1,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326433,22,1,1,1,47,djz9e25b9zuiu5rmv1zha3i6f,1,12.6,35.6,2023-01-24T19:02:43.704Z,2023-01-24T19:02:47Z,3993469201,1,,3993469199,213,6.2,3993469195,141,28.7,3993469191,56,Center,3993469197,212,44.2,3993469189,155,,3993469193,140,54.5,,,,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326435,23,61,1,1,51,djz9e25b9zuiu5rmv1zha3i6f,0,53.9,27.8,2023-01-24T19:02:47.161Z,2023-01-24T19:02:47Z,3993469207,56,Center,,,,,,,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326437,15,1,1,1,51,eqaszp3lzhffqt4f8hmzov72j,0,51.8,86.3,2023-01-24T19:02:47.295Z,2023-01-24T19:02:47Z,3993469211,56,Left,3993469215,141,85.3,3993469213,140,53.1,3993469219,213,5.8,3993469217,212,1.5,,,,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326451,24,61,1,1,53,djz9e25b9zuiu5rmv1zha3i6f,1,47.8,25.1,2023-01-24T19:02:49.505Z,2023-01-24T19:51:14Z,3993469283,56,Back,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326471,25,61,1,1,55,djz9e25b9zuiu5rmv1zha3i6f,1,53.3,44.8,2023-01-24T19:02:51.298Z,2023-01-24T19:51:02Z,3993469401,56,Center,,,,,,,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326493,26,50,1,1,56,djz9e25b9zuiu5rmv1zha3i6f,1,54.4,47.4,2023-01-24T19:02:52.421Z,2023-01-24T19:51:13Z,3993469519,233,16,3993469499,286,,3993469497,56,Center,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326467,16,7,1,1,56,eqaszp3lzhffqt4f8hmzov72j,1,45.6,52.6,2023-01-24T19:02:52.422Z,2023-01-24T19:02:57Z,3993469383,56,Back,3993469515,233,26,3993469385,285,,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326475,17,1,1,1,58,eqaszp3lzhffqt4f8hmzov72j,1,46.8,53.7,2023-01-24T19:02:54.031Z,2023-01-24T19:13:02Z,3993469433,212,5.7,3993469429,140,52.2,3993469427,56,Center,3993469435,213,0.1,3993469431,141,54.3,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326497,19,43,1,1,58,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-01-24T19:02:54.202Z,2023-01-24T19:02:59Z,3993469525,140,54.9,3993469531,213,1.1,3993469523,56,Center,3993469551,144,1,3993469527,141,62.0,3993469529,212,6.0,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326477,18,49,1,1,59,eqaszp3lzhffqt4f8hmzov72j,1,52.2,54.3,2023-01-24T19:02:55.031Z,2023-01-24T19:13:01Z,,,,,,,,,,,,,,,,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326501,20,4,1,2,1,eqaszp3lzhffqt4f8hmzov72j,1,54.2,55.5,2023-01-24T19:02:57.249Z,2023-01-24T19:03:00Z,3993469543,152,,3993469547,286,,3993469541,56,Center,3993469545,265,,3993469567,233,27,3993469539,13,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326507,27,4,1,2,1,djz9e25b9zuiu5rmv1zha3i6f,0,45.8,44.5,2023-01-24T19:02:57.250Z,2023-01-24T19:03:00Z,3993469561,285,,3993469555,56,Back,3993469571,233,20,3993469553,13,,3993469557,152,,3993469559,265,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326715,21,1,1,2,36,eqaszp3lzhffqt4f8hmzov72j,0,51.1,57.2,2023-01-24T19:03:32.346Z,2023-01-24T19:03:34Z,3993470669,212,27.3,3993470659,155,,3993470665,140,75.6,3993470671,213,5.9,3993470661,152,,3993470667,141,43.7,3993470657,5,,3993470663,56,Center,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326725,28,1,1,2,38,djz9e25b9zuiu5rmv1zha3i6f,0,25.2,57.5,2023-01-24T19:03:34.600Z,2023-01-24T19:03:36Z,3993470709,213,1.0,3993470703,140,28.9,3993470707,212,7.2,3993470701,56,Back,3993470705,141,66.5,3993470699,3,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326791,22,1,1,2,41,eqaszp3lzhffqt4f8hmzov72j,1,72.7,47.9,2023-01-24T19:03:37.377Z,2023-01-24T19:04:03Z,3993471579,154,,3993470973,140,89.3,3993470977,212,21.5,3993470971,56,Center,3993471669,4,,3993470975,141,66.4,3993471577,210,13,3993470969,155,,1saqhw307zho8fyokoav1j6s4,Marina Martí,3993470979,213,,,,,,,,,,,1,0.6,,,,,,,,,,,,,,,
2500326793,23,13,1,2,46,eqaszp3lzhffqt4f8hmzov72j,1,95.3,67.6,2023-01-24T19:03:42.366Z,2023-01-24T19:04:01Z,3993471593,73,,3993471597,154,,3993471287,72,,3993470987,65,,3993471609,231,54.5,3993471605,103,30.6,3993471595,29,,3993470985,22,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,3993471603,102,3993471599,55,22,3993470989,56,Center,3993471607,230,,,,59.3,98.8,,,,,,,,,,,,,,
2500326815,24,5,1,2,46,eqaszp3lzhffqt4f8hmzov72j,0,101.3,59,2023-01-24T19:03:42.617Z,2023-01-24T19:09:00Z,3993471087,346,,3993471113,233,29,3993471085,56,Center,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326787,29,5,1,2,46,djz9e25b9zuiu5rmv1zha3i6f,1,-1.3,41,2023-01-24T19:03:42.617Z,2023-01-24T19:03:47Z,3993470955,346,,3993471101,233,24,3993470953,56,Back,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326913,30,1,1,3,5,djz9e25b9zuiu5rmv1zha3i6f,1,5.1,44.3,2023-01-24T19:04:00.913Z,2023-01-24T19:51:36Z,3993471629,141,40.7,3993571713,189,,3993471625,56,Back,3993471637,237,,3993471633,213,4.6,3993471627,140,4.8,3993471623,124,,3993471631,212,2.5,5zhcjr5kxyxd2jmq1wel3ug9h,G. Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326923,31,1,1,3,6,djz9e25b9zuiu5rmv1zha3i6f,1,4.8,40,2023-01-24T19:04:02.416Z,2023-01-24T19:04:06Z,3993471733,213,5.6,3993471725,56,Back,3993471731,212,36.5,3993471723,155,,3993471735,1,,3993471727,140,30.8,3993471729,141,4.4,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326931,32,1,1,3,10,djz9e25b9zuiu5rmv1zha3i6f,0,30.8,4.4,2023-01-24T19:04:05.888Z,2023-01-24T19:04:12Z,3993471791,140,39.7,3993471795,212,10.3,3993471793,141,0.0,3993471789,56,Back,3993471797,213,5.8,3993471925,168,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326989,25,5,1,3,11,eqaszp3lzhffqt4f8hmzov72j,1,60.4,102,2023-01-24T19:04:07.141Z,2023-01-24T19:09:00Z,3993472095,347,,3993472097,233,33,3993472093,56,Left,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326933,33,5,1,3,11,djz9e25b9zuiu5rmv1zha3i6f,0,39.6,-2,2023-01-24T19:04:07.141Z,2023-01-24T19:04:16Z,3993471805,347,,3993471803,56,Back,3993472113,233,25,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500327023,26,1,1,3,18,eqaszp3lzhffqt4f8hmzov72j,0,60.6,100,2023-01-24T19:04:14.046Z,2023-01-24T19:11:57Z,3993472297,107,,3993472299,56,Left,3993472301,140,75.9,3993472305,212,16.7,3993472303,141,95.4,3993472307,213,6.0,,,,,,,f5c7fj7ce4uklgzn8el0c90d0,Raquel Morcillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
