id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2482309299,12,44,1,0,26,1qoqz1tyay060cj5aha7rt1lp,0,60.2,60.8,2022-11-06T11:00:09.578Z,2022-11-06T11:00:11Z,3898538425,56,Center,3898538479,233,4,3898538427,286,,,,,,,,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309301,5,1,1,0,26,djz9e25b9zuiu5rmv1zha3i6f,0,40.1,41.5,2022-11-06T11:00:09.833Z,2022-11-06T11:00:12Z,3898538431,56,Center,3898538439,213,0.0,3898538429,3,,3898538433,140,53.9,3898538437,212,14.5,3898538435,141,42.1,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309319,13,1,1,0,29,1qoqz1tyay060cj5aha7rt1lp,0,46.9,57.6,2022-11-06T11:00:12.470Z,2022-11-06T11:52:43Z,3898538543,141,67.8,3898538539,56,Center,3898538547,213,0.3,3898538541,140,65.3,3898538545,212,20.5,3898538537,155,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309341,6,1,1,0,30,djz9e25b9zuiu5rmv1zha3i6f,1,34.4,27.1,2022-11-06T11:00:13.416Z,2022-11-06T11:00:15Z,3898538613,155,,3898538623,213,0.9,3898538617,140,40.5,3898538615,56,Back,3898538619,141,38.0,3898538621,212,9.8,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309343,7,1,1,0,32,djz9e25b9zuiu5rmv1zha3i6f,0,40.5,37.7,2022-11-06T11:00:15.449Z,2022-11-06T11:00:18Z,3898538627,3,,3898538635,212,18.6,3898538631,140,54.4,3898538637,213,5.6,3898538633,141,20.7,3898538629,56,Right,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309375,14,1,1,0,32,1qoqz1tyay060cj5aha7rt1lp,1,52.5,74.7,2022-11-06T11:00:15.494Z,2022-11-06T11:00:19Z,3898538759,212,19.4,3898538755,140,63.9,3898538761,213,5.4,3898538753,56,Center,3898538757,141,52.2,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309377,15,61,1,0,36,1qoqz1tyay060cj5aha7rt1lp,0,66.4,47.5,2022-11-06T11:00:19.415Z,2022-11-06T11:00:19Z,3898538767,56,Center,,,,,,,,,,,,,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309385,8,1,1,0,38,djz9e25b9zuiu5rmv1zha3i6f,0,26.4,75,2022-11-06T11:00:21.545Z,2022-11-06T11:53:39Z,3898657947,236,,3898538801,140,33.3,3898538809,213,5.7,3898538799,56,Back,3898538803,141,68.7,3898657953,286,,3898657949,233,381,3898538805,212,8.4,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482335201,381,74,1,0,38,1qoqz1tyay060cj5aha7rt1lp,1,63,37,2022-11-06T11:00:21.546Z,2022-11-06T12:05:00Z,3898657957,233,8,3898657941,285,,3898657939,56,Center,,,,,,,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309401,16,44,1,0,40,1qoqz1tyay060cj5aha7rt1lp,1,69.2,49.4,2022-11-06T11:00:23.126Z,2022-11-06T11:53:51Z,3898538905,286,,3898538977,233,9,3898538903,56,Center,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309407,9,44,1,0,40,djz9e25b9zuiu5rmv1zha3i6f,0,30.8,50.6,2022-11-06T11:00:23.127Z,2022-11-06T11:00:25Z,3898538937,285,,3898538935,56,Back,3898538983,233,16,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309403,17,1,1,0,40,1qoqz1tyay060cj5aha7rt1lp,0,67,52.5,2022-11-06T11:00:23.366Z,2022-11-06T11:53:54Z,3898538921,141,54.2,3898538919,140,73.7,3898538925,213,0.2,3898538915,168,,3898538923,212,7.1,3898538917,56,Center,3898538913,3,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309423,18,1,1,0,43,1qoqz1tyay060cj5aha7rt1lp,0,63.4,59.1,2022-11-06T11:00:26.342Z,2022-11-06T11:00:27Z,3898539049,213,0.4,3898539041,56,Center,3898539039,3,,3898539045,141,66.0,3898539043,140,74.1,3898539047,212,12.2,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309429,10,1,1,0,43,djz9e25b9zuiu5rmv1zha3i6f,0,26.4,32.7,2022-11-06T11:00:27.001Z,2022-11-06T11:00:28Z,3898539081,56,Back,3898539089,213,0.3,3898539079,3,,3898539085,141,38.5,3898539087,212,15.7,3898539083,140,40.9,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309443,19,1,1,0,45,1qoqz1tyay060cj5aha7rt1lp,0,63.1,63.9,2022-11-06T11:00:28.982Z,2022-11-06T11:00:30Z,3898539133,140,59.0,3898539129,3,,3898539137,212,10.2,3898539135,141,50.3,3898539139,213,4.3,3898539131,56,Center,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309453,11,61,1,0,47,djz9e25b9zuiu5rmv1zha3i6f,0,42.9,50.3,2022-11-06T11:00:30.986Z,2022-11-06T11:00:31Z,3898539163,56,Back,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309505,21,49,1,0,51,1qoqz1tyay060cj5aha7rt1lp,1,30,85.4,2022-11-06T11:00:34.798Z,2022-11-06T11:54:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309503,20,1,1,0,52,1qoqz1tyay060cj5aha7rt1lp,1,47,69.7,2022-11-06T11:00:35.253Z,2022-11-06T11:54:45Z,3898539383,140,31.2,3898539387,212,17.6,3898539385,141,78.5,3898539381,56,Back,3898539389,213,2.8,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309517,22,1,1,0,55,1qoqz1tyay060cj5aha7rt1lp,1,30,85.4,2022-11-06T11:00:38.102Z,2022-11-06T11:00:40Z,3898539443,141,51.6,3898539447,213,3.9,3898539445,212,32.4,3898539439,56,Back,3898539449,1,,3898539441,140,8.3,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309527,23,1,1,0,57,1qoqz1tyay060cj5aha7rt1lp,1,8.5,49.9,2022-11-06T11:00:40.406Z,2022-11-06T11:00:42Z,3898539511,213,0.0,3898539505,140,54.0,3898539507,141,50.6,3898539503,56,Center,3898539509,212,47.8,3898539501,155,,3898539513,1,,,,,euieo81aiyv4wqldc8owokset,Elena de Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309529,24,44,1,0,59,1qoqz1tyay060cj5aha7rt1lp,1,53.8,52.3,2022-11-06T11:00:42.152Z,2022-11-06T11:00:43Z,3898539519,286,,3898539529,233,12,3898539517,56,Center,,,,,,,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309523,12,44,1,0,59,djz9e25b9zuiu5rmv1zha3i6f,0,46.2,47.7,2022-11-06T11:00:42.153Z,2022-11-06T11:00:44Z,3898539495,285,,3898539493,56,Back,3898539539,233,24,,,,,,,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309541,25,1,1,0,59,1qoqz1tyay060cj5aha7rt1lp,0,54,50.6,2022-11-06T11:00:42.790Z,2022-11-06T11:00:44Z,3898539567,140,60.2,3898539571,212,7.4,3898539563,168,,3898539573,213,5.8,3898539569,141,45.5,3898539565,56,Center,3898539559,3,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309537,13,49,1,1,1,djz9e25b9zuiu5rmv1zha3i6f,1,40.9,54.3,2022-11-06T11:00:44.216Z,2022-11-06T11:00:44Z,,,,,,,,,,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309551,14,1,1,1,1,djz9e25b9zuiu5rmv1zha3i6f,0,40.9,54.3,2022-11-06T11:00:44.554Z,2022-11-06T11:00:47Z,3898539611,56,Center,3898539619,213,5.6,3898539609,155,,3898539615,141,30.4,3898539617,212,27.4,3898539613,140,61.9,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309575,26,1,1,1,3,1qoqz1tyay060cj5aha7rt1lp,1,37.7,66,2022-11-06T11:00:46.791Z,2022-11-06T11:00:49Z,3898539717,141,56.4,3898539713,56,Back,3898539715,140,39.4,3898539721,213,5.0,3898539719,212,6.8,3898539711,3,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309609,27,1,1,1,6,1qoqz1tyay060cj5aha7rt1lp,1,39.4,56.4,2022-11-06T11:00:49.510Z,2022-11-06T11:00:54Z,3898539875,56,Back,3898539881,212,13.1,3898539873,3,,3898539877,140,45.3,3898539879,141,39.5,3898539883,213,5.2,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309617,28,49,1,1,11,1qoqz1tyay060cj5aha7rt1lp,1,45.9,39.5,2022-11-06T11:00:54.406Z,2022-11-06T11:00:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309631,29,1,1,1,11,1qoqz1tyay060cj5aha7rt1lp,1,45.9,39.5,2022-11-06T11:00:54.805Z,2022-11-06T11:00:56Z,3898539971,140,33.0,3898539969,56,Back,3898539975,212,17.5,3898539977,213,3.8,3898539973,141,23.3,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309675,30,1,1,1,13,1qoqz1tyay060cj5aha7rt1lp,1,36.8,22.1,2022-11-06T11:00:56.806Z,2022-11-06T11:01:02Z,3898540169,155,,3898540171,56,Right,3898540179,213,6.1,3898540173,140,94.5,3898540177,212,61.7,3898540175,141,4.6,3898540181,1,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309693,31,3,1,1,19,1qoqz1tyay060cj5aha7rt1lp,0,94.3,5,2022-11-06T11:01:02.312Z,2022-11-06T11:01:05Z,3898540233,286,,3898540259,233,15,3898540231,56,Right,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309697,15,7,1,1,19,djz9e25b9zuiu5rmv1zha3i6f,1,5.7,95,2022-11-06T11:01:02.313Z,2022-11-06T11:01:36Z,3898540249,285,,3898540247,56,Back,3898540251,233,31,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309699,16,49,1,1,21,djz9e25b9zuiu5rmv1zha3i6f,1,7.7,95,2022-11-06T11:01:04.553Z,2022-11-06T11:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309705,17,1,1,1,22,djz9e25b9zuiu5rmv1zha3i6f,0,8,97.2,2022-11-06T11:01:05.880Z,2022-11-06T11:01:41Z,3898540295,212,3.2,3898540293,141,96.8,3898540289,56,Back,3898540441,286,,3898540297,213,6.2,3898540291,140,11.0,3898540435,236,,3898540437,233,32,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309725,32,74,1,1,22,1qoqz1tyay060cj5aha7rt1lp,1,87.2,7,2022-11-06T11:01:05.881Z,2022-11-06T12:05:01Z,3898540403,56,Right,3898540457,233,17,3898540405,285,,,,,,,,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309857,18,5,1,1,23,djz9e25b9zuiu5rmv1zha3i6f,1,11.3,101.2,2022-11-06T11:01:07.001Z,2022-11-06T11:01:42Z,3898540913,56,Back,3898540915,347,,3898541347,233,33,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309781,33,5,1,1,23,1qoqz1tyay060cj5aha7rt1lp,0,88.7,-1.2,2022-11-06T11:01:07.001Z,2022-11-06T11:25:00Z,3898541375,233,18,3898540621,347,,3898540617,56,Right,,,,,,,,,,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309881,19,27,1,1,45,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-06T11:01:28.913Z,2022-11-06T11:54:56Z,3898541125,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309913,34,27,1,1,45,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-06T11:01:28.913Z,2022-11-06T11:01:58Z,3898541111,53,tfni0bbycqnutwdofnndixd6,3898541109,41,Injury,3898541117,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309969,20,28,1,2,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-06T11:01:43.688Z,2022-11-06T11:54:58Z,3898541385,55,19,3898541491,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482309987,35,28,1,2,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-06T11:01:43.688Z,2022-11-06T11:01:57Z,3898541461,233,20,3898541445,55,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310017,21,1,1,2,2,djz9e25b9zuiu5rmv1zha3i6f,1,12.6,100,2022-11-06T11:01:45.448Z,2022-11-06T11:01:48Z,3898541575,212,17.4,3898541567,107,,3898541573,141,96.5,3898541577,213,6.1,3898541571,140,28.8,3898541569,56,Back,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310033,22,1,1,2,5,djz9e25b9zuiu5rmv1zha3i6f,1,29.5,95.6,2022-11-06T11:01:48.825Z,2022-11-06T11:01:50Z,3898541649,56,Back,3898541657,213,5.6,3898541653,141,86.2,3898541655,212,10.0,3898541645,3,,3898541651,140,36.8,3898541647,168,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310041,23,49,1,2,7,djz9e25b9zuiu5rmv1zha3i6f,1,37,83.3,2022-11-06T11:01:50.681Z,2022-11-06T11:01:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cgunamq8fn3bre2d3cimwh6cq,P. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482310065,36,1,1,2,8,1qoqz1tyay060cj5aha7rt1lp,0,67.4,18.9,2022-11-06T11:01:51.717Z,2022-11-06T11:01:54Z,3898541763,213,1.2,3898541757,140,74.6,3898541759,141,48.5,3898541761,212,21.5,3898541755,56,Center,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
