id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/16/value
2486875115,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2022-11-20T10:14:33.665Z,2022-11-20T11:16:41Z,3922376321,194,5h9k65zukry196snla3xgmh91,3922376261,197,17519,3922363491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922363489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3922363483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3922363487,130,4,3922363481,30,"2qfg4adqsjv2qmt9up7iq2t7u, 5h9k65zukry196snla3xgmh91, f0cwpq45aa7b5de10j9skw44p, cvy1q6gtx1gs9ddemdpcf8ded, bgzh3zwl99bpnnpj37jn4dmtx, 4n6mnhjzt6zpicfea3ym678id, 22zrashyijuh9pnjovqpyl8lx, aib5wgtlgl48jaezcguoxkmp5, c1r1tmscj963olp4yo8kedqdx, 40wxai4gm0pdry6545i5c68ve, 1vqpa944d79cnljfbjb8yjlcl, 11so3nfejun31ajhmqjlwapqt, 3kfxvwa38a7oq0d126jm4o9ka, 9gdocwx006j6wyz4mnhzgzydx, dzhvgrdkl4nuj8z4fd9to0ag9, 9t2pn6dp6w38b169a5qo9c60a, 8h7r4d4z2gjne58xwu3koiok5, 7mehm5v7egyc1r4qioexklbmc, 40jps4rajqmy3werl8t3uzcwk",3922363485,59,"24, 8, 22, 23, 2, 4, 12, 6, 20, 17, 16, 1, 3, 7, 18, 19, 21, 30, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486875399,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-20T10:25:00.075Z,2022-11-20T11:04:17Z,3922364533,59,"1, 22, 21, 2, 3, 4, 11, 27, 9, 6, 7, 17, 14, 18, 19, 20, 8, 13",3922376647,197,17788,3922364531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3922364537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3922364535,130,7,3922364529,30,"1bvbnq69gxx0nciovzzf6o8dm, 1dfho5ul0u10h5m7cmtmj5x7u, cfmly5uuomypp4t0pibgtfazu, 8vwiezkux2gxs99ziy7x69fu2, d2at1haixfnekibqj89y4nxed, q3xvi1pbz5hmr6zw6np6v4yd, c1ll2hqt71suy8bgwswpci9uy, 9rk08avs1361jws1ibs5frl04, 2j37sn6v53zhgz2hf1q33gzdg, 3u9vtcqa5td8weoufpzirruhg, du0eybpvf5vcvtuj074x74jdg, 7dlyawb4x2lr5gjcz5b1y5ivp, 6lruud03b1so5uyjduuthtuj9, du4sd3yhhb3avedd8yzjd6dey, 61ho0mi13ewpotj5udjt7mz2s, 4ts1xba21nxqu8shbfzcvj27d, a0g0ldiol9fzw09gk5i9e15w4, epgai2aff40j82jb3gumaehka",3922376213,194,du0eybpvf5vcvtuj074x74jdg,3922364539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877921,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2022-11-20T11:01:55.632Z,2022-11-20T11:01:56Z,3922377591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877919,3,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-20T11:01:55.632Z,2022-11-20T11:01:55Z,3922377589,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877923,4,1,1,0,1,7mk4va7b2p6tnv2xjxcgjy8h6,1,49.5,49.7,2022-11-20T11:01:56.732Z,2022-11-20T11:49:31Z,3922377597,140,37.2,3922377595,56,Back,3922377601,212,19.2,3922377603,213,4.0,3922377599,141,28.8,3922377605,279,S,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877929,5,1,1,0,2,7mk4va7b2p6tnv2xjxcgjy8h6,1,37.2,28.8,2022-11-20T11:01:57.971Z,2022-11-20T11:06:06Z,3922377633,56,Back,3922377637,141,64.0,3922377635,140,25.7,3922377641,213,2.0,3922377639,212,26.8,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877933,6,1,1,0,6,7mk4va7b2p6tnv2xjxcgjy8h6,0,26.4,62.9,2022-11-20T11:02:02.484Z,2022-11-20T11:02:04Z,3922377669,1,,3922377659,56,Center,3922377657,155,,3922377665,212,40.9,3922377663,141,30.4,3922377667,213,5.7,3922377661,140,59.2,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877939,3,1,1,0,9,bop6aslxmwvzsapdxsw3xbvfg,1,32.9,66.1,2022-11-20T11:02:04.739Z,2022-11-20T11:48:43Z,3922377685,140,52.3,3922377683,56,Center,3922377681,3,,3922377687,141,48.1,3922377691,213,5.7,3922377689,212,23.8,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877941,4,49,1,0,10,bop6aslxmwvzsapdxsw3xbvfg,1,52.3,48.1,2022-11-20T11:02:06.546Z,2022-11-20T11:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486877943,5,1,1,0,11,bop6aslxmwvzsapdxsw3xbvfg,1,42.1,49.4,2022-11-20T11:02:07.378Z,2022-11-20T11:02:08Z,3922377705,56,Back,3922377711,212,10.7,3922377707,140,32.3,3922377713,213,3.4,3922377709,141,44.9,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
