id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2495627817,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-01-07T16:23:26.321Z,2023-01-07T17:17:15Z,3968722205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968722199,130,11,3968722203,194,5e5sc7yzyi9kja9edk892br9x,3968722197,59,"1, 20, 17, 22, 14, 5, 11, 18, 19, 23, 10, 6, 7, 8, 9, 12, 13, 15, 16, 27",3968722193,30,"91vjxbtjn9fmsatxvncmwxyhh, 8m8fk05kqcs7ver68ubl61mju, 9x6jbuibbl7ysh0oovghyw4id, 7ffrfies3tie3rewc1cm0hz9x, 5hk1m1corx8iy26z88eo65fpx, efrr99onfcuvb2gylkvvrnl9m, 57ubfxv6ujkk5cictmez4op1x, bixjzl99gkes918s5gbndtwwl, 5jwmy7qi01na2bmyw3zo3is8a, 5e5sc7yzyi9kja9edk892br9x, d71c1o7e1t448gemysrgisj8q, 5ag0647kn7k4y21y8nigiwxqt, 7vtua260sxp339ie21any0zc9, u29d1e3mswrdqx1aqfhuj8ph, 791g6utcjg9779zlvf7gyavze, 5q1oexaovibgn83v5kmjfanvu, bruuz81usy0wu8hpg4d6af3e1, em7ia2l8t9011hu2mnihjf90q, 4nbtzqsvw5ecwsh0k19rzoiga, a8y8rzun56tbscefigcor225m",3968956823,197,3969,3968722201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968722195,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495628771,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-07T16:24:16.018Z,2023-01-07T17:17:52Z,3968957227,197,17519,3968727211,130,4,3968957225,194,11so3nfejun31ajhmqjlwapqt,3968727209,59,"1, 15, 16, 21, 2, 4, 6, 12, 20, 7, 9, 3, 8, 14, 17, 18, 19, 22, 23, 24, 25",3968727207,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968727213,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968727205,30,"11so3nfejun31ajhmqjlwapqt, 1dg7whnmk3nb1adw7n8a7nnbp, 1vqpa944d79cnljfbjb8yjlcl, 8h7r4d4z2gjne58xwu3koiok5, bgzh3zwl99bpnnpj37jn4dmtx, 4n6mnhjzt6zpicfea3ym678id, aib5wgtlgl48jaezcguoxkmp5, 22zrashyijuh9pnjovqpyl8lx, c1r1tmscj963olp4yo8kedqdx, 9gdocwx006j6wyz4mnhzgzydx, 6291bj0xqq1w2631bajrpeb4l, 3kfxvwa38a7oq0d126jm4o9ka, 5h9k65zukry196snla3xgmh91, 5ovqn6llocczhae9n1kzj5nf9, 40wxai4gm0pdry6545i5c68ve, dzhvgrdkl4nuj8z4fd9to0ag9, 9t2pn6dp6w38b169a5qo9c60a, f0cwpq45aa7b5de10j9skw44p, cvy1q6gtx1gs9ddemdpcf8ded, 2qfg4adqsjv2qmt9up7iq2t7u, enc694gvlgycx72bhat5f7wbu",3968727215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673401,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-07T17:15:59.596Z,2023-01-07T17:15:59Z,3968965099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673411,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-01-07T17:15:59.596Z,2023-01-07T17:16:01Z,3968965161,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673433,3,1,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,50,50,2023-01-07T17:15:59.696Z,2023-01-07T17:48:14Z,3968965289,56,Back,3968965295,212,9.4,3968965297,213,2.9,3968965293,141,53.7,3968965299,279,S,3968965291,140,41.4,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673487,4,1,1,0,9,bop6aslxmwvzsapdxsw3xbvfg,1,42.2,54.5,2023-01-07T17:16:09.136Z,2023-01-07T17:16:10Z,3968965601,141,72.6,3968965597,56,Center,3968965603,212,15.5,3968965599,140,51.2,3968965605,213,0.9,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673513,5,1,1,0,10,bop6aslxmwvzsapdxsw3xbvfg,1,51.7,73.3,2023-01-07T17:16:10.369Z,2023-01-07T17:16:12Z,3968965745,141,97.1,3968965749,213,1.6,3968965741,56,Left,3968965747,212,16.2,3968965743,140,51.3,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673533,6,1,1,0,12,bop6aslxmwvzsapdxsw3xbvfg,1,51.2,97.1,2023-01-07T17:16:11.905Z,2023-01-07T17:16:13Z,3968965875,213,4.1,3968965863,140,38.4,3968965867,141,66.6,3968965861,56,Back,3968965871,212,24.7,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673545,7,1,1,0,13,bop6aslxmwvzsapdxsw3xbvfg,1,38.5,66.1,2023-01-07T17:16:13.440Z,2023-01-07T17:16:15Z,3968965929,212,24.5,3968965925,140,44.7,3968965931,213,5.0,3968965923,56,Back,3968965927,141,31.3,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673563,8,1,1,0,15,bop6aslxmwvzsapdxsw3xbvfg,1,45.6,30.1,2023-01-07T17:16:15.041Z,2023-01-07T17:16:16Z,3968966011,141,8.2,3968966009,140,59.8,3968966007,56,Right,3968966013,212,21.1,3968966015,213,5.5,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673617,9,1,1,0,16,bop6aslxmwvzsapdxsw3xbvfg,1,60.1,8.2,2023-01-07T17:16:16.401Z,2023-01-07T17:16:21Z,3968966323,212,25.3,3968966325,213,0.1,3968966317,56,Right,3968966319,140,84.0,3968966321,141,12.5,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673673,10,1,1,0,21,bop6aslxmwvzsapdxsw3xbvfg,1,86.4,15.6,2023-01-07T17:16:20.977Z,2023-01-07T17:16:24Z,3968966599,212,8.6,3968966597,141,28.0,3968966593,56,Center,3968966601,213,1.4,3968966595,140,88.1,,,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673679,11,1,1,0,24,bop6aslxmwvzsapdxsw3xbvfg,0,90.1,30.4,2023-01-07T17:16:24.160Z,2023-01-07T17:16:25Z,3968966625,141,32.7,3968966629,213,1.5,3968966619,56,Center,3968966627,212,1.6,3968966623,140,90.2,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673683,3,61,1,0,25,bxlqcsb8ylen7lng9qy50eoq5,1,9.9,70,2023-01-07T17:16:24.831Z,2023-01-07T17:34:51Z,3968966635,56,Back,,,,,,,,,,,,,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673717,4,49,1,0,27,bxlqcsb8ylen7lng9qy50eoq5,1,22.3,73.5,2023-01-07T17:16:26.684Z,2023-01-07T17:34:46Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673791,5,1,1,0,27,bxlqcsb8ylen7lng9qy50eoq5,1,22.6,73.9,2023-01-07T17:16:27.099Z,2023-01-07T17:34:50Z,3968967193,212,11.9,3968967195,213,1.1,3968967189,140,27.9,3968967187,56,Back,3968967191,141,89.4,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673825,6,1,1,0,35,bxlqcsb8ylen7lng9qy50eoq5,1,68.6,91.1,2023-01-07T17:16:34.619Z,2023-01-07T17:16:38Z,3968967381,212,9.2,3968967383,213,5.0,3968967375,56,Center,3968967379,141,77.9,3968967377,140,70.7,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673849,7,1,1,0,38,bxlqcsb8ylen7lng9qy50eoq5,1,72.1,86.6,2023-01-07T17:16:38.411Z,2023-01-07T17:16:40Z,3968967517,141,71.8,3968967513,56,Center,3968967515,140,57.4,3968967519,212,18.4,3968967521,213,3.7,,,,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673859,8,1,1,0,41,bxlqcsb8ylen7lng9qy50eoq5,1,58.2,67.2,2023-01-07T17:16:40.652Z,2023-01-07T17:16:42Z,3968967569,56,Center,3968967571,140,55.7,3968967575,212,17.0,3968967577,213,4.6,3968967573,141,42.5,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673883,9,1,1,0,42,bxlqcsb8ylen7lng9qy50eoq5,1,54.9,41,2023-01-07T17:16:41.948Z,2023-01-07T17:16:45Z,3968967727,213,5.0,3968967725,212,20.1,3968967717,140,60.0,3968967721,141,12.5,3968967711,56,Right,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495673901,10,1,1,0,45,bxlqcsb8ylen7lng9qy50eoq5,1,60.4,15,2023-01-07T17:16:45.051Z,2023-01-07T17:16:47Z,3968967803,56,Right,3968967805,140,72.5,3968967821,213,5.8,3968967809,141,5.9,3968967815,212,14.1,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
