id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2533611087,1,34,16,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-15T13:42:19.345Z,2023-04-15T14:15:20Z,4190186155,130,11,4190186159,194,42t82kh0hqfa7h92x1ujdz97u,4190293705,197,13820,4190186151,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4190186157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4190186161,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190186153,59,"13, 16, 32, 22, 4, 3, 8, 14, 17, 6, 24, 37, 10, 12, 19, 21, 26",4190186149,30,"7yjvzelaq5iir99b4631uiyg9, 982xo55a6ehu6960fxwr3bfje, 5v4jjtqwg9sjoyzoehbwpvris, 42t82kh0hqfa7h92x1ujdz97u, 9le3udqhtfsbnlr6py67cj71m, c7phsuwshglgu1nud007agqnd, eno0e1nmkn4ts5yy103k7inzd, 80bmdjixjy34wx3e5fb8re961, aoy956n72pya0cc6bqj5x736x, 3rob14yal0zrzxj2tdpp4sewa, yay5mq8trvoxv9mwm4mqzn8q, 9zwsu6pe48ma1xdwob50goi96, buqygjztmnvmul49w3grzuo5x, 1au0af90j09ol6827vodhg1k9, cndbae3p3ag0t2qpt22wafo8a, f20f6etew7qc0bgwp7j1bgyne, 64kypbsy1pllkz2r8esmoljis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533625295,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-04-15T13:57:32.320Z,2023-04-15T14:06:34Z,4190255763,194,5sxloac78uf7i1kuscy5qwlw5,4190255759,130,8,4190255761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190255755,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4190255765,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190255757,59,"24, 5, 15, 21, 4, 14, 11, 12, 10, 17, 7, 13, 2, 8, 16, 19, 20, 22, 23, 28",4190290645,197,16717,4190255753,30,"6d7hdegq9cbh7kr8sqvao1qt, 5yvzsnnawnxbki7rqnamwr3yt, d5i62fwuf8ohc8fcq3lxboiga, ez9in0ld6mrlrab7bi1kvuhd6, 99ej60g3qy5e1i6v62scse8yx, fge9gic869tnpk4tetnxuv4k, avhw3o6tm33ptddzgwfsqod4a, 1sr39v8ooejvspbdo6fqpckyc, 5sxloac78uf7i1kuscy5qwlw5, 25b3sxqo1ujqqc2pef3iwqnoq, ahmylmsg9wyiax33v6jwuj9qs, 9806puntyqdx2m1gp55p2qbfu, 3rif0qvun4mmll1xf2qzykums, antfb8hyo1sn4o68itu4oi904, 52mkbnt2oveh76tfrlojocgyd, a6wwf7jl8eis7wvrhhwhdq3f9, 4yoo22f8dgwz2n8fkqzoir8k4, ccvlwuog9vngbz1ni809nc639, aer03dwlu8hpnejk4uufpxisq, 4nkpo5caqdsdr7vbtfxwj95as",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637601,3,32,1,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-04-15T14:05:40.496Z,2023-04-15T14:05:44Z,4190316465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637485,3,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-04-15T14:05:40.496Z,2023-04-15T14:05:40Z,4190315853,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637627,4,1,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,49.7,49.6,2023-04-15T14:05:40.596Z,2023-04-15T14:05:44Z,4190316597,141,54.5,4190316591,140,35.4,4190316587,56,Back,4190316607,213,2.9,4190316613,279,S,4190316599,212,15.4,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637767,5,1,1,0,3,e7p3lxg97gac51s71hotzi0a5,1,33.4,41.9,2023-04-15T14:05:44.433Z,2023-04-15T14:05:48Z,4190317343,213,4.6,4190317341,212,23.5,4190317337,140,30.4,4190317335,56,Back,4190317339,141,7.7,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637777,6,1,1,0,7,e7p3lxg97gac51s71hotzi0a5,0,31.2,3.7,2023-04-15T14:05:48.402Z,2023-04-15T14:05:52Z,4190318039,236,,4190317409,212,3.3,4190317405,140,34.3,4190318049,286,,4190317407,141,3.2,4190317401,56,Back,4190317411,213,6.2,4190318043,233,4,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637869,4,74,1,0,7,9ouh98eyf6u69lbxc13mllm7f,1,64.3,96.5,2023-04-15T14:05:48.403Z,2023-04-15T14:08:22Z,4190317909,285,,4190318123,233,6,4190317907,56,Left,,,,,,,,,,,,,,,,yay5mq8trvoxv9mwm4mqzn8q,G. Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637895,5,5,1,0,8,9ouh98eyf6u69lbxc13mllm7f,0,65.7,101,2023-04-15T14:05:49.199Z,2023-04-15T14:08:18Z,4190318087,347,,4190318085,56,Left,4190318249,233,7,,,,,,,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533637855,7,5,1,0,8,e7p3lxg97gac51s71hotzi0a5,1,34.3,-1,2023-04-15T14:05:49.199Z,2023-04-15T14:05:52Z,4190317825,56,Back,4190318239,233,5,4190317831,347,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
