id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/9/value,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2514921531,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-03-04T10:22:40.984Z,2023-03-04T11:01:57Z,4070263555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070263557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070307967,197,17117,4070263549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070263553,130,8,4070263547,30,"4bcef9sqkbml7b2jtqhbz602d, 20nehty0pfzlg8wj60l87taeh, lanj0745tf4i4hige9vm9qll, 3alzawtqpfjtb3vez30mbp0mi, 9163edyiljpd18plos0eb2j8p, 24dpnyyhqgnve5zzget4gz1zp, ayd71ahuyt8kd9c8xmbbbhg16, daze51b5849zsk2aqvgmkkbth, a7yq5hwmc27r615dak86yfoph, auyj06nha2syoygo7prfadobu, 263vizqqfp8zwwws0exdrl3o5, efxmnnjg8l00ns74d7nnloi22, 1duox0r8qvb3t52m9w4mp86ol, 52kdiaya57yaisoil0k9ss0oa, 3iet32cz1jg865iswu92kqd49, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 2a76iw4bpv8ppfhuc859cweeh, d0i38pk78vbxoqz7x2rzz8cx6, 4pavtall24hy4jle51p1lqkbu",4070263551,59,"1, 21, 3, 6, 15, 11, 18, 7, 8, 27, 16, 2, 4, 5, 9, 13, 14, 17, 20, 26",4070290835,194,4bcef9sqkbml7b2jtqhbz602d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514923457,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-03-04T10:32:21.047Z,2023-03-04T11:02:33Z,4070272583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070272585,59,"13, 12, 14, 8, 3, 22, 19, 21, 9, 7, 10, 1, 2, 5, 6, 17, 18, 20, 29, 25",4070272587,130,4,4070272581,30,"76q3qw1j9n3og4gep5pdedisq, 9bzg6jfuapjzhmurucmkiz7fu, 3mutv27i9xvd3wmbwypdpah62, 8drs7flji0ctdoui0cfyugu3u, bwjqs0orziydksase1flhedt6, 4gv8ud8pwhynhd4ehmzw2pgmi, 14c84da3uglvp8gtjpxospo4q, 5axvazbhm6wsgpbpgt1gmaj11, sro6084uxjkm140ylvc5uq51, ent3o8sh6zn2mpe7m9p8q1sve, 1lvwjd2sedbk3gs9p2v34cdt5, ea2eq21d08asfeqh17vcxpwmi, 36vatxs5tk7alvqedu7vtn88a, etzoltim8ktgsaidhpebhnx79, 2d1defd89f1nrpb0gi6cciwru, 5x93ra7unls3fac5gomibwel1, 2t32h7nbjkouc968jbm8cax62, 5de2lhx1gnd8ks8pmge8plb6d, dak6fia5l1wbcjw82sv43mqga, 45pmlzxmvskwfuohprov6w5jo",4070272589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070286259,194,1lvwjd2sedbk3gs9p2v34cdt5,4070306285,197,3933,4070272591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930561,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-03-04T11:00:35.547Z,2023-03-04T11:00:38Z,4070310355,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930559,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-03-04T11:00:35.547Z,2023-03-04T11:00:35Z,4070310343,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930569,3,1,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,50,50.5,2023-03-04T11:00:35.647Z,2023-03-04T11:17:02Z,4070310413,141,48.0,4070310415,212,3.3,4070310409,56,Center,4070310417,213,5.7,4070310411,140,52.7,4070310419,279,S,4070337617,278,,,,,sro6084uxjkm140ylvc5uq51,S. Franssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930579,4,1,1,0,3,9euoni3f3sh08tsplt2gh5dex,1,33.2,57.8,2023-03-04T11:00:38.854Z,2023-03-04T11:00:41Z,4070310509,141,37.4,4070310507,140,26.5,4070310513,213,4.2,4070310511,212,15.6,4070310505,56,Back,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930589,5,1,1,0,5,9euoni3f3sh08tsplt2gh5dex,1,26.8,37.7,2023-03-04T11:00:41.191Z,2023-03-04T11:48:35Z,4070310607,140,28.5,4070310611,141,69.0,4070310605,56,Back,4070310617,213,1.5,4070310615,212,21.4,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930607,6,1,1,0,9,9euoni3f3sh08tsplt2gh5dex,1,26.6,65.4,2023-03-04T11:00:44.630Z,2023-03-04T11:00:49Z,4070310777,141,37.1,4070310775,140,24.0,4070310779,212,19.4,4070310781,213,4.6,4070310773,56,Back,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930625,7,1,1,0,16,9euoni3f3sh08tsplt2gh5dex,1,27.7,35.2,2023-03-04T11:00:52.006Z,2023-03-04T11:00:54Z,4070310949,212,22.6,4070310951,213,1.6,4070310943,56,Back,4070310947,141,68.5,4070310945,140,27.8,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514930635,8,1,1,0,18,9euoni3f3sh08tsplt2gh5dex,1,26.5,68.8,2023-03-04T11:00:54.087Z,2023-03-04T11:00:56Z,4070311047,213,0.9,4070311045,212,16.9,4070311039,56,Back,4070311043,141,88.9,4070311041,140,36.0,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
