id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist
2490018353,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-10T10:25:21.250Z,2022-12-10T11:05:43Z,3938989313,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938989303,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 51t40jr0wwgmuya85pnhjgx2i, z2pihtvpr5ei4ip9z9jtqn6x, 3iangrthyltpl31m4v1qkgn2t, 31q50ese977zfgiwi9bc1ehre, cyqlcyzogla6wql5pms4i02d, a88r8d1jd5r928pvskginyiqy, bpmtdn2uqnwhllfnm59ck6rit, e4glbrjataxggtxf953n1jsnp, 6msenows401fssj9jaih9g0a2, aietcywmok362027i2brpg4q1, 1g7gyw5fbuujomrqso7fzajxm, ergobfal6ny5w6xy1hsixrdhw, etonsdd040gijd5n0nzbuqane, a4jf0e2bojp6n0cmd01zppsoa, 1zlt1xabh07byc3u8oid9gdn8, as46cuq3qee83uxgifxo0r88a, 24fopza4zrtm63pyjkl55beac",3938989305,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3938989311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938989309,130,19,3939034071,197,3946,3939034069,194,77pobry4mbh5wojka1ikgty7e,3938989307,59,"1, 16, 7, 4, 6, 5, 20, 11, 3, 9, 22, 8, 13, 15, 18, 19, 21, 26, 27, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490019119,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-12-10T10:28:18.241Z,2022-12-10T11:07:01Z,3938993437,30,"3qu360b871q8wssodtkeq6oa2, w3vjdjxeuaauh8na84fkwhuy, bu6otdhlxkznbdm7v6gq1gq21, 9w8g9it556ipl3zhatke1srca, 5cpnfg3x95yjy00c6h2g22tp1, 2me13zmgmf0r0wtsjmxid1zvt, bdaicql6er9antum0eaar9x0q, 5w3y2f2ydr2ecq90cdzbn6ns9, b9rcv1fsqcwockfpbkl58tl, 1533xkmkmi8rpb6yoa8807xn8, er6khxd9z3wfjekigs4nxf8q, 8jvs33mize0fkkihe2zot28k5, 4nvfy4deuo9cmsegz492aq2g9, 7rm6858rwtecoxlt5ud31dmy2, 2qh8rg0ekcnh8qjvnnrpc9olx, 33t09qpv89b6wo3suzj33meax, a0700ecz96fl1yvj8a6zamql0, cj7jkn7wzeupyvi9c141sl3pw",3938993445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3938993447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938993439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3938993441,59,"1, 4, 14, 39, 5, 2, 10, 21, 17, 16, 9, 7, 11, 13, 15, 19, 26, 31",3939032859,194,5cpnfg3x95yjy00c6h2g22tp1,3939032863,197,16933,3938993443,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026589,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-10T11:02:00.473Z,2022-12-10T11:02:00Z,3939035133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026591,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-12-10T11:02:00.473Z,2022-12-10T11:13:02Z,3939035139,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026599,3,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,49.9,49.7,2022-12-10T11:02:00.573Z,2022-12-10T11:58:14Z,3939035167,141,63.0,3939035173,279,S,3939035163,56,Back,3939035171,213,2.6,3939035169,212,17.0,3939035165,140,36.2,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026601,4,1,1,0,2,cd1ottifbgcfrn6pdrdpwt7z0,1,35.8,62.7,2022-12-10T11:02:03.416Z,2022-12-10T11:13:01Z,3939035187,212,11.8,3939035183,140,28.3,3939035185,141,75.7,3939035189,213,2.3,3939035181,56,Back,,,,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026605,5,1,1,0,4,cd1ottifbgcfrn6pdrdpwt7z0,1,28.3,74.7,2022-12-10T11:02:04.709Z,2022-12-10T11:58:20Z,3939035213,212,14.9,3939035215,213,1.3,3939035209,140,31.7,3939035207,56,Back,3939035211,141,95.9,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026609,6,1,1,0,6,cd1ottifbgcfrn6pdrdpwt7z0,1,32.6,94.4,2022-12-10T11:02:06.708Z,2022-12-10T11:58:23Z,3939035239,140,27.0,3939035241,141,76.3,3939035237,56,Back,3939035245,213,4.3,3939035243,212,13.6,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026623,7,1,1,0,11,cd1ottifbgcfrn6pdrdpwt7z0,1,24.9,67.5,2022-12-10T11:02:12.356Z,2022-12-10T11:58:27Z,3939035333,141,33.6,3939035329,56,Back,3939035331,140,23.6,3939035335,212,23.1,3939035337,213,4.7,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490026639,8,1,1,0,14,cd1ottifbgcfrn6pdrdpwt7z0,1,24.2,29.7,2022-12-10T11:02:14.613Z,2022-12-10T11:13:00Z,3939035403,56,Back,3939035407,141,8.0,3939035411,213,5.0,3939035405,140,28.7,3939035409,212,15.5,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
