id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/12/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2500558055,7,1,1,0,15,vaikl8nl7hdr4y9jj4jyb9ey,1,47,67.6,2023-01-25T18:00:59.197Z,2023-01-25T18:48:24Z,3994655625,213,1.0,3994655619,140,57.8,3994655623,212,20.3,3994655617,56,Left,3994655621,141,92.3,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558107,8,1,1,0,18,vaikl8nl7hdr4y9jj4jyb9ey,1,58.5,72,2023-01-25T18:01:02.046Z,2023-01-25T18:48:32Z,3994655909,212,47.9,3994655905,140,76.0,3994655907,141,7.0,3994655901,196,,3994655913,1,,3994655899,155,,3994655903,56,Right,3994655911,213,5.1,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558139,9,1,1,0,25,vaikl8nl7hdr4y9jj4jyb9ey,1,75.4,38.3,2023-01-25T18:01:09.421Z,2023-01-25T18:01:13Z,3994656053,212,7.1,3994656047,56,Center,3994656055,213,0.4,3994656051,141,42.4,3994656049,140,81.6,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558143,10,61,1,0,27,vaikl8nl7hdr4y9jj4jyb9ey,0,79.7,44.9,2023-01-25T18:01:11.503Z,2023-01-25T18:40:12Z,3994656063,56,Center,,,,,,,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558121,3,49,1,0,27,7mk4va7b2p6tnv2xjxcgjy8h6,1,17.1,44.9,2023-01-25T18:01:11.573Z,2023-01-25T18:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558135,4,1,1,0,28,7mk4va7b2p6tnv2xjxcgjy8h6,1,21.3,44,2023-01-25T18:01:11.987Z,2023-01-25T18:01:13Z,3994656025,56,Back,3994656029,141,41.6,3994656031,212,11.9,3994656027,140,32.5,3994656033,213,6.1,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558147,5,1,1,0,29,7mk4va7b2p6tnv2xjxcgjy8h6,0,34.6,42.7,2023-01-25T18:01:13.283Z,2023-01-25T18:01:14Z,3994656071,140,52.5,3994656077,213,6.1,3994656073,141,38.2,3994656075,212,19.0,3994656069,56,Center,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558153,11,49,1,0,31,vaikl8nl7hdr4y9jj4jyb9ey,1,60,64.2,2023-01-25T18:01:15.106Z,2023-01-25T18:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558171,12,50,1,0,33,vaikl8nl7hdr4y9jj4jyb9ey,1,57.8,47.9,2023-01-25T18:01:17.214Z,2023-01-25T18:01:20Z,3994656225,233,6,3994656187,56,Center,3994656189,286,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558173,6,7,1,0,33,7mk4va7b2p6tnv2xjxcgjy8h6,1,42.2,52.1,2023-01-25T18:01:17.215Z,2023-01-25T18:02:29Z,3994656195,285,,3994656193,56,Back,3994656197,233,12,,,,,,,,,,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558175,7,49,1,0,36,7mk4va7b2p6tnv2xjxcgjy8h6,1,38.5,55.2,2023-01-25T18:01:19.907Z,2023-01-25T18:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558195,8,1,1,0,36,7mk4va7b2p6tnv2xjxcgjy8h6,1,38.5,55.2,2023-01-25T18:01:20.163Z,2023-01-25T18:01:22Z,3994656305,141,68.2,3994656309,213,1.4,3994656303,140,40.0,3994656301,56,Back,3994656307,212,9.0,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558201,9,1,1,0,38,7mk4va7b2p6tnv2xjxcgjy8h6,0,40,68.4,2023-01-25T18:01:22.547Z,2023-01-25T18:01:23Z,3994656339,212,48.1,3994656335,140,46.1,3994656331,196,,3994656337,141,0.0,3994656343,1,,3994656329,155,,3994656333,56,Back,3994656341,213,4.8,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558205,10,5,1,0,39,7mk4va7b2p6tnv2xjxcgjy8h6,0,48.9,-1.6,2023-01-25T18:01:23.460Z,2023-01-25T18:01:27Z,3994656359,347,,3994656357,56,Back,3994656481,233,13,,,,,,,,,,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558225,13,5,1,0,39,vaikl8nl7hdr4y9jj4jyb9ey,1,51.1,101.6,2023-01-25T18:01:23.460Z,2023-01-25T18:49:00Z,3994656449,347,,3994656463,233,10,3994656447,56,Left,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558257,14,1,1,0,45,vaikl8nl7hdr4y9jj4jyb9ey,1,48.3,100,2023-01-25T18:01:29.472Z,2023-01-25T18:02:48Z,3994656633,107,,3994656641,212,12.9,3994656637,140,36.6,3994656643,213,3.4,3994656639,141,96.0,3994656635,56,Back,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558289,15,1,1,0,49,vaikl8nl7hdr4y9jj4jyb9ey,1,35.4,92.7,2023-01-25T18:01:33.454Z,2023-01-25T18:02:50Z,3994656795,212,32.2,3994656799,1,,3994656789,56,Back,3994656793,141,45.8,3994656791,140,31.5,3994656797,213,4.6,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558295,16,1,1,0,57,vaikl8nl7hdr4y9jj4jyb9ey,1,40.7,36.3,2023-01-25T18:01:41.166Z,2023-01-25T18:01:45Z,3994656851,56,Back,3994656857,212,15.6,3994656853,140,47.1,3994656855,141,57.0,3994656859,213,1.1,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558301,17,1,1,1,1,vaikl8nl7hdr4y9jj4jyb9ey,1,53.2,65.4,2023-01-25T18:01:45.182Z,2023-01-25T18:01:47Z,3994656891,56,Back,3994656897,212,21.4,3994656893,140,43.4,3994656899,213,2.1,3994656895,141,93.0,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558309,18,1,1,1,3,vaikl8nl7hdr4y9jj4jyb9ey,1,42.6,88.4,2023-01-25T18:01:47.358Z,2023-01-25T18:01:49Z,3994656947,141,67.0,3994656951,213,4.5,3994656943,56,Back,3994656945,140,39.3,3994656949,212,15.0,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558321,19,1,1,1,6,vaikl8nl7hdr4y9jj4jyb9ey,1,38.1,63.3,2023-01-25T18:01:49.582Z,2023-01-25T18:01:52Z,3994657027,141,22.8,3994657031,213,4.8,3994657023,56,Back,3994657025,140,39.8,3994657029,212,27.6,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558355,20,1,1,1,9,vaikl8nl7hdr4y9jj4jyb9ey,1,39.2,17,2023-01-25T18:01:52.686Z,2023-01-25T18:01:56Z,3994657195,213,5.8,3994657189,140,56.2,3994657193,212,19.7,3994657187,56,Right,3994657191,141,4.6,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558365,21,1,1,1,12,vaikl8nl7hdr4y9jj4jyb9ey,1,56.3,20.6,2023-01-25T18:01:56.526Z,2023-01-25T18:01:58Z,3994657261,213,1.7,3994657259,212,9.4,3994657255,140,55.3,3994657257,141,34.3,3994657253,56,Center,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558405,22,1,1,1,15,vaikl8nl7hdr4y9jj4jyb9ey,1,54.6,35.1,2023-01-25T18:01:58.687Z,2023-01-25T18:02:05Z,3994657467,140,47.1,3994657471,212,16.8,3994657473,213,2.1,3994657469,141,56.9,3994657465,56,Back,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558417,23,1,1,1,21,vaikl8nl7hdr4y9jj4jyb9ey,1,48.2,57.2,2023-01-25T18:02:05.119Z,2023-01-25T18:02:07Z,3994657543,141,93.2,3994657549,1,,3994657545,212,41.8,3994657539,56,Left,3994657541,140,80.5,3994657547,213,0.6,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558427,24,1,1,1,23,vaikl8nl7hdr4y9jj4jyb9ey,1,81,86.8,2023-01-25T18:02:07.199Z,2023-01-25T18:02:09Z,3994657599,56,Center,3994657605,212,10.5,3994657607,213,4.3,3994657601,140,77.1,3994657603,141,72.6,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558465,25,1,1,1,26,vaikl8nl7hdr4y9jj4jyb9ey,1,73.6,65.4,2023-01-25T18:02:09.679Z,2023-01-25T18:02:14Z,3994657787,1,,3994657779,140,86.2,3994657781,141,12.0,3994657785,213,5.1,3994657777,56,Right,3994657783,212,38.6,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558487,26,1,1,1,30,vaikl8nl7hdr4y9jj4jyb9ey,1,85.8,12.8,2023-01-25T18:02:13.983Z,2023-01-25T18:02:16Z,3994657893,213,2.2,3994657887,140,76.9,3994657891,212,15.3,3994657885,56,Center,3994657889,141,30.6,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558507,27,1,1,1,32,vaikl8nl7hdr4y9jj4jyb9ey,1,77.2,30.4,2023-01-25T18:02:16.175Z,2023-01-25T18:02:19Z,3994657991,56,Center,3994657997,212,16.3,3994657993,140,92.4,3994657999,213,6.1,3994657995,141,25.2,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558543,28,1,1,1,36,vaikl8nl7hdr4y9jj4jyb9ey,1,92.3,24.3,2023-01-25T18:02:19.664Z,2023-01-25T18:02:24Z,3994658179,212,8.9,3994658175,140,91.4,3994658177,141,11.3,3994658173,56,Right,3994658181,213,4.6,,,,,,,,,,evfl561yy3cwa51hwnme6mifp,Nahikari García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558545,29,61,1,1,40,vaikl8nl7hdr4y9jj4jyb9ey,0,98.3,16.4,2023-01-25T18:02:24.063Z,2023-01-25T18:02:24Z,3994658185,56,Right,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558549,11,5,1,1,41,7mk4va7b2p6tnv2xjxcgjy8h6,1,-1.2,74.9,2023-01-25T18:02:24.823Z,2023-01-25T18:02:25Z,3994658217,233,30,3994658189,56,Back,3994658191,346,,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558555,30,5,1,1,41,vaikl8nl7hdr4y9jj4jyb9ey,0,101.2,25.1,2023-01-25T18:02:24.823Z,2023-01-25T18:12:41Z,3994658225,233,11,3994658201,56,Center,3994658203,346,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558837,12,1,1,2,26,7mk4va7b2p6tnv2xjxcgjy8h6,0,4.6,56,2023-01-25T18:03:10.438Z,2023-01-25T18:03:15Z,3994659581,141,88.7,3994659593,74,,3994659577,56,Back,3994659583,212,41.3,3994659575,124,,3994659579,140,37.7,3994659585,213,0.6,3994659589,1,,epgai2aff40j82jb3gumaehka,Jana Henseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558825,31,44,1,2,29,vaikl8nl7hdr4y9jj4jyb9ey,1,63.8,10.4,2023-01-25T18:03:13.473Z,2023-01-25T18:03:15Z,3994659525,56,Right,3994659623,233,13,3994659527,286,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558839,13,44,1,2,29,7mk4va7b2p6tnv2xjxcgjy8h6,0,36.2,89.6,2023-01-25T18:03:13.474Z,2023-01-25T18:03:16Z,3994659633,233,31,3994659605,285,,3994659603,56,Back,,,,,,,,,,,,,,,,7dlyawb4x2lr5gjcz5b1y5ivp,Fátima Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558843,32,1,1,2,30,vaikl8nl7hdr4y9jj4jyb9ey,0,65.2,9.4,2023-01-25T18:03:13.601Z,2023-01-25T18:03:15Z,3994659609,56,Center,3994659615,212,20.2,3994659617,213,0.9,3994659611,140,76.7,3994659607,3,,3994659613,141,33.3,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558867,14,1,1,2,33,7mk4va7b2p6tnv2xjxcgjy8h6,0,22.2,72.3,2023-01-25T18:03:16.823Z,2023-01-25T18:03:20Z,3994659763,212,41.0,3994659755,157,,3994659759,140,61.2,3994659765,213,0.1,3994659761,141,75.7,3994659757,56,Center,3994659767,1,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558877,33,61,1,2,38,vaikl8nl7hdr4y9jj4jyb9ey,1,28.8,24,2023-01-25T18:03:21.643Z,2023-01-25T18:03:21Z,3994659825,56,Back,,,,,,,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558919,15,4,1,2,41,7mk4va7b2p6tnv2xjxcgjy8h6,1,65.4,75.5,2023-01-25T18:03:25.247Z,2023-01-25T18:03:37Z,3994660019,56,Center,3994660025,286,,3994660029,233,34,3994660021,152,,3994660181,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500558897,34,4,1,2,41,vaikl8nl7hdr4y9jj4jyb9ey,0,34.6,24.5,2023-01-25T18:03:25.248Z,2023-01-25T18:03:40Z,3994660279,10,,3994659923,152,,3994659927,285,,3994660043,233,15,3994659921,56,Back,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500559087,16,1,1,3,11,7mk4va7b2p6tnv2xjxcgjy8h6,0,66.8,83.3,2023-01-25T18:03:55.143Z,2023-01-25T18:03:59Z,3994660907,213,5.6,3994660901,140,98.3,3994660899,56,Center,3994660895,155,,3994660903,141,47.0,3994660897,152,,3994660905,212,41.3,3994660909,1,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,3994660893,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500559107,35,12,1,3,17,vaikl8nl7hdr4y9jj4jyb9ey,1,2.3,49.9,2023-01-25T18:04:00.881Z,2023-01-25T18:04:29Z,3994660967,141,68.7,3994660971,213,1.5,3994660969,212,12.8,3994660965,140,2.9,3994660963,56,Back,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500559111,36,49,1,3,18,vaikl8nl7hdr4y9jj4jyb9ey,1,3.6,72.6,2023-01-25T18:04:02.035Z,2023-01-25T18:04:02Z,,,,,,,,,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500559117,17,61,1,3,18,7mk4va7b2p6tnv2xjxcgjy8h6,1,98.3,39.2,2023-01-25T18:04:02.362Z,2023-01-25T18:04:02Z,3994660997,56,Center,,,,,,,,,,,,,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500559157,37,1,1,3,20,vaikl8nl7hdr4y9jj4jyb9ey,0,7.9,85.1,2023-01-25T18:04:03.634Z,2023-01-25T18:04:08Z,3994661213,1,,3994661207,141,96.8,3994661203,56,Back,3994661211,213,0.2,3994661209,212,43.2,3994661205,140,48.3,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
