id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2487943105,7,1,1,0,13,9ouh98eyf6u69lbxc13mllm7f,1,54,54.6,2022-11-27T11:02:19.855Z,2022-11-27T11:02:21Z,3927985279,140,44.8,3927985283,212,25.3,3927985281,141,89.0,3927985277,56,Back,3927985285,213,2.0,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943111,8,1,1,0,15,9ouh98eyf6u69lbxc13mllm7f,1,44.8,89,2022-11-27T11:02:21.695Z,2022-11-27T11:02:23Z,3927985299,212,15.7,3927985295,140,33.9,3927985301,213,3.9,3927985293,56,Back,3927985297,141,73.3,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943147,9,2,1,0,17,9ouh98eyf6u69lbxc13mllm7f,1,33.9,73.3,2022-11-27T11:02:23.551Z,2022-11-27T11:02:31Z,3927985429,56,Center,3927985433,141,67.3,3927985425,1,,3927985421,7,buqygjztmnvmul49w3grzuo5x,3927985431,140,73.3,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943137,7,55,1,0,17,cd1ottifbgcfrn6pdrdpwt7z0,1,23.9,32.5,2022-11-27T11:02:23.552Z,2022-11-27T11:13:04Z,3927987045,189,,,,,,,,,,,,,,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943121,5,43,1,0,19,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-27T11:02:25.308Z,2022-11-27T11:02:37Z,3927985343,56,Back,3927985513,144,44,3927985345,285,0,,,,,,,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943131,6,43,1,0,19,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2022-11-27T11:02:25.389Z,2022-11-27T11:02:35Z,3927985391,141,32.7,3927985389,140,22.8,3927985395,213,5.2,3927985481,144,1,3927985387,56,Back,3927985383,3,0,3927985393,212,2.3,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943209,8,1,1,0,40,cd1ottifbgcfrn6pdrdpwt7z0,1,18.4,33.9,2022-11-27T11:02:46.418Z,2022-11-27T11:04:28Z,3927985781,141,70.2,3927985773,5,,3927985785,213,1.4,3927985777,56,Back,3927985783,212,25.2,3927985779,140,23.1,3927985775,241,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943217,9,1,1,0,44,cd1ottifbgcfrn6pdrdpwt7z0,1,23.1,70.2,2022-11-27T11:02:50.476Z,2022-11-27T11:02:52Z,3927985829,213,4.6,3927985825,141,33.7,3927985821,56,Back,3927985827,212,24.9,3927985823,140,20.7,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943239,10,1,1,0,46,cd1ottifbgcfrn6pdrdpwt7z0,1,20.7,33.7,2022-11-27T11:02:52.780Z,2022-11-27T11:02:59Z,3927985947,141,67.6,3927985943,56,Back,3927985949,212,23.2,3927985945,140,23.1,3927985951,213,1.5,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943245,11,1,1,0,53,cd1ottifbgcfrn6pdrdpwt7z0,1,38.5,82.6,2022-11-27T11:02:59.756Z,2022-11-27T11:03:01Z,3927985997,213,1.5,3927985993,141,94.4,3927985985,56,Back,3927985995,212,8.1,3927985989,140,39.4,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943249,12,1,1,0,55,cd1ottifbgcfrn6pdrdpwt7z0,0,40.5,95,2022-11-27T11:03:01.275Z,2022-11-27T11:03:05Z,3927986025,140,62.7,3927986029,212,23.4,3927986023,56,Left,3927986031,213,6.2,3927986027,141,92.6,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943253,10,49,1,0,58,9ouh98eyf6u69lbxc13mllm7f,1,36.8,9.8,2022-11-27T11:03:04.639Z,2022-11-27T11:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943261,11,1,1,0,58,9ouh98eyf6u69lbxc13mllm7f,1,36.8,9.8,2022-11-27T11:03:04.815Z,2022-11-27T11:03:07Z,3927986067,56,Center,3927986071,141,30.3,3927986069,140,59.2,3927986073,212,27.3,3927986075,213,0.5,,,,,,,,,,982xo55a6ehu6960fxwr3bfje,Claudia Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943267,12,1,1,1,0,9ouh98eyf6u69lbxc13mllm7f,1,52.8,26.6,2022-11-27T11:03:07.071Z,2022-11-27T11:59:03Z,3927986095,56,Center,3927986099,141,37.5,3927986103,213,0.9,3927986097,140,58.7,3927986101,212,9.7,,,,,,,,,,5ql8n3lw656v4i4wk74cselm1,Y. Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943273,13,1,1,1,3,9ouh98eyf6u69lbxc13mllm7f,1,61.2,39.7,2022-11-27T11:03:09.934Z,2022-11-27T11:03:14Z,3927986147,141,11.3,3927986143,56,Right,3927986145,140,82.9,3927986149,212,29.9,3927986141,155,,3927986151,213,5.6,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943277,14,1,1,1,8,9ouh98eyf6u69lbxc13mllm7f,0,91.2,10.4,2022-11-27T11:03:14.143Z,2022-11-27T11:03:15Z,3927986165,141,15.9,3927986169,213,1.3,3927986167,212,3.8,3927986163,140,92.0,3927986161,56,Right,3927986157,2,,3927986173,155,,,,,eno0e1nmkn4ts5yy103k7inzd,A. N'Guessan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943275,13,61,1,1,8,cd1ottifbgcfrn6pdrdpwt7z0,1,11,84.7,2022-11-27T11:03:14.696Z,2022-11-27T11:03:14Z,3927986155,56,Back,,,,,,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943279,14,49,1,1,10,cd1ottifbgcfrn6pdrdpwt7z0,1,11,59.9,2022-11-27T11:03:16.828Z,2022-11-27T11:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943281,15,1,1,1,10,cd1ottifbgcfrn6pdrdpwt7z0,1,11,59.9,2022-11-27T11:03:17.100Z,2022-11-27T11:03:18Z,3927986191,212,11.1,3927986187,140,20.3,3927986183,155,,3927986193,213,0.5,3927986185,56,Back,3927986189,141,67.8,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943285,16,1,1,1,11,cd1ottifbgcfrn6pdrdpwt7z0,0,20.3,67.8,2022-11-27T11:03:17.981Z,2022-11-27T11:07:58Z,3927986223,212,18.5,3927986217,56,Back,3927986221,141,44.9,3927986219,140,29.8,3927986225,213,5.3,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943287,15,49,1,1,14,9ouh98eyf6u69lbxc13mllm7f,1,64.7,64.8,2022-11-27T11:03:20.496Z,2022-11-27T11:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943297,16,1,1,1,14,9ouh98eyf6u69lbxc13mllm7f,1,64.7,64.8,2022-11-27T11:03:20.638Z,2022-11-27T11:03:22Z,3927986263,212,7.9,3927986265,213,4.6,3927986257,56,Center,3927986259,140,63.9,3927986261,141,53.3,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943301,17,1,1,1,15,9ouh98eyf6u69lbxc13mllm7f,0,63.9,53.3,2022-11-27T11:03:21.702Z,2022-11-27T11:59:23Z,3927986299,212,4.9,3927986295,140,68.6,3927986297,141,53.0,3927986301,213,6.2,3927986293,56,Center,,,,,,,,,,80bmdjixjy34wx3e5fb8re961,Natalia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943291,17,8,1,1,15,cd1ottifbgcfrn6pdrdpwt7z0,1,27.8,56.4,2022-11-27T11:03:21.820Z,2022-11-27T11:07:58Z,3927986251,56,Back,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943299,18,61,1,1,17,cd1ottifbgcfrn6pdrdpwt7z0,1,28.1,50.6,2022-11-27T11:03:23.227Z,2022-11-27T11:07:59Z,3927986271,56,Back,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943317,18,1,1,1,17,9ouh98eyf6u69lbxc13mllm7f,0,62.2,61.4,2022-11-27T11:03:24.006Z,2022-11-27T11:03:29Z,3927986359,212,2.7,3927986355,140,63.7,3927986361,213,5.3,3927986357,141,58.1,3927986353,56,Center,,,,,,,,,,42t82kh0hqfa7h92x1ujdz97u,Patri Gavira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943309,19,49,1,1,18,cd1ottifbgcfrn6pdrdpwt7z0,1,45,42.5,2022-11-27T11:03:24.812Z,2022-11-27T11:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8jvs33mize0fkkihe2zot28k5,I. Salmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943325,20,1,1,1,19,cd1ottifbgcfrn6pdrdpwt7z0,0,45,42.5,2022-11-27T11:03:25.324Z,2022-11-27T11:03:29Z,3927986451,213,0.3,3927986441,155,,3927986449,212,29.7,3927986445,140,71.7,3927986443,56,Center,3927986447,141,56.7,,,,,,,8jvs33mize0fkkihe2zot28k5,I. Salmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943347,19,12,1,1,25,9ouh98eyf6u69lbxc13mllm7f,1,14.6,41.3,2022-11-27T11:03:31.438Z,2022-11-27T11:03:34Z,3927986593,213,4.1,3927986587,140,0.0,3927986589,141,3.8,3927986585,56,Back,3927986591,212,30.7,3927986607,167,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943349,20,6,1,1,26,9ouh98eyf6u69lbxc13mllm7f,0,13.4,23.6,2022-11-27T11:03:32.316Z,2022-11-27T11:59:35Z,3927986639,233,21,3927986605,73,,3927986603,56,Back,,,,,,,,,,,,,,,,9le3udqhtfsbnlr6py67cj71m,Andrea Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943341,21,6,1,1,26,cd1ottifbgcfrn6pdrdpwt7z0,1,86.6,76.4,2022-11-27T11:03:32.316Z,2022-11-27T11:03:35Z,3927986555,56,Center,3927986621,233,20,3927986557,73,,,,,,,,,,,,,,,,,8jvs33mize0fkkihe2zot28k5,I. Salmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943453,22,1,1,1,56,cd1ottifbgcfrn6pdrdpwt7z0,0,99.5,99.5,2022-11-27T11:04:02.541Z,2022-11-27T11:04:05Z,3927987213,1,,3927987201,223,,3927987205,140,100.0,3927987209,212,44.0,3927987195,2,,3927987199,155,,3927987211,213,4.7,3927987207,141,34.8,bdaicql6er9antum0eaar9x0q,Fiamma,3927987197,6,3927987203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2487943463,21,5,1,1,59,9ouh98eyf6u69lbxc13mllm7f,1,-0.7,65.4,2022-11-27T11:04:05.529Z,2022-11-27T11:12:53Z,3927987253,233,23,3927987247,346,,3927987245,56,Back,,,,,,,,,,,,,,,,8jok7wopda70yus7gj5qwi1nt,Noelia Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943455,23,5,1,1,59,cd1ottifbgcfrn6pdrdpwt7z0,0,100.7,34.6,2022-11-27T11:04:05.529Z,2022-11-27T11:04:07Z,3927987261,233,21,3927987219,346,,3927987217,56,Center,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943519,22,1,1,2,23,9ouh98eyf6u69lbxc13mllm7f,0,3.7,53.7,2022-11-27T11:04:29.886Z,2022-11-27T11:04:37Z,3927987691,141,57.6,3927987701,74,,3927987685,155,,3927987695,213,0.0,3927987689,140,67.7,3927987693,212,67.3,3927987683,124,,3927987697,1,,8jok7wopda70yus7gj5qwi1nt,Noelia Ramos,3927987687,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2487943517,24,44,1,2,28,cd1ottifbgcfrn6pdrdpwt7z0,1,26.7,35.8,2022-11-27T11:04:34.939Z,2022-11-27T11:04:37Z,3927987679,56,Back,3927987753,233,23,3927987681,285,,,,,,,,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943525,23,44,1,2,28,9ouh98eyf6u69lbxc13mllm7f,0,73.3,64.2,2022-11-27T11:04:34.940Z,2022-11-27T11:04:37Z,3927987731,56,Center,3927987791,233,24,3927987733,286,,,,,,,,,,,,,,,,,buqygjztmnvmul49w3grzuo5x,J. Blom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943523,25,1,1,2,28,cd1ottifbgcfrn6pdrdpwt7z0,1,21.1,29.2,2022-11-27T11:04:35.035Z,2022-11-27T11:04:36Z,3927987723,213,6.3,3927987713,140,29.4,3927987717,141,28.9,3927987711,56,Back,3927987721,212,8.7,3927987707,3,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943529,26,49,1,2,30,cd1ottifbgcfrn6pdrdpwt7z0,1,29.4,28.9,2022-11-27T11:04:36.252Z,2022-11-27T11:04:36Z,,,,,,,,,,,,,,,,,,,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943533,27,1,1,2,30,cd1ottifbgcfrn6pdrdpwt7z0,0,29.4,28.9,2022-11-27T11:04:36.492Z,2022-11-27T11:04:39Z,3927987771,213,6.0,3927987769,212,31.5,3927987765,140,58.4,3927987763,56,Right,3927987767,141,17.3,3927987761,155,,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943539,24,1,1,2,31,9ouh98eyf6u69lbxc13mllm7f,1,35.6,83.5,2022-11-27T11:04:38.078Z,2022-11-27T11:04:39Z,3927987819,213,5.3,3927987815,141,68.8,3927987813,140,42.3,3927987817,212,12.2,3927987811,56,Back,3927987809,3,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943541,25,49,1,2,33,9ouh98eyf6u69lbxc13mllm7f,1,42.5,68.4,2022-11-27T11:04:39.598Z,2022-11-27T11:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943543,26,1,1,2,33,9ouh98eyf6u69lbxc13mllm7f,0,42.5,68.4,2022-11-27T11:04:39.694Z,2022-11-27T11:04:40Z,3927987833,213,0.2,3927987829,141,76.1,3927987825,56,Center,3927987827,140,72.7,3927987823,155,,3927987835,1,,3927987831,212,32.1,,,,1au0af90j09ol6827vodhg1k9,C. Falknor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943579,28,1,1,2,34,cd1ottifbgcfrn6pdrdpwt7z0,1,30.3,25,2022-11-27T11:04:40.907Z,2022-11-27T11:04:45Z,3927988047,141,24.7,3927988043,56,Center,3927988049,212,28.2,3927988045,140,57.2,3927988033,3,,3927988051,213,6.3,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943583,29,3,1,2,38,cd1ottifbgcfrn6pdrdpwt7z0,0,59.8,23.3,2022-11-27T11:04:44.893Z,2022-11-27T11:04:47Z,3927988071,286,,3927988093,233,27,3927988069,56,Center,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943587,27,7,1,2,38,9ouh98eyf6u69lbxc13mllm7f,1,40.2,76.7,2022-11-27T11:04:44.894Z,2022-11-27T11:04:47Z,3927988083,285,,3927988081,56,Back,3927988089,233,29,,,,,,,,,,,,,,,,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943593,28,1,1,2,40,9ouh98eyf6u69lbxc13mllm7f,0,32,89.4,2022-11-27T11:04:46.894Z,2022-11-27T11:04:48Z,3927988115,236,,3927988117,233,30,3927988101,56,Back,3927988103,140,33.8,3927988107,212,1.9,3927988121,286,,3927988109,213,6.2,3927988105,141,89.3,5ic26p6vixiy9kqtxniuh9zh1,Pisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943591,30,74,1,2,40,cd1ottifbgcfrn6pdrdpwt7z0,1,58.2,9.2,2022-11-27T11:04:46.895Z,2022-11-27T11:04:49Z,3927988129,233,28,3927988097,56,Right,3927988099,285,,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943603,31,49,1,2,43,cd1ottifbgcfrn6pdrdpwt7z0,1,54.7,8.8,2022-11-27T11:04:49.148Z,2022-11-27T11:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487943609,32,1,1,2,43,cd1ottifbgcfrn6pdrdpwt7z0,1,54.7,8.8,2022-11-27T11:04:49.217Z,2022-11-27T11:04:50Z,3927988187,213,0.2,3927988183,141,12.5,3927988179,56,Right,3927988185,212,12.8,3927988181,140,66.7,,,,,,,,,,4nvfy4deuo9cmsegz492aq2g9,Macarena Portales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
