id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2504478157,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-02-05T14:40:09.371Z,2023-02-05T15:12:39Z,4015162595,59,"24, 22, 21, 23, 4, 19, 14, 7, 18, 15, 16, 2, 1, 6, 8, 9, 10, 11, 12",4015240385,197,12822,4015162591,30,"hf67c0ip1chljjy1udsjpt2i, ent5lfgq42d5ngi3ebyy7p1w5, ev8an510kk4nb6dabnsa962tx, 35uen906vvtndlnv3hrm5zo8a, 24bz5vlm76nrqcnblyxfkt8x6, 2dsgmfs9crnzz3425si3m9uj9, 31mhclmjwpn7zik6nphr4pwtm, 5kio1iodx7cq9i9p9kql1nuuh, 3z91j68ij26ar4vifyqyp34k, 1cfjcoum4z07r1p3uyy2p9x49, 4ngzyppqh4iaqqy0vrynwz66s, 63atfboq056luh7gzplxooyui, 5zhcjr5kxyxd2jmq1wel3ug9h, b3dvkkzdpggax4btpycd1oe3u, 8i42x5mpk5bpm1i0gvgubx9pm, 67i9jwkech61ihpglnmpzygvd, et6offb5y91ch6mlol3dwcd0p, 5xlqh4i9zb5daj4khs1mbbxpm, 9742qffzdwiz9y3y7et40863t",4015162599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4015162603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015162593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4015162601,194,5kio1iodx7cq9i9p9kql1nuuh,4015162597,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504478209,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-02-05T14:40:11.640Z,2023-02-05T15:03:19Z,4015162863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015162847,30,"2qfg4adqsjv2qmt9up7iq2t7u, 1dg7whnmk3nb1adw7n8a7nnbp, f0cwpq45aa7b5de10j9skw44p, 8h7r4d4z2gjne58xwu3koiok5, 3kfxvwa38a7oq0d126jm4o9ka, 4n6mnhjzt6zpicfea3ym678id, 9gdocwx006j6wyz4mnhzgzydx, 5ovqn6llocczhae9n1kzj5nf9, dzhvgrdkl4nuj8z4fd9to0ag9, aib5wgtlgl48jaezcguoxkmp5, 1vqpa944d79cnljfbjb8yjlcl, 11so3nfejun31ajhmqjlwapqt, bgzh3zwl99bpnnpj37jn4dmtx, 5h9k65zukry196snla3xgmh91, 6291bj0xqq1w2631bajrpeb4l, 22zrashyijuh9pnjovqpyl8lx, 40wxai4gm0pdry6545i5c68ve, 9t2pn6dp6w38b169a5qo9c60a, c1r1tmscj963olp4yo8kedqdx, enc694gvlgycx72bhat5f7wbu",4015162853,59,"24, 15, 22, 21, 3, 4, 7, 14, 18, 6, 16, 1, 2, 8, 9, 12, 17, 19, 20, 25",4015162857,130,7,4015162849,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4015244425,197,17519,4015162861,194,5ovqn6llocczhae9n1kzj5nf9,4015162859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494031,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-02-05T15:01:16.529Z,2023-02-05T15:01:16Z,4015249671,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494039,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-02-05T15:01:16.529Z,2023-02-05T15:01:19Z,4015249703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494099,3,1,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,50,50,2023-02-05T15:01:16.822Z,2023-02-05T15:01:21Z,4015249907,141,57.6,4015249913,279,S,4015249903,56,Back,4015249909,212,22.6,4015249911,213,2.9,4015249905,140,29.0,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494167,4,1,1,0,5,djz9e25b9zuiu5rmv1zha3i6f,1,31.5,54.3,2023-02-05T15:01:21.669Z,2023-02-05T15:01:25Z,4015250257,56,Back,4015250267,213,4.7,4015250263,141,33.1,4015250261,140,31.6,4015250265,212,14.4,,,,,,,,,,35uen906vvtndlnv3hrm5zo8a,Noelia Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494299,5,1,1,0,8,djz9e25b9zuiu5rmv1zha3i6f,1,25.7,33.1,2023-02-05T15:01:24.909Z,2023-02-05T15:01:33Z,4015250919,212,20.2,4015250921,213,1.6,4015250915,140,24.8,4015250917,141,62.7,4015250913,56,Back,,,,,,,,,,24bz5vlm76nrqcnblyxfkt8x6,Victoria Benitez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494307,6,61,1,0,13,djz9e25b9zuiu5rmv1zha3i6f,0,26.2,66.6,2023-02-05T15:01:30.093Z,2023-02-05T15:55:31Z,4015250973,56,Back,,,,,,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494273,3,49,1,0,14,bop6aslxmwvzsapdxsw3xbvfg,1,67.6,25.2,2023-02-05T15:01:30.858Z,2023-02-05T15:01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504494305,4,1,1,0,14,bop6aslxmwvzsapdxsw3xbvfg,1,67.6,25.2,2023-02-05T15:01:30.935Z,2023-02-05T15:01:33Z,4015250959,140,92.2,4015250957,56,Right,4015250965,213,6.1,4015250961,141,18.8,4015250963,212,26.2,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
