id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,assist
2486940829,1,34,16,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2022-11-20T14:37:33.152Z,2022-11-20T14:57:36Z,3922719601,194,5ag0647kn7k4y21y8nigiwxqt,3922719603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922764147,197,17022,3922719595,59,"1, 17, 11, 4, 14, 2, 6, 5, 19, 23, 8, 7, 10, 12, 13, 15, 16, 20, 22, 29",3922719599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922719593,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922719591,30,"91vjxbtjn9fmsatxvncmwxyhh, 9x6jbuibbl7ysh0oovghyw4id, 57ubfxv6ujkk5cictmez4op1x, aktfohaqh9czmqesi39tstlka, 5hk1m1corx8iy26z88eo65fpx, f24lwuatps6dy3yzdifyir6qd, 5ag0647kn7k4y21y8nigiwxqt, efrr99onfcuvb2gylkvvrnl9m, 5jwmy7qi01na2bmyw3zo3is8a, 5e5sc7yzyi9kja9edk892br9x, u29d1e3mswrdqx1aqfhuj8ph, 7vtua260sxp339ie21any0zc9, d71c1o7e1t448gemysrgisj8q, 5q1oexaovibgn83v5kmjfanvu, bruuz81usy0wu8hpg4d6af3e1, em7ia2l8t9011hu2mnihjf90q, 4nbtzqsvw5ecwsh0k19rzoiga, 8m8fk05kqcs7ver68ubl61mju, 7ffrfies3tie3rewc1cm0hz9x, 5bxb8ecvhvo7mt31ixelzpjis",3922719597,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486943031,1,34,16,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-20T14:41:54.536Z,2022-11-20T15:03:28Z,3922731733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922731735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922731727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922731725,30,"hf67c0ip1chljjy1udsjpt2i, 5xlqh4i9zb5daj4khs1mbbxpm, 4ngzyppqh4iaqqy0vrynwz66s, 1nhju64j5loikn6t0j9m6au39, 2dsgmfs9crnzz3425si3m9uj9, ev8an510kk4nb6dabnsa962tx, 1cfjcoum4z07r1p3uyy2p9x49, 9742qffzdwiz9y3y7et40863t, 3z91j68ij26ar4vifyqyp34k, et6offb5y91ch6mlol3dwcd0p, 5kio1iodx7cq9i9p9kql1nuuh, 5zhcjr5kxyxd2jmq1wel3ug9h, 24bz5vlm76nrqcnblyxfkt8x6, b3dvkkzdpggax4btpycd1oe3u, 8i42x5mpk5bpm1i0gvgubx9pm, 67i9jwkech61ihpglnmpzygvd, ent5lfgq42d5ngi3ebyy7p1w5, 35uen906vvtndlnv3hrm5zo8a, 4su6y0sg2fw9vvi8y5cjazk0k, cgunamq8fn3bre2d3cimwh6cq, 2v06tngw89qmmiootrecgae50",3922731731,130,23,3922731729,59,"24, 11, 16, 20, 19, 21, 15, 12, 18, 10, 7, 1, 4, 6, 8, 9, 22, 23, 25, 28, 29",3922767709,194,5xlqh4i9zb5daj4khs1mbbxpm,3922766071,197,3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949639,2,32,1,0,0,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-20T15:01:14.228Z,2022-11-20T15:01:14Z,3922767171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949635,2,32,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2022-11-20T15:01:14.228Z,2022-11-20T15:01:15Z,3922767157,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949641,3,1,1,0,0,bxlqcsb8ylen7lng9qy50eoq5,1,50.1,49.5,2022-11-20T15:01:14.641Z,2022-11-20T15:47:58Z,3922767177,141,48.5,3922767183,279,S,3922767181,213,3.2,3922767175,140,38.2,3922767179,212,12.5,3922767173,56,Back,,,,,,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949655,4,1,1,0,2,bxlqcsb8ylen7lng9qy50eoq5,1,40.4,45.2,2022-11-20T15:01:16.999Z,2022-11-20T15:47:56Z,3922767307,140,25.7,3922767313,213,3.7,3922767309,141,29.5,3922767305,56,Back,3922767311,212,18.8,,,,,,,,,,5ag0647kn7k4y21y8nigiwxqt,Nagore Calderón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949667,5,1,1,0,8,bxlqcsb8ylen7lng9qy50eoq5,0,31.2,26.5,2022-11-20T15:01:22.567Z,2022-11-20T15:01:25Z,3922767359,140,73.4,3922767355,155,,3922767361,141,21.9,3922767367,1,,3922767363,212,44.4,3922767357,56,Center,3922767365,213,6.2,,,,f24lwuatps6dy3yzdifyir6qd,Diana Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949673,3,1,1,0,11,djz9e25b9zuiu5rmv1zha3i6f,0,23.3,72,2022-11-20T15:01:25.630Z,2022-11-20T15:01:26Z,3922767395,213,6.1,3922767387,56,Back,3922767393,212,8.7,3922767391,141,70.2,3922767385,3,,3922767389,140,31.5,,,,,,,ev8an510kk4nb6dabnsa962tx,Paula Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949679,6,1,1,0,12,bxlqcsb8ylen7lng9qy50eoq5,1,72.1,20.4,2022-11-20T15:01:27.190Z,2022-11-20T15:01:30Z,3922767459,213,0.7,3922767455,141,30.6,3922767453,140,79.7,3922767457,212,10.6,3922767451,56,Center,,,,,,,,,,9x6jbuibbl7ysh0oovghyw4id,Débora García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486949681,7,4,1,0,16,bxlqcsb8ylen7lng9qy50eoq5,1,74.2,22.9,2022-11-20T15:01:30.823Z,2022-11-20T15:01:34Z,3922767513,233,4,3922767471,286,,3922767467,152,,3922767463,13,,3922767469,265,,3922767465,56,Center,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
