id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2495473169,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-07T10:24:19.811Z,2023-01-07T11:03:48Z,3967885189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3967885183,59,"1, 4, 3, 39, 5, 2, 21, 10, 17, 11, 9, 7, 13, 14, 15, 19, 30, 31",3967885193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967885177,30,"3qu360b871q8wssodtkeq6oa2, w3vjdjxeuaauh8na84fkwhuy, 5o5f6l99dzhim5k1jnnmog6hh, 9w8g9it556ipl3zhatke1srca, 5cpnfg3x95yjy00c6h2g22tp1, 2me13zmgmf0r0wtsjmxid1zvt, 5w3y2f2ydr2ecq90cdzbn6ns9, bdaicql6er9antum0eaar9x0q, b9rcv1fsqcwockfpbkl58tl, 4nvfy4deuo9cmsegz492aq2g9, er6khxd9z3wfjekigs4nxf8q, 8jvs33mize0fkkihe2zot28k5, 7rm6858rwtecoxlt5ud31dmy2, bu6otdhlxkznbdm7v6gq1gq21, 2qh8rg0ekcnh8qjvnnrpc9olx, 33t09qpv89b6wo3suzj33meax, 6mzsev0k2iqswrjncctnnawic, cj7jkn7wzeupyvi9c141sl3pw",3967885191,194,5cpnfg3x95yjy00c6h2g22tp1,3967885187,130,4,3967885181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3967890247,197,16933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495473499,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-01-07T10:28:29.689Z,2023-01-07T11:07:56Z,3967886733,130,23,3967886727,30,"epgai2aff40j82jb3gumaehka, 1dfho5ul0u10h5m7cmtmj5x7u, cfmly5uuomypp4t0pibgtfazu, 7dlyawb4x2lr5gjcz5b1y5ivp, d2at1haixfnekibqj89y4nxed, q3xvi1pbz5hmr6zw6np6v4yd, a0g0ldiol9fzw09gk5i9e15w4, 4ts1xba21nxqu8shbfzcvj27d, 2j37sn6v53zhgz2hf1q33gzdg, du0eybpvf5vcvtuj074x74jdg, 83wqrctlm3zpp10zmx1tjc9ka, 1bvbnq69gxx0nciovzzf6o8dm, 8vwiezkux2gxs99ziy7x69fu2, 3u9vtcqa5td8weoufpzirruhg, c1ll2hqt71suy8bgwswpci9uy, 89zl8l8wouupdzgepnm1ogqhg, 6lruud03b1so5uyjduuthtuj9, du4sd3yhhb3avedd8yzjd6dey, 61ho0mi13ewpotj5udjt7mz2s, 9rk08avs1361jws1ibs5frl04",3967886735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967890327,197,12185,3967886731,59,"13, 22, 21, 17, 3, 4, 8, 20, 9, 7, 10, 1, 2, 6, 11, 12, 14, 18, 19, 27",3967893461,194,83wqrctlm3zpp10zmx1tjc9ka,3967886737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967886729,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474283,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-01-07T11:00:48.614Z,2023-01-07T11:00:50Z,3967890381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474279,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-07T11:00:48.614Z,2023-01-07T11:00:48Z,3967890365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474285,3,1,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,50,50,2023-01-07T11:00:48.714Z,2023-01-07T11:00:51Z,3967890391,213,3.1,3967890385,140,32.8,3967890383,56,Back,3967890389,212,18.1,3967890387,141,52.4,3967890393,279,S,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474291,4,1,1,0,2,cd1ottifbgcfrn6pdrdpwt7z0,1,32.4,55.2,2023-01-07T11:00:51.532Z,2023-01-07T11:00:54Z,3967890429,140,22.2,3967890431,141,69.6,3967890435,213,2.4,3967890427,56,Back,3967890433,212,14.5,,,,,,,,,,9w8g9it556ipl3zhatke1srca,Sandra García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474297,5,1,1,0,5,cd1ottifbgcfrn6pdrdpwt7z0,1,23.8,70.9,2023-01-07T11:00:54.076Z,2023-01-07T11:04:01Z,3967890469,212,17.9,3967890463,56,Back,3967890465,140,32.1,3967890471,213,1.1,3967890467,141,93.9,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474301,6,1,1,0,7,cd1ottifbgcfrn6pdrdpwt7z0,0,36.1,95.1,2023-01-07T11:00:56.235Z,2023-01-07T11:00:57Z,3967890481,212,19.0,3967890477,140,41.9,3967890479,141,68.7,3967890475,56,Back,3967890483,213,5.0,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474307,3,49,1,0,11,7mk4va7b2p6tnv2xjxcgjy8h6,1,60.4,35.5,2023-01-07T11:00:59.959Z,2023-01-07T11:01:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4ts1xba21nxqu8shbfzcvj27d,E. Aby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474313,4,1,1,0,11,7mk4va7b2p6tnv2xjxcgjy8h6,1,60.4,35.5,2023-01-07T11:01:00.453Z,2023-01-07T11:01:49Z,3967890547,213,2.5,3967890539,56,Back,3967890541,140,34.3,3967890549,1,,3967890543,141,66.3,3967890545,212,34.5,,,,,,,4ts1xba21nxqu8shbfzcvj27d,E. Aby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474315,5,1,1,0,14,7mk4va7b2p6tnv2xjxcgjy8h6,1,34.4,66.3,2023-01-07T11:01:03.093Z,2023-01-07T11:01:04Z,3967890563,213,5.7,3967890561,212,23.8,3967890555,56,Center,3967890553,155,,3967890559,141,46.4,3967890557,140,53.0,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495474319,6,1,1,0,15,7mk4va7b2p6tnv2xjxcgjy8h6,0,53.2,46.4,2023-01-07T11:01:04.310Z,2023-01-07T11:01:46Z,3967890575,141,47.5,3967890573,140,65.6,3967890579,213,0.1,3967890567,3,,3967890577,212,13.0,3967890571,56,Center,3967890569,168,,,,,4ts1xba21nxqu8shbfzcvj27d,E. Aby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
