id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2497621515,9,1,1,0,18,cd1ottifbgcfrn6pdrdpwt7z0,1,60.1,29.7,2023-01-15T11:00:48.235Z,2023-01-15T11:00:53Z,3979225029,140,75.2,3979225035,213,5.5,3979225033,212,22.8,3979225031,141,5.6,3979225027,56,Right,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621521,10,1,1,0,23,cd1ottifbgcfrn6pdrdpwt7z0,1,75.1,14.7,2023-01-15T11:00:53.227Z,2023-01-15T11:50:29Z,3979225065,56,Center,3979225067,140,71.9,3979225069,141,33.0,3979225071,212,12.9,3979225073,213,1.8,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621537,11,1,1,0,25,cd1ottifbgcfrn6pdrdpwt7z0,1,71.9,33,2023-01-15T11:00:54.731Z,2023-01-15T11:00:56Z,3979225151,212,21.5,3979225149,141,3.8,3979225153,213,5.1,3979225145,56,Right,3979225147,140,79.8,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621557,12,1,1,0,27,cd1ottifbgcfrn6pdrdpwt7z0,1,79.8,3.8,2023-01-15T11:00:56.651Z,2023-01-15T11:50:39Z,3979225269,56,Right,3979225275,212,16.7,3979225271,140,94.9,3979225277,213,0.3,3979225273,141,11.3,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621569,13,1,1,0,33,cd1ottifbgcfrn6pdrdpwt7z0,1,91.9,12.5,2023-01-15T11:01:02.555Z,2023-01-15T11:01:08Z,3979225345,56,Right,3979225347,140,82.2,3979225353,213,3.6,3979225349,141,5.6,3979225351,212,11.2,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621575,14,1,1,0,38,cd1ottifbgcfrn6pdrdpwt7z0,0,98.3,1.4,2023-01-15T11:01:08.060Z,2023-01-15T11:51:02Z,3979225387,212,27.6,3979225385,141,41.9,3979225377,2,,3979225381,56,Center,3979225383,140,97.3,3979225389,213,1.6,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621579,3,12,1,0,40,9euoni3f3sh08tsplt2gh5dex,1,5.8,75.2,2023-01-15T11:01:09.556Z,2023-01-15T11:01:11Z,3979225419,141,100.0,3979225445,167,,3979225421,212,22.7,3979225415,56,Back,3979225417,140,19.5,3979225423,213,0.9,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621581,4,5,1,0,41,9euoni3f3sh08tsplt2gh5dex,0,15.2,101.5,2023-01-15T11:01:10.859Z,2023-01-15T11:53:59Z,3979225425,56,Back,3979225983,233,15,3979225427,347,,,,,,,,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621671,15,5,1,0,41,cd1ottifbgcfrn6pdrdpwt7z0,1,84.8,-1.5,2023-01-15T11:01:10.859Z,2023-01-15T11:51:03Z,3979225959,347,,3979225957,56,Right,3979225965,233,4,,,,,,,,,,,,,,,,w3vjdjxeuaauh8na84fkwhuy,María Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621697,16,1,1,1,1,cd1ottifbgcfrn6pdrdpwt7z0,0,89.8,0,2023-01-15T11:01:30.796Z,2023-01-15T11:01:35Z,3979226089,213,1.3,3979226083,140,94.3,3979226085,141,28.5,3979226087,212,20.7,3979226079,107,,3979226081,56,Center,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621699,5,44,1,1,3,9euoni3f3sh08tsplt2gh5dex,1,5.7,74.4,2023-01-15T11:01:33.413Z,2023-01-15T11:01:53Z,3979226095,285,,3979226093,56,Back,3979226131,233,17,,,,,,,,,,,,,,,,etzoltim8ktgsaidhpebhnx79,Maddi Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621703,17,44,1,1,3,cd1ottifbgcfrn6pdrdpwt7z0,0,94.3,25.6,2023-01-15T11:01:33.414Z,2023-01-15T11:01:35Z,3979226111,286,,3979226153,233,5,3979226109,56,Center,,,,,,,,,,,,,,,,b9rcv1fsqcwockfpbkl58tl,Ana Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621707,6,12,1,1,4,9euoni3f3sh08tsplt2gh5dex,1,5.7,77.3,2023-01-15T11:01:33.909Z,2023-01-15T11:01:57Z,3979226625,167,,3979226143,212,7.9,3979226139,140,0.0,3979226137,56,Back,3979226145,213,2.6,3979226623,15,,3979226141,141,82.9,,,,etzoltim8ktgsaidhpebhnx79,Maddi Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621709,7,6,1,1,6,9euoni3f3sh08tsplt2gh5dex,0,1.7,75.4,2023-01-15T11:01:35.822Z,2023-01-15T11:02:04Z,3979226159,73,,3979226825,233,18,3979226157,56,Back,,,,,,,,,,,,,,,,etzoltim8ktgsaidhpebhnx79,Maddi Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621827,18,6,1,1,6,cd1ottifbgcfrn6pdrdpwt7z0,1,98.3,24.6,2023-01-15T11:01:35.822Z,2023-01-15T11:29:16Z,3979226703,75,,3979226817,233,7,3979226699,56,Center,,,,,,,,,,,,,,,,33t09qpv89b6wo3suzj33meax,K. Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621879,19,1,1,1,35,cd1ottifbgcfrn6pdrdpwt7z0,0,99.4,0.7,2023-01-15T11:02:04.973Z,2023-01-15T11:04:27Z,3979226967,140,99.3,3979226965,56,Center,3979226959,6,,3979226975,1,,3979226957,2,,3979226973,213,1.6,3979226961,155,,3979226963,223,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,3979226971,212,35.8,3979226969,141,53.4,,,,,,,,,,,,,,,,,,,,,,,
2497621885,8,12,1,1,38,9euoni3f3sh08tsplt2gh5dex,1,3,48.6,2023-01-15T11:02:08.325Z,2023-01-15T11:02:10Z,3979227003,213,4.3,3979226995,56,Back,3979226997,140,0.0,3979227001,212,11.1,3979227011,167,,3979226999,141,33.4,,,,,,,ea2eq21d08asfeqh17vcxpwmi,Adriana Nanclares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621887,9,6,1,1,39,9euoni3f3sh08tsplt2gh5dex,0,0,37.8,2023-01-15T11:02:09.294Z,2023-01-15T11:29:17Z,3979227009,73,,3979227387,233,20,3979227007,56,Back,,,,,,,,,,,,,,,,ea2eq21d08asfeqh17vcxpwmi,Adriana Nanclares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497621883,20,6,1,1,39,cd1ottifbgcfrn6pdrdpwt7z0,1,100,62.2,2023-01-15T11:02:09.294Z,2023-01-15T11:02:23Z,3979227383,233,9,3979227381,73,,3979226991,56,Center,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622019,21,1,1,2,5,cd1ottifbgcfrn6pdrdpwt7z0,0,99.3,99.9,2023-01-15T11:02:35.390Z,2023-01-15T11:02:51Z,3979227691,56,Center,3979227699,213,4.8,3979227687,155,,3979227693,140,100.0,3979227685,6,,3979227683,2,,3979227695,141,56.0,3979227689,223,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,3979227697,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622001,10,5,1,2,7,9euoni3f3sh08tsplt2gh5dex,1,-0.6,43.4,2023-01-15T11:02:37.030Z,2023-01-15T11:02:42Z,3979227609,56,Back,3979227611,346,,3979227759,233,22,,,,,,,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622021,22,5,1,2,7,cd1ottifbgcfrn6pdrdpwt7z0,0,100.6,56.6,2023-01-15T11:02:37.030Z,2023-01-15T11:54:00Z,3979227765,233,10,3979227703,346,,3979227701,56,Center,,,,,,,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622131,11,1,1,2,27,9euoni3f3sh08tsplt2gh5dex,1,4.3,43.2,2023-01-15T11:02:57.239Z,2023-01-15T11:03:01Z,3979228309,141,29.8,3979228303,124,,3979228317,237,,3979228313,213,5.5,3979228305,56,Back,3979228307,140,12.6,3979228311,212,12.6,,,,ea2eq21d08asfeqh17vcxpwmi,Adriana Nanclares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622139,12,1,1,2,31,9euoni3f3sh08tsplt2gh5dex,1,12.3,34.9,2023-01-15T11:03:01.222Z,2023-01-15T11:03:03Z,3979228365,141,73.1,3979228361,56,Back,3979228367,212,26.2,3979228369,213,1.7,3979228363,140,8.8,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622155,13,1,1,2,34,9euoni3f3sh08tsplt2gh5dex,1,10.2,73.6,2023-01-15T11:03:03.463Z,2023-01-15T11:03:05Z,3979228437,212,17.2,3979228431,56,Back,3979228435,141,65.9,3979228433,140,25.8,3979228439,213,6.0,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622177,14,1,1,2,35,9euoni3f3sh08tsplt2gh5dex,1,25.9,68,2023-01-15T11:03:05.190Z,2023-01-15T11:03:07Z,3979228535,56,Back,3979228537,140,20.9,3979228541,212,14.3,3979228539,141,87.6,3979228543,213,1.9,,,,,,,,,,etzoltim8ktgsaidhpebhnx79,Maddi Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622187,15,1,1,2,37,9euoni3f3sh08tsplt2gh5dex,1,21.6,87.1,2023-01-15T11:03:07.367Z,2023-01-15T11:03:09Z,3979228591,213,0.4,3979228585,141,94.5,3979228589,212,11.9,3979228579,56,Back,3979228581,140,31.9,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622193,16,1,1,2,39,9euoni3f3sh08tsplt2gh5dex,0,29.9,97,2023-01-15T11:03:08.431Z,2023-01-15T11:52:21Z,3979228605,140,31.0,3979228607,141,95.1,3979228611,213,5.4,3979228609,212,1.7,3979228603,56,Back,3979228649,233,23,,,,,,,5m8q057u3ek6rjdpmlu98uesq,Alejandra Bernabé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622197,23,61,1,2,40,cd1ottifbgcfrn6pdrdpwt7z0,1,67.9,4.4,2023-01-15T11:03:09.432Z,2023-01-15T11:52:31Z,3979228631,56,Right,,,,,,,,,,,,,,,,,,,,,,er6khxd9z3wfjekigs4nxf8q,Asun Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622223,17,1,1,2,43,9euoni3f3sh08tsplt2gh5dex,1,27,92.7,2023-01-15T11:03:12.711Z,2023-01-15T11:03:17Z,3979228753,56,Back,3979228759,212,19.9,3979228761,213,4.0,3979228757,141,69.6,3979228755,140,15.3,,,,,,,,,,5m8q057u3ek6rjdpmlu98uesq,Alejandra Bernabé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622257,18,1,1,2,47,9euoni3f3sh08tsplt2gh5dex,1,21.7,67.7,2023-01-15T11:03:17.272Z,2023-01-15T11:03:24Z,3979228945,213,0.2,3979228937,56,Back,3979228941,141,71.6,3979228939,140,32.8,3979228943,212,12.0,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622261,19,4,1,2,51,9euoni3f3sh08tsplt2gh5dex,1,32.4,69.8,2023-01-15T11:03:21.414Z,2023-01-15T11:03:39Z,3979228961,285,,3979228957,152,,3979228955,56,Back,3979229405,294,,3979229003,233,24,3979228953,13,,,,,,,,etzoltim8ktgsaidhpebhnx79,Maddi Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622269,24,4,1,2,51,cd1ottifbgcfrn6pdrdpwt7z0,0,67.6,30.2,2023-01-15T11:03:21.415Z,2023-01-15T11:03:36Z,3979229365,294,,3979228987,13,,3979228991,152,,3979229011,286,,3979229007,233,19,3979228989,56,Center,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622447,20,27,1,3,23,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-01-15T11:03:53.306Z,2023-01-15T11:03:56Z,3979229803,41,Injury,3979229819,233,25,3979229805,53,etzoltim8ktgsaidhpebhnx79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622445,25,27,1,3,23,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-15T11:03:53.306Z,2023-01-15T11:03:56Z,3979229815,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622781,21,28,1,4,20,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-01-15T11:04:49.530Z,2023-01-15T11:05:05Z,3979231397,55,20,3979231879,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622855,26,28,1,4,20,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-01-15T11:04:49.530Z,2023-01-15T11:05:05Z,3979231875,233,21,3979231767,55,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622861,22,1,1,4,30,9euoni3f3sh08tsplt2gh5dex,1,29.5,66.8,2023-01-15T11:05:00.121Z,2023-01-15T11:05:02Z,3979231803,1,,3979231795,140,27.4,3979231789,155,,3979231797,141,10.2,3979231801,213,4.7,3979231791,152,,3979231799,212,38.6,3979231787,5,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,3979231793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622879,23,1,1,4,33,9euoni3f3sh08tsplt2gh5dex,1,26.8,10.9,2023-01-15T11:05:02.746Z,2023-01-15T11:05:04Z,3979231865,140,33.8,3979231867,141,35.6,3979231869,212,18.3,3979231863,56,Back,3979231871,213,1.2,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622893,24,1,1,4,35,9euoni3f3sh08tsplt2gh5dex,1,33.8,35.6,2023-01-15T11:05:04.778Z,2023-01-15T11:05:08Z,3979231985,141,31.6,3979231981,56,Back,3979231987,212,14.8,3979231989,213,3.3,3979231983,140,19.9,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622901,25,1,1,4,39,9euoni3f3sh08tsplt2gh5dex,1,24.7,25.8,2023-01-15T11:05:08.490Z,2023-01-15T11:05:10Z,3979232023,212,19.2,3979232017,56,Back,3979232019,140,37.8,3979232025,213,5.5,3979232021,141,6.0,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622909,26,1,1,4,41,9euoni3f3sh08tsplt2gh5dex,0,37.8,6,2023-01-15T11:05:10.762Z,2023-01-15T11:05:11Z,3979232065,140,34.7,3979232067,141,16.8,3979232069,212,8.0,3979232071,213,2.0,3979232063,56,Back,,,,,,,,,,2t32h7nbjkouc968jbm8cax62,Mirari Uria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622917,27,8,1,4,42,cd1ottifbgcfrn6pdrdpwt7z0,1,66.7,86.5,2023-01-15T11:05:11.937Z,2023-01-15T11:05:22Z,3979232087,56,Left,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622925,28,49,1,4,43,cd1ottifbgcfrn6pdrdpwt7z0,1,65.3,90,2023-01-15T11:05:12.833Z,2023-01-15T11:05:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622929,29,1,1,4,43,cd1ottifbgcfrn6pdrdpwt7z0,0,65.3,90,2023-01-15T11:05:13.265Z,2023-01-15T11:53:01Z,3979232151,56,Left,3979232157,212,5.4,3979232155,141,89.6,3979232153,140,70.4,3979232159,213,6.2,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622933,27,49,1,4,45,9euoni3f3sh08tsplt2gh5dex,1,17.1,7,2023-01-15T11:05:14.826Z,2023-01-15T11:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622951,28,1,1,4,45,9euoni3f3sh08tsplt2gh5dex,1,17.1,7,2023-01-15T11:05:15.194Z,2023-01-15T11:05:16Z,3979232229,141,17.4,3979232231,212,12.9,3979232227,140,27.4,3979232225,56,Back,3979232233,213,0.6,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622971,29,1,1,4,46,9euoni3f3sh08tsplt2gh5dex,1,27.4,17.4,2023-01-15T11:05:16.139Z,2023-01-15T11:05:18Z,3979232317,141,27.0,3979232315,140,30.5,3979232321,213,1.1,3979232313,56,Back,3979232319,212,7.3,,,,,,,,,,ett23u47w9fthjjrlprw0u505,G. García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497622995,30,1,1,4,48,9euoni3f3sh08tsplt2gh5dex,1,33.8,33.7,2023-01-15T11:05:18.394Z,2023-01-15T11:05:21Z,3979232413,56,Back,3979232421,213,0.8,3979232419,212,19.5,3979232417,141,54.6,3979232415,140,46.5,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
