id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490201175,9,1,1,0,16,bop6aslxmwvzsapdxsw3xbvfg,1,55,74.7,2022-12-10T18:01:00.228Z,2022-12-10T18:53:32Z,3939972829,212,6.7,3939972827,141,84.2,3939972831,213,1.3,3939972825,140,56.8,3939972823,56,Left,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201177,10,1,1,0,19,bop6aslxmwvzsapdxsw3xbvfg,0,59.7,73.2,2022-12-10T18:01:02.740Z,2022-12-10T18:01:04Z,3939972851,141,70.8,3939972889,286,,3939972849,140,60.2,3939972885,233,3,3939972853,212,1.7,3939972847,56,Center,3939972855,213,5.0,3939972883,236,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201179,3,74,1,0,19,eqaszp3lzhffqt4f8hmzov72j,1,28.9,28.9,2022-12-10T18:01:02.741Z,2022-12-10T18:19:52Z,3939972895,233,10,3939972863,285,,3939972861,56,Back,,,,,,,,,,,,,,,,okqhs5xt0v9a0v7qo2l9omqc,Zaira Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490213391,279,1,1,0,25,eqaszp3lzhffqt4f8hmzov72j,0,41.8,11.6,2022-12-10T18:01:08.349Z,2022-12-10T18:52:24Z,3940034419,212,9.8,3940034417,141,0.0,3940034415,140,38.6,3940034413,56,Back,3940034421,213,4.4,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201191,11,5,1,0,25,bop6aslxmwvzsapdxsw3xbvfg,1,61.3,101.5,2022-12-10T18:01:08.628Z,2022-12-10T18:52:36Z,3940034581,233,280,3939972933,347,,3939972931,56,Left,,,,,,,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490213417,280,5,1,0,25,eqaszp3lzhffqt4f8hmzov72j,0,38.7,-1.5,2022-12-10T18:01:08.628Z,2022-12-10T18:59:32Z,3940034589,233,11,3940034527,347,,3940034525,56,Back,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201201,12,1,1,0,28,bop6aslxmwvzsapdxsw3xbvfg,1,64.4,100,2022-12-10T18:01:12.229Z,2022-12-10T18:51:52Z,3939972987,212,10.9,3939972981,56,Left,3939972989,213,4.9,3939972985,141,85.1,3939972983,140,66.3,3939972979,107,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201203,13,61,1,0,30,bop6aslxmwvzsapdxsw3xbvfg,0,66.3,85.1,2022-12-10T18:01:14.196Z,2022-12-10T18:01:14Z,3939972993,56,Left,,,,,,,,,,,,,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201207,4,1,1,0,32,eqaszp3lzhffqt4f8hmzov72j,1,26.8,6.4,2022-12-10T18:01:15.791Z,2022-12-10T18:53:17Z,3939973019,212,1.7,3939973017,141,7.1,3939973021,213,0.3,3939973015,140,28.4,3939973013,56,Back,,,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490213477,281,3,1,0,32,eqaszp3lzhffqt4f8hmzov72j,0,31.4,14.8,2022-12-10T18:01:16.068Z,2022-12-10T18:53:02Z,3940034933,285,,3940034929,233,14,3940034917,56,Back,,,,,,,,,,,,,,,,okqhs5xt0v9a0v7qo2l9omqc,Zaira Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201215,14,7,1,0,32,bop6aslxmwvzsapdxsw3xbvfg,0,68.6,85.2,2022-12-10T18:01:16.069Z,2022-12-10T18:54:12Z,3939973045,56,Left,3939973047,286,,3940034921,233,281,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201209,5,43,1,0,34,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2022-12-10T18:01:18.096Z,2022-12-10T18:53:34Z,3940035285,144,49,,,,,,,,,,,,,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201217,6,43,1,0,34,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2022-12-10T18:01:18.191Z,2022-12-10T18:53:35Z,3940035291,144,1,3939973051,140,26.3,3939973057,213,3.8,3939973049,56,Back,3939973055,212,3.0,3939973053,141,5.8,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201221,7,1,1,0,35,eqaszp3lzhffqt4f8hmzov72j,0,26.3,5.8,2022-12-10T18:01:18.599Z,2022-12-10T18:53:42Z,3939973069,140,29.1,3939973073,212,3.0,3939973077,1,,3939973075,213,0.2,3939973071,141,6.5,3939973067,56,Back,3939973065,157,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201223,15,1,1,0,35,bop6aslxmwvzsapdxsw3xbvfg,1,69.7,84.8,2022-12-10T18:01:19.220Z,2022-12-10T18:54:16Z,3939973079,56,Left,3939973083,141,83.4,3939973085,212,1.7,3939973081,140,71.0,3940035785,3,,3939973087,213,5.7,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201225,16,49,1,0,37,bop6aslxmwvzsapdxsw3xbvfg,1,67.6,83.7,2022-12-10T18:01:20.509Z,2022-12-10T18:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201231,17,1,1,0,37,bop6aslxmwvzsapdxsw3xbvfg,1,67.5,83.7,2022-12-10T18:01:20.852Z,2022-12-10T18:54:25Z,3939973119,141,60.5,3939973123,213,3.8,3939973117,140,46.4,3939973115,56,Back,3939973121,212,27.2,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201233,18,1,1,0,41,bop6aslxmwvzsapdxsw3xbvfg,0,45.8,54.9,2022-12-10T18:01:24.372Z,2022-12-10T18:54:33Z,3939973141,140,64.2,3939973145,212,21.4,3939973147,213,5.8,3939973139,56,Center,3939973143,141,41.3,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201239,8,1,1,0,42,eqaszp3lzhffqt4f8hmzov72j,0,41.1,68.7,2022-12-10T18:01:25.872Z,2022-12-10T18:01:27Z,3939973179,212,60.1,3939973171,157,,3939973183,1,,3939973177,141,0.0,3939973181,213,5.4,3939973173,56,Right,3939973175,140,75.5,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201241,9,5,1,0,46,eqaszp3lzhffqt4f8hmzov72j,0,70.3,-1.6,2022-12-10T18:01:29.442Z,2022-12-10T18:53:48Z,3940035531,233,19,3939973187,56,Right,3939973189,347,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201247,19,5,1,0,46,bop6aslxmwvzsapdxsw3xbvfg,1,29.7,101.6,2022-12-10T18:01:29.442Z,2022-12-10T18:59:32Z,3939973219,56,Back,3940035523,233,9,3939973221,347,,,,,,,,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201251,20,1,1,0,51,bop6aslxmwvzsapdxsw3xbvfg,1,34.9,100,2022-12-10T18:01:34.740Z,2022-12-10T18:01:37Z,3939973247,141,84.0,3939973249,212,16.1,3939973241,107,,3939973243,56,Back,3939973245,140,24.4,3939973251,213,4.0,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201257,21,1,1,0,54,bop6aslxmwvzsapdxsw3xbvfg,1,26.3,70.5,2022-12-10T18:01:37.636Z,2022-12-10T18:01:43Z,3939973305,213,4.9,3939973287,140,28.9,3939973299,141,53.4,3939973303,212,11.9,3939973285,56,Back,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201265,22,1,1,0,59,bop6aslxmwvzsapdxsw3xbvfg,1,36,44.8,2022-12-10T18:01:43.076Z,2022-12-10T18:54:46Z,3939973345,213,1.9,3939973343,212,17.4,3939973335,56,Back,3939973337,140,30.0,3939973341,141,68.6,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201269,23,1,1,1,2,bop6aslxmwvzsapdxsw3xbvfg,1,29.7,73.2,2022-12-10T18:01:46.051Z,2022-12-10T18:54:53Z,3939973361,212,17.0,3939973355,56,Back,3939973359,141,94.5,3939973363,213,1.0,3939973357,140,38.1,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201279,24,1,1,1,4,bop6aslxmwvzsapdxsw3xbvfg,1,37.3,94.2,2022-12-10T18:01:47.779Z,2022-12-10T18:01:54Z,3939973431,213,3.9,3939973425,140,29.9,3939973423,56,Back,3939973429,212,11.0,3939973427,141,82.7,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201291,25,1,1,1,11,bop6aslxmwvzsapdxsw3xbvfg,1,38.6,78,2022-12-10T18:01:54.659Z,2022-12-10T18:55:01Z,3939973501,56,Left,3939973509,213,0.4,3939973505,141,90.8,3939973507,212,24.9,3939973503,140,60.8,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201299,26,1,1,1,16,bop6aslxmwvzsapdxsw3xbvfg,1,64.7,94.1,2022-12-10T18:01:59.635Z,2022-12-10T18:02:01Z,3939973537,56,Left,3939973541,141,81.9,3939973545,213,5.7,3939973539,140,75.7,3939973543,212,14.2,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201301,27,3,1,1,18,bop6aslxmwvzsapdxsw3xbvfg,0,75.8,76,2022-12-10T18:02:01.843Z,2022-12-10T18:02:07Z,3939973549,56,Center,3939973551,286,,3939973601,233,10,,,,,,,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201311,10,7,1,1,18,eqaszp3lzhffqt4f8hmzov72j,1,24.2,24,2022-12-10T18:02:01.844Z,2022-12-10T18:02:06Z,3939973591,233,27,3939973585,56,Back,3939973587,285,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201307,28,61,1,1,21,bop6aslxmwvzsapdxsw3xbvfg,1,75.9,74.4,2022-12-10T18:02:05.134Z,2022-12-10T18:02:05Z,3939973579,56,Center,,,,,,,,,,,,,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201313,11,61,1,1,22,eqaszp3lzhffqt4f8hmzov72j,1,23.7,27.3,2022-12-10T18:02:06.176Z,2022-12-10T18:02:06Z,3939973589,56,Back,,,,,,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490213601,282,61,1,1,23,eqaszp3lzhffqt4f8hmzov72j,0,22.3,27,2022-12-10T18:02:06.349Z,2022-12-10T18:54:05Z,3940035619,56,Back,,,,,,,,,,,,,,,,,,,,,,okqhs5xt0v9a0v7qo2l9omqc,Zaira Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201317,29,1,1,1,23,bop6aslxmwvzsapdxsw3xbvfg,1,71,74.9,2022-12-10T18:02:06.916Z,2022-12-10T18:55:19Z,3939973635,213,4.0,3939973627,56,Center,3939973633,212,12.7,3939973629,140,63.0,3939973631,141,60.9,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201319,30,1,1,1,25,bop6aslxmwvzsapdxsw3xbvfg,0,63,60.8,2022-12-10T18:02:08.659Z,2022-12-10T18:02:09Z,3939973647,213,0.1,3939973645,212,6.6,3939973639,56,Center,3939973643,141,61.4,3939973641,140,69.3,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201321,12,8,1,1,26,eqaszp3lzhffqt4f8hmzov72j,1,27.2,52.7,2022-12-10T18:02:09.568Z,2022-12-10T18:02:09Z,3939973651,56,Back,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201329,13,49,1,1,29,eqaszp3lzhffqt4f8hmzov72j,1,23.2,72.9,2022-12-10T18:02:12.768Z,2022-12-10T18:02:12Z,,,,,,,,,,,,,,,,,,,,,,,,,comno008m9p6kg2cxtbc7suwa,Nerea Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201331,14,1,1,1,29,eqaszp3lzhffqt4f8hmzov72j,0,23.2,72.9,2022-12-10T18:02:12.895Z,2022-12-10T18:02:14Z,3939973683,213,5.9,3939973685,1,,3939973673,157,,3939973701,233,31,3939973675,56,Back,3939973705,286,,3939973679,141,71.8,3939973677,140,25.1,comno008m9p6kg2cxtbc7suwa,Nerea Vicente,3939973681,212,2.1,3939973699,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201333,31,74,1,1,29,bop6aslxmwvzsapdxsw3xbvfg,1,70.6,39.2,2022-12-10T18:02:12.896Z,2022-12-10T18:02:15Z,3939973691,56,Center,3939973725,233,14,3939973693,285,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201341,15,52,1,1,32,eqaszp3lzhffqt4f8hmzov72j,1,8.7,68.4,2022-12-10T18:02:15.519Z,2022-12-10T18:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201365,16,1,1,1,45,eqaszp3lzhffqt4f8hmzov72j,0,14.4,31.5,2022-12-10T18:02:28.640Z,2022-12-10T18:02:32Z,3939973853,140,62.3,3939973861,1,,3939973855,141,12.9,3939973849,199,,3939973857,212,51.9,3939973851,56,Right,3939973859,213,6.0,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201367,32,61,1,1,49,bop6aslxmwvzsapdxsw3xbvfg,1,41.7,83.7,2022-12-10T18:02:33.218Z,2022-12-10T18:02:33Z,3939973863,56,Back,,,,,,,,,,,,,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201373,33,49,1,1,51,bop6aslxmwvzsapdxsw3xbvfg,1,44.5,90.3,2022-12-10T18:02:34.643Z,2022-12-10T18:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201383,34,43,1,1,52,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2022-12-10T18:02:36.116Z,2022-12-10T18:02:57Z,3939973915,140,29.6,3939973913,56,Back,3939974159,144,1,3939973917,141,89.4,3939973921,213,3.1,3939973919,212,14.8,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201385,35,4,1,1,58,bop6aslxmwvzsapdxsw3xbvfg,1,44,86.1,2022-12-10T18:02:41.892Z,2022-12-10T18:02:48Z,3939973925,13,,3939973931,265,,3939973927,56,Back,3939973933,286,,3939973929,152,,3939974045,233,17,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201407,17,4,1,1,58,eqaszp3lzhffqt4f8hmzov72j,0,56,13.9,2022-12-10T18:02:41.893Z,2022-12-10T18:02:48Z,3939974037,56,Right,3939974039,152,,3939974043,285,,3939974049,233,35,3939974041,265,,3939974035,13,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201395,36,1,1,2,0,bop6aslxmwvzsapdxsw3xbvfg,1,35.1,84.5,2022-12-10T18:02:43.379Z,2022-12-10T18:02:44Z,3939973975,141,65.3,3939973973,140,36.4,3939973977,212,13.1,3939973969,152,,3939973967,5,,3939973971,56,Back,3939973979,213,4.8,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201397,37,1,1,2,0,bop6aslxmwvzsapdxsw3xbvfg,1,36.4,65.3,2022-12-10T18:02:43.938Z,2022-12-10T18:02:44Z,3939973993,213,0.8,3939973989,141,75.3,3939973991,212,9.1,3939973985,56,Back,3939973987,140,42.2,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490201405,38,1,1,2,1,bop6aslxmwvzsapdxsw3xbvfg,1,42.2,75.3,2022-12-10T18:02:44.499Z,2022-12-10T18:56:03Z,3939974031,213,2.7,3939974023,56,Back,3939974025,140,28.5,3939974029,212,16.1,3939974027,141,86.0,,,,,,,,,,cvy1q6gtx1gs9ddemdpcf8ded,I. Engen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
