id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2541488439,7,1,1,0,20,djz9e25b9zuiu5rmv1zha3i6f,1,44.7,8.5,2023-04-30T10:00:56.545Z,2023-04-30T10:49:11Z,4239054925,56,Back,4239054929,141,5.8,4239054927,140,36.9,4239054931,212,8.4,4239054933,213,3.4,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488465,8,1,1,0,21,djz9e25b9zuiu5rmv1zha3i6f,1,35.9,5.6,2023-04-30T10:00:58.108Z,2023-04-30T10:49:12Z,4239055085,212,13.7,4239055079,56,Back,4239055083,141,11.9,4239055081,140,23.5,4239055087,213,2.8,,,,,,,,,,ent5lfgq42d5ngi3ebyy7p1w5,Matilde Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488519,9,1,1,0,25,djz9e25b9zuiu5rmv1zha3i6f,1,24.7,22.2,2023-04-30T10:01:02.395Z,2023-04-30T10:49:20Z,4239055323,56,Back,4239055327,141,51.5,4239055331,213,1.5,4239055329,212,20.0,4239055325,140,26.4,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488527,10,1,1,0,32,djz9e25b9zuiu5rmv1zha3i6f,0,30.6,64.8,2023-04-30T10:01:08.942Z,2023-04-30T10:01:10Z,4239055357,1,,4239055351,141,79.6,4239055355,213,0.3,4239055349,140,66.4,4239055345,155,,4239055353,212,38.9,4239055347,56,Left,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488539,5,12,1,0,32,8zt8rrm6v5nccv01v6pef0r1o,1,25.9,9.5,2023-04-30T10:01:09.113Z,2023-04-30T10:43:15Z,4239055403,56,Back,4239055411,213,5.2,4239055409,212,8.3,4239055405,140,29.9,4239055437,167,,4239055407,141,0.0,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488543,6,5,1,0,34,8zt8rrm6v5nccv01v6pef0r1o,0,33.4,-0.9,2023-04-30T10:01:10.926Z,2023-04-30T10:13:14Z,4239055463,233,11,4239055417,56,Back,4239055419,347,,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488545,11,5,1,0,34,djz9e25b9zuiu5rmv1zha3i6f,1,66.6,100.9,2023-04-30T10:01:10.926Z,2023-04-30T10:01:13Z,4239055421,56,Left,4239055423,347,,4239055445,233,6,,,,,,,,,,,,,,,,b3dvkkzdpggax4btpycd1oe3u,Leire Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488623,12,1,1,0,46,djz9e25b9zuiu5rmv1zha3i6f,1,73.7,100,2023-04-30T10:01:23.098Z,2023-04-30T10:01:27Z,4239055745,140,70.3,4239055749,212,17.1,4239055747,141,76.7,4239055741,107,,4239055751,213,4.5,4239055743,56,Center,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488631,13,1,1,0,50,djz9e25b9zuiu5rmv1zha3i6f,1,71,76.1,2023-04-30T10:01:27.239Z,2023-04-30T10:01:28Z,4239055777,56,Center,4239055781,141,67.5,4239055785,213,5.2,4239055779,140,74.1,4239055783,212,6.7,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488635,14,1,1,0,52,djz9e25b9zuiu5rmv1zha3i6f,1,74.1,67.5,2023-04-30T10:01:28.739Z,2023-04-30T10:01:29Z,4239055803,56,Center,4239055811,213,1.4,4239055805,140,74.8,4239055809,212,4.8,4239055807,141,74.5,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488641,15,50,1,0,52,djz9e25b9zuiu5rmv1zha3i6f,1,75.4,76.3,2023-04-30T10:01:29.017Z,2023-04-30T10:01:31Z,4239055863,233,7,4239055833,56,Center,4239055835,286,,,,,,,,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488645,7,7,1,0,52,8zt8rrm6v5nccv01v6pef0r1o,1,24.6,23.7,2023-04-30T10:01:29.018Z,2023-04-30T10:01:35Z,4239055843,285,,4239055841,56,Back,4239055857,233,15,,,,,,,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488649,8,49,1,0,53,8zt8rrm6v5nccv01v6pef0r1o,1,24.7,17,2023-04-30T10:01:30.248Z,2023-04-30T10:01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488655,9,1,1,0,54,8zt8rrm6v5nccv01v6pef0r1o,0,24.7,17,2023-04-30T10:01:30.409Z,2023-04-30T10:01:31Z,4239055875,140,20.6,4239055879,212,5.7,4239055873,56,Back,4239055881,213,2.4,4239055877,141,22.4,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488661,16,8,1,0,55,djz9e25b9zuiu5rmv1zha3i6f,1,77.2,77.5,2023-04-30T10:01:32.051Z,2023-04-30T10:01:32Z,4239055897,56,Center,,,,,,,,,,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488665,17,49,1,0,56,djz9e25b9zuiu5rmv1zha3i6f,1,77.3,78.1,2023-04-30T10:01:32.614Z,2023-04-30T10:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488687,18,1,1,0,57,djz9e25b9zuiu5rmv1zha3i6f,1,78,85.3,2023-04-30T10:01:34.207Z,2023-04-30T10:01:35Z,4239056007,141,93.3,4239056009,212,6.5,4239056005,140,74.6,4239056003,56,Left,4239056011,213,2.2,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488703,19,1,1,0,59,djz9e25b9zuiu5rmv1zha3i6f,0,74.6,93.3,2023-04-30T10:01:35.685Z,2023-04-30T10:01:42Z,4239056089,213,6.2,4239056085,141,92.7,4239056081,56,Left,4239056087,212,4.5,4239056083,140,78.9,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488711,10,8,1,1,1,8zt8rrm6v5nccv01v6pef0r1o,1,15.9,3.5,2023-04-30T10:01:38.121Z,2023-04-30T10:01:38Z,4239056117,56,Back,,,,,,,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488755,20,61,1,1,4,djz9e25b9zuiu5rmv1zha3i6f,1,77,98,2023-04-30T10:01:40.606Z,2023-04-30T10:33:36Z,4239056331,56,Left,,,,,,,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488769,11,5,1,1,5,8zt8rrm6v5nccv01v6pef0r1o,1,20.7,-1.2,2023-04-30T10:01:41.993Z,2023-04-30T10:01:46Z,4239056399,347,,4239056397,56,Back,4239056401,233,21,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488765,21,5,1,1,5,djz9e25b9zuiu5rmv1zha3i6f,0,79.3,101.2,2023-04-30T10:01:41.993Z,2023-04-30T10:13:15Z,4239056375,347,,4239056409,233,11,4239056373,56,Left,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488799,12,1,1,1,10,8zt8rrm6v5nccv01v6pef0r1o,1,20,0,2023-04-30T10:01:46.426Z,2023-04-30T10:01:49Z,4239056505,213,1.9,4239056501,141,10.9,4239056497,56,Back,4239056503,212,9.1,4239056495,107,,4239056499,140,17.6,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488801,13,1,1,1,12,8zt8rrm6v5nccv01v6pef0r1o,0,17.6,10.9,2023-04-30T10:01:49.017Z,2023-04-30T10:01:49Z,4239056519,212,14.9,4239056515,140,31.7,4239056517,141,9.1,4239056521,213,6.2,4239056513,56,Back,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488811,22,49,1,1,13,djz9e25b9zuiu5rmv1zha3i6f,1,70.2,91.4,2023-04-30T10:01:50.324Z,2023-04-30T10:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488817,23,1,1,1,14,djz9e25b9zuiu5rmv1zha3i6f,1,72.3,91.8,2023-04-30T10:01:50.981Z,2023-04-30T10:01:52Z,4239056591,212,5.9,4239056593,213,6.1,4239056587,140,77.8,4239056589,141,90.3,4239056585,56,Left,,,,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488827,24,1,1,1,15,djz9e25b9zuiu5rmv1zha3i6f,0,77.7,91.4,2023-04-30T10:01:52.277Z,2023-04-30T10:01:53Z,4239056629,213,0.4,4239056625,141,93.0,4239056623,140,80.1,4239056627,212,2.7,4239056621,56,Left,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488835,14,8,1,1,17,8zt8rrm6v5nccv01v6pef0r1o,1,18.4,3.1,2023-04-30T10:01:53.753Z,2023-04-30T10:01:53Z,4239056645,56,Back,,,,,,,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488855,15,5,1,1,17,8zt8rrm6v5nccv01v6pef0r1o,0,20.4,-0.8,2023-04-30T10:01:53.762Z,2023-04-30T10:13:15Z,4239056721,347,,4239056909,233,25,4239056719,56,Back,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488891,25,5,1,1,17,djz9e25b9zuiu5rmv1zha3i6f,1,79.6,100.8,2023-04-30T10:01:53.762Z,2023-04-30T10:02:01Z,4239056901,233,15,4239056897,347,,4239056895,56,Left,,,,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488937,26,1,1,1,24,djz9e25b9zuiu5rmv1zha3i6f,1,77.1,100,2023-04-30T10:02:01.059Z,2023-04-30T10:02:06Z,4239057087,141,89.9,4239057081,107,,4239057091,213,5.8,4239057083,56,Left,4239057089,212,16.7,4239057085,140,90.9,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488941,16,45,1,1,30,8zt8rrm6v5nccv01v6pef0r1o,0,6,5.8,2023-04-30T10:02:06.545Z,2023-04-30T10:02:10Z,4239057113,285,,4239057247,233,27,4239057111,56,Back,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541488965,27,3,1,1,30,djz9e25b9zuiu5rmv1zha3i6f,1,94,94.2,2023-04-30T10:02:06.545Z,2023-04-30T10:02:09Z,4239057237,233,16,4239057217,56,Left,4239057219,286,,,,,,,,,,,,,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489011,28,1,1,1,32,djz9e25b9zuiu5rmv1zha3i6f,0,96.8,85.1,2023-04-30T10:02:09.358Z,2023-04-30T10:57:23Z,4239057467,212,20.4,4239057461,56,Center,4239057465,141,56.0,4239057469,213,4.5,4239057463,140,92.2,4239057459,155,,4239057457,2,,,,,8i42x5mpk5bpm1i0gvgubx9pm,Laura Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541502457,282,8,1,1,35,8zt8rrm6v5nccv01v6pef0r1o,1,7.3,59.8,2023-04-30T10:02:11.974Z,2023-04-30T10:33:34Z,4239119353,56,Back,,,,,,,,,,,,,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541511057,385,61,1,1,36,djz9e25b9zuiu5rmv1zha3i6f,1,92.7,51.5,2023-04-30T10:02:12.404Z,2023-04-30T10:58:35Z,4239164045,56,Center,,,,,,,,,,,,,,,,,,,,,,31mhclmjwpn7zik6nphr4pwtm,L. León,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489017,29,15,1,1,37,djz9e25b9zuiu5rmv1zha3i6f,1,92,57.5,2023-04-30T10:02:14.022Z,2023-04-30T10:50:41Z,4239164299,154,,4239059763,20,,4239057503,56,Center,4239163671,55,385,4239059853,146,93.7,4239163669,29,,4239059843,76,,4239057501,17,,67i9jwkech61ihpglnmpzygvd,Laurina,,4239163675,328,4239059847,103,19,4239057499,22,4239059845,102,53.6,4239059767,82,4239059773,233,17,4239059859,231,52.0,4239059855,147,56.7,4239059857,230,98.6,,,,,,,
2541489003,17,10,1,1,37,8zt8rrm6v5nccv01v6pef0r1o,1,10.1,43.1,2023-04-30T10:02:14.122Z,2023-04-30T10:33:36Z,4239057421,94,,4239059777,233,29,4239057423,56,Back,,,,,,,,,,,,,,,,1duox0r8qvb3t52m9w4mp86ol,M. van Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489047,30,15,1,1,42,djz9e25b9zuiu5rmv1zha3i6f,1,88.9,51.5,2023-04-30T10:02:18.920Z,2023-04-30T10:51:22Z,4239060051,233,18,4239060185,230,98.9,4239057637,17,,4239060175,102,51.2,4239060179,458,,4239060177,103,19,4239057635,22,,4239057639,56,Center,1nhju64j5loikn6t0j9m6au39,Leles,,4239060187,231,4239060049,82,,4239060045,20,4239060183,147,51.4,4239166177,328,4239166175,78,,4239060181,146,90.8,,,,,,,50,,,,,,
2541489085,18,10,1,1,42,8zt8rrm6v5nccv01v6pef0r1o,1,12.4,49.3,2023-04-30T10:02:19.020Z,2023-04-30T11:33:56Z,4239060065,233,30,4239057823,56,Back,4239057821,94,,,,,,,,,,,,,,,,,52kdiaya57yaisoil0k9ss0oa,Sonia Majarín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489221,20,61,1,1,42,8zt8rrm6v5nccv01v6pef0r1o,1,10.6,41.8,2023-04-30T10:02:19.082Z,2023-04-30T10:33:37Z,4239058363,56,Back,,,,,,,,,,,,,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489115,19,6,1,1,44,8zt8rrm6v5nccv01v6pef0r1o,0,11.8,51,2023-04-30T10:02:20.451Z,2023-04-30T10:23:12Z,4239057981,233,31,4239057937,73,,4239057935,56,Back,,,,,,,,,,,,,,,,1duox0r8qvb3t52m9w4mp86ol,M. van Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489073,31,6,1,1,44,djz9e25b9zuiu5rmv1zha3i6f,1,88.2,49,2023-04-30T10:02:20.451Z,2023-04-30T10:02:26Z,4239057753,73,,4239057749,56,Center,4239057965,233,19,,,,,,,,,,,,,,,,6aodvgoc9sh27cjwelwsm3qw9,Rosa Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489213,32,1,1,1,52,djz9e25b9zuiu5rmv1zha3i6f,0,99.7,99.1,2023-04-30T10:02:28.551Z,2023-04-30T10:55:27Z,4239058335,56,Center,4239167381,6,,4239059457,1,,4239059451,141,49.3,4239059455,213,4.6,4239059449,140,95.2,4239059453,212,34.2,4239059445,2,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,4239167527,223,4239059447,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489355,33,43,1,2,14,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2023-04-30T10:02:50.442Z,2023-04-30T10:53:48Z,4239058927,140,97.6,4239058931,212,14.2,4239058929,141,45.0,4239058925,56,Center,4239172439,144,1,4239058933,213,6.0,4239169025,157,0,4239169029,1,0,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489341,21,12,1,2,14,8zt8rrm6v5nccv01v6pef0r1o,1,2.6,50.9,2023-04-30T10:02:51.227Z,2023-04-30T10:02:52Z,4239058851,56,Back,4239058869,213,6.1,4239058865,212,15.9,4239058855,140,17.5,4239058859,141,46.4,4239058883,15,,,,,,,,1duox0r8qvb3t52m9w4mp86ol,M. van Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541489395,34,15,1,2,21,djz9e25b9zuiu5rmv1zha3i6f,1,88.3,52.4,2023-04-30T10:02:57.977Z,2023-04-30T10:53:53Z,4239060435,146,98.5,4239060429,102,47.1,4239060437,147,47.8,4239060355,233,23,4239060339,25,,4239170701,80,,4239060341,20,,4239060431,103,14.6,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,4239059089,56,4239060433,458,,4239059087,17,4239170703,328,,,,,,,,,,,,,,,,Center,,,,,,
2541489415,23,10,1,2,21,8zt8rrm6v5nccv01v6pef0r1o,1,2.4,52.1,2023-04-30T10:02:58.077Z,2023-04-30T10:03:38Z,4239059179,56,Back,4239059175,178,,4239059177,182,,4239060381,233,34,4239059173,173,,,,,,,,,,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
