id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2501879569,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-01-29T10:21:59.516Z,2023-01-29T11:09:21Z,4001626675,197,3933,4001558773,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4001558775,194,1lvwjd2sedbk3gs9p2v34cdt5,4001558777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001558771,130,4,4001558767,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4001558769,59,"1, 12, 14, 8, 6, 3, 19, 5, 10, 18, 7, 2, 9, 13, 17, 20, 21, 22, 23",4001558765,30,"ea2eq21d08asfeqh17vcxpwmi, 9bzg6jfuapjzhmurucmkiz7fu, 3mutv27i9xvd3wmbwypdpah62, 8drs7flji0ctdoui0cfyugu3u, 2d1defd89f1nrpb0gi6cciwru, bwjqs0orziydksase1flhedt6, 14c84da3uglvp8gtjpxospo4q, etzoltim8ktgsaidhpebhnx79, 1lvwjd2sedbk3gs9p2v34cdt5, 2t32h7nbjkouc968jbm8cax62, ent3o8sh6zn2mpe7m9p8q1sve, 36vatxs5tk7alvqedu7vtn88a, sro6084uxjkm140ylvc5uq51, 76q3qw1j9n3og4gep5pdedisq, 5x93ra7unls3fac5gomibwel1, 5de2lhx1gnd8ks8pmge8plb6d, 5axvazbhm6wsgpbpgt1gmaj11, 4gv8ud8pwhynhd4ehmzw2pgmi, 5m8q057u3ek6rjdpmlu98uesq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501880611,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-01-29T10:25:22.588Z,2023-01-29T11:11:33Z,4001563637,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4001563635,30,"dri6ywllr5aapmost881p4991, aa93kg4nfvrpthvfkkofixwtm, c60g2qtl13gydk9p2pqbbnsb8, 8fswi9ldpiuemw0y922tf7dud, auqzv0poi2q7tcardivb21m8l, 6ufssidf65zo52ru9q644hq3u, 5wubhrq7ftqx0ryckwbrdxc5x, 470znxtt0sf52aav1o8s1hkdm, 67nqgmgyb28btwrkdykjitylm, f6dtaackj9nd3ngnvs5nq0o9, 1vcx3sprpnorl4q43abs8iuei, 8tmzjcaglix0qj8zy7yp8w7o, 9s5jdwjyk9klobfdt4wwt5jvt, 7dqs072o1rqh9l8rv9nus4qtx, 67kef1hzytkax2iyeg2il5nth, eitv6t0xve84dgqlxutee0ys4, 16sc4hlsrq610rhfzi6m2squh, 8hmntjeezmx4ch9yeti4x9y50",4001563639,59,"1, 15, 18, 23, 3, 14, 20, 16, 8, 10, 9, 4, 5, 7, 11, 12, 13, 19",4001563641,130,8,4001589007,194,470znxtt0sf52aav1o8s1hkdm,4001563643,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4001563645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001589009,197,14313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894415,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-01-29T11:02:14.652Z,2023-01-29T11:02:17Z,4001630859,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894407,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-01-29T11:02:14.652Z,2023-01-29T11:02:14Z,4001630823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894433,3,1,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,49.9,50.1,2023-01-29T11:02:14.752Z,2023-01-29T11:02:20Z,4001630985,56,Back,4001630991,212,13.2,4001630989,141,60.3,4001630987,140,39.2,4001630995,279,S,4001630993,213,2.6,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894453,4,1,1,0,5,9euoni3f3sh08tsplt2gh5dex,1,38.4,57.5,2023-01-29T11:02:20.008Z,2023-01-29T11:52:28Z,4001631117,140,26.8,4001631121,212,17.8,4001631119,141,38.5,4001631115,56,Back,4001631123,213,4.0,,,,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894457,5,1,1,0,9,9euoni3f3sh08tsplt2gh5dex,1,26.8,38.5,2023-01-29T11:02:23.976Z,2023-01-29T11:52:31Z,4001631143,213,1.7,4001631137,140,25.2,4001631141,212,15.7,4001631139,141,61.5,4001631135,56,Back,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894469,6,1,1,0,10,9euoni3f3sh08tsplt2gh5dex,1,25.2,61.5,2023-01-29T11:02:25.311Z,2023-01-29T11:52:43Z,4001631211,140,25.5,4001631217,213,4.7,4001631215,212,14.8,4001631213,141,39.7,4001631209,56,Back,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894487,7,1,1,0,12,9euoni3f3sh08tsplt2gh5dex,1,26.7,34.2,2023-01-29T11:02:27.218Z,2023-01-29T11:52:46Z,4001631285,56,Back,4001631289,141,3.5,4001631287,140,30.2,4001631293,212,21.2,4001631297,213,4.9,,,,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501894501,8,1,1,0,14,9euoni3f3sh08tsplt2gh5dex,0,29.7,2,2023-01-29T11:02:28.830Z,2023-01-29T11:02:30Z,4001631367,140,56.8,4001631371,212,31.8,4001631373,213,0.5,4001631369,141,23.0,4001631365,56,Center,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
