id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2540699793,9,13,1,0,17,e7p3lxg97gac51s71hotzi0a5,1,90.2,66.1,2023-04-29T14:02:13.440Z,2023-04-29T14:02:30Z,4234826943,64,,4234829851,230,98.9,4234829837,83,,4234829839,29,,4234826945,56,Center,4234829843,55,8,4234827819,72,,4234826941,22,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,4234829841,154,4234829853,231,51.4,4234829849,103,16.7,4234829847,102,59.2,,,,,,,,,,,,,,,,,,,,
2540699813,3,5,1,0,18,1azk57wev30h044w949j46kpu,1,-1.2,41.7,2023-04-29T14:02:14.301Z,2023-04-29T14:02:15Z,4234827041,346,,4234827037,56,Back,4234827157,233,10,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540699821,10,5,1,0,18,e7p3lxg97gac51s71hotzi0a5,0,101.2,58.3,2023-04-29T14:02:14.301Z,2023-04-29T15:57:13Z,4234827087,56,Center,4234827089,346,,4234827197,233,3,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700465,4,1,1,0,34,1azk57wev30h044w949j46kpu,1,5,37,2023-04-29T14:02:30.347Z,2023-04-29T14:02:32Z,4234830341,141,11.9,4234830333,56,Back,4234830337,140,13.0,4234830349,237,,4234830343,212,19.0,4234830345,213,5.2,4234830329,124,,,,,1k0lkh2uqjo6c42khduv89dk9,Amaia Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700571,5,1,1,0,36,1azk57wev30h044w949j46kpu,1,13,11.9,2023-04-29T14:02:32.667Z,2023-04-29T14:02:35Z,4234830863,213,6.2,4234830859,141,10.6,4234830857,140,26.2,4234830855,56,Back,4234830861,212,13.9,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700615,6,1,1,0,39,1azk57wev30h044w949j46kpu,0,26.2,10.6,2023-04-29T14:02:35.115Z,2023-04-29T14:02:36Z,4234831075,213,6.2,4234831063,56,Right,4234831067,141,7.7,4234831071,212,43.3,4234831065,140,67.4,4234831077,1,,4234831059,155,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700589,11,8,1,0,39,e7p3lxg97gac51s71hotzi0a5,1,31.6,95.4,2023-04-29T14:02:35.615Z,2023-04-29T14:02:37Z,4234830927,56,Back,4234831217,15,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700689,7,1,1,0,41,1azk57wev30h044w949j46kpu,1,71,8.3,2023-04-29T14:02:37.546Z,2023-04-29T14:02:39Z,4234831429,213,0.1,4234831417,140,77.9,4234831421,141,8.9,4234831413,56,Right,4234831425,212,7.3,,,,,,,,,,ekctrwv020vt9iuv6jkpfivv9,Nekane Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700719,8,1,1,0,43,1azk57wev30h044w949j46kpu,0,77.9,8.9,2023-04-29T14:02:39.051Z,2023-04-29T14:02:40Z,4234831575,140,74.9,4234831581,213,2.9,4234831573,56,Right,4234831579,212,3.2,4234831577,141,9.8,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700739,12,61,1,0,44,e7p3lxg97gac51s71hotzi0a5,0,24.9,92.7,2023-04-29T14:02:40.576Z,2023-04-29T14:02:40Z,4234831671,56,Back,,,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700765,9,50,1,0,45,1azk57wev30h044w949j46kpu,1,74.8,9.2,2023-04-29T14:02:41.482Z,2023-04-29T14:02:46Z,4234832563,233,13,4234831791,286,,4234831789,56,Right,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700901,13,7,1,0,45,e7p3lxg97gac51s71hotzi0a5,1,25.2,90.8,2023-04-29T14:02:41.483Z,2023-04-29T14:02:46Z,4234832423,285,,4234832507,233,9,4234832421,56,Back,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700915,14,49,1,0,50,e7p3lxg97gac51s71hotzi0a5,1,29,82.7,2023-04-29T14:02:45.776Z,2023-04-29T14:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540700971,15,1,1,0,50,e7p3lxg97gac51s71hotzi0a5,1,29,82.7,2023-04-29T14:02:45.856Z,2023-04-29T14:02:47Z,4234832727,213,3.7,4234832723,141,75.3,4234832721,140,21.4,4234832725,212,9.4,4234832719,56,Back,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701083,16,1,1,0,51,e7p3lxg97gac51s71hotzi0a5,1,21.5,75.1,2023-04-29T14:02:47.631Z,2023-04-29T14:02:51Z,4234833355,141,49.1,4234833351,56,Back,4234833353,140,9.5,4234833359,213,4.1,4234833357,212,21.7,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701147,17,1,1,0,55,e7p3lxg97gac51s71hotzi0a5,1,8.7,41.6,2023-04-29T14:02:51.056Z,2023-04-29T14:02:52Z,4234833701,213,5.2,4234833699,212,24.8,4234833693,140,20.3,4234833695,141,9.8,4234833689,56,Back,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701203,18,1,1,0,56,e7p3lxg97gac51s71hotzi0a5,1,20.5,7.7,2023-04-29T14:02:52.736Z,2023-04-29T14:02:54Z,4234833965,213,2.5,4234833961,141,18.3,4234833957,56,Back,4234833959,140,11.6,4234833963,212,11.8,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701323,19,1,1,0,58,e7p3lxg97gac51s71hotzi0a5,1,11.6,18.3,2023-04-29T14:02:54.432Z,2023-04-29T14:02:57Z,4234834523,212,19.8,4234834525,213,2.0,4234834521,141,45.4,4234834517,56,Back,4234834519,140,4.6,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701401,20,1,1,1,2,e7p3lxg97gac51s71hotzi0a5,1,3.7,50.1,2023-04-29T14:02:57.807Z,2023-04-29T14:03:00Z,4234834931,212,18.0,4234834933,213,1.3,4234834925,140,9.1,4234834929,141,75.3,4234834923,56,Back,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701659,21,1,1,1,4,e7p3lxg97gac51s71hotzi0a5,1,9.9,84.1,2023-04-29T14:03:00.624Z,2023-04-29T14:03:06Z,4234835969,212,15.0,4234835963,56,Back,4234835967,141,92.6,4234835971,213,0.4,4234835965,140,23.1,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701745,22,1,1,1,10,e7p3lxg97gac51s71hotzi0a5,1,27.1,97.4,2023-04-29T14:03:06.192Z,2023-04-29T14:03:08Z,4234836389,141,97.8,4234836381,56,Left,4234836397,213,0.0,4234836393,212,28.4,4234836385,140,54.1,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701817,23,1,1,1,12,e7p3lxg97gac51s71hotzi0a5,1,54.1,97.8,2023-04-29T14:03:08.255Z,2023-04-29T14:03:09Z,4234836697,212,15.0,4234836693,140,41.5,4234836699,213,3.6,4234836695,141,87.4,4234836691,56,Back,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701875,24,1,1,1,13,e7p3lxg97gac51s71hotzi0a5,0,41.5,87.4,2023-04-29T14:03:08.791Z,2023-04-29T15:57:54Z,4234836961,140,65.6,4234836965,212,25.8,4234836967,213,6.1,4234836963,141,80.3,4234836959,56,Left,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701811,10,49,1,1,13,1azk57wev30h044w949j46kpu,1,33.6,30.9,2023-04-29T14:03:09.611Z,2023-04-29T14:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701935,11,1,1,1,14,1azk57wev30h044w949j46kpu,1,33.6,30.9,2023-04-29T14:03:09.867Z,2023-04-29T14:03:12Z,4234837283,213,1.5,4234837281,212,25.0,4234837277,140,34.7,4234837279,141,67.6,4234837273,56,Back,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702063,12,1,1,1,16,1azk57wev30h044w949j46kpu,0,34.7,67.6,2023-04-29T14:03:12.140Z,2023-04-29T14:03:15Z,4234837855,140,74.7,4234837867,213,5.7,4234837863,212,49.0,4234837869,1,,4234837859,141,30.6,4234837843,155,,4234837849,56,Center,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702049,25,49,1,1,19,e7p3lxg97gac51s71hotzi0a5,1,24,71.2,2023-04-29T14:03:14.864Z,2023-04-29T14:03:14Z,,,,,,,,,,,,,,,,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702163,26,1,1,1,19,e7p3lxg97gac51s71hotzi0a5,1,24,71.2,2023-04-29T14:03:14.943Z,2023-04-29T14:03:17Z,4234838383,212,21.4,4234838381,141,55.5,4234838379,140,6.3,4234838377,56,Back,4234838385,213,3.7,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702257,27,1,1,1,21,e7p3lxg97gac51s71hotzi0a5,0,4.7,56.1,2023-04-29T14:03:17.567Z,2023-04-29T14:03:20Z,4234838885,213,1.1,4234838875,155,,4234838881,141,100.0,4234838877,56,Back,4234838879,140,18.9,4234838883,212,34.2,4234838887,1,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702753,13,5,1,1,24,1azk57wev30h044w949j46kpu,1,82.7,-1.2,2023-04-29T14:03:19.941Z,2023-04-29T15:57:14Z,4234841419,56,Right,4234841499,233,28,4234841421,347,,,,,,,,,,,,,,,,,ekctrwv020vt9iuv6jkpfivv9,Nekane Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702267,28,5,1,1,24,e7p3lxg97gac51s71hotzi0a5,0,17.3,101.2,2023-04-29T14:03:19.941Z,2023-04-29T14:03:33Z,4234838921,56,Back,4234841577,233,13,4234838923,347,,,,,,,,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702897,14,1,1,1,37,1azk57wev30h044w949j46kpu,0,84.3,0,2023-04-29T14:03:33.003Z,2023-04-29T14:03:36Z,4234842117,140,92.9,4234842119,141,42.7,4234842125,213,1.3,4234842111,107,,4234842131,1,,4234842121,212,31.1,4234842115,56,Center,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702967,29,1,1,1,40,e7p3lxg97gac51s71hotzi0a5,1,6,57.8,2023-04-29T14:03:36.720Z,2023-04-29T14:03:38Z,4234842419,56,Back,4234842433,213,1.4,4234842431,212,7.8,4234842423,140,7.5,4234842427,141,69.1,4234842415,3,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703023,30,1,1,1,42,e7p3lxg97gac51s71hotzi0a5,0,7.5,69.1,2023-04-29T14:03:38.016Z,2023-04-29T14:03:39Z,4234842727,56,Back,4234842735,141,79.9,4234842723,3,,4234842739,212,7.3,4234842743,213,1.5,4234842731,140,7.7,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703033,15,49,1,1,44,1azk57wev30h044w949j46kpu,1,90,26.1,2023-04-29T14:03:39.947Z,2023-04-29T14:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703115,16,1,1,1,44,1azk57wev30h044w949j46kpu,1,90,26.1,2023-04-29T14:03:40.219Z,2023-04-29T14:03:42Z,4234843121,56,Right,4234843137,212,8.4,4234843139,213,4.6,4234843133,141,13.8,4234843127,140,89.3,,,,,,,,,,ak7rstu77leltpt7c104ca4q2,Peke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703149,17,1,1,1,46,1azk57wev30h044w949j46kpu,0,89.3,13.8,2023-04-29T14:03:42.044Z,2023-04-29T14:03:42Z,4234843285,213,1.4,4234843281,141,30.4,4234843275,155,,4234843277,56,Center,4234843273,2,,4234843279,140,91.7,4234843283,212,11.6,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703141,31,61,1,1,46,e7p3lxg97gac51s71hotzi0a5,1,10.5,81.4,2023-04-29T14:03:42.528Z,2023-04-29T14:04:03Z,4234843233,56,Back,,,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703261,18,6,1,1,49,1azk57wev30h044w949j46kpu,1,94.1,28.2,2023-04-29T14:03:45.007Z,2023-04-29T14:50:32Z,4234844507,75,,4234843881,56,Center,4234844567,233,32,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703307,32,6,1,1,49,e7p3lxg97gac51s71hotzi0a5,0,5.9,71.8,2023-04-29T14:03:45.007Z,2023-04-29T14:04:05Z,4234844301,233,18,4234844087,73,,4234844085,56,Back,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540704755,19,1,1,2,26,1azk57wev30h044w949j46kpu,0,99.7,0.7,2023-04-29T14:04:22.410Z,2023-04-29T14:04:25Z,4234851261,6,,4234851267,56,Center,4234851269,140,96.3,4234851263,155,,4234851287,1,,4234851283,213,1.7,4234851265,223,,4234851273,141,51.2,er787gw0uh9wwlo98tzsc83qh,Eunate Arraiza,,4234851277,212,4234851259,2,,,,,,,,34.5,,,,,,,,,,,,,,,,,,,
2540704769,33,52,1,2,29,e7p3lxg97gac51s71hotzi0a5,1,5,51.2,2023-04-29T14:04:25.230Z,2023-04-29T14:04:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705171,34,1,1,2,39,e7p3lxg97gac51s71hotzi0a5,1,13.6,44.5,2023-04-29T14:04:35.103Z,2023-04-29T14:04:36Z,4234853251,212,10.3,4234853245,56,Back,4234853253,213,1.5,4234853247,140,14.3,4234853243,123,,4234853249,141,59.6,,,,,,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705353,35,1,1,2,40,e7p3lxg97gac51s71hotzi0a5,1,14.3,60.3,2023-04-29T14:04:36.687Z,2023-04-29T14:04:41Z,4234854125,56,Back,4234854133,213,1.0,4234854131,212,23.0,4234854129,141,88.1,4234854127,140,26.7,,,,,,,,,,fge9gic869tnpk4tetnxuv4k,Julia Mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705435,36,1,1,2,46,e7p3lxg97gac51s71hotzi0a5,1,37.2,94.5,2023-04-29T14:04:41.807Z,2023-04-29T14:04:44Z,4234854599,141,97.5,4234854597,140,53.1,4234854607,213,0.1,4234854603,212,16.8,4234854595,56,Left,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705439,37,61,1,2,48,e7p3lxg97gac51s71hotzi0a5,0,53.1,97.5,2023-04-29T14:04:44.191Z,2023-04-29T14:04:44Z,4234854611,56,Left,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705507,20,49,1,2,50,1azk57wev30h044w949j46kpu,1,30.6,37.1,2023-04-29T14:04:46.300Z,2023-04-29T14:04:46Z,,,,,,,,,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705551,21,1,1,2,50,1azk57wev30h044w949j46kpu,0,30.6,37.1,2023-04-29T14:04:46.476Z,2023-04-29T14:04:47Z,4234855191,140,44.2,4234855189,56,Back,4234855201,213,6.0,4234855197,212,14.7,4234855193,141,31.8,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705579,38,1,1,2,51,e7p3lxg97gac51s71hotzi0a5,1,53.7,79.6,2023-04-29T14:04:47.071Z,2023-04-29T14:04:48Z,4234855335,140,63.6,4234855341,141,76.6,4234855343,212,10.6,4234855331,56,Center,4234855349,213,6.1,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
