id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value
2480958729,2,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-03T17:24:23.092Z,2022-11-03T17:42:52Z,3891437087,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3891437091,130,2,3891437095,194,3bnl8jpyjy436d6rq46apwei2,3891437093,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3891437097,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3891444333,197,12187,3891437085,30,"euieo81aiyv4wqldc8owokset, 5mk5a6g9962zs1f0dgv2g3o45, cehjx04vym880gqogj4djdiad, 61103f3yhhms1lylloihvbrv9, 3bnl8jpyjy436d6rq46apwei2, 5fula0vkdt8dg2s1po4k9no16, 4bpis8gkfy9n5pknxuw40hus4, 23cz0ftfc2rstsut0wkmntm8l, tfni0bbycqnutwdofnndixd6, 49klmhzbsmlxnkp2w60y66sph, 3uj4zixqbp5ahu9etu4fl714a, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, 4kqwr8xb2ydw2v32thgb5sk5w, dcbrqeq61r269wyh4k00g3t3o, 55dkf4evau0bcy8uyhkat9b84, 1bwsm5vcee014jmyh63q1ayhg, 3qg0fby2m8ua25w931ubn8mc4, 8d7m36cejwj5ir3gtrerrjhg4, ed92ii4i450i2k1z2y37k9v6c",3891437089,59,"1, 14, 5, 20, 22, 4, 6, 18, 10, 9, 12, 7, 8, 11, 13, 27, 28, 30, 33, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480958789,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2022-11-03T17:25:04.956Z,2022-11-03T17:51:29Z,3891437417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3891437413,59,"1, 2, 7, 24, 14, 5, 20, 21, 10, 11, 22, 3, 4, 6, 8, 9, 12, 13, 15, 16, 18, 23",3891445251,197,8978,3891437421,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3891437411,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3891437415,130,2,3891437409,30,"6h41rdmhfs08723t23zgi5vjd, d4gjsmv5dqgv9w2e115gh7kk5, cq38p3rul6qi2tpvr077v8n6y, 47wzwvf5ksv7kdivj9ra96l0p, 8tux0w5del0ggtozbon3x92lm, 59k0w00mz9tbm2mehy6ix113p, 79gb1aba3b9e3bht7frq0lqp6, dlbgel5sg62n5z89ev1tkusph, 13hy7ggmnhfalmdqlbp6lzv11, dgkmt7f5k9oqruxzsi3x9em6t, 4trjsb4uoasjj3jwr77rh0k16, 4vk1yd7zqaqapuejahqx7zi09, 245eszqeqx2xeair8h5n4z8b9, 7l3val0z7xwpaptf5ebgimnyt, 5nad4qgy5hlwfsm64mhkwadw5, evfl561yy3cwa51hwnme6mifp, uw9iyklqljuminu89utfq295, 4rs6pmptx7w4moy8ks2vyrff9, a5b2mmssttscc0k5rss87lhey, 9k9f6c1xb7kfaq3siophz7ca1, cp37td3qaw8oyf3mznoh45o15, 10w88nr6r2nzxank4gv5gokbt",3891437419,194,59k0w00mz9tbm2mehy6ix113p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960227,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2022-11-03T17:45:29.309Z,2022-11-03T17:45:30Z,3891445939,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960217,4,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-11-03T17:45:29.309Z,2022-11-03T17:45:29Z,3891445891,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960255,5,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,50,50,2022-11-03T17:45:29.409Z,2022-11-03T17:45:32Z,3891446063,141,62.1,3891446059,56,Back,3891446067,213,2.5,3891446061,140,38.7,3891446065,212,14.4,3891446069,279,S,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960269,6,1,1,0,3,1qoqz1tyay060cj5aha7rt1lp,0,38.7,62.1,2022-11-03T17:45:32.811Z,2022-11-03T17:46:16Z,3891446147,1,,3891446139,140,76.2,3891446135,155,,3891446143,212,51.7,3891446137,56,Right,3891446145,213,5.6,3891446141,141,12.8,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960289,3,49,1,0,5,vaikl8nl7hdr4y9jj4jyb9ey,1,22.8,91.8,2022-11-03T17:45:35.275Z,2022-11-03T17:45:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960297,4,1,1,0,6,vaikl8nl7hdr4y9jj4jyb9ey,0,22.8,91.8,2022-11-03T17:45:35.709Z,2022-11-03T17:45:37Z,3891446269,157,,3891446271,56,Back,3891446275,141,95.9,3891446279,213,0.1,3891446273,140,43.1,3891446277,212,21.5,3891446281,1,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960361,7,1,1,0,8,1qoqz1tyay060cj5aha7rt1lp,1,60.4,5.5,2022-11-03T17:45:38.043Z,2022-11-03T17:45:41Z,3891446547,56,Right,3891446555,213,0.1,3891446551,141,8.2,3891446545,3,,3891446549,140,88.2,3891446553,212,29.2,,,,,,,5mk5a6g9962zs1f0dgv2g3o45,Nerea Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960365,8,61,1,0,12,1qoqz1tyay060cj5aha7rt1lp,0,89,5.2,2022-11-03T17:45:41.371Z,2022-11-03T17:45:41Z,3891446561,56,Right,,,,,,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960511,5,5,1,0,12,vaikl8nl7hdr4y9jj4jyb9ey,1,13.6,101.2,2022-11-03T17:45:42.235Z,2022-11-03T18:17:42Z,3891447159,347,,3891447173,233,9,3891447157,56,Back,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960373,9,5,1,0,12,1qoqz1tyay060cj5aha7rt1lp,0,86.4,-1.2,2022-11-03T17:45:42.235Z,2022-11-03T17:45:59Z,3891446589,347,,3891447177,233,5,3891446587,56,Right,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960593,6,1,1,0,29,vaikl8nl7hdr4y9jj4jyb9ey,1,12.9,100,2022-11-03T17:45:58.587Z,2022-11-03T17:46:06Z,3891447595,212,19.2,3891447591,140,25.2,3891447587,107,,3891447589,56,Back,3891447597,213,5.5,3891447593,141,81.2,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960599,7,50,1,0,37,vaikl8nl7hdr4y9jj4jyb9ey,1,26.9,81.1,2022-11-03T17:46:06.715Z,2022-11-03T17:46:22Z,3891447617,56,Back,3891448177,285,,3891448199,233,10,,,,,,,,,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960623,10,7,1,0,37,1qoqz1tyay060cj5aha7rt1lp,1,73.1,18.9,2022-11-03T17:46:06.716Z,2022-11-03T17:46:22Z,3891447773,286,,3891448193,233,7,3891447771,56,Right,,,,,,,,,,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960631,11,4,1,0,38,1qoqz1tyay060cj5aha7rt1lp,1,72.8,20,2022-11-03T17:46:07.626Z,2022-11-03T17:46:10Z,3891447797,286,,3891447789,13,,3891447793,152,,3891447795,265,,3891447791,56,Right,3891447799,233,8,,,,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960613,8,4,1,0,38,vaikl8nl7hdr4y9jj4jyb9ey,0,27.2,80,2022-11-03T17:46:07.627Z,2022-11-03T17:46:11Z,3891447701,285,,3891447695,56,Back,3891447699,265,,3891447693,13,,3891447805,233,11,3891447697,152,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960627,9,43,1,0,41,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2022-11-03T17:46:10.331Z,2022-11-03T17:46:12Z,3891447853,144,49,,,,,,,,,,,,,,,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480960653,10,43,1,0,44,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2022-11-03T17:46:13.932Z,2022-11-03T17:46:18Z,3891447911,285,0,3891447909,56,Back,3891447977,144,50,,,,,,,,,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480961033,12,1,1,1,18,1qoqz1tyay060cj5aha7rt1lp,0,69.8,25.5,2022-11-03T17:46:48.235Z,2022-11-03T17:46:51Z,3891449893,212,32.5,3891449895,213,0.7,3891449891,141,54.6,3891449887,56,Center,3891449881,5,,3891449885,152,,3891449889,140,94.3,3891449897,1,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,3891449879,2,3891449883,155,,,,,,,,,,,,,,,,,,,,,,,,
2480961079,11,12,1,1,23,vaikl8nl7hdr4y9jj4jyb9ey,1,3,45.8,2022-11-03T17:46:53.003Z,2022-11-03T17:50:36Z,3891450137,140,9.0,3891450143,213,4.9,3891450157,15,,3891450139,141,6.9,3891450141,212,27.2,3891450135,56,Back,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480961089,12,49,1,1,26,vaikl8nl7hdr4y9jj4jyb9ey,1,6.7,5,2022-11-03T17:46:56.107Z,2022-11-03T17:46:56Z,,,,,,,,,,,,,,,,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480961097,13,61,1,1,27,1qoqz1tyay060cj5aha7rt1lp,1,89.7,93.9,2022-11-03T17:46:56.441Z,2022-11-03T17:46:56Z,3891450237,56,Left,,,,,,,,,,,,,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480961103,13,1,1,1,27,vaikl8nl7hdr4y9jj4jyb9ey,0,6.7,5,2022-11-03T17:46:56.475Z,2022-11-03T17:46:57Z,3891450277,213,0.1,3891450273,141,5.8,3891450267,56,Back,3891450265,157,,3891450279,1,,3891450271,140,11.8,3891450275,212,5.4,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480961129,14,44,1,1,29,vaikl8nl7hdr4y9jj4jyb9ey,1,6.8,21.9,2022-11-03T17:46:58.922Z,2022-11-03T17:46:59Z,3891450407,56,Back,3891450441,233,14,3891450409,285,,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
