id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,assist,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2481042733,9,1,1,0,19,bop6aslxmwvzsapdxsw3xbvfg,1,53.3,77.6,2022-11-03T20:00:11.473Z,2022-11-03T20:00:17Z,3891900131,140,44.7,3891900129,56,Back,3891900137,213,4.3,3891900133,141,44.6,3891900135,212,24.2,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042753,10,1,1,0,25,bop6aslxmwvzsapdxsw3xbvfg,1,52.2,44.9,2022-11-03T20:00:16.914Z,2022-11-03T20:00:20Z,3891900219,213,1.5,3891900211,56,Center,3891900213,140,52.9,3891900217,212,17.5,3891900215,141,70.6,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042803,11,1,1,0,28,bop6aslxmwvzsapdxsw3xbvfg,1,52.9,70.6,2022-11-03T20:00:20.115Z,2022-11-03T20:00:26Z,3891900427,155,,3891900429,56,Right,3891900435,212,56.6,3891900431,140,91.9,3891900439,1,,3891900433,141,13.2,3891900437,213,5.5,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042825,12,1,1,0,34,bop6aslxmwvzsapdxsw3xbvfg,1,92.6,11,2022-11-03T20:00:26.354Z,2022-11-03T20:00:28Z,3891900527,140,81.8,3891900531,212,11.4,3891900525,56,Right,3891900529,141,9.2,3891900533,213,3.2,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042857,13,1,1,0,36,bop6aslxmwvzsapdxsw3xbvfg,0,81.8,9.2,2022-11-03T20:00:28.354Z,2022-11-03T20:00:32Z,3891900643,155,,3891900653,213,1.2,3891900647,140,91.6,3891900651,212,27.9,3891900641,2,,3891900649,141,47.3,3891900645,56,Center,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042929,5,12,1,0,39,e7p3lxg97gac51s71hotzi0a5,1,9.2,41.2,2022-11-03T20:00:31.590Z,2022-11-03T20:48:53Z,3891901013,213,0.4,3891901009,141,61.4,3891901007,140,41.9,3891901011,212,37.0,3891901005,56,Back,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042931,6,49,1,0,44,e7p3lxg97gac51s71hotzi0a5,1,55.4,54.9,2022-11-03T20:00:36.486Z,2022-11-03T20:00:36Z,,,,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042969,14,61,1,0,44,bop6aslxmwvzsapdxsw3xbvfg,0,54.3,49,2022-11-03T20:00:36.626Z,2022-11-03T20:01:10Z,3891901169,56,Center,,,,,,,,,,,,,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042953,7,3,1,0,45,e7p3lxg97gac51s71hotzi0a5,0,60.2,50,2022-11-03T20:00:37.766Z,2022-11-03T20:00:42Z,3891901303,233,15,3891901099,56,Center,3891901101,286,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042991,15,7,1,0,45,bop6aslxmwvzsapdxsw3xbvfg,1,39.8,50,2022-11-03T20:00:37.767Z,2022-11-03T20:00:55Z,3891901269,285,,3891901287,233,7,3891901267,56,Back,,,,,,,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481042997,16,49,1,0,48,bop6aslxmwvzsapdxsw3xbvfg,1,32.4,53.3,2022-11-03T20:00:40.722Z,2022-11-03T20:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043021,17,1,1,0,50,bop6aslxmwvzsapdxsw3xbvfg,1,32,53.3,2022-11-03T20:00:42.434Z,2022-11-03T20:00:44Z,3891901421,56,Back,3891901429,213,3.3,3891901427,212,23.8,3891901423,140,9.8,3891901425,141,46.1,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043029,18,1,1,0,51,bop6aslxmwvzsapdxsw3xbvfg,1,9.8,46.1,2022-11-03T20:00:43.506Z,2022-11-03T20:00:45Z,3891901485,141,74.1,3891901487,212,20.7,3891901483,140,17.6,3891901489,213,1.2,3891901481,56,Back,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043063,19,1,1,0,53,bop6aslxmwvzsapdxsw3xbvfg,1,17.6,74.1,2022-11-03T20:00:44.882Z,2022-11-03T20:00:47Z,3891901667,56,Back,3891901671,141,96.6,3891901675,213,0.8,3891901673,212,21.2,3891901669,140,31.6,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043097,20,1,1,0,55,bop6aslxmwvzsapdxsw3xbvfg,1,31.6,96.6,2022-11-03T20:00:47.329Z,2022-11-03T20:00:50Z,3891901841,212,9.3,3891901837,140,35.6,3891901839,141,84.4,3891901843,213,5.2,3891901835,56,Back,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043155,21,1,1,0,57,bop6aslxmwvzsapdxsw3xbvfg,1,35.6,84.4,2022-11-03T20:00:49.826Z,2022-11-03T20:00:55Z,3891902135,213,3.2,3891902129,140,21.2,3891902127,56,Back,3891902133,212,15.1,3891902131,141,83.6,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043209,22,1,1,1,4,bop6aslxmwvzsapdxsw3xbvfg,1,31.2,85.4,2022-11-03T20:00:55.954Z,2022-11-03T20:01:00Z,3891902411,141,68.5,3891902407,56,Back,3891902413,212,15.0,3891902415,213,5.4,3891902409,140,40.4,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043241,23,1,1,1,7,bop6aslxmwvzsapdxsw3xbvfg,1,40.4,68.5,2022-11-03T20:00:59.618Z,2022-11-03T20:01:02Z,3891902595,213,4.7,3891902591,141,43.7,3891902589,140,40.4,3891902593,212,16.9,3891902587,56,Back,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043285,24,1,1,1,10,bop6aslxmwvzsapdxsw3xbvfg,1,42.8,40,2022-11-03T20:01:02.193Z,2022-11-03T20:01:05Z,3891902807,212,29.3,3891902803,140,59.4,3891902809,213,5.3,3891902801,56,Right,3891902805,141,5.3,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043297,25,1,1,1,13,bop6aslxmwvzsapdxsw3xbvfg,0,59.4,4.6,2022-11-03T20:01:04.882Z,2022-11-03T20:01:07Z,3891902887,212,3.8,3891902883,140,62.7,3891902965,286,,3891902889,213,0.4,3891902881,56,Right,3891902959,236,,3891902885,141,6.8,3891902961,233,8,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043309,8,74,1,1,13,e7p3lxg97gac51s71hotzi0a5,1,28.1,95,2022-11-03T20:01:04.883Z,2022-11-03T20:31:46Z,3891902981,233,25,3891902927,285,,3891902925,56,Back,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043327,9,5,1,1,14,e7p3lxg97gac51s71hotzi0a5,0,34.1,101.8,2022-11-03T20:01:05.937Z,2022-11-03T20:38:48Z,3891902999,56,Back,3891903165,233,26,3891903001,347,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043345,26,5,1,1,14,bop6aslxmwvzsapdxsw3xbvfg,1,65.9,-1.8,2022-11-03T20:01:05.937Z,2022-11-03T20:01:10Z,3891903101,347,,3891903143,233,9,3891903099,56,Right,,,,,,,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043583,27,1,1,1,29,bop6aslxmwvzsapdxsw3xbvfg,1,67.7,0,2022-11-03T20:01:21.650Z,2022-11-03T20:01:30Z,3891904409,107,,3891904413,140,88.2,3891904417,212,25.7,3891904419,213,0.6,3891904411,56,Right,3891904415,141,19.2,3891904421,1,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043589,28,1,1,1,37,bop6aslxmwvzsapdxsw3xbvfg,0,97,8.5,2022-11-03T20:01:29.697Z,2022-11-03T20:01:31Z,3891904451,56,Right,3891904459,213,2.8,3891904457,212,2.5,3891904453,140,94.7,3891904455,141,9.7,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043601,10,61,1,1,39,e7p3lxg97gac51s71hotzi0a5,1,8.6,96.5,2022-11-03T20:01:31.237Z,2022-11-03T20:01:31Z,3891904533,56,Back,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043619,11,5,1,1,39,e7p3lxg97gac51s71hotzi0a5,0,5.2,101.4,2022-11-03T20:01:31.651Z,2022-11-03T20:38:48Z,3891904609,56,Back,3891905063,233,29,3891904611,347,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043699,29,5,1,1,39,bop6aslxmwvzsapdxsw3xbvfg,1,94.8,-1.4,2022-11-03T20:01:31.651Z,2022-11-03T20:01:39Z,3891905015,56,Right,3891905059,233,11,3891905019,347,,,,,,,,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043811,30,1,1,1,51,bop6aslxmwvzsapdxsw3xbvfg,1,95.7,0,2022-11-03T20:01:42.928Z,2022-11-03T20:01:49Z,3891905639,140,88.4,3891905643,212,14.5,3891905641,141,16.1,3891905637,56,Right,3891905645,213,2.1,3891905635,107,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043831,31,1,1,1,56,bop6aslxmwvzsapdxsw3xbvfg,1,88.4,16.1,2022-11-03T20:01:48.545Z,2022-11-03T20:02:19Z,3891905749,213,5.0,3891905735,56,Right,3891905745,212,9.1,3891905739,140,90.6,3891905743,141,3.2,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043843,32,1,1,1,58,bop6aslxmwvzsapdxsw3xbvfg,1,90.6,3.2,2022-11-03T20:01:49.953Z,2022-11-03T20:01:51Z,3891905815,212,18.5,3891905813,141,26.7,3891905817,213,2.1,3891905809,56,Center,3891905811,140,81.8,,,,,,,,,,5h9k65zukry196snla3xgmh91,Marta Torrejón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043861,33,1,1,1,59,bop6aslxmwvzsapdxsw3xbvfg,0,81.8,26.7,2022-11-03T20:01:50.897Z,2022-11-03T20:02:02Z,3891905919,213,1.3,3891905911,56,Center,3891905915,141,54.6,3891905917,212,19.5,3891905913,140,85.9,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043853,12,61,1,1,59,e7p3lxg97gac51s71hotzi0a5,1,9.4,69.8,2022-11-03T20:01:51.766Z,2022-11-03T20:50:12Z,3891905879,56,Back,,,,,,,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043909,13,12,1,2,2,e7p3lxg97gac51s71hotzi0a5,1,22.8,57.4,2022-11-03T20:01:54.501Z,2022-11-03T20:50:17Z,3891906205,212,31.3,3891906209,213,0.7,3891906197,140,45.6,3891906193,56,Back,3891906201,141,87.0,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043967,34,1,1,2,4,bop6aslxmwvzsapdxsw3xbvfg,1,45.7,31.3,2022-11-03T20:01:56.497Z,2022-11-03T20:02:01Z,3891906455,56,Back,3891906461,212,28.1,3891906457,140,42.4,3891906463,213,1.7,3891906459,141,72.3,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481043991,35,1,1,2,10,bop6aslxmwvzsapdxsw3xbvfg,1,43.7,78.8,2022-11-03T20:02:02.321Z,2022-11-03T20:02:04Z,3891906585,141,77.9,3891906583,140,61.1,3891906587,212,18.3,3891906589,213,6.2,3891906581,56,Center,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044003,36,1,1,2,11,bop6aslxmwvzsapdxsw3xbvfg,1,61.1,77.9,2022-11-03T20:02:03.537Z,2022-11-03T20:02:05Z,3891906645,140,64.0,3891906651,213,1.3,3891906649,212,11.6,3891906643,56,Left,3891906647,141,94.4,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044113,37,1,1,2,13,bop6aslxmwvzsapdxsw3xbvfg,1,64,94.5,2022-11-03T20:02:04.993Z,2022-11-03T20:02:13Z,3891907201,141,75.9,3891907197,56,Center,3891907203,212,16.9,3891907199,140,53.3,3891907205,213,4.0,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044181,38,1,1,2,21,bop6aslxmwvzsapdxsw3xbvfg,1,57.4,80.9,2022-11-03T20:02:13.073Z,2022-11-03T20:02:19Z,3891907515,141,54.6,3891907511,56,Back,3891907519,213,4.1,3891907517,212,21.9,3891907513,140,45.3,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044225,39,1,1,2,28,bop6aslxmwvzsapdxsw3xbvfg,1,47.4,50.9,2022-11-03T20:02:20.369Z,2022-11-03T20:02:23Z,3891907721,140,54.5,3891907727,213,1.2,3891907723,141,76.9,3891907719,56,Center,3891907725,212,19.2,,,,,,,,,,40jps4rajqmy3werl8t3uzcwk,María Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044235,40,1,1,2,30,bop6aslxmwvzsapdxsw3xbvfg,0,54.5,76.9,2022-11-03T20:02:22.530Z,2022-11-03T20:02:25Z,3891907783,141,77.3,3891907779,56,Center,3891907787,213,0.0,3891907785,212,22.6,3891907781,140,76.0,3891907777,155,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044251,14,1,1,2,33,e7p3lxg97gac51s71hotzi0a5,0,17.5,23.6,2022-11-03T20:02:24.965Z,2022-11-03T20:50:38Z,3891907867,140,29.1,3891907863,3,,3891907869,141,31.3,3891907865,56,Back,3891907871,212,13.3,3891907873,213,0.4,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044275,41,1,1,2,35,bop6aslxmwvzsapdxsw3xbvfg,0,59.4,70.8,2022-11-03T20:02:27.009Z,2022-11-03T20:02:29Z,3891908103,286,,3891908027,212,4.1,3891908023,141,75.4,3891908099,233,15,3891908019,140,61.9,3891908033,213,0.9,3891908097,236,,3891908013,56,Center,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044271,15,74,1,2,35,e7p3lxg97gac51s71hotzi0a5,1,27.1,26.8,2022-11-03T20:02:27.010Z,2022-11-03T20:02:29Z,3891908111,233,41,3891908005,56,Back,3891908007,285,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044315,42,1,1,2,36,bop6aslxmwvzsapdxsw3xbvfg,1,65.3,78.8,2022-11-03T20:02:28.849Z,2022-11-03T20:02:30Z,3891908239,56,Left,3891908245,212,13.3,3891908247,213,3.1,3891908243,141,79.3,3891908241,140,52.6,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044357,43,1,1,2,38,bop6aslxmwvzsapdxsw3xbvfg,1,52.6,79.3,2022-11-03T20:02:30.193Z,2022-11-03T20:02:34Z,3891908459,56,Left,3891908465,212,15.3,3891908463,141,96.0,3891908467,213,0.8,3891908461,140,62.3,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044369,44,61,1,2,42,bop6aslxmwvzsapdxsw3xbvfg,0,63.8,95.4,2022-11-03T20:02:33.936Z,2022-11-03T20:02:34Z,3891908505,56,Left,,,,,,,,,,,,,,,,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044367,16,49,1,2,42,e7p3lxg97gac51s71hotzi0a5,1,27.2,32.1,2022-11-03T20:02:34.181Z,2022-11-03T20:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481044405,17,3,1,2,44,e7p3lxg97gac51s71hotzi0a5,0,30.6,18.1,2022-11-03T20:02:36.309Z,2022-11-03T20:02:46Z,3891909131,233,45,3891908657,56,Back,3891909107,285,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
