id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490292169,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-12-11T10:12:24.664Z,2022-12-11T10:59:27Z,3940445173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940445169,59,"13, 5, 15, 11, 22, 4, 8, 20, 9, 7, 18, 1, 6, 10, 12, 14, 27, 29, 30, 33",3940445165,30,"dcbrqeq61r269wyh4k00g3t3o, cehjx04vym880gqogj4djdiad, 8grsiemkt03k8c1g6am7vnxlh, 4kqwr8xb2ydw2v32thgb5sk5w, 3bnl8jpyjy436d6rq46apwei2, 5fula0vkdt8dg2s1po4k9no16, 79zpaj24j11e9aajt7vmjf88a, 61103f3yhhms1lylloihvbrv9, 49klmhzbsmlxnkp2w60y66sph, 3mgkmvazmdqvhtnkkigc24e3u, 23cz0ftfc2rstsut0wkmntm8l, euieo81aiyv4wqldc8owokset, 4bpis8gkfy9n5pknxuw40hus4, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, 5mk5a6g9962zs1f0dgv2g3o45, 55dkf4evau0bcy8uyhkat9b84, bi6f62obcqdq2cyrlnf4gpxjo, 3qg0fby2m8ua25w931ubn8mc4, 8d7m36cejwj5ir3gtrerrjhg4",3940445175,194,3bnl8jpyjy436d6rq46apwei2,3940445171,130,2,3940480121,197,12187,3940445177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940445167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490293775,1,34,16,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2022-12-11T10:21:56.590Z,2022-12-11T11:03:05Z,3940451345,30,"16sc4hlsrq610rhfzi6m2squh, 8hmntjeezmx4ch9yeti4x9y50, 8tmzjcaglix0qj8zy7yp8w7o, 470znxtt0sf52aav1o8s1hkdm, 6ufssidf65zo52ru9q644hq3u, aa93kg4nfvrpthvfkkofixwtm, c60g2qtl13gydk9p2pqbbnsb8, cyvjdizn0kqcocblmtvjfvzvu, 67kef1hzytkax2iyeg2il5nth, 1vcx3sprpnorl4q43abs8iuei, eitv6t0xve84dgqlxutee0ys4, 2e2l9v7d7vumbpdrtcfh40lqs, 67nqgmgyb28btwrkdykjitylm, 6zyach9kkb2p1fuih4dm5ow7o, 8fswi9ldpiuemw0y922tf7dud, bhkg59znnsfeebgusq1jqasr8",3940478755,197,14313,3940451357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940451353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3940451351,130,4,3940451347,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",3940451349,59,"13, 19, 4, 16, 14, 15, 18, 21, 11, 9, 12, 7, 8, 17, 23, 25",3940451355,194,470znxtt0sf52aav1o8s1hkdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299769,2,32,1,0,0,b9ecgxh884j2ugjrxwvpym192,1,0,0,2022-12-11T11:00:55.094Z,2022-12-11T11:00:55Z,3940481093,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299771,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-12-11T11:00:55.094Z,2022-12-11T11:00:57Z,3940481099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299775,3,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,49.9,50.7,2022-12-11T11:00:55.194Z,2022-12-11T11:49:43Z,3940481113,140,31.9,3940481119,213,3.2,3940481121,279,S,3940481115,141,49.9,3940481111,56,Back,3940481117,212,18.9,,,,,,,79zpaj24j11e9aajt7vmjf88a,Estefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299809,4,1,1,0,2,1qoqz1tyay060cj5aha7rt1lp,1,31.7,52.8,2022-12-11T11:00:57.505Z,2022-12-11T11:21:53Z,3940481209,213,0.6,3940481199,155,,3940481203,140,64.6,3940481211,1,,3940481201,56,Left,3940481205,141,87.5,3940481207,212,41.8,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299813,5,61,1,0,6,1qoqz1tyay060cj5aha7rt1lp,0,63.7,87.5,2022-12-11T11:01:01.585Z,2022-12-11T11:21:43Z,3940481217,56,Left,,,,,,,,,,,,,,,,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299823,6,1,1,0,9,1qoqz1tyay060cj5aha7rt1lp,0,78.1,66.3,2022-12-11T11:01:04.921Z,2022-12-11T11:01:05Z,3940481269,212,10.3,3940481263,56,Center,3940481267,141,51.8,3940481271,213,4.4,3940481265,140,75.2,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299825,3,49,1,0,10,b9ecgxh884j2ugjrxwvpym192,1,26,49.9,2022-12-11T11:01:05.460Z,2022-12-11T11:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490299837,4,1,1,0,11,b9ecgxh884j2ugjrxwvpym192,1,29.7,59.4,2022-12-11T11:01:06.226Z,2022-12-11T11:01:09Z,3940481327,56,Back,3940481333,212,23.2,3940481335,213,2.0,3940481331,141,90.2,3940481329,140,20.1,,,,,,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
