id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist
2501552381,9,1,1,0,17,1azk57wev30h044w949j46kpu,1,31.2,92.3,2023-01-28T17:15:37.339Z,2023-01-28T17:15:43Z,3999813933,213,4.5,3999813929,141,63.0,3999813925,56,Back,3999813931,212,20.4,3999813927,140,27.0,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552435,10,1,1,0,23,1azk57wev30h044w949j46kpu,1,31.5,56,2023-01-28T17:15:43.356Z,2023-01-28T17:15:51Z,3999814247,56,Left,3999814249,140,66.4,3999814251,141,95.4,3999814245,155,,3999814257,1,,3999814255,213,0.6,3999814253,212,45.4,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552463,11,1,1,0,32,1azk57wev30h044w949j46kpu,1,64,95.7,2023-01-28T17:15:51.619Z,2023-01-28T17:15:55Z,3999814417,212,20.3,3999814419,213,4.0,3999814413,140,51.9,3999814415,141,72.4,3999814411,56,Center,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552493,12,1,1,0,35,1azk57wev30h044w949j46kpu,1,52.6,69,2023-01-28T17:15:55.059Z,2023-01-28T17:15:57Z,3999814565,213,4.0,3999814563,212,24.3,3999814559,140,38.0,3999814561,141,41.2,3999814557,56,Back,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552527,13,1,1,0,38,1azk57wev30h044w949j46kpu,1,38,40.7,2023-01-28T17:15:57.644Z,2023-01-28T17:16:01Z,3999814747,213,5.0,3999814743,141,12.2,3999814745,212,20.3,3999814739,56,Back,3999814741,140,43.9,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552551,14,1,1,0,41,1azk57wev30h044w949j46kpu,1,46.2,8.5,2023-01-28T17:16:00.940Z,2023-01-28T17:16:04Z,3999814913,140,37.3,3999814915,141,25.3,3999814919,213,2.3,3999814917,212,14.8,3999814911,56,Back,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552567,15,1,1,0,45,1azk57wev30h044w949j46kpu,1,39.5,27.1,2023-01-28T17:16:04.828Z,2023-01-28T17:16:07Z,3999815007,141,62.6,3999815003,56,Back,3999815005,140,30.0,3999815011,213,2.0,3999815009,212,26.1,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552595,16,1,1,0,48,1azk57wev30h044w949j46kpu,1,30.4,63,2023-01-28T17:16:07.803Z,2023-01-28T17:16:12Z,3999815109,1,,3999815105,212,32.7,3999815103,141,15.5,3999815107,213,4.9,3999815101,140,35.3,3999815099,56,Back,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552617,17,1,1,0,52,1azk57wev30h044w949j46kpu,0,35.2,15.3,2023-01-28T17:16:11.884Z,2023-01-28T17:16:13Z,3999815137,140,67.7,3999815141,212,34.4,3999815139,141,21.8,3999815135,56,Center,3999815145,1,,3999815143,213,0.1,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552619,3,49,1,0,54,vaikl8nl7hdr4y9jj4jyb9ey,1,39.8,69.3,2023-01-28T17:16:13.948Z,2023-01-28T17:16:14Z,,,,,,,,,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552679,4,1,1,0,54,vaikl8nl7hdr4y9jj4jyb9ey,1,39.9,71.8,2023-01-28T17:16:14.402Z,2023-01-28T17:16:19Z,3999815257,213,3.3,3999815259,1,,3999815253,141,64.6,3999815255,212,38.5,3999815249,56,Back,3999815251,140,3.5,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552707,5,1,1,0,59,vaikl8nl7hdr4y9jj4jyb9ey,1,3.7,66.3,2023-01-28T17:16:19.290Z,2023-01-28T17:16:22Z,3999815417,141,84.7,3999815413,56,Back,3999815415,140,44.7,3999815419,212,44.8,3999815431,1,,3999815425,213,0.3,3999815411,155,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552725,6,1,1,1,2,vaikl8nl7hdr4y9jj4jyb9ey,0,40.8,85.4,2023-01-28T17:16:22.514Z,2023-01-28T17:16:24Z,3999815493,212,30.5,3999815495,213,0.4,3999815491,141,100.0,3999815489,140,67.8,3999815487,56,Left,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552729,7,5,1,1,4,vaikl8nl7hdr4y9jj4jyb9ey,0,64.7,102,2023-01-28T17:16:24.120Z,2023-01-28T17:16:32Z,3999815509,347,,3999815935,233,18,3999815507,56,Left,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552795,18,5,1,1,4,1azk57wev30h044w949j46kpu,1,35.3,-2,2023-01-28T17:16:24.120Z,2023-01-28T17:51:35Z,3999815883,56,Back,3999815885,347,,3999815917,233,7,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552825,19,1,1,1,12,1azk57wev30h044w949j46kpu,1,38.4,0,2023-01-28T17:16:31.876Z,2023-01-28T17:16:34Z,3999816023,213,2.5,3999816017,140,27.9,3999816019,141,11.1,3999816021,212,14.1,3999816015,56,Back,3999816013,107,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552861,20,1,1,1,14,1azk57wev30h044w949j46kpu,1,26.8,14.3,2023-01-28T17:16:34.525Z,2023-01-28T17:16:38Z,3999816235,213,2.5,3999816233,212,28.7,3999816231,141,41.0,3999816227,140,5.6,3999816223,56,Back,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552893,21,1,1,1,18,1azk57wev30h044w949j46kpu,1,5.8,43,2023-01-28T17:16:38.492Z,2023-01-28T17:16:43Z,3999816419,141,74.1,3999816421,212,22.1,3999816415,56,Back,3999816417,140,12.0,3999816423,213,1.3,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552923,22,1,1,1,23,1azk57wev30h044w949j46kpu,1,14.1,83.2,2023-01-28T17:16:42.869Z,2023-01-28T17:16:46Z,3999816567,56,Back,3999816583,213,0.0,3999816575,140,36.6,3999816579,141,84.8,3999816581,212,23.7,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552937,23,1,1,1,24,1azk57wev30h044w949j46kpu,0,35.9,87.2,2023-01-28T17:16:43.908Z,2023-01-28T17:25:49Z,3999816677,212,10.0,3999816679,213,0.6,3999816671,56,Back,3999816673,140,43.7,3999816675,141,95.6,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552907,8,8,1,1,25,vaikl8nl7hdr4y9jj4jyb9ey,1,59.1,6.2,2023-01-28T17:16:44.644Z,2023-01-28T17:16:45Z,3999816493,56,Right,3999816507,15,,,,,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553083,24,4,1,1,29,1azk57wev30h044w949j46kpu,1,42.7,94,2023-01-28T17:16:49.530Z,2023-01-28T17:26:07Z,3999817501,265,,3999817495,13,,3999817499,152,,3999817497,56,Back,3999842213,233,9,3999817503,286,,,,,,,,envd6nvea5ssa98mq2bnd7otm,Jone Amezaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501552973,9,4,1,1,29,vaikl8nl7hdr4y9jj4jyb9ey,0,57.3,6,2023-01-28T17:16:49.531Z,2023-01-28T17:26:07Z,3999816855,56,Right,3999816853,13,,3999816859,265,,3999816857,152,,3999816861,285,,3999842229,233,24,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553131,25,1,1,1,44,1azk57wev30h044w949j46kpu,0,43.9,93.6,2023-01-28T17:17:04.181Z,2023-01-28T17:17:05Z,3999817637,141,96.0,3999817639,212,17.5,3999817641,213,0.1,3999817635,140,60.5,3999817633,56,Left,3999817629,5,,3999817631,152,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553141,10,8,1,1,46,vaikl8nl7hdr4y9jj4jyb9ey,1,44.6,3.8,2023-01-28T17:17:06.108Z,2023-01-28T17:17:06Z,3999817715,56,Back,,,,,,,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553149,11,5,1,1,47,vaikl8nl7hdr4y9jj4jyb9ey,0,45.9,-1.8,2023-01-28T17:17:06.564Z,2023-01-28T17:17:22Z,3999817747,56,Back,3999817749,347,,3999818363,233,26,,,,,,,,,,,,,,,,4trjsb4uoasjj3jwr77rh0k16,Athenea del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553283,26,5,1,1,47,1azk57wev30h044w949j46kpu,1,54.1,101.8,2023-01-28T17:17:06.564Z,2023-01-28T17:51:35Z,3999818357,233,11,3999818347,347,,3999818345,56,Left,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553307,27,1,1,2,2,1azk57wev30h044w949j46kpu,1,54,100,2023-01-28T17:17:21.718Z,2023-01-28T17:17:23Z,3999818467,107,,3999818471,56,Back,3999818475,141,82.9,3999818473,140,36.5,3999818479,213,3.7,3999818481,1,,3999818477,212,22.3,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553319,28,1,1,2,3,1azk57wev30h044w949j46kpu,1,36.5,82.4,2023-01-28T17:17:23.470Z,2023-01-28T17:17:24Z,3999818557,141,54.5,3999818555,140,13.2,3999818553,56,Back,3999818561,213,3.8,3999818559,212,31.0,,,,,,,,,,85vgjvamflqyzs4ov1fnaai95,Bibiane Schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553343,29,1,1,2,5,1azk57wev30h044w949j46kpu,1,13.1,54.3,2023-01-28T17:17:24.661Z,2023-01-28T17:17:27Z,3999818685,56,Back,3999818691,212,18.0,3999818689,141,36.0,3999818687,140,25.5,3999818693,213,5.5,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553371,30,1,1,2,8,1azk57wev30h044w949j46kpu,0,27.4,26.8,2023-01-28T17:17:27.798Z,2023-01-28T17:17:31Z,3999818857,141,20.4,3999818863,1,,3999818851,155,,3999818859,212,45.8,3999818861,213,6.2,3999818853,56,Right,3999818855,140,70.8,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553377,12,61,1,2,12,vaikl8nl7hdr4y9jj4jyb9ey,1,20.3,76,2023-01-28T17:17:32.022Z,2023-01-28T17:17:32Z,3999818889,56,Back,,,,,,,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553393,13,49,1,2,13,vaikl8nl7hdr4y9jj4jyb9ey,1,3.7,84.5,2023-01-28T17:17:32.997Z,2023-01-28T17:17:33Z,,,,,,,,,,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553453,14,1,1,2,16,vaikl8nl7hdr4y9jj4jyb9ey,0,2.8,91.1,2023-01-28T17:17:36.157Z,2023-01-28T17:17:39Z,3999819257,213,0.2,3999819255,212,40.5,3999819253,141,100.0,3999819259,1,,3999819247,155,,3999819251,140,40.8,3999819249,56,Back,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553457,15,5,1,2,19,vaikl8nl7hdr4y9jj4jyb9ey,0,33.8,101.5,2023-01-28T17:17:39.148Z,2023-01-28T17:17:53Z,3999819265,56,Back,3999819267,347,,3999819735,233,31,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553577,31,5,1,2,19,1azk57wev30h044w949j46kpu,1,66.2,-1.5,2023-01-28T17:17:39.148Z,2023-01-28T17:51:35Z,3999819731,233,15,3999819717,347,,3999819715,56,Right,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553587,32,1,1,2,33,1azk57wev30h044w949j46kpu,0,73.3,0,2023-01-28T17:17:53.222Z,2023-01-28T17:17:54Z,3999819777,56,Right,3999819781,141,15.9,3999819779,140,75.1,3999819775,107,,3999819783,212,11.9,3999819785,213,1.4,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553589,16,49,1,2,34,vaikl8nl7hdr4y9jj4jyb9ey,1,49.1,73.2,2023-01-28T17:17:54.477Z,2023-01-28T17:17:54Z,,,,,,,,,,,,,,,,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553601,17,1,1,2,35,vaikl8nl7hdr4y9jj4jyb9ey,1,49.1,73.2,2023-01-28T17:17:54.599Z,2023-01-28T17:17:55Z,3999819875,213,4.0,3999819867,141,57.3,3999819871,212,14.6,3999819865,140,39.7,3999819863,56,Back,,,,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553607,18,1,1,2,36,vaikl8nl7hdr4y9jj4jyb9ey,0,39.7,57.3,2023-01-28T17:17:55.837Z,2023-01-28T17:18:01Z,3999819905,56,Center,3999819913,213,5.8,3999819909,141,38.0,3999819911,212,27.9,3999819907,140,63.1,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553627,33,49,1,2,37,1azk57wev30h044w949j46kpu,1,41.3,63.3,2023-01-28T17:17:57.486Z,2023-01-28T17:17:57Z,,,,,,,,,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553717,34,1,1,2,40,1azk57wev30h044w949j46kpu,1,52.1,59.1,2023-01-28T17:18:00.079Z,2023-01-28T17:18:06Z,3999820441,56,Center,3999820439,155,,3999820449,213,5.7,3999820451,1,,3999820443,140,77.2,3999820445,141,32.4,3999820447,212,32.0,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553723,19,59,1,2,46,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-01-28T17:18:05.893Z,2023-01-28T18:10:57Z,3999820467,56,Back,,,,,,,,,,,,,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553721,35,50,1,2,46,1azk57wev30h044w949j46kpu,1,79.4,30.4,2023-01-28T17:18:06.287Z,2023-01-28T17:18:08Z,3999820457,286,,3999820561,233,20,3999820455,56,Center,,,,,,,,,,,,,,,,8xr1zxvovvxckh586adphufvt,Yulema Corres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553737,20,7,1,2,46,vaikl8nl7hdr4y9jj4jyb9ey,1,20.6,69.6,2023-01-28T17:18:06.288Z,2023-01-28T18:10:56Z,3999820527,56,Back,3999820557,233,35,3999820529,285,,,,,,,,,,,,,,,,,6h41rdmhfs08723t23zgi5vjd,Misa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553739,21,49,1,2,48,vaikl8nl7hdr4y9jj4jyb9ey,1,22.2,93.9,2023-01-28T17:18:07.766Z,2023-01-28T17:18:08Z,,,,,,,,,,,,,,,,,,,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553749,22,1,1,2,49,vaikl8nl7hdr4y9jj4jyb9ey,0,21.8,94.4,2023-01-28T17:18:08.678Z,2023-01-28T17:18:09Z,3999820581,155,,3999820583,56,Back,3999820585,140,41.2,3999820589,212,22.3,3999820591,213,5.9,3999820587,141,81.1,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553773,36,8,1,2,52,1azk57wev30h044w949j46kpu,1,59.4,8.2,2023-01-28T17:18:11.670Z,2023-01-28T17:18:11Z,3999820693,56,Right,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553809,23,1,1,2,55,vaikl8nl7hdr4y9jj4jyb9ey,0,37.2,74.5,2023-01-28T17:18:15.006Z,2023-01-28T17:18:18Z,3999820859,212,17.7,3999820851,3,,3999820861,213,0.0,3999820855,140,54.1,3999820853,56,Center,3999820857,141,74.7,,,,,,,10w88nr6r2nzxank4gv5gokbt,S. Svava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
