id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2527646153,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-04-02T15:38:39.865Z,2023-04-02T16:10:22Z,4158451639,59,"13, 8, 22, 21, 3, 5, 19, 12, 18, 7, 30, 1, 2, 4, 10, 14, 16, 20, 23, 25",4158451641,130,4,4158451645,194,5h9k65zukry196snla3xgmh91,4158451635,30,"7yd1zxbm6jnvxhmk1v2xyh9m1, 5h9k65zukry196snla3xgmh91, f0cwpq45aa7b5de10j9skw44p, 8h7r4d4z2gjne58xwu3koiok5, 3kfxvwa38a7oq0d126jm4o9ka, 3ruj0we4jma5m60xumyoir1ii, 9t2pn6dp6w38b169a5qo9c60a, 22zrashyijuh9pnjovqpyl8lx, dzhvgrdkl4nuj8z4fd9to0ag9, 9gdocwx006j6wyz4mnhzgzydx, 7mehm5v7egyc1r4qioexklbmc, 11so3nfejun31ajhmqjlwapqt, bgzh3zwl99bpnnpj37jn4dmtx, 4n6mnhjzt6zpicfea3ym678id, 2cl7scn4j10rfq44mweo735cl, 5ovqn6llocczhae9n1kzj5nf9, 1vqpa944d79cnljfbjb8yjlcl, c1r1tmscj963olp4yo8kedqdx, cvy1q6gtx1gs9ddemdpcf8ded, enc694gvlgycx72bhat5f7wbu",4158451643,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158600801,197,17950,4158451637,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4158451647,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527652229,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-04-02T15:44:31.750Z,2023-04-02T16:27:00Z,4158601367,197,14201,4158482477,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4158482489,59,"13, 17, 14, 3, 4, 2, 18, 21, 11, 19, 9, 1, 7, 23, 24, 27, 30, 12",4158482475,30,"d90k7acrynushpp6sld2e9h3p, 5zfnimycb0516oj3frebpisk4, comno008m9p6kg2cxtbc7suwa, 4jz2cnk91to6lp7cujbzhnwq2, c4bthgzk7mykmnkyn4142i3v8, 9wa7byb078u86r3x5bvzgkogl, 2j4zvd9upsax6m9vkodcd6vl6, cklnfn4gt480hn4o3m3d979w, de1rbqfoaq2wyrd2781bxqqc5, 1saqhw307zho8fyokoav1j6s4, 1ezefmix2gldcaoz0cdplw3x1, 77qiz0pydyy47nrcuqqtcom50, eaebjxv5o929urb7nerrq9qtw, 5lwte3qujkcw20jcc691itbdh, d20r1ne9lrj8jivt9qv1m6zth, 908l4ocdvhj1u7me82ehj97o4, buskvur4fy7ga63yv8akgr2ms, bwefhg110kbph4g04in7ynu38",4158482505,194,c4bthgzk7mykmnkyn4142i3v8,4158482495,130,18,4158482509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158482499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667857,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-04-02T16:00:42.996Z,2023-04-02T16:00:43Z,4158563271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667877,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-04-02T16:00:42.996Z,2023-04-02T16:00:44Z,4158563407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667899,3,1,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,50.1,50,2023-04-02T16:00:43.096Z,2023-04-02T16:00:46Z,4158563517,141,41.9,4158563515,140,32.3,4158563513,56,Back,4158563521,213,3.4,4158563519,212,19.5,4158563523,279,S,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667933,4,1,1,0,3,eqaszp3lzhffqt4f8hmzov72j,1,32.3,41.9,2023-04-02T16:00:46.214Z,2023-04-02T16:00:48Z,4158563697,140,19.7,4158563701,212,13.2,4158563703,213,3.1,4158563699,141,42.2,4158563695,56,Back,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667965,5,1,1,0,5,eqaszp3lzhffqt4f8hmzov72j,1,19.7,42.2,2023-04-02T16:00:48.055Z,2023-04-02T16:00:49Z,4158563887,212,18.0,4158563885,141,68.7,4158563889,213,1.6,4158563883,140,19.4,4158563881,56,Back,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667979,6,1,1,0,6,eqaszp3lzhffqt4f8hmzov72j,0,20.1,69.3,2023-04-02T16:00:49.463Z,2023-04-02T16:00:50Z,4158563965,213,1.2,4158563961,141,100.0,4158563963,212,23.3,4158563955,56,Back,4158563957,140,29.1,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527668003,3,5,1,0,7,bop6aslxmwvzsapdxsw3xbvfg,1,69.2,-1.3,2023-04-02T16:00:50.467Z,2023-04-02T16:58:38Z,4158564083,56,Right,4158564085,347,,4158564111,233,7,,,,,,,,,,,,,,,,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527667985,7,5,1,0,7,eqaszp3lzhffqt4f8hmzov72j,0,30.8,101.3,2023-04-02T16:00:50.467Z,2023-04-02T16:00:52Z,4158563981,56,Back,4158564179,233,3,4158563985,347,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
