id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2551473549,9,43,1,0,21,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-05-20T10:00:35.759Z,2023-05-20T10:00:46Z,4292261911,56,Left,4292261913,286,0,4292262175,144,3,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473531,9,49,1,0,21,e7p3lxg97gac51s71hotzi0a5,1,45.6,7.7,2023-05-20T10:00:36.228Z,2023-05-20T10:00:36Z,,,,,,,,,,,,,,,,,,,,,,,,,ccvlwuog9vngbz1ni809nc639,N. Okobi-Okeoghene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473537,10,50,1,0,22,e7p3lxg97gac51s71hotzi0a5,1,41.8,6.1,2023-05-20T10:00:37.187Z,2023-05-20T10:00:40Z,4292261855,56,Back,4292261965,233,11,4292261857,286,,,,,,,,,,,,,,,,,ccvlwuog9vngbz1ni809nc639,N. Okobi-Okeoghene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473555,11,7,1,0,22,b9ecgxh884j2ugjrxwvpym192,0,58.2,93.9,2023-05-20T10:00:37.188Z,2023-05-20T10:51:21Z,4292261941,56,Left,4292261943,285,,4292261945,233,10,,,,,,,,,,,,,,,,1vcx3sprpnorl4q43abs8iuei,María Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473911,22,3,1,0,23,e7p3lxg97gac51s71hotzi0a5,1,47.2,9.4,2023-05-20T10:00:37.362Z,2023-05-20T10:51:20Z,4292263823,56,Back,4292360681,233,391,4292263825,286,,,,,,,,,,,,,,,,,ccvlwuog9vngbz1ni809nc639,N. Okobi-Okeoghene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551493341,391,45,1,0,23,b9ecgxh884j2ugjrxwvpym192,0,52.8,90.6,2023-05-20T10:00:37.362Z,2023-05-20T10:51:17Z,4292360673,56,Left,4292360715,233,22,4292360675,285,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473573,11,1,1,0,25,e7p3lxg97gac51s71hotzi0a5,1,49.9,8.9,2023-05-20T10:00:39.428Z,2023-05-20T10:52:07Z,4292262057,141,13.4,4292262061,213,0.9,4292262059,212,4.0,4292262053,56,Right,4292262055,140,52.3,,,,,,,,,,ccvlwuog9vngbz1ni809nc639,N. Okobi-Okeoghene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473603,12,1,1,0,28,e7p3lxg97gac51s71hotzi0a5,1,46.6,19.7,2023-05-20T10:00:42.644Z,2023-05-20T10:00:48Z,4292262239,140,48.7,4292262241,141,81.8,4292262245,213,1.5,4292262243,212,42.3,4292262237,56,Back,4292262235,196,,4292262247,1,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473615,13,1,1,0,34,e7p3lxg97gac51s71hotzi0a5,1,49.6,86.2,2023-05-20T10:00:48.436Z,2023-05-20T10:00:50Z,4292262331,141,93.5,4292262335,213,0.2,4292262329,140,69.4,4292262333,212,21.4,4292262327,56,Left,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473641,14,1,1,0,35,e7p3lxg97gac51s71hotzi0a5,1,69.4,93.5,2023-05-20T10:00:50.147Z,2023-05-20T10:00:54Z,4292262427,212,9.9,4292262423,140,60.2,4292262425,141,90.5,4292262421,56,Left,4292262429,213,3.3,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473655,15,1,1,0,39,e7p3lxg97gac51s71hotzi0a5,1,60.2,90.5,2023-05-20T10:00:54.164Z,2023-05-20T10:00:56Z,4292262491,141,78.8,4292262487,56,Back,4292262489,140,42.8,4292262495,213,3.6,4292262493,212,19.9,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473663,16,1,1,0,41,e7p3lxg97gac51s71hotzi0a5,1,41.8,76.4,2023-05-20T10:00:55.939Z,2023-05-20T10:00:57Z,4292262539,213,0.4,4292262531,56,Left,4292262537,212,20.9,4292262535,141,87.1,4292262533,140,60.5,,,,,,,,,,aer03dwlu8hpnejk4uufpxisq,Nerea Gantxegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473671,17,1,1,0,43,e7p3lxg97gac51s71hotzi0a5,1,58.5,84.4,2023-05-20T10:00:57.684Z,2023-05-20T10:00:58Z,4292262571,141,77.5,4292262569,140,69.5,4292262573,212,12.5,4292262567,56,Center,4292262575,213,5.9,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473679,18,1,1,0,44,e7p3lxg97gac51s71hotzi0a5,1,69.5,77.5,2023-05-20T10:00:58.724Z,2023-05-20T10:01:00Z,4292262631,141,85.4,4292262627,56,Left,4292262633,212,12.0,4292262635,213,2.7,4292262629,140,59.3,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473705,19,1,1,0,45,e7p3lxg97gac51s71hotzi0a5,1,60.2,85.6,2023-05-20T10:01:00.084Z,2023-05-20T10:01:03Z,4292262789,212,14.5,4292262791,213,0.3,4292262787,141,92.9,4292262785,140,73.2,4292262783,56,Left,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473715,20,1,1,0,49,e7p3lxg97gac51s71hotzi0a5,0,72.7,82.3,2023-05-20T10:01:03.556Z,2023-05-20T12:02:29Z,4292262837,212,21.6,4292262831,56,Center,4292262839,213,4.9,4292262833,140,77.1,4292262835,141,51.3,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473723,12,49,1,0,51,b9ecgxh884j2ugjrxwvpym192,1,26.1,44.6,2023-05-20T10:01:06.288Z,2023-05-20T10:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473739,13,1,1,0,52,b9ecgxh884j2ugjrxwvpym192,1,26.2,43.7,2023-05-20T10:01:06.816Z,2023-05-20T10:01:08Z,4292262953,56,Back,4292262955,140,25.3,4292262957,141,9.7,4292262961,213,4.7,4292262959,212,23.1,,,,,,,,,,8fswi9ldpiuemw0y922tf7dud,P. Balcerzak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473769,14,1,1,0,54,b9ecgxh884j2ugjrxwvpym192,1,25.2,8.7,2023-05-20T10:01:08.864Z,2023-05-20T10:01:12Z,4292263103,141,2.8,4292263099,56,Right,4292263105,212,42.7,4292263107,213,6.2,4292263101,140,65.7,4292263109,1,,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473789,15,1,1,0,58,b9ecgxh884j2ugjrxwvpym192,1,65.3,2.8,2023-05-20T10:01:12.656Z,2023-05-20T10:01:15Z,4292263201,213,0.2,4292263199,212,20.7,4292263193,56,Right,4292263195,140,84.5,4292263197,141,9.9,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473805,16,1,1,1,0,b9ecgxh884j2ugjrxwvpym192,0,95.7,13.7,2023-05-20T10:01:15.008Z,2023-05-20T10:01:23Z,4292263253,56,Center,4292263247,2,,4292263257,140,100.0,4292263261,141,52.4,4292263265,212,26.9,4292263249,155,,4292263267,213,1.4,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473809,17,5,1,1,3,b9ecgxh884j2ugjrxwvpym192,0,101.1,59.8,2023-05-20T10:01:18.147Z,2023-05-20T10:01:20Z,4292263279,56,Center,4292263321,233,21,4292263283,346,,,,,,,,,,,,,,,,,eitv6t0xve84dgqlxutee0ys4,Bárbara López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473817,21,5,1,1,3,e7p3lxg97gac51s71hotzi0a5,1,-1.1,40.2,2023-05-20T10:01:18.147Z,2023-05-20T10:51:23Z,4292263301,56,Back,4292263315,233,17,4292263303,346,,,,,,,,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473935,23,1,1,1,29,e7p3lxg97gac51s71hotzi0a5,1,3.5,51.6,2023-05-20T10:01:44.148Z,2023-05-20T12:02:35Z,4292263967,213,5.6,4292263959,56,Back,4292264381,237,,4292263963,141,12.0,4292263965,212,44.1,4292263969,1,,4292263961,140,36.8,4292264379,124,,6d7hdegq9cbh7kr8sqvao1qt,D. Bačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473949,24,1,1,1,31,e7p3lxg97gac51s71hotzi0a5,1,36.8,12,2023-05-20T10:01:46.323Z,2023-05-20T12:02:33Z,4292264055,141,25.2,4292264053,140,37.0,4292264057,212,9.0,4292264059,213,1.5,4292264051,56,Back,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473959,25,1,1,1,34,e7p3lxg97gac51s71hotzi0a5,0,37,25.2,2023-05-20T10:01:48.451Z,2023-05-20T12:02:31Z,4292264087,56,Right,4292264091,141,12.6,4292264089,140,65.4,4292264095,213,6.0,4292264085,155,,4292264093,212,31.0,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473963,18,49,1,1,35,b9ecgxh884j2ugjrxwvpym192,1,23.1,96,2023-05-20T10:01:49.889Z,2023-05-20T10:01:49Z,,,,,,,,,,,,,,,,,,,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551473989,19,1,1,1,36,b9ecgxh884j2ugjrxwvpym192,1,22.2,96,2023-05-20T10:01:50.675Z,2023-05-20T10:01:55Z,4292264269,213,4.2,4292264255,56,Back,4292264267,212,33.1,4292264259,140,5.8,4292264271,1,,4292264263,141,54.4,,,,,,,aa93kg4nfvrpthvfkkofixwtm,Patri Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474001,20,1,1,1,41,b9ecgxh884j2ugjrxwvpym192,1,6.9,50.8,2023-05-20T10:01:55.553Z,2023-05-20T10:02:01Z,4292264373,213,5.1,4292264369,141,3.7,4292264375,1,,4292264365,56,Back,4292264371,212,34.0,4292264367,140,17.9,,,,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474037,21,1,1,1,46,b9ecgxh884j2ugjrxwvpym192,1,21.8,3.7,2023-05-20T10:02:00.993Z,2023-05-20T10:02:06Z,4292264589,140,36.7,4292264587,56,Back,4292264591,141,2.3,4292264593,212,15.7,4292264595,213,6.2,,,,,,,,,,auqzv0poi2q7tcardivb21m8l,Ana Carol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474043,22,1,1,1,51,b9ecgxh884j2ugjrxwvpym192,0,37.3,2.5,2023-05-20T10:02:06.145Z,2023-05-20T10:02:13Z,4292264611,56,Right,4292264619,213,6.2,4292264759,189,,4292264617,212,27.4,4292264615,141,0.0,4292264613,140,63.3,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474057,23,5,1,1,55,b9ecgxh884j2ugjrxwvpym192,0,70.2,-1,2023-05-20T10:02:09.459Z,2023-05-20T10:51:23Z,4292264695,56,Right,4292264697,347,,4292264833,233,26,,,,,,,,,,,,,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474075,26,5,1,1,55,e7p3lxg97gac51s71hotzi0a5,1,29.8,101,2023-05-20T10:02:09.459Z,2023-05-20T10:02:16Z,4292264821,56,Back,4292264827,233,23,4292264823,347,,,,,,,,,,,,,,,,,1sr39v8ooejvspbdo6fqpckyc,N. Muth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474119,27,1,1,2,5,e7p3lxg97gac51s71hotzi0a5,1,23.9,100,2023-05-20T10:02:20.117Z,2023-05-20T10:02:26Z,4292265049,140,47.7,4292265051,141,89.6,4292265053,212,26.2,4292265055,213,6.0,4292265047,56,Back,4292265045,107,,4292265057,1,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474121,28,61,1,2,12,e7p3lxg97gac51s71hotzi0a5,1,47.3,92.1,2023-05-20T10:02:26.409Z,2023-05-20T10:02:26Z,4292265061,56,Back,,,,,,,,,,,,,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474153,24,5,1,2,12,b9ecgxh884j2ugjrxwvpym192,1,52.2,-1.5,2023-05-20T10:02:26.995Z,2023-05-20T10:02:33Z,4292265235,56,Right,4292265243,233,29,4292265237,347,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474139,29,5,1,2,12,e7p3lxg97gac51s71hotzi0a5,0,47.8,101.5,2023-05-20T10:02:26.995Z,2023-05-20T10:51:23Z,4292265249,233,24,4292265147,56,Back,4292265149,347,,,,,,,,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474163,25,1,1,2,18,b9ecgxh884j2ugjrxwvpym192,1,47.7,0,2023-05-20T10:02:32.706Z,2023-05-20T10:02:35Z,4292265321,1,,4292265319,213,0.3,4292265311,56,Right,4292265313,140,67.6,4292265309,107,,4292265315,141,8.3,4292265317,212,21.9,,,,67kef1hzytkax2iyeg2il5nth,P. Hmírová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474167,26,44,1,2,20,b9ecgxh884j2ugjrxwvpym192,1,71.2,12.8,2023-05-20T10:02:35.203Z,2023-05-20T10:02:36Z,4292265341,286,,4292265357,233,30,4292265339,56,Right,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474171,30,44,1,2,20,e7p3lxg97gac51s71hotzi0a5,0,28.8,87.2,2023-05-20T10:02:35.204Z,2023-05-20T10:02:36Z,4292265349,56,Back,4292265351,285,,4292265373,233,26,,,,,,,,,,,,,,,,d5i62fwuf8ohc8fcq3lxboiga,Esther Martín-Pozuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551474181,27,1,1,2,20,b9ecgxh884j2ugjrxwvpym192,1,67,6.8,2023-05-20T10:02:35.330Z,2023-05-20T10:02:38Z,4292265419,213,0.3,4292265411,56,Right,4292265407,3,,4292265417,212,18.7,4292265413,140,83.8,4292265415,141,16.0,4292265409,168,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
