id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2543949079,4,7,1,0,13,vaikl8nl7hdr4y9jj4jyb9ey,0,58.2,73.4,2023-05-05T18:02:16.497Z,2023-05-05T20:06:16Z,4252188869,56,Center,4252188871,285,,4252687499,233,5,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949099,5,43,1,0,15,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:18.799Z,2023-05-05T20:06:32Z,4252688211,144,7,4252188975,56,Left,4252188977,285,0,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949101,6,49,1,0,17,vaikl8nl7hdr4y9jj4jyb9ey,1,62.8,92,2023-05-05T18:02:20.592Z,2023-05-05T18:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949127,8,1,1,0,17,vaikl8nl7hdr4y9jj4jyb9ey,1,62.8,92,2023-05-05T18:02:20.896Z,2023-05-05T18:02:25Z,4252189097,212,12.6,4252189099,213,4.3,4252189095,141,74.8,4252189091,56,Center,4252189093,140,58.3,,,,,,,,,,7l3val0z7xwpaptf5ebgimnyt,S. Toletti,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949147,9,1,1,0,22,vaikl8nl7hdr4y9jj4jyb9ey,1,67.2,77.2,2023-05-05T18:02:25.727Z,2023-05-05T18:02:26Z,4252189179,141,94.8,4252189177,140,72.6,4252189181,212,13.2,4252189175,56,Left,4252189183,213,1.1,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949165,11,1,1,0,23,vaikl8nl7hdr4y9jj4jyb9ey,1,72.6,94.8,2023-05-05T18:02:26.688Z,2023-05-05T18:02:28Z,4252189245,56,Left,4252189251,212,20.9,4252189249,141,88.9,4252189247,140,92.1,4252189253,213,6.1,,,,,,,,,,1xs185h82mmyp8z86s1f6jucq,L. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949119,7,43,1,0,25,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:28.040Z,2023-05-05T18:05:49Z,4252201527,144,49,,,,,,,,,,,,,,,,,,,,,,1xs185h82mmyp8z86s1f6jucq,L. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949159,10,43,1,0,25,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:28.646Z,2023-05-05T18:05:53Z,4252189225,56,Left,4252189227,140,90.6,4252189229,141,94.8,4252189231,212,16.3,4252189233,213,6.2,4252201813,144,1,,,,,,,1xs185h82mmyp8z86s1f6jucq,L. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949189,13,43,1,0,25,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:28.800Z,2023-05-05T18:05:56Z,4252189343,2,0,4252189353,212,26.5,4252189345,155,0,4252189355,213,4.8,4252189347,56,Center,4252189351,141,50.0,4252189349,140,92.8,4252202035,144,1,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949187,12,1,1,0,27,vaikl8nl7hdr4y9jj4jyb9ey,0,90.6,94.8,2023-05-05T18:02:30.303Z,2023-05-05T20:07:19Z,4252189341,213,4.8,4252189335,140,93.7,4252189333,56,Center,4252189337,141,51.8,4252189339,212,29.4,4252189329,2,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,
2544045485,633,61,1,0,28,bxlqcsb8ylen7lng9qy50eoq5,1,6.2,43.1,2023-05-05T18:02:31Z,2023-05-05T20:07:21Z,4252690547,56,Back,,,,,,,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949239,14,15,1,0,29,vaikl8nl7hdr4y9jj4jyb9ey,1,90.1,59.1,2023-05-05T18:02:32.671Z,2023-05-05T18:03:53Z,4252194823,103,19,4252189573,17,,4252194819,102,53.2,4252194817,76,,4252194827,458,,4252194829,146,91.7,4252194227,233,14,4252189577,56,Center,9k9f6c1xb7kfaq3siophz7ca1,C. Møller,4252194835,231,50.5,4252194831,147,58.1,4252194215,72,4252194833,230,99.1,4252194221,82,4252189569,22,,,,,,,,,,,
2543949527,14,10,1,0,29,bxlqcsb8ylen7lng9qy50eoq5,1,13,51.2,2023-05-05T18:02:32.771Z,2023-05-05T18:03:46Z,4252190945,56,Back,4252190943,94,,4252194245,233,14,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949301,16,1,1,0,32,vaikl8nl7hdr4y9jj4jyb9ey,0,87.4,40.1,2023-05-05T18:02:35.616Z,2023-05-05T18:02:36Z,4252189865,213,1.7,4252189859,212,11.6,4252189853,140,86.0,4252189855,141,57.0,4252189851,56,Center,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949241,15,43,1,0,33,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:36.078Z,2023-05-05T18:04:07Z,4252195735,144,39,4252189605,250,0,4252189597,17,0,4252189599,56,Center,4252189595,22,0,,,,,,,,,,9k9f6c1xb7kfaq3siophz7ca1,C. Møller,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949317,17,43,1,0,36,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:39.942Z,2023-05-05T18:06:01Z,4252189953,212,3.6,4252189947,140,85.6,4252189949,141,46.9,4252189957,213,1.3,4252189945,56,Center,4252202267,144,1,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949375,9,1,1,0,38,bxlqcsb8ylen7lng9qy50eoq5,1,22.3,37.9,2023-05-05T18:02:41.872Z,2023-05-05T20:06:20Z,4252190253,212,12.4,4252190255,213,1.0,4252190247,56,Back,4252190251,141,53.3,4252190249,140,28.6,,,,,,,,,,91vjxbtjn9fmsatxvncmwxyhh,Esther Sullastres,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949407,10,1,1,0,39,bxlqcsb8ylen7lng9qy50eoq5,1,26.5,48.7,2023-05-05T18:02:42.702Z,2023-05-05T18:02:44Z,4252190389,140,31.8,4252190387,56,Back,4252190391,141,65.5,4252190393,212,12.7,4252190395,213,1.1,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949419,11,1,1,0,40,bxlqcsb8ylen7lng9qy50eoq5,0,33.5,50.1,2023-05-05T18:02:43.252Z,2023-05-05T20:09:07Z,4252190469,140,46.6,4252190467,56,Back,4252190471,141,67.0,4252190473,212,17.9,4252190475,213,0.7,,,,,,,,,,f24lwuatps6dy3yzdifyir6qd,Diana Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949429,19,1,1,0,40,vaikl8nl7hdr4y9jj4jyb9ey,1,39.5,41,2023-05-05T18:02:43.815Z,2023-05-05T20:09:01Z,4252190519,140,45.9,4252190517,56,Back,4252190521,141,16.5,4252190523,212,18.0,4252190525,213,5.1,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949427,18,43,1,0,42,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:45.166Z,2023-05-05T18:06:05Z,4252190507,141,14.9,4252190509,212,17.0,4252190505,140,47.7,4252190511,213,5.0,4252202557,144,1,4252190503,56,Back,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949501,21,1,1,0,42,vaikl8nl7hdr4y9jj4jyb9ey,1,45.9,16.5,2023-05-05T18:02:45.711Z,2023-05-05T18:02:50Z,4252190831,56,Back,4252190841,212,29.6,4252190845,213,1.8,4252190837,141,58.5,4252190833,140,38.5,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949493,20,43,1,0,45,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:48.703Z,2023-05-05T18:06:08Z,4252190783,141,50.1,4252202809,144,1,4252190781,140,37.0,4252190785,212,16.5,4252190779,56,Back,4252190787,213,2.0,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949435,13,43,1,0,46,bxlqcsb8ylen7lng9qy50eoq5,1,0,0,2023-05-05T18:02:49.006Z,2023-05-05T18:02:48Z,4252190717,144,10,4252190553,94,0,4252190555,56,Back,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949567,23,1,1,0,47,vaikl8nl7hdr4y9jj4jyb9ey,1,43,62.3,2023-05-05T18:02:50.703Z,2023-05-05T18:02:55Z,4252191135,141,27.7,4252191131,56,Back,4252191139,213,4.7,4252191137,212,23.5,4252191133,140,42.4,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949557,22,43,1,0,49,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:52.830Z,2023-05-05T20:08:13Z,4252692943,144,1,4252191075,213,4.6,4252191071,141,24.6,4252191069,140,38.6,4252191067,56,Back,4252191073,212,23.7,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949725,25,1,1,0,52,vaikl8nl7hdr4y9jj4jyb9ey,1,46.9,22.5,2023-05-05T18:02:55.264Z,2023-05-05T18:03:07Z,4252191933,140,33.3,4252191939,213,2.0,4252191937,212,33.8,4252191941,1,,4252191931,56,Back,4252191935,141,67.5,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949681,24,43,1,0,54,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:02:57.886Z,2023-05-05T20:08:20Z,4252191695,213,2.1,4252191691,212,26.3,4252693211,144,1,4252191685,140,30.3,4252191683,56,Back,4252191687,141,57.3,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949735,26,1,1,1,3,vaikl8nl7hdr4y9jj4jyb9ey,1,34.5,52.7,2023-05-05T18:03:06.703Z,2023-05-05T18:03:08Z,4252191985,212,18.0,4252191979,56,Back,4252191981,140,35.3,4252191987,213,4.8,4252191983,141,26.2,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949757,27,43,1,1,4,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-05T18:03:07.488Z,2023-05-05T20:08:25Z,4252192043,212,27.1,4252693455,144,1,4252192041,141,27.9,4252192039,140,41.0,4252192047,213,5.0,4252192037,56,Back,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949799,28,1,1,1,7,vaikl8nl7hdr4y9jj4jyb9ey,1,40.2,18.6,2023-05-05T18:03:10.974Z,2023-05-05T18:03:11Z,4252192181,141,1.4,4252192185,213,5.8,4252192179,140,63.8,4252192183,212,27.4,4252192177,56,Right,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949819,29,1,1,1,10,vaikl8nl7hdr4y9jj4jyb9ey,1,64.6,1.9,2023-05-05T18:03:13.958Z,2023-05-05T18:03:13Z,4252192291,213,2.9,4252192287,141,5.9,4252192289,212,12.9,4252192285,140,52.6,4252192283,56,Right,,,,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949857,30,1,1,1,13,vaikl8nl7hdr4y9jj4jyb9ey,1,45,14.1,2023-05-05T18:03:16.070Z,2023-05-05T18:03:16Z,4252192451,213,2.2,4252192447,141,23.4,4252192449,212,7.8,4252192445,140,40.6,4252192443,56,Back,,,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949865,31,3,1,1,15,vaikl8nl7hdr4y9jj4jyb9ey,0,46.3,13,2023-05-05T18:03:18.589Z,2023-05-05T18:03:18Z,4252192489,286,,4252192485,56,Back,4252192627,233,15,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949875,15,7,1,1,15,bxlqcsb8ylen7lng9qy50eoq5,1,53.7,87,2023-05-05T18:03:18.590Z,2023-05-05T18:03:17Z,4252192543,56,Left,4252192545,285,,4252192585,233,31,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949879,16,49,1,1,16,bxlqcsb8ylen7lng9qy50eoq5,1,54.6,85.3,2023-05-05T18:03:19.764Z,2023-05-05T18:03:17Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949911,17,1,1,1,17,bxlqcsb8ylen7lng9qy50eoq5,0,54.9,83.9,2023-05-05T18:03:20.512Z,2023-05-05T18:03:19Z,4252192719,212,10.3,4252192717,141,76.0,4252192715,140,63.3,4252192713,56,Center,4252192721,213,5.7,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949917,32,8,1,1,19,vaikl8nl7hdr4y9jj4jyb9ey,1,41.8,25.9,2023-05-05T18:03:22.855Z,2023-05-05T18:03:19Z,4252192735,56,Back,,,,,,,,,,,,,,,,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949943,18,4,1,1,21,bxlqcsb8ylen7lng9qy50eoq5,1,54.4,69,2023-05-05T18:03:24.580Z,2023-05-05T18:03:26Z,4252192861,286,,4252192855,56,Center,4252192859,265,,4252192857,152,,4252193089,233,33,4252192853,13,,,,,,,,u29d1e3mswrdqx1aqfhuj8ph,J. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
2543949959,33,4,1,1,21,vaikl8nl7hdr4y9jj4jyb9ey,0,45.6,31,2023-05-05T18:03:24.581Z,2023-05-05T18:03:26Z,4252193029,233,18,4252192975,285,,4252192973,265,,4252192971,152,,4252192967,13,,4252192969,56,Back,,,,,,,47wzwvf5ksv7kdivj9ra96l0p,F. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950347,19,1,1,1,51,bxlqcsb8ylen7lng9qy50eoq5,0,54.6,67.3,2023-05-05T18:03:54.763Z,2023-05-05T18:03:55Z,4252195009,56,Center,4252195007,152,,4252195013,141,42.4,4252195005,155,,4252195015,212,39.2,4252195011,140,88.3,4252195019,1,,4252195017,213,5.8,7vtua260sxp339ie21any0zc9,Rosa Otermin,4252195003,5,,,,,,,,,,,,,,,,,,,,,,,,
2543950361,34,12,1,1,54,vaikl8nl7hdr4y9jj4jyb9ey,1,14.8,61.2,2023-05-05T18:03:57.990Z,2023-05-05T18:03:56Z,4252195073,140,18.8,4252195075,141,61.7,4252195071,56,Back,4252195077,212,4.2,4252195079,213,0.1,4252195091,15,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950375,20,13,1,1,56,bxlqcsb8ylen7lng9qy50eoq5,1,79.6,42.5,2023-05-05T18:03:59.547Z,2023-05-05T18:04:10Z,4252195901,102,50.6,4252195905,215,,4252195117,18,,4252195119,56,Center,4252195911,230,98.5,4252195431,24,,4252195899,74,,4252195907,328,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,4252195913,231,49.1,4252195909,458,,4252195433,20,4252195903,103,88.9,,,,,,,,,,,,,,,
2543950385,21,5,1,1,57,bxlqcsb8ylen7lng9qy50eoq5,0,101.4,49,2023-05-05T18:04:00.950Z,2023-05-05T18:17:32Z,4252195241,233,35,4252195183,56,Center,4252195185,346,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950381,35,5,1,1,57,vaikl8nl7hdr4y9jj4jyb9ey,1,-1.4,51,2023-05-05T18:04:00.950Z,2023-05-05T18:03:59Z,4252195157,346,,4252195153,56,Back,4252195211,233,21,,,,,,,,,,,,,,,,59k0w00mz9tbm2mehy6ix113p,Ivana Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950659,36,1,1,2,14,vaikl8nl7hdr4y9jj4jyb9ey,1,4.8,57.3,2023-05-05T18:04:17.983Z,2023-05-05T18:51:55Z,4252196573,140,46.2,4252196569,155,,4252196567,124,,4252196581,1,,4252196579,213,5.6,4252196577,212,57.1,4252196571,56,Back,4252196575,141,2.8,6h41rdmhfs08723t23zgi5vjd,Misa,4252196587,74,,,,,,,,,,,,,,,,,,,,,,,,
2543950687,37,1,1,2,15,vaikl8nl7hdr4y9jj4jyb9ey,0,46.2,2.8,2023-05-05T18:04:18.871Z,2023-05-05T18:04:20Z,4252196683,56,Right,4252196679,3,,4252196687,140,53.5,4252196693,141,7.7,4252196695,212,8.4,4252196697,213,0.4,,,,,,,d4gjsmv5dqgv9w2e115gh7kk5,K. Robles,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950689,22,8,1,2,18,bxlqcsb8ylen7lng9qy50eoq5,1,47.2,94.1,2023-05-05T18:04:21.347Z,2023-05-05T18:20:10Z,4252196747,15,,4252196699,56,Back,,,,,,,,,,,,,,,,,,,f24lwuatps6dy3yzdifyir6qd,Diana Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,
2543950717,23,5,1,2,18,bxlqcsb8ylen7lng9qy50eoq5,0,51.8,101.4,2023-05-05T18:04:21.984Z,2023-05-05T18:17:32Z,4252196839,347,,4252196837,56,Left,4252197467,233,38,,,,,,,,,,,,,,,,f24lwuatps6dy3yzdifyir6qd,Diana Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,
