id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2518555323,4,49,1,0,13,9ns699xp353c84r1g6epazycl,1,44.4,91.5,2023-03-11T17:17:34.355Z,2023-03-11T17:17:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555373,5,1,1,0,13,9ns699xp353c84r1g6epazycl,1,44.4,91.5,2023-03-11T17:17:34.692Z,2023-03-11T17:17:38Z,4089483113,213,2.6,4089483105,56,Back,4089483107,140,38.6,4089483109,141,96.8,4089483111,212,7.1,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555413,6,1,1,0,17,9ns699xp353c84r1g6epazycl,1,24,92.6,2023-03-11T17:17:38.581Z,2023-03-11T17:17:42Z,4089483353,140,16.6,4089483359,213,4.0,4089483357,212,12.2,4089483351,56,Back,4089483355,141,78.7,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555431,7,1,1,0,21,9ns699xp353c84r1g6epazycl,0,14.5,80.6,2023-03-11T17:17:42.083Z,2023-03-11T17:17:44Z,4089483455,141,94.1,4089483459,213,0.2,4089483451,56,Left,4089483457,212,44.5,4089483449,155,,4089483461,1,,4089483453,140,56.0,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555459,8,1,1,0,24,bop6aslxmwvzsapdxsw3xbvfg,1,43.8,11.1,2023-03-11T17:17:45.229Z,2023-03-11T17:17:47Z,4089483611,212,8.6,4089483607,140,52.0,4089483615,213,0.1,4089483605,56,Right,4089483609,141,12.0,4089483603,3,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555467,9,44,1,0,25,bop6aslxmwvzsapdxsw3xbvfg,1,52.2,7.6,2023-03-11T17:17:46.819Z,2023-03-11T17:17:48Z,4089483647,286,,4089483673,233,8,4089483643,56,Right,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555455,8,44,1,0,25,9ns699xp353c84r1g6epazycl,0,47.8,92.4,2023-03-11T17:17:46.820Z,2023-03-11T17:17:48Z,4089483597,56,Back,4089483599,285,,4089483711,233,9,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555477,10,1,1,0,26,bop6aslxmwvzsapdxsw3xbvfg,1,52,12,2023-03-11T17:17:47.854Z,2023-03-11T17:17:49Z,4089483743,140,48.8,4089483749,213,1.9,4089483739,3,,4089483745,141,24.6,4089483741,56,Back,4089483747,212,9.2,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555481,11,49,1,0,28,bop6aslxmwvzsapdxsw3xbvfg,1,48.8,24.6,2023-03-11T17:17:49.133Z,2023-03-11T17:17:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555493,12,1,1,0,28,bop6aslxmwvzsapdxsw3xbvfg,1,48.8,24.6,2023-03-11T17:17:49.485Z,2023-03-11T17:17:50Z,4089483839,141,42.8,4089483841,212,24.2,4089483837,140,68.6,4089483835,56,Center,4089483843,213,0.5,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555501,13,1,1,0,29,bop6aslxmwvzsapdxsw3xbvfg,1,68.6,42.8,2023-03-11T17:17:50.861Z,2023-03-11T17:17:51Z,4089483891,213,4.5,4089483883,56,Center,4089483909,156,,4089483889,212,2.7,4089483885,140,68.0,4089483887,141,38.9,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555535,14,1,1,0,31,bop6aslxmwvzsapdxsw3xbvfg,1,68.5,36.6,2023-03-11T17:17:52.829Z,2023-03-11T17:17:55Z,4089484103,212,24.1,4089484097,56,Right,4089484101,141,13.1,4089484099,140,85.7,4089484105,213,5.6,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555565,15,1,1,0,34,bop6aslxmwvzsapdxsw3xbvfg,0,87.9,13.4,2023-03-11T17:17:55.325Z,2023-03-11T17:17:58Z,4089484293,212,15.4,4089484289,140,77.9,4089484287,56,Center,4089484291,141,30.0,4089484295,213,2.3,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555573,9,8,1,0,37,9ns699xp353c84r1g6epazycl,1,10.9,69.1,2023-03-11T17:17:58.900Z,2023-03-11T17:17:59Z,4089484317,56,Back,,,,,,,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555611,16,1,1,0,38,bop6aslxmwvzsapdxsw3xbvfg,1,83,20.1,2023-03-11T17:17:59.502Z,2023-03-11T17:18:02Z,4089484523,213,1.4,4089484515,56,Center,4089484517,140,84.1,4089484513,3,,4089484519,141,30.4,4089484521,212,7.1,,,,,,,2cl7scn4j10rfq44mweo735cl,C. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555623,17,1,1,0,41,bop6aslxmwvzsapdxsw3xbvfg,0,95.6,24.4,2023-03-11T17:18:02.302Z,2023-03-11T17:18:03Z,4089484595,155,,4089484597,56,Center,4089484609,213,1.8,4089484607,212,18.3,4089484601,140,91.6,4089484593,2,,4089484605,141,50.6,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555707,18,49,1,0,48,bop6aslxmwvzsapdxsw3xbvfg,1,64.9,69,2023-03-11T17:18:09.293Z,2023-03-11T17:18:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555765,19,1,1,0,48,bop6aslxmwvzsapdxsw3xbvfg,1,67.8,65.7,2023-03-11T17:18:09.901Z,2023-03-11T17:18:16Z,4089485327,140,56.4,4089485331,212,21.2,4089485325,56,Left,4089485329,141,91.5,4089485333,213,2.2,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555803,20,1,1,0,55,bop6aslxmwvzsapdxsw3xbvfg,1,58.8,90.8,2023-03-11T17:18:16.749Z,2023-03-11T18:10:04Z,4089485561,212,19.7,4089485563,213,0.1,4089485559,141,92.9,4089485557,140,77.5,4089485555,56,Left,,,,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555811,21,61,1,0,56,bop6aslxmwvzsapdxsw3xbvfg,0,77.3,92.9,2023-03-11T17:18:17.909Z,2023-03-11T18:10:07Z,4089485585,56,Left,,,,,,,,,,,,,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555817,10,5,1,0,57,9ns699xp353c84r1g6epazycl,1,21.2,-1.8,2023-03-11T17:18:17.941Z,2023-03-11T17:18:24Z,4089485799,233,22,4089485619,347,,4089485617,56,Back,,,,,,,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555847,22,5,1,0,57,bop6aslxmwvzsapdxsw3xbvfg,0,78.8,101.8,2023-03-11T17:18:17.941Z,2023-03-11T19:12:58Z,4089485737,56,Left,4089485899,233,10,4089485739,347,,,,,,,,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555873,11,1,1,1,0,9ns699xp353c84r1g6epazycl,1,23,0,2023-03-11T17:18:21.460Z,2023-03-11T17:18:24Z,4089485869,213,2.3,4089485859,107,,4089485863,140,12.4,4089485861,56,Back,4089485867,212,15.9,4089485865,141,14.6,,,,,,,e7e86fnm9fyy937yep9pocbft,Antônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555945,12,1,1,1,3,9ns699xp353c84r1g6epazycl,1,13.6,15.3,2023-03-11T17:18:24.227Z,2023-03-11T17:18:32Z,4089486299,141,40.0,4089486301,212,19.8,4089486297,140,3.7,4089486295,56,Back,4089486303,213,2.1,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518555973,13,1,1,1,11,9ns699xp353c84r1g6epazycl,0,7.3,45.8,2023-03-11T17:18:32.372Z,2023-03-11T17:18:35Z,4089486459,213,0.1,4089486457,212,43.9,4089486451,56,Back,4089486449,157,,4089486455,141,50.7,4089486461,1,,4089486453,140,49.0,,,,b21lh284pf59feun9ktzfmc8a,L. Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556001,23,1,1,1,14,bop6aslxmwvzsapdxsw3xbvfg,0,46,52.5,2023-03-11T17:18:35.838Z,2023-03-11T18:10:27Z,4089486575,141,49.0,4089486577,212,21.1,4089486571,56,Center,4089486579,213,6.2,4089486569,3,,4089486573,140,66.0,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556045,14,1,1,1,17,9ns699xp353c84r1g6epazycl,1,34.1,56.6,2023-03-11T17:18:38.341Z,2023-03-11T17:18:40Z,4089486775,212,24.7,4089486765,3,,4089486771,140,54.2,4089486777,213,5.7,4089486773,141,37.7,4089486769,56,Center,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556077,15,1,1,1,19,9ns699xp353c84r1g6epazycl,0,54.2,37.7,2023-03-11T17:18:40.532Z,2023-03-11T17:18:43Z,4089486943,140,88.5,4089486951,1,,4089486949,213,6.3,4089486947,212,36.0,4089486941,56,Center,4089486945,141,37.1,4089486939,155,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556099,24,52,1,1,24,bop6aslxmwvzsapdxsw3xbvfg,1,13.4,56,2023-03-11T17:18:45.501Z,2023-03-11T17:18:45Z,,,,,,,,,,,,,,,,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556149,25,80,1,1,30,bop6aslxmwvzsapdxsw3xbvfg,0,13.4,57.8,2023-03-11T17:18:51.117Z,2023-03-11T17:18:51Z,,,,,,,,,,,,,,,,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556205,26,1,1,1,34,bop6aslxmwvzsapdxsw3xbvfg,0,23.5,51.3,2023-03-11T17:18:55.357Z,2023-03-11T19:45:17Z,4089487645,157,,4089487647,198,,4089487659,1,,4089487653,141,75.3,4089487655,212,58.8,4089487657,213,0.3,4089487649,56,Center,4089487651,140,77.3,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556219,16,43,1,1,38,9ns699xp353c84r1g6epazycl,1,0,0,2023-03-11T17:18:59.506Z,2023-03-11T17:19:31Z,4089487725,56,Back,4089487727,285,0,4089489237,144,44,,,,,,,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556233,17,1,1,1,39,9ns699xp353c84r1g6epazycl,0,28.9,31.2,2023-03-11T17:19:00.355Z,2023-03-11T17:19:01Z,4089487823,212,18.2,4089487815,3,,4089487817,56,Back,4089487825,213,5.5,4089487821,141,12.3,4089487819,140,41.2,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556239,27,1,1,1,40,bop6aslxmwvzsapdxsw3xbvfg,1,62.5,79.9,2023-03-11T17:19:01.358Z,2023-03-11T17:19:02Z,4089487841,141,76.6,4089487839,140,72.5,4089487845,213,6.1,4089487843,212,10.7,4089487837,56,Center,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556257,28,1,1,1,41,bop6aslxmwvzsapdxsw3xbvfg,1,72.5,76.6,2023-03-11T17:19:02.588Z,2023-03-11T18:11:45Z,4089487949,213,4.1,4089487943,140,68.7,4089487961,156,,4089487947,212,6.6,4089487941,56,Center,4089487945,141,68.8,,,,,,,40wxai4gm0pdry6545i5c68ve,Salma Paralluelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556275,29,1,1,1,44,bop6aslxmwvzsapdxsw3xbvfg,0,68.2,69.3,2023-03-11T17:19:05.838Z,2023-03-11T17:19:06Z,4089488033,140,68.4,4089488035,141,88.6,4089488029,155,,4089488037,212,13.1,4089488031,56,Left,4089488039,213,1.6,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556299,18,1,1,1,45,9ns699xp353c84r1g6epazycl,1,39.8,7.4,2023-03-11T17:19:06.067Z,2023-03-11T17:19:09Z,4089488169,213,0.1,4089488163,140,54.7,4089488159,3,,4089488165,141,8.8,4089488161,56,Right,4089488167,212,15.7,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556301,19,49,1,1,48,9ns699xp353c84r1g6epazycl,1,53.9,7.4,2023-03-11T17:19:09.765Z,2023-03-11T19:22:52Z,,,,,,,,,,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518595611,417,50,1,1,49,9ns699xp353c84r1g6epazycl,1,45.1,14.6,2023-03-11T17:19:10.253Z,2023-03-11T18:11:25Z,4089694125,286,,4089694187,233,30,4089694123,56,Back,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556305,30,7,1,1,49,bop6aslxmwvzsapdxsw3xbvfg,0,54.9,85.4,2023-03-11T17:19:10.254Z,2023-03-11T18:11:25Z,4089488195,285,,4089694167,233,417,4089488193,56,Left,,,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556325,20,1,1,1,51,9ns699xp353c84r1g6epazycl,1,45.1,17.9,2023-03-11T17:19:12.115Z,2023-03-11T18:12:01Z,4089488299,56,Back,4089488305,212,19.3,4089488301,140,29.1,4089488307,213,2.6,4089488303,141,31.8,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556337,21,1,1,1,53,9ns699xp353c84r1g6epazycl,0,23.9,33.9,2023-03-11T17:19:14.339Z,2023-03-11T19:22:44Z,4089488379,56,Back,4089488383,141,18.3,4089488385,212,20.9,4089488387,213,5.8,4089488381,140,41.1,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556327,31,1,1,1,53,bop6aslxmwvzsapdxsw3xbvfg,0,72.8,63.4,2023-03-11T17:19:14.480Z,2023-03-11T17:19:15Z,4089488313,140,65.8,4089488311,56,Center,4089488317,212,9.8,4089488319,213,2.4,4089488315,141,72.9,,,,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556345,22,1,1,1,56,9ns699xp353c84r1g6epazycl,1,41.1,18.3,2023-03-11T17:19:17.171Z,2023-03-11T17:19:18Z,4089488453,213,3.8,4089488445,56,Back,4089488447,140,31.2,4089488449,141,6.8,4089488451,212,13.0,,,,,,,,,,25u358p365rnbnt0cptnyt3h1,Tatiana Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556401,23,1,1,1,57,9ns699xp353c84r1g6epazycl,1,31.2,6.8,2023-03-11T17:19:18.483Z,2023-03-11T17:19:21Z,4089488629,213,2.3,4089488623,140,20.8,4089488627,212,17.3,4089488621,56,Back,4089488625,141,26.5,,,,,,,,,,e7e86fnm9fyy937yep9pocbft,Antônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556459,24,1,1,2,0,9ns699xp353c84r1g6epazycl,1,20.7,22.7,2023-03-11T17:19:21.077Z,2023-03-11T17:19:26Z,4089488965,141,10.7,4089488967,212,66.7,4089488961,56,Right,4089488971,1,,4089488957,155,,4089488969,213,6.2,4089488963,140,83.7,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556463,25,50,1,2,5,9ns699xp353c84r1g6epazycl,1,90.4,19.6,2023-03-11T17:19:26.628Z,2023-03-11T17:19:36Z,4089489477,233,32,4089489403,286,,4089488987,56,Right,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556525,32,7,1,2,5,bop6aslxmwvzsapdxsw3xbvfg,1,9.6,80.4,2023-03-11T17:19:26.629Z,2023-03-11T17:19:35Z,4089489215,56,Back,4089489217,285,,4089489469,233,25,4089489213,167,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518556467,26,6,1,2,6,9ns699xp353c84r1g6epazycl,1,93.5,20.5,2023-03-11T17:19:27.636Z,2023-03-11T17:19:40Z,4089489799,75,,4089489019,56,Right,4089489821,233,33,,,,,,,,,,,,,,,,9ld622ld2el1ql9vy2akchfit,N. Andonova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
