id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value,qualifier/15/value
2514982639,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-03-04T12:48:59.208Z,2023-03-04T13:39:51Z,4070588175,194,6lruud03b1so5uyjduuthtuj9,4070573527,59,"13, 22, 12, 4, 30, 3, 14, 16, 7, 9, 2, 1, 6, 8, 11, 17, 18, 19, 21, 27",4070588177,197,12185,4070573525,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070573533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070573523,30,"epgai2aff40j82jb3gumaehka, 1dfho5ul0u10h5m7cmtmj5x7u, 89zl8l8wouupdzgepnm1ogqhg, q3xvi1pbz5hmr6zw6np6v4yd, c3plg9ommu3i24xx3nfm6wbxm, d2at1haixfnekibqj89y4nxed, 6lruud03b1so5uyjduuthtuj9, 5q1oexaovibgn83v5kmjfanvu, du0eybpvf5vcvtuj074x74jdg, 2j37sn6v53zhgz2hf1q33gzdg, 8vwiezkux2gxs99ziy7x69fu2, 1bvbnq69gxx0nciovzzf6o8dm, 3u9vtcqa5td8weoufpzirruhg, a0g0ldiol9fzw09gk5i9e15w4, c1ll2hqt71suy8bgwswpci9uy, 7dlyawb4x2lr5gjcz5b1y5ivp, du4sd3yhhb3avedd8yzjd6dey, 61ho0mi13ewpotj5udjt7mz2s, cfmly5uuomypp4t0pibgtfazu, 9rk08avs1361jws1ibs5frl04",4070573531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070573529,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514983363,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-04T12:50:36.260Z,2023-03-04T13:02:02Z,4070577243,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070577251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070577249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070590311,197,3946,4070590309,194,77pobry4mbh5wojka1ikgty7e,4070577247,130,10,4070577241,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 3iangrthyltpl31m4v1qkgn2t, 51t40jr0wwgmuya85pnhjgx2i, z2pihtvpr5ei4ip9z9jtqn6x, 1g7gyw5fbuujomrqso7fzajxm, 31q50ese977zfgiwi9bc1ehre, a88r8d1jd5r928pvskginyiqy, e4glbrjataxggtxf953n1jsnp, cyqlcyzogla6wql5pms4i02d, 6msenows401fssj9jaih9g0a2, bpmtdn2uqnwhllfnm59ck6rit, aietcywmok362027i2brpg4q1, ergobfal6ny5w6xy1hsixrdhw, a4jf0e2bojp6n0cmd01zppsoa, ddq90t1cfklvuhk0xkbydfsut, 1zlt1xabh07byc3u8oid9gdn8, as46cuq3qee83uxgifxo0r88a, 24fopza4zrtm63pyjkl55beac",4070577245,59,"1, 16, 7, 5, 4, 6, 15, 20, 3, 22, 11, 8, 9, 13, 18, 21, 24, 26, 27, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986497,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-03-04T12:59:05.762Z,2023-03-04T12:59:05Z,4070593527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986501,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-04T12:59:05.762Z,2023-03-04T12:59:07Z,4070593533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986515,3,1,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,50,50,2023-03-04T12:59:05.862Z,2023-03-04T12:59:10Z,4070593613,140,37.5,4070593617,212,13.2,4070593621,279,S,4070593615,141,47.5,4070593611,56,Back,4070593619,213,3.3,,,,,,,5q1oexaovibgn83v5kmjfanvu,Ornella Vignola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986521,4,1,1,0,4,7mk4va7b2p6tnv2xjxcgjy8h6,1,37,50.9,2023-03-04T12:59:10.341Z,2023-03-04T12:59:12Z,4070593645,141,71.8,4070593641,56,Back,4070593647,212,16.3,4070593649,213,2.1,4070593643,140,29.4,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986531,5,1,1,0,6,7mk4va7b2p6tnv2xjxcgjy8h6,0,29.4,71.8,2023-03-04T12:59:12.004Z,2023-03-04T12:59:15Z,4070593689,56,Center,4070593697,213,5.8,4070593691,140,73.2,4070593695,212,52.1,4070593693,141,35.8,4070593699,1,,4070593687,155,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986533,3,44,1,0,8,4vvf3sulx3a61fiyaarjdndjs,1,25.2,54.7,2023-03-04T12:59:14.259Z,2023-03-04T12:59:15Z,4070593705,285,,4070593715,233,6,4070593703,56,Back,,,,,,,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986535,6,44,1,0,8,7mk4va7b2p6tnv2xjxcgjy8h6,0,74.8,45.3,2023-03-04T12:59:14.260Z,2023-03-04T12:59:15Z,4070593707,56,Center,4070593733,233,3,4070593709,286,,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514986539,4,1,1,0,8,4vvf3sulx3a61fiyaarjdndjs,1,23.5,44.5,2023-03-04T12:59:14.405Z,2023-03-04T13:34:36Z,4070593725,141,60.4,4070593721,56,Back,4070593727,212,10.8,4070593729,213,1.6,4070593723,140,22.9,4070593719,3,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
