id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value
2488818221,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-03T14:26:55.529Z,2022-12-03T16:47:18Z,3932639895,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3932639901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932639899,130,19,3932639893,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 51t40jr0wwgmuya85pnhjgx2i, 1zlt1xabh07byc3u8oid9gdn8, 3iangrthyltpl31m4v1qkgn2t, cyqlcyzogla6wql5pms4i02d, 31q50ese977zfgiwi9bc1ehre, a88r8d1jd5r928pvskginyiqy, ergobfal6ny5w6xy1hsixrdhw, e4glbrjataxggtxf953n1jsnp, z2pihtvpr5ei4ip9z9jtqn6x, 6msenows401fssj9jaih9g0a2, bpmtdn2uqnwhllfnm59ck6rit, aietcywmok362027i2brpg4q1, a4jf0e2bojp6n0cmd01zppsoa, as46cuq3qee83uxgifxo0r88a, 24fopza4zrtm63pyjkl55beac",3932639903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932717249,197,3946,3932662959,194,77pobry4mbh5wojka1ikgty7e,3932639897,59,"1, 16, 7, 4, 26, 5, 11, 20, 3, 18, 22, 6, 8, 9, 13, 21, 27, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488819097,1,34,16,0,0,1azk57wev30h044w949j46kpu,1,0,0,2022-12-03T14:29:06.070Z,2022-12-03T15:16:51Z,3932644397,30,"6nx2fpsn1549tqew7098csqg9, 2lh6bupkrijpm9n916446nbop, f0m3ncnvrrrj3wcgzrz7ja44q, 85vgjvamflqyzs4ov1fnaai95, si7seewiwpo5s7yi3jbxuo2y, alcmg8hi95r5q7etrck1uyusq, 1jepco4u9frbnmu5lyotlgu8k, f2wy9lcvcg47ufsat67mdf0et, eb1k3xi1oy9c5xkc30fgodg4, 88cflr7hnw1o3ej6y3wsj5p0p, envd6nvea5ssa98mq2bnd7otm, ekctrwv020vt9iuv6jkpfivv9, 8xr1zxvovvxckh586adphufvt, ennkxlwawwoc8go6bx5ntskp, 1k0lkh2uqjo6c42khduv89dk9, er787gw0uh9wwlo98tzsc83qh, 69hzl68t1f58dxs461jizyjje, bows51pg0h4042274cvzwtmcq, ak7rstu77leltpt7c104ca4q2, ef8jptd63fi9rll1e1gx61z6y, 4u67uu52ej13738mz4dh9bj3e",3932644405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932717265,197,3973,3932644403,130,18,3932666787,194,f2wy9lcvcg47ufsat67mdf0et,3932644401,59,"1, 11, 17, 21, 6, 5, 19, 8, 15, 16, 31, 7, 9, 10, 13, 14, 18, 20, 22, 27, 29",3932644399,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3932644407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834181,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-03T15:01:23.863Z,2022-12-03T15:01:24Z,3932720987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834203,2,32,1,0,0,1azk57wev30h044w949j46kpu,1,0,0,2022-12-03T15:01:23.863Z,2022-12-03T15:01:25Z,3932721109,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834231,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,49.8,50,2022-12-03T15:01:23.963Z,2022-12-03T15:01:27Z,3932721207,213,3.1,3932721201,140,34.4,3932721203,141,50.1,3932721209,279,S,3932721205,212,16.2,3932721199,56,Back,,,,,,,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834283,4,1,1,0,3,4vvf3sulx3a61fiyaarjdndjs,1,34.4,50.1,2022-12-03T15:01:27.251Z,2022-12-03T15:01:31Z,3932721435,213,5.0,3932721427,56,Back,3932721433,212,28.5,3932721431,141,10.0,3932721429,140,42.2,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834297,5,1,1,0,7,4vvf3sulx3a61fiyaarjdndjs,0,42.5,11.5,2022-12-03T15:01:31.459Z,2022-12-03T15:01:33Z,3932721577,286,,3932721571,236,,3932721513,56,Back,3932721519,212,2.8,3932721515,140,44.9,3932721521,213,0.5,3932721517,141,13.4,3932721573,233,3,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834303,3,74,1,0,7,1azk57wev30h044w949j46kpu,1,56.2,89.6,2022-12-03T15:01:31.460Z,2022-12-03T15:19:56Z,3932721541,285,,3932721581,233,5,3932721539,56,Left,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834315,4,5,1,0,9,1azk57wev30h044w949j46kpu,0,61.7,100.8,2022-12-03T15:01:33.458Z,2022-12-03T15:01:37Z,3932721931,233,6,3932721619,56,Left,3932721621,347,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834375,6,5,1,0,9,4vvf3sulx3a61fiyaarjdndjs,1,38.3,-0.8,2022-12-03T15:01:33.458Z,2022-12-03T15:19:44Z,3932721899,233,4,3932721871,347,,3932721869,56,Back,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834505,7,1,1,0,21,4vvf3sulx3a61fiyaarjdndjs,1,35.3,0,2022-12-03T15:01:45.157Z,2022-12-03T15:01:46Z,3932722509,212,18.4,3932722505,140,42.9,3932722503,56,Back,3932722511,213,1.1,3932722507,141,23.6,3932722501,107,,,,,,,,1zlt1xabh07byc3u8oid9gdn8,Sandra Villafañe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834515,8,1,1,0,22,4vvf3sulx3a61fiyaarjdndjs,0,42.9,23.6,2022-12-03T15:01:46.549Z,2022-12-03T15:48:10Z,3932722563,56,Center,3932722567,141,33.8,3932722565,140,50.4,3932722571,213,0.7,3932722569,212,10.5,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834523,5,49,1,0,23,1azk57wev30h044w949j46kpu,1,43.8,66.3,2022-12-03T15:01:47.777Z,2022-12-03T15:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834543,6,1,1,0,24,1azk57wev30h044w949j46kpu,1,43.8,66.3,2022-12-03T15:01:47.873Z,2022-12-03T15:02:29Z,3932722697,141,66.3,3932722693,56,Center,3932722701,213,0.0,3932722695,140,55.3,3932722699,212,12.1,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488834545,7,61,1,0,25,1azk57wev30h044w949j46kpu,0,55.7,66.4,2022-12-03T15:01:49.034Z,2022-12-03T15:28:15Z,3932722705,56,Center,,,,,,,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488868179,412,49,1,0,26,4vvf3sulx3a61fiyaarjdndjs,1,38.1,33.1,2022-12-03T15:01:49.863Z,2022-12-03T15:48:59Z,,,,,,,,,,,,,,,,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
