id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500536295,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-25T16:17:40.256Z,2023-01-25T18:15:36Z,3994537537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3994584953,197,17519,3994537541,130,4,3994584949,194,5h9k65zukry196snla3xgmh91,3994537535,30,"2qfg4adqsjv2qmt9up7iq2t7u, 5h9k65zukry196snla3xgmh91, f0cwpq45aa7b5de10j9skw44p, 22zrashyijuh9pnjovqpyl8lx, bgzh3zwl99bpnnpj37jn4dmtx, 3kfxvwa38a7oq0d126jm4o9ka, 7mehm5v7egyc1r4qioexklbmc, aib5wgtlgl48jaezcguoxkmp5, c1r1tmscj963olp4yo8kedqdx, 9gdocwx006j6wyz4mnhzgzydx, 1vqpa944d79cnljfbjb8yjlcl, 11so3nfejun31ajhmqjlwapqt, 4n6mnhjzt6zpicfea3ym678id, 6291bj0xqq1w2631bajrpeb4l, 5ovqn6llocczhae9n1kzj5nf9, 1dg7whnmk3nb1adw7n8a7nnbp, dzhvgrdkl4nuj8z4fd9to0ag9, enc694gvlgycx72bhat5f7wbu, 40jps4rajqmy3werl8t3uzcwk",3994537539,59,"24, 8, 22, 12, 2, 3, 30, 6, 20, 7, 16, 1, 4, 9, 14, 15, 18, 25, 27",3994537545,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994537543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500539609,1,34,16,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-01-25T16:31:51.773Z,2023-01-25T17:06:53Z,3994583879,197,16716,3994555501,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994555507,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994555505,130,7,3994555509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994583877,194,5sxloac78uf7i1kuscy5qwlw5,3994555499,30,"6d7hdegq9cbh7kr8sqvao1qt, 5yvzsnnawnxbki7rqnamwr3yt, d5i62fwuf8ohc8fcq3lxboiga, ez9in0ld6mrlrab7bi1kvuhd6, 99ej60g3qy5e1i6v62scse8yx, 52mkbnt2oveh76tfrlojocgyd, avhw3o6tm33ptddzgwfsqod4a, a6wwf7jl8eis7wvrhhwhdq3f9, 5sxloac78uf7i1kuscy5qwlw5, 25b3sxqo1ujqqc2pef3iwqnoq, antfb8hyo1sn4o68itu4oi904, 3rif0qvun4mmll1xf2qzykums, 5niwewtgzxf25d1q2ytxrlpsl, ahmylmsg9wyiax33v6jwuj9qs, 1sr39v8ooejvspbdo6fqpckyc, fge9gic869tnpk4tetnxuv4k, 4yoo22f8dgwz2n8fkqzoir8k4, 8k3xs4havqvd53pxchucb2vbo, 4nkpo5caqdsdr7vbtfxwj95as, elysl00h0wh9zng8867gozt3o",3994555503,59,"24, 5, 15, 21, 4, 16, 11, 19, 10, 17, 8, 2, 6, 7, 12, 14, 20, 27, 28, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545169,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-01-25T17:00:30.755Z,2023-01-25T17:00:30Z,3994586325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545171,2,32,1,0,0,e7p3lxg97gac51s71hotzi0a5,1,0,0,2023-01-25T17:00:30.755Z,2023-01-25T17:00:33Z,3994586327,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545177,3,1,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,50,50,2023-01-25T17:00:30.855Z,2023-01-25T17:00:34Z,3994586377,279,S,3994586369,140,35.5,3994586371,141,50.3,3994586373,212,15.2,3994586367,56,Back,3994586375,213,3.1,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545181,4,1,1,0,3,bop6aslxmwvzsapdxsw3xbvfg,1,35.5,50.3,2023-01-25T17:00:33.855Z,2023-01-25T17:14:06Z,3994586401,213,4.0,3994586397,141,34.0,3994586393,56,Back,3994586399,212,14.4,3994586395,140,26.8,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545191,5,1,1,0,4,bop6aslxmwvzsapdxsw3xbvfg,1,27,32.9,2023-01-25T17:00:35.678Z,2023-01-25T17:14:12Z,3994586443,56,Back,3994586447,141,57.0,3994586451,213,1.5,3994586449,212,16.4,3994586445,140,27.8,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545197,6,1,1,0,7,bop6aslxmwvzsapdxsw3xbvfg,1,28.3,58.4,2023-01-25T17:00:37.790Z,2023-01-25T17:14:15Z,3994586483,141,91.2,3994586485,212,24.2,3994586479,56,Back,3994586487,213,1.2,3994586481,140,37.2,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545217,7,1,1,0,10,bop6aslxmwvzsapdxsw3xbvfg,1,37.2,91.2,2023-01-25T17:00:41.727Z,2023-01-25T17:00:46Z,3994586611,56,Center,3994586617,212,30.8,3994586619,213,6.0,3994586615,141,77.3,3994586609,155,,3994586613,140,65.1,,,,,,,f0cwpq45aa7b5de10j9skw44p,Nuria Rábano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545219,8,1,1,0,15,bop6aslxmwvzsapdxsw3xbvfg,1,67.1,76.7,2023-01-25T17:00:46.174Z,2023-01-25T17:57:19Z,3994586623,56,Left,3994586625,140,69.1,3994586629,212,10.7,3994586631,213,1.4,3994586627,141,92.1,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545237,9,1,1,0,18,bop6aslxmwvzsapdxsw3xbvfg,1,69.1,92.1,2023-01-25T17:00:48.766Z,2023-01-25T17:00:53Z,3994586713,213,3.6,3994586709,141,74.7,3994586705,56,Back,3994586707,140,43.8,3994586711,212,29.1,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545243,10,1,1,0,22,bop6aslxmwvzsapdxsw3xbvfg,1,43.8,74.7,2023-01-25T17:00:53.358Z,2023-01-25T17:00:55Z,3994586751,212,17.9,3994586747,140,48.2,3994586753,213,5.0,3994586749,141,49.3,3994586745,56,Back,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545259,11,1,1,0,24,bop6aslxmwvzsapdxsw3xbvfg,1,48.2,49.3,2023-01-25T17:00:55.406Z,2023-01-25T17:00:57Z,3994586811,212,4.7,3994586807,140,52.6,3994586813,213,0.2,3994586805,56,Center,3994586809,141,50.9,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545263,12,1,1,0,26,bop6aslxmwvzsapdxsw3xbvfg,1,48,50.7,2023-01-25T17:00:57.326Z,2023-01-25T17:57:39Z,3994586843,140,37.3,3994586847,212,14.9,3994586845,141,36.4,3994586849,213,3.9,3994586841,56,Back,,,,,,,,,,7mehm5v7egyc1r4qioexklbmc,Vicky López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545271,13,1,1,0,29,bop6aslxmwvzsapdxsw3xbvfg,1,37.3,36.4,2023-01-25T17:01:00.558Z,2023-01-25T17:01:02Z,3994586899,213,1.9,3994586895,141,62.6,3994586893,140,30.9,3994586891,56,Back,3994586897,212,19.0,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500545273,14,1,1,0,31,bop6aslxmwvzsapdxsw3xbvfg,1,30.9,63.8,2023-01-25T17:01:02.750Z,2023-01-25T17:01:06Z,3994586907,141,94.4,3994586911,213,1.3,3994586909,212,21.4,3994586905,140,35.8,3994586903,56,Back,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
