id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2501188691,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-28T10:19:34.920Z,2023-01-28T12:16:02Z,3997935021,194,61103f3yhhms1lylloihvbrv9,3997935015,59,"13, 14, 30, 4, 18, 5, 20, 11, 17, 9, 8, 1, 6, 7, 10, 12, 15, 22, 27, 28",3997935013,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3997935019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997966015,197,12187,3997935025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997935011,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 3qg0fby2m8ua25w931ubn8mc4, 5fula0vkdt8dg2s1po4k9no16, 23cz0ftfc2rstsut0wkmntm8l, cehjx04vym880gqogj4djdiad, 61103f3yhhms1lylloihvbrv9, 4kqwr8xb2ydw2v32thgb5sk5w, dj7z4zsiwjd3xnrb284zt5b6x, 49klmhzbsmlxnkp2w60y66sph, 79zpaj24j11e9aajt7vmjf88a, euieo81aiyv4wqldc8owokset, 4bpis8gkfy9n5pknxuw40hus4, 3mgkmvazmdqvhtnkkigc24e3u, tfni0bbycqnutwdofnndixd6, 3uj4zixqbp5ahu9etu4fl714a, 8grsiemkt03k8c1g6am7vnxlh, 3bnl8jpyjy436d6rq46apwei2, 55dkf4evau0bcy8uyhkat9b84, 1bwsm5vcee014jmyh63q1ayhg",3997935017,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501189041,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-01-28T10:22:56.399Z,2023-01-28T11:08:28Z,3997966005,197,12185,3997936993,59,"13, 22, 12, 6, 3, 2, 21, 19, 9, 7, 8, 1, 4, 10, 11, 14, 17, 18, 20, 27",3997936995,130,23,3997936999,194,du0eybpvf5vcvtuj074x74jdg,3997936989,30,"epgai2aff40j82jb3gumaehka, 1dfho5ul0u10h5m7cmtmj5x7u, 89zl8l8wouupdzgepnm1ogqhg, 3u9vtcqa5td8weoufpzirruhg, d2at1haixfnekibqj89y4nxed, 8vwiezkux2gxs99ziy7x69fu2, cfmly5uuomypp4t0pibgtfazu, 61ho0mi13ewpotj5udjt7mz2s, 2j37sn6v53zhgz2hf1q33gzdg, du0eybpvf5vcvtuj074x74jdg, a0g0ldiol9fzw09gk5i9e15w4, 1bvbnq69gxx0nciovzzf6o8dm, q3xvi1pbz5hmr6zw6np6v4yd, 83wqrctlm3zpp10zmx1tjc9ka, c1ll2hqt71suy8bgwswpci9uy, 6lruud03b1so5uyjduuthtuj9, 7dlyawb4x2lr5gjcz5b1y5ivp, du4sd3yhhb3avedd8yzjd6dey, 4ts1xba21nxqu8shbfzcvj27d, 9rk08avs1361jws1ibs5frl04",3997937001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997936991,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3997936997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195129,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-01-28T11:00:13.406Z,2023-01-28T11:00:15Z,3997967901,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195125,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-28T11:00:13.406Z,2023-01-28T11:00:13Z,3997967881,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501209515,324,43,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-28T11:00:13.406Z,2023-01-28T11:51:14Z,3998041197,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195135,3,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,50,50,2023-01-28T11:00:13.506Z,2023-01-28T11:00:17Z,3997967933,140,32.8,3997967935,141,62.0,3997967939,213,2.7,3997967941,279,S,3997967931,56,Back,3997967937,212,19.8,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195143,4,1,1,0,3,1qoqz1tyay060cj5aha7rt1lp,0,32.8,62,2023-01-28T11:00:17.018Z,2023-01-28T11:00:18Z,3997967975,212,56.6,3997967971,140,73.2,3997967973,141,6.8,3997967969,56,Right,3997967977,213,5.6,3997967967,157,,3997967979,1,,,,,79zpaj24j11e9aajt7vmjf88a,Estefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195151,3,1,1,0,6,7mk4va7b2p6tnv2xjxcgjy8h6,0,27.8,86.4,2023-01-28T11:00:19.665Z,2023-01-28T11:52:04Z,3997968029,213,0.0,3997968025,141,86.9,3997968023,140,36.2,3997968027,212,8.8,3997968019,3,,3997968021,56,Back,,,,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195155,5,1,1,0,7,1qoqz1tyay060cj5aha7rt1lp,0,59.2,7.3,2023-01-28T11:00:21.066Z,2023-01-28T11:00:21Z,3997968043,56,Right,3997968045,140,64.8,3997968049,212,6.4,3997968051,213,5.9,3997968047,141,3.5,,,,,,,,,,79zpaj24j11e9aajt7vmjf88a,Estefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501195175,4,1,1,0,9,7mk4va7b2p6tnv2xjxcgjy8h6,1,26.3,90,2023-01-28T11:00:22.833Z,2023-01-28T11:52:03Z,3997968133,140,48.6,3997968135,141,64.7,3997968139,213,5.6,3997968141,1,,3997968129,157,,3997968131,56,Back,3997968137,212,29.1,,,,89zl8l8wouupdzgepnm1ogqhg,Garazi Fácila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
