id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/8/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521351341,20,1,1,0,50,4vvf3sulx3a61fiyaarjdndjs,1,57.6,86.3,2023-03-18T11:01:42.307Z,2023-03-18T11:01:45Z,4104314659,141,67.9,4104314651,56,Center,4104314667,213,4.3,4104314663,212,13.6,4104314655,140,52.6,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351347,21,1,1,0,52,4vvf3sulx3a61fiyaarjdndjs,1,52.5,68.2,2023-03-18T11:01:45.107Z,2023-03-18T11:01:46Z,4104314693,212,17.6,4104314689,140,37.4,4104314691,141,79.4,4104314695,213,2.7,4104314687,56,Back,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351391,22,1,1,0,53,4vvf3sulx3a61fiyaarjdndjs,1,37.4,79.4,2023-03-18T11:01:46.067Z,2023-03-18T11:01:55Z,4104314929,212,39.5,4104314933,1,,4104314925,140,32.2,4104314923,56,Back,4104314927,141,21.8,4104314931,213,4.6,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351405,23,1,1,1,3,4vvf3sulx3a61fiyaarjdndjs,1,32.1,12.5,2023-03-18T11:01:55.235Z,2023-03-18T11:01:58Z,4104315001,56,Right,4104315007,212,28.4,4104315003,140,59.1,4104315009,213,6.2,4104315005,141,9.2,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351423,24,1,1,1,6,4vvf3sulx3a61fiyaarjdndjs,1,60.3,10.4,2023-03-18T11:01:58.180Z,2023-03-18T11:02:00Z,4104315089,56,Center,4104315095,212,9.7,4104315091,140,64.8,4104315097,213,1.1,4104315093,141,22.8,,,,,,,,,,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351437,25,1,1,1,8,4vvf3sulx3a61fiyaarjdndjs,1,63.1,24.3,2023-03-18T11:02:00.852Z,2023-03-18T11:02:04Z,4104315163,213,6.3,4104315159,141,23.9,4104315155,56,Center,4104315161,212,24.3,4104315157,140,86.2,,,,,,,,,,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351455,11,45,1,1,12,1azk57wev30h044w949j46kpu,0,11,73.2,2023-03-18T11:02:04.611Z,2023-03-18T11:02:07Z,4104315279,233,26,4104315231,56,Back,4104315233,285,,,,,,,,,,,,,,,,,er787gw0uh9wwlo98tzsc83qh,Eunate Arraiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351447,26,3,1,1,12,4vvf3sulx3a61fiyaarjdndjs,1,89,26.8,2023-03-18T11:02:04.611Z,2023-03-18T11:02:07Z,4104315199,286,,4104315269,233,11,4104315197,56,Center,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351457,27,1,1,1,13,4vvf3sulx3a61fiyaarjdndjs,0,86.6,27.3,2023-03-18T11:02:06.003Z,2023-03-18T11:02:06Z,4104315249,213,1.1,4104315241,56,Center,4104315247,212,7.3,4104315243,140,89.5,4104315245,141,37.0,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351481,12,12,1,1,16,1azk57wev30h044w949j46kpu,1,7.3,62,2023-03-18T11:02:08.797Z,2023-03-18T11:02:10Z,4104315381,212,6.1,4104315383,213,5.8,4104315377,140,12.5,4104315379,141,57.9,4104315375,56,Back,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351487,13,43,1,1,18,1azk57wev30h044w949j46kpu,1,0,0,2023-03-18T11:02:10.830Z,2023-03-18T11:02:15Z,4104315405,56,Back,4104315535,144,5,4104315409,346,0,,,,,,,,,,,,,,,,f2wy9lcvcg47ufsat67mdf0et,Marta Unzué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351507,28,13,1,1,21,4vvf3sulx3a61fiyaarjdndjs,1,76.2,62,2023-03-18T11:02:13.683Z,2023-03-18T13:13:08Z,4104316033,102,61.0,4104316041,146,86.4,4104706331,73,,4104315519,22,,4104316047,231,49.8,4104316035,103,9.7,4104315523,56,Center,4104316045,230,98.1,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,4104316037,328,4104706335,153,,4104316039,458,4104315645,20,4104706329,18,4104316043,147,57.0,4104706333,133,,,,,,,,,,,,,,,,
2521351757,34,1,1,1,22,4vvf3sulx3a61fiyaarjdndjs,1,61.9,76.1,2023-03-18T11:02:15.011Z,2023-03-18T13:30:42Z,4104316663,212,9.0,4104316659,140,64.3,4104316661,141,63.4,4104316657,56,Center,4104316665,213,5.0,4104316993,210,15,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2521351759,35,15,1,1,23,4vvf3sulx3a61fiyaarjdndjs,1,69.1,61.8,2023-03-18T11:02:15.162Z,2023-03-18T13:30:42Z,4104317029,215,,4104317027,103,19,4104317037,231,50.4,4104706543,233,14,4104316791,20,,4104317021,55,34,4104317033,147,57.9,4104317035,230,98.5,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,4104316681,18,4104317019,29,,4104316795,82,4104317025,102,4104316683,56,4104317017,78,,4104316679,22,,48.8,Center,4104317031,146,78.2,,,,,,,,,,
2521351533,14,10,1,1,23,1azk57wev30h044w949j46kpu,1,9.1,56.7,2023-03-18T11:02:15.262Z,2023-03-18T13:12:52Z,4104316117,94,,4104706589,233,35,4104315633,56,Back,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351547,15,6,1,1,24,1azk57wev30h044w949j46kpu,0,10.6,51.4,2023-03-18T11:02:16.147Z,2023-03-18T13:01:41Z,4104315693,73,,4104315715,233,29,4104315691,56,Back,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351521,29,6,1,1,24,4vvf3sulx3a61fiyaarjdndjs,1,89.4,48.6,2023-03-18T11:02:16.147Z,2023-03-18T11:02:22Z,4104315575,56,Center,4104315577,75,,4104315711,233,15,,,,,,,,,,,,,,,,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351669,30,1,1,1,46,4vvf3sulx3a61fiyaarjdndjs,0,99.5,0.5,2023-03-18T11:02:38.676Z,2023-03-18T11:02:44Z,4104316259,56,Center,4104316267,213,1.8,4104316263,141,57.5,4104316251,2,,4104316255,155,,4104316269,1,,4104316257,223,,4104316261,140,91.3,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,4104316253,6,4104316265,212,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351671,31,44,1,1,50,4vvf3sulx3a61fiyaarjdndjs,1,91,56,2023-03-18T11:02:42.652Z,2023-03-18T11:02:47Z,4104316279,286,,4104316277,56,Center,4104316391,233,16,,,,,,,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351667,16,44,1,1,50,1azk57wev30h044w949j46kpu,0,9,44,2023-03-18T11:02:42.653Z,2023-03-18T11:02:48Z,4104316247,56,Back,4104316249,285,,4104316395,233,31,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351687,32,1,1,1,52,4vvf3sulx3a61fiyaarjdndjs,0,89.2,44.2,2023-03-18T11:02:44.899Z,2023-03-18T11:57:01Z,4104316341,141,55.5,4104316345,213,1.1,4104316337,56,Center,4104316343,212,8.7,4104435493,168,,4104316335,3,,4104316339,140,93.0,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351709,17,12,1,1,54,1azk57wev30h044w949j46kpu,1,4.3,38,2023-03-18T11:02:46.174Z,2023-03-18T13:11:22Z,4104316443,56,Back,4104316447,141,20.3,4104316449,212,12.3,4104316451,213,4.9,4104316445,140,6.7,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351721,33,1,1,1,57,4vvf3sulx3a61fiyaarjdndjs,0,83.2,88.3,2023-03-18T11:02:49.605Z,2023-03-18T13:30:48Z,4104316493,212,24.0,4104316491,141,76.0,4104316495,213,3.5,4104316489,140,61.8,4104316487,56,Center,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351809,19,61,1,2,6,1azk57wev30h044w949j46kpu,1,9,39.3,2023-03-18T11:02:58.197Z,2023-03-18T13:14:16Z,4104316899,56,Back,,,,,,,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351751,18,43,1,2,6,1azk57wev30h044w949j46kpu,1,0,0,2023-03-18T11:02:58.509Z,2023-03-18T11:03:02Z,4104316639,346,0,4104316637,56,Back,4104316757,144,5,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351819,20,6,1,2,7,1azk57wev30h044w949j46kpu,0,20,38.8,2023-03-18T11:02:59.891Z,2023-03-18T13:01:41Z,4104318485,233,36,4104316959,73,,4104316957,56,Back,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351773,36,6,1,2,7,4vvf3sulx3a61fiyaarjdndjs,1,80,61.2,2023-03-18T11:02:59.891Z,2023-03-18T11:04:03Z,4104316723,73,,4104316721,56,Center,4104318469,233,20,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351923,37,1,1,2,36,4vvf3sulx3a61fiyaarjdndjs,1,99.5,99.5,2023-03-18T11:03:28.803Z,2023-03-18T13:14:02Z,4104317635,140,92.8,4104317627,6,,4104317633,56,Center,4104317629,155,,4104317641,213,4.5,4104317631,223,,4104318783,210,15,4104317639,212,36.7,1g7gyw5fbuujomrqso7fzajxm,Aída Esteve,4104317643,1,4104317637,141,46.6,4104317625,2,4104318785,154,,,,,,,,1,,,,,,,,,,,,,,,
