id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/8/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521343675,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-18T10:21:41.187Z,2023-03-18T10:58:47Z,4104269561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104269557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104269553,59,"1, 16, 7, 6, 26, 5, 15, 20, 3, 18, 11, 4, 8, 9, 13, 21, 22, 24, 27, 32",4104269549,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, z2pihtvpr5ei4ip9z9jtqn6x, 1zlt1xabh07byc3u8oid9gdn8, 3iangrthyltpl31m4v1qkgn2t, 1g7gyw5fbuujomrqso7fzajxm, 31q50ese977zfgiwi9bc1ehre, a88r8d1jd5r928pvskginyiqy, ergobfal6ny5w6xy1hsixrdhw, cyqlcyzogla6wql5pms4i02d, 51t40jr0wwgmuya85pnhjgx2i, 6msenows401fssj9jaih9g0a2, bpmtdn2uqnwhllfnm59ck6rit, aietcywmok362027i2brpg4q1, a4jf0e2bojp6n0cmd01zppsoa, e4glbrjataxggtxf953n1jsnp, ddq90t1cfklvuhk0xkbydfsut, as46cuq3qee83uxgifxo0r88a, 24fopza4zrtm63pyjkl55beac",4104311001,197,3946,4104269551,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104269559,194,77pobry4mbh5wojka1ikgty7e,4104269555,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521344371,1,34,16,0,0,1azk57wev30h044w949j46kpu,1,0,0,2023-03-18T10:25:23.011Z,2023-03-18T10:59:11Z,4104273741,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104273749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104311377,197,3973,4104273745,130,8,4104273747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104273743,59,"1, 3, 14, 12, 8, 6, 16, 19, 20, 15, 22, 7, 9, 10, 13, 17, 27, 28, 29, 31",4104311375,194,f2wy9lcvcg47ufsat67mdf0et,4104273739,30,"6nx2fpsn1549tqew7098csqg9, 3nmk8e4y0vu8ov2whpdannnkk, er787gw0uh9wwlo98tzsc83qh, 3jsqviuejf6t4u53cdgbeix62, f2wy9lcvcg47ufsat67mdf0et, si7seewiwpo5s7yi3jbxuo2y, 88cflr7hnw1o3ej6y3wsj5p0p, 1jepco4u9frbnmu5lyotlgu8k, bows51pg0h4042274cvzwtmcq, eb1k3xi1oy9c5xkc30fgodg4, ak7rstu77leltpt7c104ca4q2, ekctrwv020vt9iuv6jkpfivv9, 8xr1zxvovvxckh586adphufvt, ennkxlwawwoc8go6bx5ntskp, 1k0lkh2uqjo6c42khduv89dk9, f0m3ncnvrrrj3wcgzrz7ja44q, ef8jptd63fi9rll1e1gx61z6y, bpk64d0puoo2xofbb5k4ffuac, 4u67uu52ej13738mz4dh9bj3e, envd6nvea5ssa98mq2bnd7otm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521350961,2,32,1,0,0,1azk57wev30h044w949j46kpu,1,0,0,2023-03-18T11:00:52.130Z,2023-03-18T11:00:52Z,4104313001,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521350965,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-03-18T11:00:52.130Z,2023-03-18T11:00:52Z,4104313015,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521350979,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,49.7,50,2023-03-18T11:00:52.230Z,2023-03-18T11:53:04Z,4104313101,141,49.3,4104313105,213,3.2,4104313099,140,35.2,4104313103,212,15.2,4104313107,279,S,4104313097,56,Back,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521350985,4,1,1,0,3,4vvf3sulx3a61fiyaarjdndjs,1,34.6,49,2023-03-18T11:00:56.004Z,2023-03-18T11:00:57Z,4104313135,141,67.0,4104313137,212,15.1,4104313133,140,26.2,4104313131,56,Back,4104313139,213,2.2,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521350999,5,1,1,0,5,4vvf3sulx3a61fiyaarjdndjs,1,26.2,67,2023-03-18T11:00:57.396Z,2023-03-18T11:53:11Z,4104313199,213,4.6,4104313193,140,25.0,4104313197,212,9.6,4104313191,56,Back,4104313195,141,53.0,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351019,6,1,1,0,7,4vvf3sulx3a61fiyaarjdndjs,1,25.6,48.1,2023-03-18T11:00:59.844Z,2023-03-18T11:01:02Z,4104313283,212,16.4,4104313277,56,Back,4104313285,213,4.9,4104313279,140,29.2,4104313281,141,24.6,,,,,,,,,,1zlt1xabh07byc3u8oid9gdn8,Sandra Villafañe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351033,7,1,1,0,10,4vvf3sulx3a61fiyaarjdndjs,1,29,24,2023-03-18T11:01:02.196Z,2023-03-18T11:53:23Z,4104313359,56,Back,4104313363,141,42.4,4104313367,213,1.6,4104313365,212,12.5,4104313361,140,29.0,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351057,8,1,1,0,12,4vvf3sulx3a61fiyaarjdndjs,1,28.9,43,2023-03-18T11:01:04.388Z,2023-03-18T11:01:08Z,4104313473,56,Back,4104313477,141,67.0,4104313479,212,16.5,4104313481,213,1.4,4104313475,140,31.2,,,,,,,,,,1zlt1xabh07byc3u8oid9gdn8,Sandra Villafañe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351089,9,1,1,0,15,4vvf3sulx3a61fiyaarjdndjs,1,30.8,72.6,2023-03-18T11:01:07.940Z,2023-03-18T11:53:46Z,4104313607,141,93.0,4104313603,56,Back,4104313605,140,35.6,4104313609,212,14.8,4104313611,213,1.2,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351097,10,1,1,0,19,4vvf3sulx3a61fiyaarjdndjs,0,37.2,95.9,2023-03-18T11:01:11.651Z,2023-03-18T11:01:13Z,4104313669,236,,4104313651,213,5.9,4104313643,141,92.7,4104313671,233,3,4104313647,212,5.4,4104313635,56,Back,4104313675,286,,4104313639,140,41.9,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351099,3,74,1,0,19,1azk57wev30h044w949j46kpu,1,64.5,10.6,2023-03-18T11:01:11.652Z,2023-03-18T13:05:31Z,4104313685,233,10,4104313663,285,,4104313661,56,Right,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351123,11,1,1,0,22,4vvf3sulx3a61fiyaarjdndjs,0,31.8,93.6,2023-03-18T11:01:14.836Z,2023-03-18T11:53:57Z,4104313781,213,0.1,4104313773,56,Back,4104313777,141,95.4,4104313779,212,11.1,4104313775,140,42.3,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351125,4,49,1,0,23,1azk57wev30h044w949j46kpu,1,54,8.9,2023-03-18T11:01:15.517Z,2023-03-18T11:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351141,5,1,1,0,23,1azk57wev30h044w949j46kpu,0,54,8.9,2023-03-18T11:01:15.725Z,2023-03-18T11:01:17Z,4104313829,1,,4104313821,140,56.4,4104313827,213,6.1,4104313835,236,,4104313845,286,,4104313825,212,2.6,4104313819,56,Right,4104313839,233,12,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,4104313817,157,4104313823,141,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351137,12,74,1,0,23,4vvf3sulx3a61fiyaarjdndjs,1,39.2,93.8,2023-03-18T11:01:15.726Z,2023-03-18T11:01:18Z,4104313809,56,Back,4104313811,285,,4104313867,233,5,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351155,6,44,1,0,26,1azk57wev30h044w949j46kpu,1,44,9.2,2023-03-18T11:01:18.973Z,2023-03-18T11:01:21Z,4104313915,285,,4104313913,56,Back,4104313969,233,13,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351163,13,44,1,0,26,4vvf3sulx3a61fiyaarjdndjs,0,56,90.8,2023-03-18T11:01:18.974Z,2023-03-18T11:01:21Z,4104313977,233,6,4104313949,56,Left,4104313951,286,,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351171,7,1,1,0,27,1azk57wev30h044w949j46kpu,1,42.9,10,2023-03-18T11:01:19.518Z,2023-03-18T11:01:21Z,4104313983,3,,4104313987,140,41.9,4104313991,212,11.1,4104313989,141,26.3,4104313993,213,1.7,4104313985,56,Back,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351187,8,1,1,0,29,1azk57wev30h044w949j46kpu,1,41.9,26.3,2023-03-18T11:01:21.246Z,2023-03-18T11:01:22Z,4104314037,141,27.3,4104314033,56,Center,4104314041,213,0.0,4104314031,157,,4104314039,212,21.5,4104314043,1,,4104314035,140,62.4,,,,3jsqviuejf6t4u53cdgbeix62,Irene Oguiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351191,9,61,1,0,29,1azk57wev30h044w949j46kpu,0,62.4,27.3,2023-03-18T11:01:21.637Z,2023-03-18T13:11:45Z,4104314051,56,Center,,,,,,,,,,,,,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521374499,526,1,1,0,30,4vvf3sulx3a61fiyaarjdndjs,1,64.2,54.6,2023-03-18T11:01:22.130Z,2023-03-18T13:11:51Z,4104430989,141,82.7,4104430993,213,2.7,4104430985,56,Back,4104751371,1,,4104430987,140,20.9,4104430983,3,,4104430991,212,49.3,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351183,14,49,1,0,30,4vvf3sulx3a61fiyaarjdndjs,1,27.6,79.3,2023-03-18T11:01:22.451Z,2023-03-18T11:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351221,15,1,1,0,31,4vvf3sulx3a61fiyaarjdndjs,1,27.1,74.7,2023-03-18T11:01:23.795Z,2023-03-18T11:01:28Z,4104314177,140,29.8,4104314181,212,29.6,4104314183,213,4.8,4104314179,141,31.3,4104314175,56,Back,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351253,16,1,1,0,36,4vvf3sulx3a61fiyaarjdndjs,1,29.8,31.3,2023-03-18T11:01:28.131Z,2023-03-18T11:01:33Z,4104314305,212,19.0,4104314299,56,Back,4104314303,141,6.5,4104314307,213,5.2,4104314301,140,38.1,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351291,17,1,1,0,40,4vvf3sulx3a61fiyaarjdndjs,1,37.7,7,2023-03-18T11:01:32.980Z,2023-03-18T11:01:38Z,4104314465,213,1.8,4104314457,56,Back,4104314461,141,71.4,4104314453,155,,4104314455,196,,4104314467,1,,4104314463,212,44.8,4104314459,140,28.7,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351303,18,1,1,0,46,4vvf3sulx3a61fiyaarjdndjs,1,38.1,75.6,2023-03-18T11:01:38.739Z,2023-03-18T11:01:40Z,4104314507,141,86.9,4104314503,56,Back,4104314511,213,0.6,4104314509,212,13.9,4104314505,140,49.1,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351315,10,45,1,0,48,1azk57wev30h044w949j46kpu,0,45.2,11.4,2023-03-18T11:01:40.739Z,2023-03-18T11:01:42Z,4104314555,56,Back,4104314557,285,,4104314617,233,19,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521351319,19,3,1,0,48,4vvf3sulx3a61fiyaarjdndjs,1,54.8,88.6,2023-03-18T11:01:40.739Z,2023-03-18T11:01:42Z,4104314587,233,10,4104314569,286,,4104314567,56,Left,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
