id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2551100125,4,5,1,0,18,cd1ottifbgcfrn6pdrdpwt7z0,0,41,101.4,2023-05-19T18:00:31.255Z,2023-05-19T18:08:11Z,4290279141,347,,4290279491,233,8,4290279139,56,Back,,,,,,,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100175,8,5,1,0,18,bxlqcsb8ylen7lng9qy50eoq5,1,59,-1.4,2023-05-19T18:00:31.255Z,2023-05-19T18:00:41Z,4290279463,56,Right,4290279465,347,,4290279483,233,4,,,,,,,,,,,,,,,,efrr99onfcuvb2gylkvvrnl9m,Eva Llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100199,9,1,1,0,28,bxlqcsb8ylen7lng9qy50eoq5,1,59.5,0,2023-05-19T18:00:41.206Z,2023-05-19T18:00:44Z,4290279611,140,54.1,4290279617,213,2.0,4290279615,212,13.2,4290279609,56,Right,4290279607,107,,4290279613,141,15.9,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100211,10,1,1,0,31,bxlqcsb8ylen7lng9qy50eoq5,1,53.8,16.5,2023-05-19T18:00:44.294Z,2023-05-19T20:10:34Z,4290279685,56,Center,4290279689,141,28.1,4290279693,213,1.3,4290279687,140,55.6,4290279691,212,8.1,,,,,,,,,,bixjzl99gkes918s5gbndtwwl,K. Cahynová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100217,11,1,1,0,32,bxlqcsb8ylen7lng9qy50eoq5,0,54.1,15.9,2023-05-19T18:00:45.894Z,2023-05-19T18:00:47Z,4290279709,140,64.4,4290279729,236,,4290279707,56,Right,4290279713,212,11.4,4290279731,233,5,4290279711,141,10.6,4290279715,213,6.0,4290279735,286,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100213,5,74,1,0,32,cd1ottifbgcfrn6pdrdpwt7z0,1,28.9,97.4,2023-05-19T18:00:45.895Z,2023-05-19T18:00:47Z,4290279699,285,,4290279741,233,11,4290279697,56,Back,,,,,,,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100233,12,61,1,0,35,bxlqcsb8ylen7lng9qy50eoq5,0,59.2,29.1,2023-05-19T18:00:48.871Z,2023-05-19T18:00:48Z,4290279791,56,Center,,,,,,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100247,6,1,1,0,36,cd1ottifbgcfrn6pdrdpwt7z0,1,40.6,76.3,2023-05-19T18:00:49.296Z,2023-05-19T18:00:50Z,4290279859,213,4.1,4290279853,140,34.4,4290279855,141,62.1,4290279851,56,Back,4290279857,212,11.6,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100255,7,1,1,0,37,cd1ottifbgcfrn6pdrdpwt7z0,1,34.4,62.1,2023-05-19T18:00:50.417Z,2023-05-19T18:00:52Z,4290279905,140,59.4,4290279909,212,27.7,4290279907,141,75.3,4290279911,213,0.3,4290279903,56,Center,,,,,,,,,,5w3y2f2ydr2ecq90cdzbn6ns9,Anna Torrodà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100259,8,49,1,0,38,cd1ottifbgcfrn6pdrdpwt7z0,1,59.4,75.3,2023-05-19T18:00:51.921Z,2023-05-19T20:11:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100293,9,1,1,0,39,cd1ottifbgcfrn6pdrdpwt7z0,0,59.4,75.3,2023-05-19T18:00:52.129Z,2023-05-19T18:00:54Z,4290279995,213,4.6,4290279989,140,56.8,4290279993,212,25.4,4290279987,56,Center,4290279991,141,38.2,,,,,,,,,,1533xkmkmi8rpb6yoa8807xn8,I. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100319,13,49,1,0,44,bxlqcsb8ylen7lng9qy50eoq5,1,44.6,72.7,2023-05-19T18:00:57.894Z,2023-05-19T18:00:58Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100341,14,1,1,0,45,bxlqcsb8ylen7lng9qy50eoq5,1,44.6,72.7,2023-05-19T18:00:58.118Z,2023-05-19T18:01:00Z,4290280203,141,29.2,4290280207,213,5.2,4290280201,140,61.3,4290280199,56,Center,4290280205,212,34.4,4290280209,1,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100353,15,1,1,0,47,bxlqcsb8ylen7lng9qy50eoq5,1,61.3,29.2,2023-05-19T18:01:00.406Z,2023-05-19T18:01:01Z,4290280271,56,Right,4290280277,212,8.3,4290280279,213,4.4,4290280275,141,17.7,4290280273,140,58.7,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100389,16,1,1,0,48,bxlqcsb8ylen7lng9qy50eoq5,1,58.7,17.7,2023-05-19T18:01:01.686Z,2023-05-19T18:01:07Z,4290280467,141,10.7,4290280465,140,81.3,4290280463,56,Right,4290280471,213,6.1,4290280469,212,24.2,,,,,,,,,,8m8fk05kqcs7ver68ubl61mju,Arola Aparicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100427,17,1,1,0,53,bxlqcsb8ylen7lng9qy50eoq5,0,76.3,10.4,2023-05-19T18:01:06.950Z,2023-05-19T18:01:11Z,4290280705,141,13.1,4290280709,213,0.1,4290280703,140,88.9,4290280707,212,13.4,4290280701,56,Right,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100415,10,49,1,0,56,cd1ottifbgcfrn6pdrdpwt7z0,1,8.5,90.6,2023-05-19T18:01:09.569Z,2023-05-19T18:01:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100439,11,1,1,0,58,cd1ottifbgcfrn6pdrdpwt7z0,0,4.9,97.5,2023-05-19T18:01:11.360Z,2023-05-19T18:01:14Z,4290280783,157,,4290280903,233,18,4290280797,1,,4290280901,236,,4290280789,140,8.5,4290280795,213,6.2,4290280793,212,3.8,4290280791,141,97.1,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,4290280907,286,4290280787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100447,18,74,1,0,58,bxlqcsb8ylen7lng9qy50eoq5,1,91,7,2023-05-19T18:01:11.361Z,2023-05-19T18:05:56Z,4290280853,285,,4290280851,56,Right,4290280913,233,11,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100561,12,5,1,1,0,cd1ottifbgcfrn6pdrdpwt7z0,1,9.2,101.4,2023-05-19T18:01:13.281Z,2023-05-19T18:01:24Z,4290281471,56,Back,4290281515,233,19,4290281473,347,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100483,19,5,1,1,0,bxlqcsb8ylen7lng9qy50eoq5,0,90.8,-1.4,2023-05-19T18:01:13.281Z,2023-05-19T18:08:11Z,4290281523,233,12,4290281043,56,Right,4290281045,347,,,,,,,,,,,,,,,,,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100611,13,1,1,1,11,cd1ottifbgcfrn6pdrdpwt7z0,1,15.2,100,2023-05-19T18:01:24.161Z,2023-05-19T18:01:29Z,4290281737,213,6.1,4290281731,140,25.7,4290281735,212,11.3,4290281729,56,Back,4290281727,107,,4290281733,141,98.6,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100627,14,50,1,1,15,cd1ottifbgcfrn6pdrdpwt7z0,1,26.4,91.6,2023-05-19T18:01:28.917Z,2023-05-19T18:01:32Z,4290281789,285,,4290281941,233,20,4290281787,56,Back,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100647,20,7,1,1,15,bxlqcsb8ylen7lng9qy50eoq5,1,73.6,8.4,2023-05-19T18:01:28.918Z,2023-05-19T18:01:31Z,4290281903,233,14,4290281895,56,Right,4290281893,167,,4290281907,286,,,,,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100717,15,5,1,1,17,cd1ottifbgcfrn6pdrdpwt7z0,1,26.3,101.7,2023-05-19T18:01:30.384Z,2023-05-19T18:01:37Z,4290282317,233,21,4290282293,347,,4290282291,56,Back,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100709,21,5,1,1,17,bxlqcsb8ylen7lng9qy50eoq5,0,73.7,-1.7,2023-05-19T18:01:30.384Z,2023-05-19T18:08:12Z,4290282253,56,Right,4290282337,233,15,4290282255,347,,,,,,,,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100745,16,1,1,1,24,cd1ottifbgcfrn6pdrdpwt7z0,1,24.5,100,2023-05-19T18:01:37.280Z,2023-05-19T18:01:40Z,4290282461,213,5.6,4290282451,56,Back,4290282455,141,86.6,4290282449,107,,4290282453,140,36.3,4290282459,212,16.2,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100755,17,1,1,1,26,cd1ottifbgcfrn6pdrdpwt7z0,1,34.4,83.8,2023-05-19T18:01:39.921Z,2023-05-19T18:01:41Z,4290282509,213,4.2,4290282505,141,69.1,4290282501,56,Back,4290282507,212,11.8,4290282503,140,28.4,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100789,18,1,1,1,28,cd1ottifbgcfrn6pdrdpwt7z0,1,28.4,68.8,2023-05-19T18:01:41.712Z,2023-05-19T18:01:44Z,4290282697,213,4.7,4290282691,140,27.3,4290282695,212,26.0,4290282689,56,Back,4290282693,141,30.6,,,,,,,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100833,19,1,1,1,31,cd1ottifbgcfrn6pdrdpwt7z0,1,27.1,32.7,2023-05-19T18:01:44.336Z,2023-05-19T18:01:49Z,4290282895,212,18.2,4290282889,56,Back,4290282893,141,7.7,4290282897,213,5.1,4290282891,140,33.2,,,,,,,,,,5bx3a7j6m109a4jw82appuhre,María Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100841,20,3,1,1,35,cd1ottifbgcfrn6pdrdpwt7z0,0,31.6,8.6,2023-05-19T18:01:48.405Z,2023-05-19T18:01:50Z,4290282925,56,Back,4290282937,233,22,4290282927,285,,,,,,,,,,,,,,,,,dn503idumyhiea35ayzeesj6c,Sara Tamarit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100825,22,7,1,1,35,bxlqcsb8ylen7lng9qy50eoq5,0,68.4,91.4,2023-05-19T18:01:48.406Z,2023-05-19T18:01:49Z,4290282933,233,20,4290282867,286,,4290282865,56,Left,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100849,21,50,1,1,36,cd1ottifbgcfrn6pdrdpwt7z0,1,28.1,10,2023-05-19T18:01:49.764Z,2023-05-19T18:01:51Z,4290282947,56,Back,4290282949,285,,4290282995,233,23,,,,,,,,,,,,,,,,dn503idumyhiea35ayzeesj6c,Sara Tamarit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100851,23,7,1,1,36,bxlqcsb8ylen7lng9qy50eoq5,1,71.9,90,2023-05-19T18:01:49.765Z,2023-05-19T18:01:51Z,4290282955,56,Left,4290282983,233,21,4290282957,286,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100853,24,49,1,1,37,bxlqcsb8ylen7lng9qy50eoq5,1,82.4,88.4,2023-05-19T18:01:50.805Z,2023-05-19T18:01:51Z,,,,,,,,,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100925,25,1,1,1,42,bxlqcsb8ylen7lng9qy50eoq5,0,78.4,80,2023-05-19T18:01:55.190Z,2023-05-19T20:27:54Z,4290284623,141,31.4,4290284631,213,5.3,4290284611,2,,4290284615,155,,4290284619,140,100.0,4290284633,1,,4290284627,212,40.9,4290283365,56,Center,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100917,22,5,1,1,43,cd1ottifbgcfrn6pdrdpwt7z0,1,-1.1,50.2,2023-05-19T18:01:56.994Z,2023-05-19T18:02:02Z,4290283341,56,Back,4290283637,233,26,4290283343,346,,,,,,,,,,,,,,,,,dn503idumyhiea35ayzeesj6c,Sara Tamarit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551100967,26,5,1,1,43,bxlqcsb8ylen7lng9qy50eoq5,0,101.1,49.8,2023-05-19T18:01:56.994Z,2023-05-19T18:08:12Z,4290283609,56,Center,4290283613,346,,4290283659,233,22,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101135,23,1,1,1,59,cd1ottifbgcfrn6pdrdpwt7z0,1,4.5,61.4,2023-05-19T18:02:12.608Z,2023-05-19T18:02:14Z,4290284405,56,Back,4290284409,141,83.0,4290284413,213,0.8,4290284407,140,18.1,4290284411,212,20.5,4290284417,237,,4290284403,124,,,,,3qu360b871q8wssodtkeq6oa2,Enith Salón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101165,24,1,1,2,1,cd1ottifbgcfrn6pdrdpwt7z0,1,18.1,83,2023-05-19T18:02:14.144Z,2023-05-19T18:02:16Z,4290284563,213,6.2,4290284559,141,79.9,4290284555,56,Back,4290284561,212,18.7,4290284557,140,35.8,,,,,,,,,,2me13zmgmf0r0wtsjmxid1zvt,Berta Pujadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101173,25,1,1,2,3,cd1ottifbgcfrn6pdrdpwt7z0,1,35.4,79.6,2023-05-19T18:02:16.257Z,2023-05-19T18:02:17Z,4290284641,212,11.3,4290284637,140,32.4,4290284643,213,4.4,4290284635,56,Back,4290284639,141,63.6,,,,,,,,,,bu6otdhlxkznbdm7v6gq1gq21,Pauleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101285,26,43,1,2,4,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-05-19T18:02:17.232Z,2023-05-19T20:11:12Z,4290285169,140,24.2,4290285173,212,12.2,4290285167,56,Back,4291072887,155,0,4290285171,141,76.3,4290285175,213,2.4,4291073173,144,1,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101287,27,1,1,2,4,cd1ottifbgcfrn6pdrdpwt7z0,0,25.1,75.6,2023-05-19T18:02:17.921Z,2023-05-19T18:02:44Z,4290285187,140,39.2,4290285191,212,14.9,4290285195,1,,4290285185,56,Back,4290285193,213,0.1,4290285183,157,,4290285189,141,77.8,,,,5cpnfg3x95yjy00c6h2g22tp1,Marta Carro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101215,27,49,1,2,6,bxlqcsb8ylen7lng9qy50eoq5,1,65.5,33.9,2023-05-19T18:02:19.878Z,2023-05-19T18:02:19Z,,,,,,,,,,,,,,,,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101257,28,1,1,2,7,bxlqcsb8ylen7lng9qy50eoq5,1,65.5,33.9,2023-05-19T18:02:20.309Z,2023-05-19T18:02:24Z,4290285041,56,Center,4290285047,212,12.2,4290285049,213,0.2,4290285043,140,77.0,4290285045,141,36.9,,,,,,,,,,791g6utcjg9779zlvf7gyavze,Ana Franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551101313,29,1,1,2,11,bxlqcsb8ylen7lng9qy50eoq5,1,73,14.3,2023-05-19T18:02:24.389Z,2023-05-19T18:02:45Z,4290285289,155,,4290285299,213,0.8,4290286331,154,,4290285295,141,42.5,4290285291,56,Center,4290285287,2,,4290285297,212,25.7,4290285293,140,89.3,5e5sc7yzyi9kja9edk892br9x,Amanda Sampedro,4290286329,210,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
2551101315,30,13,1,2,14,bxlqcsb8ylen7lng9qy50eoq5,1,87.3,45.5,2023-05-19T18:02:27.878Z,2023-05-19T18:02:45Z,4290286391,102,40.3,4290286387,55,29,4290286393,103,1.4,4290286377,114,,4290285309,56,Center,4290286395,230,99.3,4290285769,20,,4290286381,29,,5jwmy7qi01na2bmyw3zo3is8a,Cristina Martín-Prieto,4290286397,231,4290285307,17,,,49.5,4290286383,154,4290285305,22,4290286379,75,,,,,,,,,,,,,,,,,,,
2551101519,28,5,1,2,17,cd1ottifbgcfrn6pdrdpwt7z0,1,-1,62.4,2023-05-19T18:02:30.165Z,2023-05-19T18:08:12Z,4290313105,233,31,4290286421,56,Back,4290286423,346,,,,,,,,,,,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
