id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/12/value,qualifier/14/value,qualifier/16/value
2538125913,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-04-23T15:06:07.710Z,2023-04-23T16:20:57Z,4214144147,30,"6h41rdmhfs08723t23zgi5vjd, 4trjsb4uoasjj3jwr77rh0k16, cq38p3rul6qi2tpvr077v8n6y, 245eszqeqx2xeair8h5n4z8b9, 8tux0w5del0ggtozbon3x92lm, 59k0w00mz9tbm2mehy6ix113p, dgkmt7f5k9oqruxzsi3x9em6t, 7l3val0z7xwpaptf5ebgimnyt, 1xs185h82mmyp8z86s1f6jucq, 9k9f6c1xb7kfaq3siophz7ca1, 5nad4qgy5hlwfsm64mhkwadw5, d4gjsmv5dqgv9w2e115gh7kk5, 4vk1yd7zqaqapuejahqx7zi09, evfl561yy3cwa51hwnme6mifp, 13hy7ggmnhfalmdqlbp6lzv11, 4rs6pmptx7w4moy8ks2vyrff9, a5b2mmssttscc0k5rss87lhey, cp37td3qaw8oyf3mznoh45o15, 79gb1aba3b9e3bht7frq0lqp6, 10w88nr6r2nzxank4gv5gokbt, 47wzwvf5ksv7kdivj9ra96l0p",4214144159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214144153,130,12,4214144155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214399047,197,8978,4214144151,59,"1, 22, 7, 4, 14, 5, 11, 6, 19, 16, 8, 2, 3, 9, 10, 13, 15, 18, 20, 23, 24",4214144149,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214144157,194,59k0w00mz9tbm2mehy6ix113p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538127047,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-04-23T15:07:34.736Z,2023-04-23T15:57:08Z,4214149839,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214149833,130,10,4214388249,197,12187,4214149827,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 8grsiemkt03k8c1g6am7vnxlh, cgbly4uoca30z9ey5h722ej56, 5fula0vkdt8dg2s1po4k9no16, 3bnl8jpyjy436d6rq46apwei2, 3uj4zixqbp5ahu9etu4fl714a, 23cz0ftfc2rstsut0wkmntm8l, 49klmhzbsmlxnkp2w60y66sph, tfni0bbycqnutwdofnndixd6, 4bpis8gkfy9n5pknxuw40hus4, euieo81aiyv4wqldc8owokset, cehjx04vym880gqogj4djdiad, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, ah7sbrjt4lz1t4zww2l4sf1ex, dj7z4zsiwjd3xnrb284zt5b6x, dl0wzq2dftry5gqgalthhr1ed, 55dkf4evau0bcy8uyhkat9b84, 3qg0fby2m8ua25w931ubn8mc4",4214149831,59,"13, 14, 15, 3, 4, 22, 12, 18, 9, 10, 6, 1, 5, 7, 8, 16, 17, 23, 27, 30",4214149835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214149837,194,3bnl8jpyjy436d6rq46apwei2,4214149829,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176541,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-04-23T16:00:42.733Z,2023-04-23T16:00:43Z,4214403251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176537,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-04-23T16:00:42.733Z,2023-04-23T16:00:44Z,4214403239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176557,3,1,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,49.9,50.2,2023-04-23T16:00:42.833Z,2023-04-23T16:47:47Z,4214403351,213,3.8,4214403353,279,S,4214403347,141,39.3,4214403345,140,41.2,4214403349,212,11.8,4214403343,56,Back,,,,,,,9k9f6c1xb7kfaq3siophz7ca1,C. Møller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176651,4,1,1,0,6,vaikl8nl7hdr4y9jj4jyb9ey,1,40.5,28.7,2023-04-23T16:00:49.274Z,2023-04-23T16:00:50Z,4214403893,212,14.8,4214403891,141,7.7,4214403895,213,4.5,4214403887,56,Back,4214403889,140,36.9,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176683,5,1,1,0,9,vaikl8nl7hdr4y9jj4jyb9ey,1,32.1,10.7,2023-04-23T16:00:52.122Z,2023-04-23T16:00:53Z,4214404061,213,1.9,4214404057,141,33.6,4214404055,140,26.5,4214404059,212,16.6,4214404053,56,Back,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176749,6,1,1,0,11,vaikl8nl7hdr4y9jj4jyb9ey,1,27.6,34.2,2023-04-23T16:00:54.650Z,2023-04-23T16:00:58Z,4214404453,141,64.3,4214404455,212,22.0,4214404451,140,35.4,4214404457,213,1.2,4214404449,56,Back,,,,,,,,,,9k9f6c1xb7kfaq3siophz7ca1,C. Møller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176771,7,1,1,0,17,vaikl8nl7hdr4y9jj4jyb9ey,1,35.2,64.8,2023-04-23T16:01:00.121Z,2023-04-23T16:01:00Z,4214404549,141,93.8,4214404545,56,Back,4214404547,140,45.8,4214404553,213,1.1,4214404551,212,22.6,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176817,8,1,1,0,18,vaikl8nl7hdr4y9jj4jyb9ey,1,46.4,95,2023-04-23T16:01:01.466Z,2023-04-23T16:01:02Z,4214404803,212,19.2,4214404805,213,3.9,4214404801,141,74.7,4214404797,56,Back,4214404799,140,33.7,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
