id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2506892421,9,1,1,0,19,1azk57wev30h044w949j46kpu,0,14.4,85.1,2023-02-12T11:02:45.547Z,2023-02-12T11:02:46Z,4027846671,56,Back,4027846679,213,6.2,4027846673,140,21.9,4027846677,212,7.9,4027846675,141,84.5,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892427,3,61,1,0,20,8zt8rrm6v5nccv01v6pef0r1o,1,68.5,13.7,2023-02-12T11:02:47.098Z,2023-02-12T11:02:47Z,4027846709,56,Right,,,,,,,,,,,,,,,,,,,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892431,4,49,1,0,22,8zt8rrm6v5nccv01v6pef0r1o,1,66,17.3,2023-02-12T11:02:48.797Z,2023-02-12T11:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3iet32cz1jg865iswu92kqd49,A. Stašková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892445,5,1,1,0,23,8zt8rrm6v5nccv01v6pef0r1o,1,66,17.3,2023-02-12T11:02:49.548Z,2023-02-12T11:02:53Z,4027846811,212,4.9,4027846805,56,Center,4027846807,140,65.2,4027846809,141,24.4,4027846813,213,1.7,,,,,,,,,,3iet32cz1jg865iswu92kqd49,A. Stašková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892447,6,50,1,0,26,8zt8rrm6v5nccv01v6pef0r1o,1,70.5,21.1,2023-02-12T11:02:53.277Z,2023-02-12T11:02:59Z,4027846817,56,Right,4027846819,286,,4027846969,233,10,,,,,,,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892465,10,7,1,0,26,1azk57wev30h044w949j46kpu,1,29.5,78.9,2023-02-12T11:02:53.278Z,2023-02-12T11:02:58Z,4027846933,285,,4027846945,233,6,4027846931,56,Back,,,,,,,,,,,,,,,,69hzl68t1f58dxs461jizyjje,Itxaso Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892467,11,50,1,0,28,1azk57wev30h044w949j46kpu,1,34.6,92,2023-02-12T11:02:55.155Z,2023-02-12T11:02:59Z,4027846981,286,,4027846941,56,Back,4027846977,233,7,,,,,,,,,,,,,,,,envd6nvea5ssa98mq2bnd7otm,Jone Amezaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892461,7,7,1,0,28,8zt8rrm6v5nccv01v6pef0r1o,1,65.4,8,2023-02-12T11:02:55.156Z,2023-02-12T11:02:59Z,4027846957,233,11,4027846901,285,,4027846899,56,Right,,,,,,,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892483,8,1,1,0,31,8zt8rrm6v5nccv01v6pef0r1o,1,64.4,12,2023-02-12T11:02:57.332Z,2023-02-12T11:03:03Z,4027847039,141,36.3,4027847041,212,20.0,4027847035,56,Center,4027847037,140,53.7,4027847043,213,2.2,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892489,9,1,1,0,36,8zt8rrm6v5nccv01v6pef0r1o,1,57.6,34.6,2023-02-12T11:03:03.148Z,2023-02-12T11:03:04Z,4027847081,141,35.2,4027847077,56,Back,4027847079,140,48.9,4027847083,212,9.1,4027847085,213,3.1,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892507,10,1,1,0,38,8zt8rrm6v5nccv01v6pef0r1o,1,48.3,35.8,2023-02-12T11:03:04.532Z,2023-02-12T11:03:10Z,4027847179,56,Back,4027847187,213,1.9,4027847181,140,40.8,4027847185,212,23.1,4027847183,141,67.8,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892519,11,1,1,0,43,8zt8rrm6v5nccv01v6pef0r1o,1,40.9,86.6,2023-02-12T11:03:09.916Z,2023-02-12T11:03:12Z,4027847243,56,Left,4027847249,212,13.6,4027847247,141,97.4,4027847245,140,51.8,4027847251,213,0.6,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892527,12,1,1,0,45,8zt8rrm6v5nccv01v6pef0r1o,1,51.8,97.4,2023-02-12T11:03:12.260Z,2023-02-12T11:03:14Z,4027847281,56,Left,4027847283,140,57.0,4027847289,213,5.6,4027847287,212,7.3,4027847285,141,90.3,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892529,13,1,1,0,46,8zt8rrm6v5nccv01v6pef0r1o,0,57,90.3,2023-02-12T11:03:12.996Z,2023-02-12T11:07:18Z,4027847299,141,91.7,4027847301,212,7.9,4027847297,140,49.5,4027847295,56,Back,4027847303,213,3.0,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892525,12,8,1,0,47,1azk57wev30h044w949j46kpu,1,44.4,24.1,2023-02-12T11:03:13.501Z,2023-02-12T11:03:13Z,4027847275,56,Back,,,,,,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892559,14,1,1,0,48,8zt8rrm6v5nccv01v6pef0r1o,1,48.8,90.3,2023-02-12T11:03:15.276Z,2023-02-12T11:03:19Z,4027847461,56,Back,4027847463,140,33.3,4027847469,213,3.9,4027847467,212,22.4,4027847465,141,67.6,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892585,15,1,1,0,53,8zt8rrm6v5nccv01v6pef0r1o,1,35.4,46.4,2023-02-12T11:03:19.484Z,2023-02-12T11:03:24Z,4027847611,141,20.7,4027847615,213,4.7,4027847607,56,Back,4027847613,212,17.5,4027847609,140,35.6,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892623,16,1,1,0,58,8zt8rrm6v5nccv01v6pef0r1o,1,56.8,20.3,2023-02-12T11:03:24.716Z,2023-02-12T11:03:30Z,4027847791,56,Right,4027847793,140,68.0,4027847799,213,5.6,4027847797,212,14.8,4027847795,141,7.1,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892629,17,1,1,1,4,8zt8rrm6v5nccv01v6pef0r1o,1,85.2,8.2,2023-02-12T11:03:30.508Z,2023-02-12T11:03:32Z,4027847835,140,90.5,4027847841,213,6.1,4027847837,141,6.8,4027847833,56,Right,4027847839,212,5.6,,,,,,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892633,18,1,1,1,6,8zt8rrm6v5nccv01v6pef0r1o,0,90.5,6.8,2023-02-12T11:03:32.444Z,2023-02-12T11:03:33Z,4027847885,213,1.5,4027847873,2,,4027847875,155,,4027847883,212,23.3,4027847881,141,41.0,4027847879,140,91.9,4027847877,56,Center,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892647,13,12,1,1,8,1azk57wev30h044w949j46kpu,1,8.8,64.5,2023-02-12T11:03:34.491Z,2023-02-12T11:03:38Z,4027848007,212,13.9,4027848009,213,5.1,4027848003,141,45.4,4027847999,56,Back,4027848001,140,13.6,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892643,19,15,1,1,10,8zt8rrm6v5nccv01v6pef0r1o,1,92,57.9,2023-02-12T11:03:36.500Z,2023-02-12T11:03:57Z,4027848295,103,19,4027848293,102,49.9,4027848451,233,14,4027847951,17,,4027848301,146,94.5,4027848307,231,51.3,4027847953,56,Center,4027848305,230,98.8,5qvgs8yefgkayj9yt1kidkcfd,E. Banini,4027848303,147,55.4,4027847949,22,4027848139,72,4027848143,82,4027848297,458,4027848299,100,4027848291,78,,,,,,,,,,,,,,,,,
2506892657,14,10,1,1,10,1azk57wev30h044w949j46kpu,1,5.8,34,2023-02-12T11:03:36.600Z,2023-02-12T11:03:57Z,4027848045,56,Back,4027848455,233,19,4027848431,94,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892659,15,6,1,1,11,1azk57wev30h044w949j46kpu,0,3.7,32.7,2023-02-12T11:03:37.900Z,2023-02-12T11:10:05Z,4027848079,233,20,4027848055,56,Back,4027848057,73,,,,,,,,,,,,,,,,,si7seewiwpo5s7yi3jbxuo2y,Oihane Valdezate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892655,20,6,1,1,11,8zt8rrm6v5nccv01v6pef0r1o,1,96.3,67.3,2023-02-12T11:03:37.900Z,2023-02-12T11:03:39Z,4027848063,233,15,4027848043,73,,4027848041,56,Center,,,,,,,,,,,,,,,,5qvgs8yefgkayj9yt1kidkcfd,E. Banini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892765,21,1,1,1,38,8zt8rrm6v5nccv01v6pef0r1o,0,99.5,99.5,2023-02-12T11:04:05.252Z,2023-02-12T11:04:11Z,4027848789,223,,4027848787,155,,4027848793,140,97.6,4027848795,141,53.9,4027848791,56,Center,4027848783,2,,4027848785,6,,4027848799,213,4.6,31yxoo15eztnf39r45e6hy1g5,L. Santos,4027848797,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892773,16,12,1,1,46,1azk57wev30h044w949j46kpu,1,0.9,48.8,2023-02-12T11:04:12.764Z,2023-02-12T11:05:05Z,4027848869,140,5.5,4027848867,56,Back,4027848871,141,49.3,4027848875,213,0.1,4027848873,212,4.8,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892785,23,61,1,1,47,8zt8rrm6v5nccv01v6pef0r1o,1,95.9,53.1,2023-02-12T11:04:13.891Z,2023-02-12T11:05:21Z,4027848921,56,Center,,,,,,,,,,,,,,,,,,,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892829,18,12,1,1,47,1azk57wev30h044w949j46kpu,1,2.4,49.9,2023-02-12T11:04:14.299Z,2023-02-12T11:05:04Z,4027849299,140,4.6,4027849301,141,45.7,4027849297,56,Back,4027849303,212,3.7,4027849305,213,5.4,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892775,17,5,1,1,48,1azk57wev30h044w949j46kpu,1,-1.1,39.4,2023-02-12T11:04:14.827Z,2023-02-12T11:05:06Z,4027848901,233,22,4027848883,346,,4027848879,56,Back,,,,,,,,,,,,,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892777,22,5,1,1,48,8zt8rrm6v5nccv01v6pef0r1o,0,101.1,60.6,2023-02-12T11:04:14.827Z,2023-02-12T11:11:32Z,4027848905,233,17,4027848889,56,Center,4027848891,346,,,,,,,,,,,,,,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892849,19,1,1,2,9,1azk57wev30h044w949j46kpu,0,3.8,40.4,2023-02-12T11:04:35.627Z,2023-02-12T11:07:28Z,4027854775,124,,4027849431,212,45.8,4027849425,56,Back,4027849435,1,,4027849433,213,5.7,4027854779,237,,4027849427,140,41.3,4027849429,141,5.9,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892873,24,1,1,2,16,8zt8rrm6v5nccv01v6pef0r1o,1,62.8,94.8,2023-02-12T11:04:43.044Z,2023-02-12T11:04:44Z,4027849575,140,64.8,4027849573,56,Left,4027849577,141,84.5,4027849579,212,7.3,4027849581,213,5.0,,,,,,,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892905,25,1,1,2,18,8zt8rrm6v5nccv01v6pef0r1o,1,66,84.7,2023-02-12T11:04:44.340Z,2023-02-12T11:04:49Z,4027849743,56,Left,4027849749,212,7.6,4027849747,141,94.5,4027849745,140,69.5,4027849751,213,1.1,,,,,,,,,,3iet32cz1jg865iswu92kqd49,A. Stašková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892907,26,1,1,2,22,8zt8rrm6v5nccv01v6pef0r1o,1,71.9,78.5,2023-02-12T11:04:49.172Z,2023-02-12T11:04:50Z,4027849777,141,85.3,4027849793,212,19.2,4027849795,213,0.2,4027849775,140,89.6,4027849773,56,Left,,,,,,,,,,31yxoo15eztnf39r45e6hy1g5,L. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892911,27,1,1,2,24,8zt8rrm6v5nccv01v6pef0r1o,0,89.6,85.3,2023-02-12T11:04:50.660Z,2023-02-12T11:04:51Z,4027849817,56,Center,4027849821,141,45.7,4027849815,155,,4027849819,140,100.0,4027849813,2,,4027849823,212,29.5,4027849825,213,5.1,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892923,20,5,1,2,25,1azk57wev30h044w949j46kpu,1,-1.3,52,2023-02-12T11:04:51.712Z,2023-02-12T11:11:33Z,4027849867,233,28,4027849859,56,Back,4027849861,346,,,,,,,,,,,,,,,,,3nmk8e4y0vu8ov2whpdannnkk,Naia Landaluze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506892915,28,5,1,2,25,8zt8rrm6v5nccv01v6pef0r1o,0,101.3,48,2023-02-12T11:04:51.712Z,2023-02-12T11:04:53Z,4027849833,346,,4027849877,233,20,4027849831,56,Center,,,,,,,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893005,21,1,1,2,42,1azk57wev30h044w949j46kpu,1,3.2,40.6,2023-02-12T11:05:08.668Z,2023-02-12T11:05:10Z,4027850323,237,,4027850311,56,Back,4027850317,212,26.5,4027850319,213,1.4,4027850315,141,78.8,4027850309,124,,4027850313,140,8.4,,,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893007,22,1,1,2,43,1azk57wev30h044w949j46kpu,1,8.4,78.8,2023-02-12T11:05:10.107Z,2023-02-12T11:05:11Z,4027850341,56,Back,4027850345,141,93.6,4027850347,212,15.6,4027850349,213,0.7,4027850343,140,19.7,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893021,23,1,1,2,45,1azk57wev30h044w949j46kpu,1,19.7,93.6,2023-02-12T11:05:11.338Z,2023-02-12T11:05:15Z,4027850443,213,5.9,4027850441,212,19.7,4027850435,56,Back,4027850437,140,37.0,4027850439,141,82.4,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893033,24,1,1,2,48,1azk57wev30h044w949j46kpu,1,40.7,70.9,2023-02-12T11:05:15.099Z,2023-02-12T11:05:18Z,4027850515,212,15.5,4027850509,56,Back,4027850513,141,48.4,4027850511,140,38.2,4027850517,213,4.5,,,,,,,,,,envd6nvea5ssa98mq2bnd7otm,Jone Amezaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893035,25,1,1,2,51,1azk57wev30h044w949j46kpu,0,38.2,48.4,2023-02-12T11:05:17.779Z,2023-02-12T11:37:56Z,4027850543,212,42.6,4027850545,213,1.0,4027850535,155,,4027850547,1,,4027850541,141,100.0,4027850537,56,Left,4027850539,140,59.2,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893041,26,5,1,2,52,1azk57wev30h044w949j46kpu,0,61,101.4,2023-02-12T11:05:18.628Z,2023-02-12T11:12:03Z,4027850563,56,Left,4027850565,347,,4027850635,233,29,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893047,29,5,1,2,52,8zt8rrm6v5nccv01v6pef0r1o,1,39,-1.4,2023-02-12T11:05:18.628Z,2023-02-12T11:05:21Z,4027850629,233,26,4027850603,56,Back,4027850605,347,,,,,,,,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893075,30,1,1,2,58,8zt8rrm6v5nccv01v6pef0r1o,1,37.2,0,2023-02-12T11:05:24.523Z,2023-02-12T11:05:28Z,4027850783,212,12.7,4027850775,107,,4027850785,213,0.7,4027850781,141,11.0,4027850777,56,Back,4027850779,140,46.6,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893077,31,1,1,3,1,8zt8rrm6v5nccv01v6pef0r1o,1,46.6,11,2023-02-12T11:05:28.259Z,2023-02-12T11:05:29Z,4027850805,141,5.0,4027850807,212,8.3,4027850797,56,Back,4027850809,213,3.7,4027850803,140,39.7,,,,,,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506893085,32,1,1,3,3,8zt8rrm6v5nccv01v6pef0r1o,1,39.7,5,2023-02-12T11:05:29.451Z,2023-02-12T11:05:32Z,4027850881,212,32.2,4027850879,141,43.6,4027850877,140,21.9,4027850885,1,,4027850883,213,2.2,4027850875,56,Back,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
