id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2489121363,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-12-04T14:23:52.552Z,2022-12-04T16:22:29Z,3934241433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3934241429,30,"dcbrqeq61r269wyh4k00g3t3o, cehjx04vym880gqogj4djdiad, 8grsiemkt03k8c1g6am7vnxlh, 4kqwr8xb2ydw2v32thgb5sk5w, 3bnl8jpyjy436d6rq46apwei2, 5fula0vkdt8dg2s1po4k9no16, 79zpaj24j11e9aajt7vmjf88a, 61103f3yhhms1lylloihvbrv9, 3uj4zixqbp5ahu9etu4fl714a, 49klmhzbsmlxnkp2w60y66sph, 3mgkmvazmdqvhtnkkigc24e3u, euieo81aiyv4wqldc8owokset, cgbly4uoca30z9ey5h722ej56, 4bpis8gkfy9n5pknxuw40hus4, tfni0bbycqnutwdofnndixd6, 5mk5a6g9962zs1f0dgv2g3o45, 55dkf4evau0bcy8uyhkat9b84, 3qg0fby2m8ua25w931ubn8mc4, 8d7m36cejwj5ir3gtrerrjhg4",3934241443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3934333111,197,12187,3934241439,130,2,3934241451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934241437,59,"13, 5, 15, 11, 22, 4, 8, 20, 12, 9, 7, 1, 3, 6, 10, 14, 27, 30, 33",3934241447,194,3bnl8jpyjy436d6rq46apwei2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489122495,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2022-12-04T14:25:50.370Z,2022-12-04T15:06:57Z,3934247567,130,3,3934247571,194,c4bthgzk7mykmnkyn4142i3v8,3934247569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3934247559,30,"77qiz0pydyy47nrcuqqtcom50, 5zfnimycb0516oj3frebpisk4, comno008m9p6kg2cxtbc7suwa, cklnfn4gt480hn4o3m3d979w, 4jz2cnk91to6lp7cujbzhnwq2, c4bthgzk7mykmnkyn4142i3v8, cvq0jg2vh6kxwf0lcpmuf3i8k, eaebjxv5o929urb7nerrq9qtw, 1ezefmix2gldcaoz0cdplw3x1, 1saqhw307zho8fyokoav1j6s4, de1rbqfoaq2wyrd2781bxqqc5, 7vvcwgog9p2a3i1qjp0exzyi2, okqhs5xt0v9a0v7qo2l9omqc, d90k7acrynushpp6sld2e9h3p, 9xl7b5wlhj3mrgp1pnuopqn6x, 5lwte3qujkcw20jcc691itbdh, d20r1ne9lrj8jivt9qv1m6zth",3934247565,59,"1, 17, 14, 21, 3, 4, 8, 7, 9, 19, 11, 10, 12, 13, 18, 23, 24",3934334303,197,14201,3934247573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934247563,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139091,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2022-12-04T15:00:01.003Z,2022-12-04T15:00:03Z,3934337685,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139083,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2022-12-04T15:00:01.003Z,2022-12-04T15:00:01Z,3934337671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139123,3,1,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,49.9,49.9,2022-12-04T15:00:01.103Z,2022-12-04T15:00:05Z,3934337859,213,2.7,3934337851,56,Back,3934337857,212,15.4,3934337855,141,60.3,3934337861,279,S,3934337853,140,36.9,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139135,4,1,1,0,4,1qoqz1tyay060cj5aha7rt1lp,0,40.1,61.2,2022-12-04T15:00:05.807Z,2022-12-04T15:04:08Z,3934337905,155,,3934337915,213,0.8,3934337913,212,32.7,3934337909,140,61.9,3934337917,1,,3934337911,141,95.6,3934337907,56,Left,,,,61103f3yhhms1lylloihvbrv9,Ainoa Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139137,3,44,1,0,8,eqaszp3lzhffqt4f8hmzov72j,1,31.1,7,2022-12-04T15:00:09.981Z,2022-12-04T15:00:11Z,3934337919,56,Back,3934337959,233,5,3934337921,285,,,,,,,,,,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139149,5,44,1,0,8,1qoqz1tyay060cj5aha7rt1lp,0,68.9,93,2022-12-04T15:00:09.982Z,2022-12-04T15:05:40Z,3934337975,233,3,3934337953,56,Left,3934337955,286,,,,,,,,,,,,,,,,,3mgkmvazmdqvhtnkkigc24e3u,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139141,4,1,1,0,9,eqaszp3lzhffqt4f8hmzov72j,1,24.1,9.5,2022-12-04T15:00:10.182Z,2022-12-04T15:00:10Z,3934337927,3,,3934337935,212,7.8,3934337929,56,Back,3934337933,141,18.7,3934337931,140,28.6,3934337937,213,0.9,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489139145,5,49,1,0,10,eqaszp3lzhffqt4f8hmzov72j,1,30.8,18.8,2022-12-04T15:00:11.396Z,2022-12-04T15:00:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
