id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2551115255,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-05-19T18:16:19.901Z,2023-05-19T19:03:55Z,4290358185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4290358181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4290358179,130,8,4290626417,197,3941,4290358183,194,4bcef9sqkbml7b2jtqhbz602d,4290358173,30,"4bcef9sqkbml7b2jtqhbz602d, auyj06nha2syoygo7prfadobu, d0i38pk78vbxoqz7x2rzz8cx6, 52kdiaya57yaisoil0k9ss0oa, 1duox0r8qvb3t52m9w4mp86ol, 24dpnyyhqgnve5zzget4gz1zp, ayd71ahuyt8kd9c8xmbbbhg16, daze51b5849zsk2aqvgmkkbth, 2a76iw4bpv8ppfhuc859cweeh, 5qvgs8yefgkayj9yt1kidkcfd, 263vizqqfp8zwwws0exdrl3o5, efxmnnjg8l00ns74d7nnloi22, lanj0745tf4i4hige9vm9qll, 3alzawtqpfjtb3vez30mbp0mi, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 9163edyiljpd18plos0eb2j8p, 1tusdkqm6v4khzekbrp2jfnqh, 4pavtall24hy4jle51p1lqkbu, 2ac25gja4xuyp8xqe2uvdslqs",4290358177,59,"1, 27, 20, 5, 4, 11, 18, 7, 17, 22, 16, 2, 3, 6, 13, 14, 15, 19, 26, 32",4290358175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551119781,1,34,16,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-05-19T18:20:35.907Z,2023-05-19T19:03:56Z,4290381551,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4290381555,130,2,4290381557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4290381553,59,"13, 16, 23, 14, 34, 3, 6, 12, 10, 8, 24, 32, 1, 4, 31, 15, 17, 21, 27",4290381559,194,5ic26p6vixiy9kqtxniuh9zh1,4290627609,197,15539,4290381549,30,"7yjvzelaq5iir99b4631uiyg9, 982xo55a6ehu6960fxwr3bfje, 5ic26p6vixiy9kqtxniuh9zh1, 80bmdjixjy34wx3e5fb8re961, er041hrvisziwqn5c7fiozxlh, c7phsuwshglgu1nud007agqnd, 3rob14yal0zrzxj2tdpp4sewa, 1au0af90j09ol6827vodhg1k9, buqygjztmnvmul49w3grzuo5x, eno0e1nmkn4ts5yy103k7inzd, yay5mq8trvoxv9mwm4mqzn8q, 5v4jjtqwg9sjoyzoehbwpvris, 8jok7wopda70yus7gj5qwi1nt, 9le3udqhtfsbnlr6py67cj71m, 5ql8n3lw656v4i4wk74cselm1, 5ynz0l8qa20x0gp0a5iiztgph, aoy956n72pya0cc6bqj5x736x, f20f6etew7qc0bgwp7j1bgyne, 1giboljeo8fr7td6pvjyg70gk",4290381561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169009,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-05-19T19:02:06.942Z,2023-05-19T19:02:11Z,4290642271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551168989,2,32,1,0,0,9ouh98eyf6u69lbxc13mllm7f,1,0,0,2023-05-19T19:02:06.942Z,2023-05-19T19:02:07Z,4290642185,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169025,3,1,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,50,50.1,2023-05-19T19:02:07.042Z,2023-05-19T19:09:05Z,4290642355,141,51.5,4290642357,212,12.3,4290642351,56,Back,4290642359,213,3.1,4290642361,279,S,4290642353,140,38.3,,,,,,,2a76iw4bpv8ppfhuc859cweeh,Bárbara Latorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169103,4,1,1,0,4,8zt8rrm6v5nccv01v6pef0r1o,1,28.8,45.1,2023-05-19T19:02:11.829Z,2023-05-19T19:02:18Z,4290642851,141,17.0,4290642847,56,Back,4290642855,213,4.7,4290642853,212,19.1,4290642849,140,27.9,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169167,5,1,1,0,7,8zt8rrm6v5nccv01v6pef0r1o,1,29.9,17.8,2023-05-19T19:02:14.679Z,2023-05-19T19:02:17Z,4290643221,212,9.4,4290643215,56,Back,4290643217,140,24.1,4290643223,213,2.3,4290643219,141,28.3,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169265,6,1,1,0,14,8zt8rrm6v5nccv01v6pef0r1o,0,23.4,35.3,2023-05-19T19:02:21.460Z,2023-05-19T19:02:22Z,4290643717,212,21.1,4290643705,140,23.5,4290643699,56,Back,4290643721,213,1.6,4290643713,141,66.3,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169313,7,1,1,0,16,8zt8rrm6v5nccv01v6pef0r1o,1,23.1,69.3,2023-05-19T19:02:23.765Z,2023-05-19T19:02:24Z,4290643971,56,Back,4290643979,213,1.3,4290643977,212,14.2,4290643975,141,89.4,4290643973,140,26.6,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551169323,8,1,1,0,18,8zt8rrm6v5nccv01v6pef0r1o,0,26.5,89.7,2023-05-19T19:02:24.977Z,2023-05-19T19:02:25Z,4290644031,212,13.7,4290644029,141,93.9,4290644025,56,Back,4290644027,140,39.3,4290644033,213,0.2,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
