id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value
2506326377,186,5,1,22,35,1qoqz1tyay060cj5aha7rt1lp,1,88.4,101.8,2023-02-11T15:23:12.391Z,2023-02-11T15:54:37Z,4024881885,233,194,4024881843,56,Left,4024881845,347,,,,,,,,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506325809,194,5,1,22,35,4vvf3sulx3a61fiyaarjdndjs,0,11.6,-1.8,2023-02-11T15:23:12.391Z,2023-02-11T15:23:30Z,4024878883,347,,4024878881,56,Back,4024881941,233,186,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506326563,187,1,1,22,53,1qoqz1tyay060cj5aha7rt1lp,1,95.1,100,2023-02-11T15:23:29.535Z,2023-02-11T15:23:35Z,4024882887,107,,4024882889,56,Center,4024882897,213,4.8,4024882891,140,96.8,4024882893,141,75.4,4024882895,212,17.9,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506326651,188,1,1,22,58,1qoqz1tyay060cj5aha7rt1lp,0,96.8,75.4,2023-02-11T15:23:34.912Z,2023-02-11T15:23:37Z,4024883377,2,,4024883381,56,Center,4024883383,140,95.4,4024883385,141,36.1,4024883379,155,,4024883387,212,26.8,4024883389,213,4.7,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506326697,195,12,1,22,58,4vvf3sulx3a61fiyaarjdndjs,1,5.8,60.8,2023-02-11T15:23:35.319Z,2023-02-11T15:23:47Z,4024883661,140,1.2,4024885511,15,,4024885513,167,,4024883663,141,100.0,4024883665,212,28.4,4024883659,56,Back,4024883667,213,1.7,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327665,189,5,1,23,8,1qoqz1tyay060cj5aha7rt1lp,1,97.6,-1.6,2023-02-11T15:23:44.658Z,2023-02-11T15:54:38Z,4024889019,233,196,4024888955,347,,4024888953,56,Right,,,,,,,,,,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506326925,196,5,1,23,8,4vvf3sulx3a61fiyaarjdndjs,0,2.4,101.6,2023-02-11T15:23:44.658Z,2023-02-11T15:24:04Z,4024884965,56,Back,4024884967,347,,4024889109,233,189,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327751,190,1,1,23,27,1qoqz1tyay060cj5aha7rt1lp,1,96.3,0,2023-02-11T15:24:03.744Z,2023-02-11T15:24:05Z,4024889369,140,95.0,4024889367,56,Right,4024889365,107,,4024889371,141,14.1,4024889375,213,1.7,4024889373,212,10.6,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327873,191,1,1,23,29,1qoqz1tyay060cj5aha7rt1lp,1,95.1,14.1,2023-02-11T15:24:05.696Z,2023-02-11T15:24:09Z,4024890029,140,94.4,4024890027,56,Right,4024890031,141,4.1,4024890035,213,4.6,4024890033,212,6.8,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327921,192,3,1,23,32,1qoqz1tyay060cj5aha7rt1lp,1,93.8,7.6,2023-02-11T15:24:09.032Z,2023-02-11T15:24:11Z,4024890275,286,,4024890273,56,Right,4024890317,233,197,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327865,197,45,1,23,32,4vvf3sulx3a61fiyaarjdndjs,0,6.2,92.4,2023-02-11T15:24:09.032Z,2023-02-11T15:24:11Z,4024889977,285,,4024889971,56,Back,4024890387,233,192,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327987,193,1,1,23,34,1qoqz1tyay060cj5aha7rt1lp,0,97.3,5,2023-02-11T15:24:10.835Z,2023-02-11T15:24:12Z,4024890605,2,,4024890619,212,41.9,4024890617,141,66.3,4024890623,1,,4024890609,155,,4024890621,213,1.5,4024890613,140,100.0,4024890611,56,Center,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328001,194,5,1,23,35,1qoqz1tyay060cj5aha7rt1lp,0,101,52.6,2023-02-11T15:24:12.280Z,2023-02-11T15:54:38Z,4024890697,346,,4024890695,56,Center,4024890845,233,198,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506327979,198,5,1,23,35,4vvf3sulx3a61fiyaarjdndjs,1,-1,47.4,2023-02-11T15:24:12.280Z,2023-02-11T15:24:13Z,4024890567,56,Back,4024890789,233,194,4024890569,346,,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328701,199,1,1,23,54,4vvf3sulx3a61fiyaarjdndjs,1,3.7,50.7,2023-02-11T15:24:31.079Z,2023-02-11T15:24:34Z,4024894507,56,Back,4024894509,140,6.6,4024894513,212,5.3,4024894515,213,5.3,4024894511,141,44.3,4024894505,124,,4024894519,237,,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328833,200,1,1,23,57,4vvf3sulx3a61fiyaarjdndjs,1,7.6,43,2023-02-11T15:24:34.311Z,2023-02-11T15:24:38Z,4024895257,212,43.3,4024895259,213,0.1,4024895251,56,Back,4024895249,155,,4024895261,1,,4024895255,141,49.4,4024895253,140,48.6,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328877,201,1,1,24,1,4vvf3sulx3a61fiyaarjdndjs,1,47.1,48.8,2023-02-11T15:24:38.087Z,2023-02-11T17:13:30Z,4024895481,56,Center,4024895487,212,17.7,4024895489,213,0.2,4024895485,141,53.6,4024895483,140,63.7,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328913,202,61,1,24,2,4vvf3sulx3a61fiyaarjdndjs,0,63.5,53.7,2023-02-11T15:24:39.159Z,2023-02-11T15:24:39Z,4024895631,56,Center,,,,,,,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506328893,195,49,1,24,2,1qoqz1tyay060cj5aha7rt1lp,1,39.5,36.4,2023-02-11T15:24:39.196Z,2023-02-11T15:24:39Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329055,196,1,1,24,4,1qoqz1tyay060cj5aha7rt1lp,0,39.5,36.4,2023-02-11T15:24:41.029Z,2023-02-11T15:24:46Z,4024896399,212,38.8,4024896969,157,,4024896403,1,,4024896387,56,Center,4024896401,213,0.5,4024896395,141,65.7,4024896391,140,71.2,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329191,203,1,1,24,7,4vvf3sulx3a61fiyaarjdndjs,1,27.5,36.1,2023-02-11T15:24:43.912Z,2023-02-11T17:12:47Z,4024897051,212,13.1,4024897049,141,17.3,4024897047,140,30.3,4024897053,213,4.9,4024897037,3,,4024897043,56,Back,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329203,204,49,1,24,9,4vvf3sulx3a61fiyaarjdndjs,1,29.8,17.3,2023-02-11T15:24:46.487Z,2023-02-11T15:24:46Z,,,,,,,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329247,205,1,1,24,10,4vvf3sulx3a61fiyaarjdndjs,1,30,16.1,2023-02-11T15:24:46.663Z,2023-02-11T15:24:47Z,4024897333,213,1.6,4024897327,212,12.3,4024897321,56,Back,4024897323,140,29.5,4024897325,141,34.2,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329331,206,1,1,24,11,4vvf3sulx3a61fiyaarjdndjs,1,29.5,34.2,2023-02-11T15:24:47.511Z,2023-02-11T15:24:50Z,4024897745,213,6.0,4024897743,212,6.3,4024897737,56,Back,4024897739,140,35.2,4024897741,141,31.3,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329513,207,1,1,24,13,4vvf3sulx3a61fiyaarjdndjs,1,36.9,26.7,2023-02-11T15:24:50.007Z,2023-02-11T15:24:55Z,4024898787,213,4.8,4024898781,140,37.7,4024898779,56,Back,4024898785,212,14.8,4024898783,141,5.0,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329721,208,1,1,24,18,4vvf3sulx3a61fiyaarjdndjs,1,36.9,12.2,2023-02-11T15:24:55.031Z,2023-02-11T15:24:59Z,4024899885,212,12.7,4024899879,140,26.5,4024899889,213,2.6,4024899881,141,21.6,4024899877,56,Back,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329829,209,1,1,24,24,4vvf3sulx3a61fiyaarjdndjs,1,28.4,23.4,2023-02-11T15:25:00.904Z,2023-02-11T15:25:02Z,4024900373,212,32.5,4024900371,141,71.1,4024900363,56,Back,4024900379,1,,4024900377,213,1.5,4024900369,140,30.5,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506329995,210,1,1,24,25,4vvf3sulx3a61fiyaarjdndjs,1,30.5,71.2,2023-02-11T15:25:02.039Z,2023-02-11T15:25:06Z,4024901267,140,53.4,4024901269,141,96.9,4024901265,56,Left,4024901273,213,0.6,4024901271,212,29.7,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506330135,211,1,1,24,30,4vvf3sulx3a61fiyaarjdndjs,1,60.3,96.8,2023-02-11T15:25:06.615Z,2023-02-11T15:25:10Z,4024902055,140,84.2,4024902061,212,25.3,4024902065,213,6.2,4024902057,141,92.4,4024902051,56,Left,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506330363,212,1,1,24,34,4vvf3sulx3a61fiyaarjdndjs,1,90.7,85.7,2023-02-11T15:25:10.712Z,2023-02-11T15:52:12Z,4024903269,141,56.9,4024907973,195,,4024906863,154,,4024903267,140,88.0,4024903271,212,19.8,4024903273,213,4.6,4024903265,56,Center,4024906859,210,13,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2506330365,213,13,1,24,35,4vvf3sulx3a61fiyaarjdndjs,1,89.8,57.4,2023-02-11T15:25:12.375Z,2023-02-11T15:52:13Z,4024906885,55,212,4024906879,83,,4024906901,231,51.6,4024906889,102,56.8,4024903313,56,Center,4024906897,230,98.6,4024906883,154,,4024905907,72,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,4024906881,29,,,4024903305,22,4024906893,328,,,4024906891,103,20.8,4024903309,17,,,,,,,,,,,,,,
2506330257,197,5,1,24,37,1qoqz1tyay060cj5aha7rt1lp,1,-1.4,40.2,2023-02-11T15:25:13.738Z,2023-02-11T15:54:38Z,4025214749,233,214,4024902697,56,Back,4024902699,346,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506330421,214,5,1,24,37,4vvf3sulx3a61fiyaarjdndjs,0,101.4,59.8,2023-02-11T15:25:13.738Z,2023-02-11T15:54:38Z,4025214769,233,197,4024903585,56,Center,4024903587,346,,,,,,,,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331779,198,1,1,25,16,1qoqz1tyay060cj5aha7rt1lp,1,5.1,40.9,2023-02-11T15:25:52.986Z,2023-02-11T16:59:12Z,4024911021,124,,4024911041,213,1.7,4024911039,212,5.4,4024911037,141,48.8,4024911045,237,,4024911027,56,Back,4024911033,140,4.6,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331909,199,1,1,25,22,1qoqz1tyay060cj5aha7rt1lp,0,7.5,44.8,2023-02-11T15:25:59.106Z,2023-02-11T15:26:04Z,4024911765,213,6.1,4024911763,212,42.1,4024911749,155,,4024911755,140,46.6,4024911753,56,Back,4024911769,1,,4024911759,141,31.0,,,,dcbrqeq61r269wyh4k00g3t3o,Carmen Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331965,215,44,1,25,27,4vvf3sulx3a61fiyaarjdndjs,1,54.5,66,2023-02-11T15:26:03.629Z,2023-02-11T15:26:06Z,4024912065,56,Center,4024912067,286,,4024912161,233,200,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331915,200,44,1,25,27,1qoqz1tyay060cj5aha7rt1lp,0,45.5,34,2023-02-11T15:26:03.630Z,2023-02-11T15:26:06Z,4024911801,285,,4024912207,233,215,4024911797,56,Back,,,,,,,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331971,216,1,1,25,27,4vvf3sulx3a61fiyaarjdndjs,0,51.3,55.7,2023-02-11T15:26:04.289Z,2023-02-11T17:09:04Z,4024912089,3,,4024912097,56,Center,4024912107,213,2.9,4024912093,168,,4024912103,141,56.1,4024912105,212,1.1,4024912101,140,50.3,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506331953,201,61,1,25,28,1qoqz1tyay060cj5aha7rt1lp,1,46.6,31,2023-02-11T15:26:04.996Z,2023-02-11T15:26:05Z,4024911983,56,Back,,,,,,,,,,,,,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332045,202,43,1,25,30,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-02-11T15:26:07.441Z,2023-02-11T15:26:11Z,4024913213,144,49,,,,,,,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332057,217,1,1,25,31,4vvf3sulx3a61fiyaarjdndjs,0,56.6,62.9,2023-02-11T15:26:07.543Z,2023-02-11T15:26:08Z,4024912591,140,66.2,4024912595,141,34.0,4024912599,212,22.1,4024912587,56,Center,4024912605,213,5.2,,,,,,,,,,31q50ese977zfgiwi9bc1ehre,Ana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332117,203,1,1,25,31,1qoqz1tyay060cj5aha7rt1lp,0,34.5,68.7,2023-02-11T15:26:08.406Z,2023-02-11T15:26:10Z,4024912981,212,37.2,4024912977,140,69.6,4024912979,141,75.9,4024912985,1,,4024912983,213,0.1,4024912971,155,,4024912975,56,Center,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332203,218,1,1,25,34,4vvf3sulx3a61fiyaarjdndjs,0,28.7,21.5,2023-02-11T15:26:11.432Z,2023-02-11T15:26:13Z,4024913419,1,,4024913415,212,35.1,4024913413,141,26.7,4024913417,213,0.1,4024913403,157,,4024913405,56,Center,4024913409,140,62.0,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332317,219,61,1,25,38,4vvf3sulx3a61fiyaarjdndjs,0,45.5,23.6,2023-02-11T15:26:14.911Z,2023-02-11T17:03:05Z,4024914073,56,Back,,,,,,,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332293,204,8,1,25,38,1qoqz1tyay060cj5aha7rt1lp,1,38.3,72.7,2023-02-11T15:26:15.163Z,2023-02-11T15:26:15Z,4024913965,56,Back,,,,,,,,,,,,,,,,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332351,205,49,1,25,40,1qoqz1tyay060cj5aha7rt1lp,1,55.4,67.5,2023-02-11T15:26:17.202Z,2023-02-11T15:26:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332407,206,1,1,25,41,1qoqz1tyay060cj5aha7rt1lp,1,55.4,67.5,2023-02-11T15:26:17.788Z,2023-02-11T15:26:18Z,4024914525,213,1.5,4024914523,212,13.7,4024914521,141,87.5,4024914519,140,56.6,4024914517,56,Left,,,,,,,,,,dl0wzq2dftry5gqgalthhr1ed,Pilar García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332431,207,1,1,25,42,1qoqz1tyay060cj5aha7rt1lp,1,56.6,87.5,2023-02-11T15:26:18.738Z,2023-02-11T15:26:19Z,4024914661,56,Back,4024914667,212,29.7,4024914663,140,30.6,4024914665,141,70.2,4024914669,213,3.5,,,,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332545,208,1,1,25,42,1qoqz1tyay060cj5aha7rt1lp,1,30.6,70.2,2023-02-11T15:26:19.393Z,2023-02-11T15:26:22Z,4024915259,213,6.2,4024915257,212,22.3,4024915255,141,67.5,4024915253,140,51.8,4024915251,56,Center,,,,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332551,209,4,1,25,46,1qoqz1tyay060cj5aha7rt1lp,1,61.2,74,2023-02-11T15:26:22.598Z,2023-02-11T15:26:23Z,4024915291,13,,4024915297,265,,4024915295,152,,4024915293,56,Center,4024915299,286,,4024915497,233,220,,,,,,,49klmhzbsmlxnkp2w60y66sph,Sheila Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506332563,220,4,1,25,46,4vvf3sulx3a61fiyaarjdndjs,0,38.8,26,2023-02-11T15:26:22.599Z,2023-02-11T15:26:24Z,4024915401,152,,4024915403,265,,4024915405,285,,4024915397,13,,4024915549,233,209,4024915399,56,Back,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333513,210,1,1,26,12,1qoqz1tyay060cj5aha7rt1lp,1,58.7,71.5,2023-02-11T15:26:49.487Z,2023-02-11T15:26:51Z,4024920789,141,64.3,4024920785,56,Center,4024920783,152,,4024920787,140,56.7,4024920781,5,,4024920795,212,5.3,4024920797,213,4.3,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333619,211,1,1,26,14,1qoqz1tyay060cj5aha7rt1lp,0,56.7,64.3,2023-02-11T15:26:51.451Z,2023-02-11T15:26:54Z,4024921325,1,,4024921323,213,5.5,4024921321,212,47.3,4024921315,56,Right,4024921311,155,,4024921319,141,13.7,4024921317,140,87.6,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333641,221,8,1,26,17,4vvf3sulx3a61fiyaarjdndjs,1,15.4,84.2,2023-02-11T15:26:54.151Z,2023-02-11T15:26:54Z,4024921409,56,Back,,,,,,,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333683,222,43,1,26,18,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-02-11T15:26:55.319Z,2023-02-11T17:02:57Z,4025808579,144,49,,,,,,,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333731,223,61,1,26,20,4vvf3sulx3a61fiyaarjdndjs,0,26.5,85.6,2023-02-11T15:26:57.176Z,2023-02-11T17:09:07Z,4024921855,56,Back,,,,,,,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333783,212,49,1,26,22,1qoqz1tyay060cj5aha7rt1lp,1,75.5,10.6,2023-02-11T15:26:58.712Z,2023-02-11T15:26:58Z,,,,,,,,,,,,,,,,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333885,213,1,1,26,22,1qoqz1tyay060cj5aha7rt1lp,1,75.5,10.6,2023-02-11T15:26:59.435Z,2023-02-11T15:27:01Z,4024922681,140,62.3,4024922685,212,14.7,4024922683,141,17.9,4024922679,56,Right,4024922687,213,2.8,,,,,,,,,,tfni0bbycqnutwdofnndixd6,Fatou Kanteh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506333999,214,1,1,26,25,1qoqz1tyay060cj5aha7rt1lp,1,59.3,17,2023-02-11T15:27:01.556Z,2023-02-11T15:27:05Z,4024923363,56,Back,4024923365,140,42.3,4024923369,212,18.3,4024923367,141,23.1,4024923371,213,2.9,,,,,,,,,,4kqwr8xb2ydw2v32thgb5sk5w,Bicho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334143,215,1,1,26,28,1qoqz1tyay060cj5aha7rt1lp,1,42,27.3,2023-02-11T15:27:04.982Z,2023-02-11T15:27:09Z,4024924157,56,Back,4024924165,212,30.6,4024924159,140,38.9,4024924167,213,1.7,4024924161,141,72.0,,,,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334389,216,1,1,26,32,1qoqz1tyay060cj5aha7rt1lp,1,36.6,70,2023-02-11T15:27:09.339Z,2023-02-11T15:27:17Z,4024925603,212,27.1,4024925605,213,4.6,4024925601,141,30.4,4024925599,140,34.0,4024925597,56,Back,,,,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334551,217,1,1,26,40,1qoqz1tyay060cj5aha7rt1lp,1,36.5,27,2023-02-11T15:27:17.248Z,2023-02-11T15:27:22Z,4024926501,56,Back,4024926505,140,33.5,4024926507,141,73.9,4024926509,212,32.0,4024926513,1,,4024926511,213,1.7,,,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334777,218,1,1,26,45,1qoqz1tyay060cj5aha7rt1lp,1,37.1,69.6,2023-02-11T15:27:22.418Z,2023-02-11T15:27:28Z,4024927825,56,Back,4024927827,140,33.0,4024927829,141,34.0,4024927833,213,4.5,4024927831,212,24.6,,,,,,,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334957,219,1,1,26,51,1qoqz1tyay060cj5aha7rt1lp,0,36.8,26.1,2023-02-11T15:27:28.276Z,2023-02-11T15:27:33Z,4024928755,56,Center,4024928753,155,,4024928759,140,67.8,4024928763,141,40.9,4024928765,212,34.1,4024928769,213,0.3,4024928773,1,,,,,23cz0ftfc2rstsut0wkmntm8l,Paola Soldevila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335201,224,44,1,26,56,4vvf3sulx3a61fiyaarjdndjs,1,33.7,75.1,2023-02-11T15:27:33.003Z,2023-02-11T17:02:29Z,4024929995,56,Back,4025806919,285,,4025807125,233,220,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334971,220,44,1,26,56,1qoqz1tyay060cj5aha7rt1lp,0,66.3,24.9,2023-02-11T15:27:33.004Z,2023-02-11T17:02:27Z,4024928807,56,Center,4024928809,286,,4025807155,233,224,,,,,,,,,,,,,,,,dj7z4zsiwjd3xnrb284zt5b6x,Teresa Morató,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335215,225,50,1,27,1,4vvf3sulx3a61fiyaarjdndjs,1,36.3,92.8,2023-02-11T15:27:38.247Z,2023-02-11T17:02:44Z,4025807843,286,,4025807863,233,221,4024930075,56,Back,,,,,,,,,,,,,,,,5onfamqh0uteez2wtx463dknp,Laura Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335169,221,7,1,27,1,1qoqz1tyay060cj5aha7rt1lp,1,63.7,7.2,2023-02-11T15:27:38.248Z,2023-02-11T17:02:42Z,4024929835,56,Right,4024929837,285,,4025807859,233,225,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335179,222,49,1,27,2,1qoqz1tyay060cj5aha7rt1lp,1,62.6,5.6,2023-02-11T15:27:39.303Z,2023-02-11T15:27:39Z,,,,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335295,223,61,1,27,4,1qoqz1tyay060cj5aha7rt1lp,0,69.5,6.4,2023-02-11T15:27:40.644Z,2023-02-11T17:14:17Z,4024930511,56,Right,,,,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
