id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,keyPass,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value
2490471013,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2022-12-11T16:20:49.133Z,2022-12-11T18:09:08Z,3941399679,59,"13, 12, 23, 19, 3, 22, 16, 21, 7, 20, 10, 1, 2, 5, 6, 8, 9, 11, 14, 18",3941399683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941486813,197,3933,3941399675,30,"76q3qw1j9n3og4gep5pdedisq, 9bzg6jfuapjzhmurucmkiz7fu, 5m8q057u3ek6rjdpmlu98uesq, 14c84da3uglvp8gtjpxospo4q, bwjqs0orziydksase1flhedt6, 4gv8ud8pwhynhd4ehmzw2pgmi, ett23u47w9fthjjrlprw0u505, 5axvazbhm6wsgpbpgt1gmaj11, ent3o8sh6zn2mpe7m9p8q1sve, 5de2lhx1gnd8ks8pmge8plb6d, 1lvwjd2sedbk3gs9p2v34cdt5, ea2eq21d08asfeqh17vcxpwmi, 36vatxs5tk7alvqedu7vtn88a, etzoltim8ktgsaidhpebhnx79, 2d1defd89f1nrpb0gi6cciwru, 8drs7flji0ctdoui0cfyugu3u, sro6084uxjkm140ylvc5uq51, 7lto783h9yi1uhb9wuxzem63u, 3mutv27i9xvd3wmbwypdpah62, 2t32h7nbjkouc968jbm8cax62",3941399677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3941399681,130,15,3941399685,194,1lvwjd2sedbk3gs9p2v34cdt5,3941399687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490471299,1,34,16,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-12-11T16:21:27.089Z,2022-12-11T17:28:55Z,3941401323,194,zuec10u63781iv5rojm31yzu,3941486839,197,3945,3941401313,30,"6uttq0cpsnicezpcqy36p7r4k, 1ite4628zwl6kanllmr7qb1zp, 3ws5zg8wy6j86cr8yrqxnsx9m, 4by0xo4xinb0m8nziofw0g3bp, zuec10u63781iv5rojm31yzu, 9jxxujnb2eoo7avj278ppnqvp, 25u358p365rnbnt0cptnyt3h1, 1z29kbiufzx7u32mh1fvy1rs9, 44j03m9xpbhjuxmqz6vge9y0a, 27oce8op8b7a6fmyp8utoz5gq, eu6nudazhvggen5s7abc46bpx, 13mb0sv3j53kze8l7ehr4izmd, 48ek30aqu7r1jtm3ouvxdi06i, ybmp63ubo0wcvjut4ljomgru, 52ic0j91dhgr0vud2agr4ev2t, 1szjchjw88hnlrwejnia4yyuh, 7n5a86810eorw5ugrdkognd62, 1jjfj4cr50dlr3c1zo540yove, 95leam8u81wid54xwz2f30kd0, 453st4qm4pnm6rrtzpm5jl2c4",3941401319,130,4,3941401325,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941401321,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941401317,59,"36, 19, 20, 12, 4, 3, 11, 6, 23, 7, 10, 14, 15, 16, 17, 21, 22, 28, 33, 35",3941401315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487869,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2022-12-11T17:00:56.031Z,2022-12-11T17:00:56Z,3941490123,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487877,2,32,1,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-12-11T17:00:56.031Z,2022-12-11T17:00:57Z,3941490159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487895,3,1,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,50.2,50,2022-12-11T17:00:56.131Z,2022-12-11T17:12:04Z,3941490249,213,3.2,3941490243,140,35.4,3941490251,279,S,3941490247,212,15.5,3941490245,141,49.7,3941490241,56,Back,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487905,4,1,1,0,4,9euoni3f3sh08tsplt2gh5dex,1,34.6,48.8,2022-12-11T17:01:00.220Z,2022-12-11T17:01:03Z,3941490333,213,4.0,3941490327,140,25.5,3941490325,56,Back,3941490329,141,31.6,3941490331,212,15.1,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487929,5,1,1,0,6,9euoni3f3sh08tsplt2gh5dex,1,25.5,33.3,2022-12-11T17:01:02.940Z,2022-12-11T17:01:06Z,3941490443,56,Back,3941490449,212,19.0,3941490451,213,2.0,3941490447,141,58.7,3941490445,140,18.0,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487961,6,1,1,0,10,9euoni3f3sh08tsplt2gh5dex,1,18,58.7,2022-12-11T17:01:06.636Z,2022-12-11T17:01:14Z,3941490597,212,13.3,3941490595,141,47.3,3941490593,140,7.7,3941490599,213,3.8,3941490591,56,Back,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487975,7,1,1,0,18,9euoni3f3sh08tsplt2gh5dex,1,9,48.1,2022-12-11T17:01:14.700Z,2022-12-11T17:01:17Z,3941490675,56,Back,3941490677,140,41.2,3941490681,212,35.8,3941490685,1,,3941490673,155,,3941490679,141,30.7,3941490683,213,5.9,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487979,8,44,1,0,21,9euoni3f3sh08tsplt2gh5dex,1,44.9,27.6,2022-12-11T17:01:17.740Z,2022-12-11T17:12:51Z,3941490705,56,Back,3941490707,285,,3941490793,233,3,,,,,,,,,,,,,,,,ett23u47w9fthjjrlprw0u505,G. García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490487987,3,44,1,0,21,9ns699xp353c84r1g6epazycl,0,55.1,72.4,2022-12-11T17:01:17.741Z,2022-12-11T17:01:20Z,3941490773,56,Center,3941490775,286,,3941490801,233,8,,,,,,,,,,,,,,,,9jxxujnb2eoo7avj278ppnqvp,Núria Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490488003,9,1,1,0,21,9euoni3f3sh08tsplt2gh5dex,1,41.2,30.7,2022-12-11T17:01:17.876Z,2022-12-11T17:12:54Z,3941490845,3,,3941490847,168,,3941490851,140,53.1,3941490857,213,6.2,3941490855,212,12.5,3941490849,56,Center,3941490853,141,29.5,,,,ett23u47w9fthjjrlprw0u505,G. García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490488023,10,1,1,0,26,9euoni3f3sh08tsplt2gh5dex,1,64.7,40.7,2022-12-11T17:01:22.300Z,2022-12-11T17:34:33Z,3941490965,140,74.3,3941490971,213,1.1,3941490967,141,72.0,3941490969,212,23.6,3941490963,56,Center,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490488041,11,1,1,0,29,9euoni3f3sh08tsplt2gh5dex,1,78.2,61.4,2022-12-11T17:01:25.468Z,2022-12-11T17:40:26Z,3941491063,141,49.7,3941491059,56,Center,3941491067,213,5.6,3941491065,212,13.3,3941491061,140,88.3,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490488045,12,61,1,0,31,9euoni3f3sh08tsplt2gh5dex,1,88.3,49.7,2022-12-11T17:01:27.956Z,2022-12-11T17:41:39Z,3941491083,56,Center,,,,,,,,,,,,,,,,,,,,,,ett23u47w9fthjjrlprw0u505,G. García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
