id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2488016277,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2022-11-27T14:39:10.697Z,2022-11-27T15:29:48Z,3928382751,130,4,3928382747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3928514893,194,11so3nfejun31ajhmqjlwapqt,3928382755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928382745,30,"11so3nfejun31ajhmqjlwapqt, 1dg7whnmk3nb1adw7n8a7nnbp, 1vqpa944d79cnljfbjb8yjlcl, 8h7r4d4z2gjne58xwu3koiok5, cvy1q6gtx1gs9ddemdpcf8ded, 4n6mnhjzt6zpicfea3ym678id, 5ovqn6llocczhae9n1kzj5nf9, 22zrashyijuh9pnjovqpyl8lx, dzhvgrdkl4nuj8z4fd9to0ag9, 9gdocwx006j6wyz4mnhzgzydx, aib5wgtlgl48jaezcguoxkmp5, 3kfxvwa38a7oq0d126jm4o9ka, 5h9k65zukry196snla3xgmh91, 6291bj0xqq1w2631bajrpeb4l, 40wxai4gm0pdry6545i5c68ve, 9t2pn6dp6w38b169a5qo9c60a, c1r1tmscj963olp4yo8kedqdx, f0cwpq45aa7b5de10j9skw44p, 2qfg4adqsjv2qmt9up7iq2t7u, enc694gvlgycx72bhat5f7wbu",3928382749,59,"1, 15, 16, 21, 23, 4, 14, 12, 18, 7, 6, 3, 8, 9, 17, 19, 20, 22, 24, 25",3928382753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928515297,197,12936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488020079,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2022-11-27T14:46:32.314Z,2022-11-27T15:38:34Z,3928404071,30,"4bcef9sqkbml7b2jtqhbz602d, 20nehty0pfzlg8wj60l87taeh, lanj0745tf4i4hige9vm9qll, 52kdiaya57yaisoil0k9ss0oa, 1duox0r8qvb3t52m9w4mp86ol, 9163edyiljpd18plos0eb2j8p, 31yxoo15eztnf39r45e6hy1g5, 3alzawtqpfjtb3vez30mbp0mi, 3iet32cz1jg865iswu92kqd49, 263vizqqfp8zwwws0exdrl3o5, a7yq5hwmc27r615dak86yfoph, ayd71ahuyt8kd9c8xmbbbhg16, 4pavtall24hy4jle51p1lqkbu, d0i38pk78vbxoqz7x2rzz8cx6, efxmnnjg8l00ns74d7nnloi22, 921nkcoy16y0wya801bo53f85, 5qvgs8yefgkayj9yt1kidkcfd, b24bgt8u8e1b1gb98k9sf9lw4, auyj06nha2syoygo7prfadobu, 5bi9ud4n12m7r0cgkqqs5dfro, dxircsmxo61ygso63nf20ayok, 2ac25gja4xuyp8xqe2uvdslqs",3928404079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928404073,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3928404081,194,4bcef9sqkbml7b2jtqhbz602d,3928404077,130,13,3928520555,197,3941,3928404083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928404075,59,"1, 21, 3, 5, 4, 15, 10, 6, 9, 16, 8, 18, 26, 20, 2, 14, 22, 13, 27, 29, 28, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043547,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2022-11-27T15:34:32.927Z,2022-11-27T15:34:35Z,3928532477,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043527,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2022-11-27T15:34:32.927Z,2022-11-27T15:34:33Z,3928532393,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043583,3,1,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,50.1,49.7,2022-11-27T15:34:33.799Z,2022-11-27T15:34:36Z,3928532699,279,S,3928532693,141,49.1,3928532695,212,12.6,3928532697,213,3.2,3928532689,56,Back,3928532691,140,38.1,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043605,4,1,1,0,3,bop6aslxmwvzsapdxsw3xbvfg,1,38.1,49.1,2022-11-27T15:34:36.453Z,2022-11-27T15:34:38Z,3928532797,140,30.4,3928532801,212,15.0,3928532803,213,2.1,3928532799,141,67.6,3928532795,56,Back,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043627,5,1,1,0,5,bop6aslxmwvzsapdxsw3xbvfg,1,30.4,67.6,2022-11-27T15:34:38.277Z,2022-11-27T15:34:40Z,3928532925,141,69.7,3928532927,212,9.9,3928532923,140,39.7,3928532929,213,0.1,3928532921,56,Back,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043637,6,1,1,0,7,bop6aslxmwvzsapdxsw3xbvfg,1,39.7,69.7,2022-11-27T15:34:40.581Z,2022-11-27T15:34:41Z,3928532977,212,10.2,3928532971,56,Back,3928532975,141,67.2,3928532973,140,30.1,3928532979,213,3.3,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043661,7,1,1,0,8,bop6aslxmwvzsapdxsw3xbvfg,1,30.1,67.2,2022-11-27T15:34:41.348Z,2022-11-27T15:34:42Z,3928533127,212,3.8,3928533117,56,Back,3928533121,140,33.5,3928533123,141,69.0,3928533131,213,0.3,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488043707,8,1,1,0,9,bop6aslxmwvzsapdxsw3xbvfg,1,33.5,69,2022-11-27T15:34:42.517Z,2022-11-27T15:34:44Z,3928533329,140,26.1,3928533331,141,69.1,3928533333,212,7.8,3928533327,56,Back,3928533335,213,3.1,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
