id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/14/value,qualifier/15/value
2488906637,144,1,1,14,3,vaikl8nl7hdr4y9jj4jyb9ey,1,74.1,100,2022-12-03T17:28:09.215Z,2022-12-03T17:28:10Z,3933101983,140,71.3,3933101989,213,4.2,3933101981,56,Left,3933101979,107,,3933101987,212,5.5,3933101985,141,95.1,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906651,145,1,1,14,4,vaikl8nl7hdr4y9jj4jyb9ey,1,71.3,95.1,2022-12-03T17:28:09.967Z,2022-12-03T17:28:15Z,3933102067,212,6.1,3933102063,140,77.0,3933102069,213,0.2,3933102061,56,Left,3933102065,141,96.9,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906667,146,1,1,14,10,vaikl8nl7hdr4y9jj4jyb9ey,1,70.4,93.9,2022-12-03T17:28:15.374Z,2022-12-03T17:28:19Z,3933102135,140,52.0,3933102141,213,3.5,3933102137,141,83.5,3933102133,56,Left,3933102139,212,20.6,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906673,147,1,1,14,14,vaikl8nl7hdr4y9jj4jyb9ey,1,52.1,73.8,2022-12-03T17:28:19.726Z,2022-12-03T17:28:22Z,3933102175,212,29.5,3933102177,213,4.8,3933102171,140,54.9,3933102169,56,Center,3933102173,141,30.7,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906681,148,1,1,14,16,vaikl8nl7hdr4y9jj4jyb9ey,0,55.3,29.7,2022-12-03T17:28:22.079Z,2022-12-03T17:28:23Z,3933102223,141,23.1,3933102227,213,6.1,3933102225,212,23.2,3933102219,56,Center,3933102221,140,77.0,,,,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906685,85,61,1,14,18,e7p3lxg97gac51s71hotzi0a5,0,24,81.7,2022-12-03T17:28:23.489Z,2022-12-03T17:28:23Z,3933102239,56,Back,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906691,149,61,1,14,20,vaikl8nl7hdr4y9jj4jyb9ey,0,79.2,10.7,2022-12-03T17:28:25.423Z,2022-12-03T17:28:25Z,3933102263,56,Right,,,,,,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906693,86,49,1,14,21,e7p3lxg97gac51s71hotzi0a5,1,12.4,89.5,2022-12-03T17:28:26.656Z,2022-12-03T17:28:26Z,,,,,,,,,,,,,,,,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906699,87,1,1,14,24,e7p3lxg97gac51s71hotzi0a5,1,12.9,97.9,2022-12-03T17:28:29.504Z,2022-12-03T17:28:31Z,3933102301,56,Back,3933102305,141,97.1,3933102307,212,13.8,3933102303,140,26.0,3933102309,213,6.2,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906701,88,1,1,14,26,e7p3lxg97gac51s71hotzi0a5,1,26.8,97.1,2022-12-03T17:28:31.424Z,2022-12-03T17:28:34Z,3933102315,140,43.6,3933102317,141,73.1,3933102321,213,5.5,3933102319,212,24.0,3933102313,56,Back,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906705,89,1,1,14,29,e7p3lxg97gac51s71hotzi0a5,0,43.6,73.6,2022-12-03T17:28:34.497Z,2022-12-03T17:28:40Z,3933102349,141,100.0,3933102347,140,70.0,3933102353,213,0.6,3933102355,1,,3933102351,212,33.3,3933102345,56,Left,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906707,90,5,1,14,33,e7p3lxg97gac51s71hotzi0a5,0,72,100.9,2022-12-03T17:28:39.166Z,2022-12-03T17:31:24Z,3933102357,56,Left,3933102389,233,150,3933102359,347,,,,,,,,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906711,150,5,1,14,33,vaikl8nl7hdr4y9jj4jyb9ey,1,28,-0.9,2022-12-03T17:28:39.166Z,2022-12-03T17:28:41Z,3933102363,56,Back,3933102367,347,,3933102375,233,90,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906721,151,1,1,14,42,vaikl8nl7hdr4y9jj4jyb9ey,1,19.7,0,2022-12-03T17:28:47.790Z,2022-12-03T17:28:49Z,3933102467,140,11.9,3933102465,56,Back,3933102471,212,15.1,3933102473,213,2.1,3933102469,141,16.7,3933102463,107,,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906723,152,1,1,14,43,vaikl8nl7hdr4y9jj4jyb9ey,1,11.4,18.3,2022-12-03T17:28:48.975Z,2022-12-03T17:28:50Z,3933102483,212,26.8,3933102479,140,14.0,3933102485,213,1.5,3933102481,141,57.5,3933102477,56,Back,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906733,153,1,1,14,44,vaikl8nl7hdr4y9jj4jyb9ey,1,14.7,58.5,2022-12-03T17:28:50.334Z,2022-12-03T17:28:55Z,3933102545,56,Back,3933102551,212,25.6,3933102553,213,1.2,3933102547,140,24.2,3933102549,141,93.2,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906747,154,1,1,14,50,vaikl8nl7hdr4y9jj4jyb9ey,1,25.9,89.4,2022-12-03T17:28:55.806Z,2022-12-03T17:29:02Z,3933102599,213,4.6,3933102593,140,23.2,3933102597,212,22.6,3933102595,141,56.4,3933102591,56,Back,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906753,155,1,1,14,56,vaikl8nl7hdr4y9jj4jyb9ey,1,41,36.3,2022-12-03T17:29:02.174Z,2022-12-03T17:29:06Z,3933102641,213,6.2,3933102637,141,33.6,3933102633,56,Center,3933102639,212,19.1,3933102635,140,59.1,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906757,156,1,1,15,0,vaikl8nl7hdr4y9jj4jyb9ey,0,60.2,42.4,2022-12-03T17:29:05.966Z,2022-12-03T17:29:08Z,3933102663,212,27.3,3933102659,140,78.4,3933102665,213,0.8,3933102657,56,Center,3933102661,141,71.1,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906761,91,12,1,15,2,e7p3lxg97gac51s71hotzi0a5,1,24.4,25.8,2022-12-03T17:29:07.601Z,2022-12-03T17:29:09Z,3933102683,56,Back,3933102691,213,0.8,3933102689,212,15.6,3933102687,141,42.9,3933102685,140,34.3,,,,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906765,92,1,1,15,4,e7p3lxg97gac51s71hotzi0a5,1,34.3,42.9,2022-12-03T17:29:09.840Z,2022-12-03T17:29:11Z,3933102707,3,,3933102713,141,34.3,3933102711,140,39.8,3933102709,56,Back,3933102717,213,5.5,3933102715,212,8.2,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906767,93,49,1,15,5,e7p3lxg97gac51s71hotzi0a5,1,39.3,35,2022-12-03T17:29:11.056Z,2022-12-03T17:29:11Z,,,,,,,,,,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906769,94,1,1,15,6,e7p3lxg97gac51s71hotzi0a5,1,39.1,45.3,2022-12-03T17:29:11.920Z,2022-12-03T17:29:13Z,3933102725,56,Back,3933102731,212,12.4,3933102727,140,41.2,3933102729,141,63.2,3933102733,213,1.4,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906783,95,1,1,15,8,e7p3lxg97gac51s71hotzi0a5,1,42,65.8,2022-12-03T17:29:13.840Z,2022-12-03T17:29:22Z,3933102783,141,91.8,3933102781,140,64.4,3933102779,56,Left,3933102787,213,0.6,3933102785,212,29.4,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906785,96,4,1,15,16,e7p3lxg97gac51s71hotzi0a5,1,78,92.8,2022-12-03T17:29:21.406Z,2022-12-03T17:29:22Z,3933102797,265,,3933102793,56,Left,3933102799,286,,3933102801,233,157,3933102791,13,,3933102795,152,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906781,157,4,1,15,16,vaikl8nl7hdr4y9jj4jyb9ey,0,22,7.2,2022-12-03T17:29:21.407Z,2022-12-03T17:29:23Z,3933102767,13,,3933102773,265,,3933102769,56,Back,3933102771,152,,3933102775,285,,3933102807,233,96,,,,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906871,97,2,1,15,59,e7p3lxg97gac51s71hotzi0a5,1,74.2,89.8,2022-12-03T17:30:04.864Z,2022-12-03T17:30:17Z,3933103199,140,95.3,3933103293,2,,3933103197,56,Center,3933103201,141,45.2,3933103275,7,99ej60g3qy5e1i6v62scse8yx,3933103195,152,,3933103207,1,,3933103191,5,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906879,158,55,1,15,59,vaikl8nl7hdr4y9jj4jyb9ey,1,7.8,52.6,2022-12-03T17:30:04.865Z,2022-12-03T17:31:23Z,3933103269,189,,,,,,,,,,,,,,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906875,98,43,1,16,3,e7p3lxg97gac51s71hotzi0a5,1,0,0,2022-12-03T17:30:08.927Z,2022-12-03T17:30:18Z,3933103307,144,44,3933103241,233,158,3933103217,286,0,3933103215,56,Center,,,,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906905,159,1,1,16,24,vaikl8nl7hdr4y9jj4jyb9ey,1,13.3,50.9,2022-12-03T17:30:30.045Z,2022-12-03T17:30:31Z,3933103423,212,42.5,3933103415,241,,3933103411,5,,3933103445,189,,3933103427,1,,3933103417,56,Center,3933103421,141,41.6,3933103419,140,53.3,6h41rdmhfs08723t23zgi5vjd,Misa,,3933103413,157,,3933103425,213,6.1,,,,,,,,,,,,,,,,,,,,,
2488906935,160,1,1,16,26,vaikl8nl7hdr4y9jj4jyb9ey,1,52.8,44.5,2022-12-03T17:30:31.981Z,2022-12-03T17:30:34Z,3933103483,141,94.2,3933103489,1,,3933103481,140,46.3,3933103485,212,34.5,3933103487,213,1.8,3933103479,56,Back,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906937,161,1,1,16,28,vaikl8nl7hdr4y9jj4jyb9ey,1,47.7,95.4,2022-12-03T17:30:34.286Z,2022-12-03T17:30:35Z,3933103501,213,5.8,3933103497,141,82.6,3933103495,140,62.0,3933103493,56,Left,3933103499,212,17.4,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906941,162,1,1,16,30,vaikl8nl7hdr4y9jj4jyb9ey,0,62.3,83.8,2022-12-03T17:30:35.806Z,2022-12-03T17:30:39Z,3933103523,140,85.7,3933103529,213,0.1,3933103519,155,,3933103521,56,Left,3933103527,212,24.6,3933103525,141,85.7,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906943,99,49,1,16,33,e7p3lxg97gac51s71hotzi0a5,1,14.4,16.2,2022-12-03T17:30:38.544Z,2022-12-03T17:30:38Z,,,,,,,,,,,,,,,,,,,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906951,100,12,1,16,34,e7p3lxg97gac51s71hotzi0a5,1,9.5,16.5,2022-12-03T17:30:39.456Z,2022-12-03T17:30:41Z,3933103573,212,11.8,3933103569,140,10.0,3933103585,167,,3933103567,56,Back,3933103571,141,0.0,3933103575,213,4.8,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906953,101,5,1,16,35,e7p3lxg97gac51s71hotzi0a5,0,10.8,-1.2,2022-12-03T17:30:40.457Z,2022-12-03T17:30:55Z,3933103579,347,,3933103577,56,Back,3933103703,233,163,,,,,,,,,,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906973,163,5,1,16,35,vaikl8nl7hdr4y9jj4jyb9ey,1,89.2,101.2,2022-12-03T17:30:40.457Z,2022-12-03T17:31:24Z,3933103689,233,101,3933103675,347,,3933103673,56,Left,,,,,,,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488906991,164,1,1,16,49,vaikl8nl7hdr4y9jj4jyb9ey,1,87.2,100,2022-12-03T17:30:54.909Z,2022-12-03T17:30:59Z,3933103755,107,,3933103761,141,93.8,3933103757,56,Left,3933103765,213,4.0,3933103759,140,82.4,3933103763,212,7.4,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907001,165,1,1,16,53,vaikl8nl7hdr4y9jj4jyb9ey,0,79.5,88.3,2022-12-03T17:30:58.910Z,2022-12-03T17:31:03Z,3933103811,2,,3933103815,56,Center,3933103823,213,4.9,3933103817,140,83.8,3933103813,155,,3933103821,212,31.7,3933103819,141,42.2,,,,13hy7ggmnhfalmdqlbp6lzv11,Esther González,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907015,102,12,1,16,55,e7p3lxg97gac51s71hotzi0a5,1,22.8,69.2,2022-12-03T17:31:01.310Z,2022-12-03T17:31:04Z,3933103871,213,0.6,3933103865,140,42.0,3933103867,141,87.8,3933103869,212,23.8,3933103863,56,Back,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907017,103,49,1,16,59,e7p3lxg97gac51s71hotzi0a5,1,42.8,89.8,2022-12-03T17:31:04.672Z,2022-12-03T17:31:05Z,,,,,,,,,,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907043,104,61,1,17,6,e7p3lxg97gac51s71hotzi0a5,0,74.2,72.8,2022-12-03T17:31:12.168Z,2022-12-03T17:31:18Z,3933104041,56,Center,,,,,,,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907047,166,12,1,17,7,vaikl8nl7hdr4y9jj4jyb9ey,1,18.4,25.8,2022-12-03T17:31:12.862Z,2022-12-03T17:31:18Z,3933104063,213,5.1,3933104059,141,0.0,3933104073,167,,3933104057,140,26.1,3933104061,212,19.9,3933104055,56,Back,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907049,105,5,1,17,9,e7p3lxg97gac51s71hotzi0a5,1,74.2,100.8,2022-12-03T17:31:14.479Z,2022-12-03T17:31:17Z,3933104065,56,Left,3933104067,347,,3933104089,233,167,,,,,,,,,,,,,,,,ahmylmsg9wyiax33v6jwuj9qs,Irina Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907051,167,5,1,17,9,vaikl8nl7hdr4y9jj4jyb9ey,0,25.8,-0.8,2022-12-03T17:31:14.479Z,2022-12-03T17:31:24Z,3933104071,347,,3933104093,233,105,3933104069,56,Back,,,,,,,,,,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907145,106,1,1,17,43,e7p3lxg97gac51s71hotzi0a5,1,74.4,100,2022-12-03T17:31:48.959Z,2022-12-03T17:31:56Z,3933104575,56,Left,3933104583,213,5.6,3933104577,140,81.5,3933104665,189,,3933104579,141,92.2,3933104573,107,,3933104581,212,9.4,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907149,107,1,1,17,44,e7p3lxg97gac51s71hotzi0a5,1,81.5,92.2,2022-12-03T17:31:50.095Z,2022-12-03T17:31:59Z,3933104601,56,Left,3933104605,141,94.7,3933104709,189,,3933104603,140,72.9,3933104609,213,3.0,3933104607,212,9.2,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907151,108,1,1,17,45,e7p3lxg97gac51s71hotzi0a5,0,72.2,77.7,2022-12-03T17:31:50.927Z,2022-12-03T17:32:16Z,3933104621,213,4.7,3933104619,212,31.3,3933104613,56,Center,3933104617,141,31.6,3933104615,140,72.1,,,,,,,,,,antfb8hyo1sn4o68itu4oi904,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907155,168,49,1,17,48,vaikl8nl7hdr4y9jj4jyb9ey,1,37.1,69,2022-12-03T17:31:53.532Z,2022-12-03T17:31:53Z,,,,,,,,,,,,,,,,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907161,169,1,1,17,49,vaikl8nl7hdr4y9jj4jyb9ey,1,43.8,76,2022-12-03T17:31:54.796Z,2022-12-03T17:31:56Z,3933104667,56,Back,3933104671,141,96.2,3933104675,213,1.5,3933104673,212,13.7,3933104669,140,44.2,,,,,,,,,,79gb1aba3b9e3bht7frq0lqp6,N. Feller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907173,170,1,1,17,51,vaikl8nl7hdr4y9jj4jyb9ey,1,41,95,2022-12-03T17:31:56.861Z,2022-12-03T17:32:02Z,3933104739,140,25.3,3933104737,56,Back,3933104745,213,3.9,3933104741,141,73.8,3933104743,212,21.9,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907181,171,1,1,17,57,vaikl8nl7hdr4y9jj4jyb9ey,1,25.2,70.2,2022-12-03T17:32:02.381Z,2022-12-03T17:32:04Z,3933104777,56,Back,3933104785,213,4.6,3933104779,140,23.9,3933104781,141,40.6,3933104783,212,20.2,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907189,172,1,1,17,58,vaikl8nl7hdr4y9jj4jyb9ey,1,22.9,37.6,2022-12-03T17:32:04.253Z,2022-12-03T17:32:06Z,3933104827,140,28.1,3933104831,212,21.5,3933104825,56,Back,3933104833,213,5.0,3933104829,141,7.0,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907195,173,1,1,18,0,vaikl8nl7hdr4y9jj4jyb9ey,1,28.4,8.9,2022-12-03T17:32:06.317Z,2022-12-03T17:32:09Z,3933104847,140,26.2,3933104853,213,1.8,3933104849,141,23.4,3933104845,56,Back,3933104851,212,10.1,,,,,,,,,,cp37td3qaw8oyf3mznoh45o15,Lucía Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907213,174,1,1,18,3,vaikl8nl7hdr4y9jj4jyb9ey,1,31.7,34.3,2022-12-03T17:32:09.276Z,2022-12-03T17:32:12Z,3933104963,56,Back,3933104969,212,27.0,3933104971,213,1.3,3933104965,140,38.1,3933104967,141,72.7,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907231,175,1,1,18,7,vaikl8nl7hdr4y9jj4jyb9ey,1,39.4,76.3,2022-12-03T17:32:12.685Z,2022-12-03T17:32:17Z,3933105071,212,19.5,3933105065,56,Left,3933105067,140,51.5,3933105069,141,98.1,3933105073,213,0.9,,,,,,,,,,4vk1yd7zqaqapuejahqx7zi09,Teresa Abelleira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907267,176,1,1,18,11,vaikl8nl7hdr4y9jj4jyb9ey,1,53.2,95.4,2022-12-03T17:32:17.101Z,2022-12-03T17:32:20Z,3933105139,140,40.7,3933105145,213,4.0,3933105137,56,Back,3933105141,141,75.0,3933105143,212,19.1,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907289,177,1,1,18,15,vaikl8nl7hdr4y9jj4jyb9ey,1,38.8,66.1,2022-12-03T17:32:20.573Z,2022-12-03T17:32:25Z,3933105261,213,4.8,3933105255,140,39.8,3933105257,141,40.3,3933105259,212,17.6,3933105253,56,Back,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907297,178,1,1,18,20,vaikl8nl7hdr4y9jj4jyb9ey,1,43.4,32.2,2022-12-03T17:32:25.661Z,2022-12-03T17:32:30Z,3933105311,212,23.6,3933105309,141,21.6,3933105313,213,6.0,3933105307,140,64.8,3933105305,56,Center,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907305,179,1,1,18,25,vaikl8nl7hdr4y9jj4jyb9ey,1,58.1,23.6,2022-12-03T17:32:30.397Z,2022-12-03T17:32:32Z,3933105361,140,42.9,3933105365,212,16.0,3933105367,213,3.1,3933105359,56,Back,3933105363,141,24.0,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907327,180,1,1,18,27,vaikl8nl7hdr4y9jj4jyb9ey,1,41.5,29.1,2022-12-03T17:32:32.716Z,2022-12-03T17:32:39Z,3933105495,56,Back,3933105503,213,1.7,3933105501,212,23.8,3933105497,140,39.4,3933105499,141,63.9,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907339,181,1,1,18,34,vaikl8nl7hdr4y9jj4jyb9ey,1,54.9,71.7,2022-12-03T17:32:39.581Z,2022-12-03T17:32:42Z,3933105577,141,96.8,3933105575,140,61.3,3933105573,56,Left,3933105581,213,1.2,3933105579,212,18.3,,,,,,,,,,245eszqeqx2xeair8h5n4z8b9,Rocío Gálvez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907343,182,1,1,18,37,vaikl8nl7hdr4y9jj4jyb9ey,1,66.7,96,2022-12-03T17:32:42.540Z,2022-12-03T17:32:44Z,3933105625,141,89.9,3933105621,56,Left,3933105627,212,5.1,3933105629,213,5.3,3933105623,140,69.5,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907349,183,1,1,18,37,vaikl8nl7hdr4y9jj4jyb9ey,0,69.5,89.9,2022-12-03T17:32:43.125Z,2022-12-03T17:32:51Z,3933105665,213,0.8,3933105657,56,Left,3933105661,141,94.7,3933105663,212,4.5,3933105659,140,72.5,,,,,,,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907351,109,8,1,18,39,e7p3lxg97gac51s71hotzi0a5,1,33,26.4,2022-12-03T17:32:44.623Z,2022-12-03T17:32:44Z,3933105667,56,Back,,,,,,,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907355,110,49,1,18,39,e7p3lxg97gac51s71hotzi0a5,1,33,26.4,2022-12-03T17:32:45.246Z,2022-12-03T17:32:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907361,111,1,1,18,40,e7p3lxg97gac51s71hotzi0a5,1,33,26.4,2022-12-03T17:32:45.583Z,2022-12-03T17:32:47Z,3933105713,141,6.9,3933105715,212,13.5,3933105717,213,4.5,3933105709,56,Back,3933105711,140,30.6,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907379,112,1,1,18,41,e7p3lxg97gac51s71hotzi0a5,0,32.5,6.7,2022-12-03T17:32:47.070Z,2022-12-03T17:32:51Z,3933105797,56,Center,3933105803,212,38.5,3933105801,141,38.0,3933105799,140,63.0,3933105805,213,0.6,3933105807,1,,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488907385,184,49,1,18,47,vaikl8nl7hdr4y9jj4jyb9ey,1,39.6,66.4,2022-12-03T17:32:52.765Z,2022-12-03T17:32:52Z,,,,,,,,,,,,,,,,,,,,,,,,,8tux0w5del0ggtozbon3x92lm,Kathellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
