id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/9/value,assist
2524875761,9,1,1,0,18,9euoni3f3sh08tsplt2gh5dex,1,20.6,68.8,2023-03-26T15:58:09.766Z,2023-03-26T15:58:14Z,4125162517,212,14.7,4125162511,56,Back,4125162513,140,10.6,4125162519,213,3.9,4125162515,141,53.6,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875771,10,1,1,0,22,9euoni3f3sh08tsplt2gh5dex,1,13.8,55.1,2023-03-26T15:58:14.407Z,2023-03-26T15:58:19Z,4125162589,213,0.2,4125162581,56,Back,4125162585,141,67.2,4125162583,140,44.7,4125162587,212,33.5,4125162591,1,,4125162579,155,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875779,11,1,1,0,27,9euoni3f3sh08tsplt2gh5dex,1,44.2,67.6,2023-03-26T15:58:19.031Z,2023-03-26T15:58:23Z,4125162647,213,2.7,4125162645,212,6.6,4125162643,141,72.0,4125162639,56,Back,4125162641,140,38.6,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875789,12,1,1,0,31,9euoni3f3sh08tsplt2gh5dex,1,38.6,72,2023-03-26T15:58:23.431Z,2023-03-26T16:54:24Z,4125162683,141,96.6,4125162685,212,31.6,4125162687,213,0.6,4125162679,56,Left,4125162681,140,64.1,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875809,13,1,1,0,35,9euoni3f3sh08tsplt2gh5dex,1,64.1,96.6,2023-03-26T15:58:26.719Z,2023-03-26T16:54:25Z,4125162791,141,94.2,4125162793,212,17.8,4125162787,56,Left,4125162795,213,6.2,4125162789,140,81.0,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875813,14,3,1,0,40,9euoni3f3sh08tsplt2gh5dex,0,89.3,95.8,2023-03-26T15:58:32.231Z,2023-03-26T15:58:35Z,4125162803,286,,4125162851,233,3,4125162801,56,Left,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875823,3,7,1,0,40,9ns699xp353c84r1g6epazycl,0,10.7,4.2,2023-03-26T15:58:32.232Z,2023-03-26T15:58:34Z,4125162827,285,,4125162825,56,Back,4125162845,233,14,,,,,,,,,,,,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875821,15,61,1,0,41,9euoni3f3sh08tsplt2gh5dex,1,93.9,96.2,2023-03-26T15:58:33.184Z,2023-03-26T15:58:33Z,4125162821,56,Left,,,,,,,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875829,4,5,1,0,42,9ns699xp353c84r1g6epazycl,1,-0.6,5.4,2023-03-26T15:58:34.471Z,2023-03-26T16:08:47Z,4125162855,346,,4125162863,233,16,4125162853,56,Back,,,,,,,,,,,,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875827,16,5,1,0,42,9euoni3f3sh08tsplt2gh5dex,0,100.6,94.6,2023-03-26T15:58:34.471Z,2023-03-26T15:58:35Z,4125162869,233,4,4125162843,346,,4125162841,56,Left,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875863,5,1,1,0,57,9ns699xp353c84r1g6epazycl,1,4.9,61.8,2023-03-26T15:58:48.690Z,2023-03-26T15:58:54Z,4125163143,212,10.8,4125163145,213,5.0,4125163135,124,,4125163137,56,Back,4125163141,141,46.7,4125163149,237,,4125163139,140,8.0,,,,1ite4628zwl6kanllmr7qb1zp,V. Calligaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875893,6,1,1,1,8,9ns699xp353c84r1g6epazycl,1,14.1,41.5,2023-03-26T15:59:00.242Z,2023-03-26T16:49:39Z,4125163303,212,18.2,4125163301,141,35.7,4125163305,213,6.1,4125163299,140,31.0,4125163297,56,Back,,,,,,,,,,6uttq0cpsnicezpcqy36p7r4k,Tarazona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875897,7,1,1,1,9,9ns699xp353c84r1g6epazycl,1,30.3,50.1,2023-03-26T15:59:01.338Z,2023-03-26T16:49:36Z,4125163321,213,4.8,4125163313,56,Back,4125163315,140,31.3,4125163317,141,26.8,4125163319,212,15.9,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524892703,469,1,1,1,10,9ns699xp353c84r1g6epazycl,1,31.3,30.4,2023-03-26T15:59:01.673Z,2023-03-26T16:49:47Z,4125255491,213,4.4,4125255487,141,3.4,4125255485,140,26.3,4125255483,56,Back,4125255489,212,19.1,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875899,8,1,1,1,12,9ns699xp353c84r1g6epazycl,0,26.9,5.8,2023-03-26T15:59:04.255Z,2023-03-26T16:49:49Z,4125163337,233,17,4125163327,140,30.1,4125163325,56,Back,4125163335,236,,4125163333,213,0.1,4125163329,141,6.1,4125163341,286,,4125163331,212,3.4,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875891,17,74,1,1,12,9euoni3f3sh08tsplt2gh5dex,1,69.8,98.1,2023-03-26T15:59:04.256Z,2023-03-26T16:54:44Z,4125163293,56,Left,4125163295,285,,4125163361,233,8,,,,,,,,,,,,,,,,1lvwjd2sedbk3gs9p2v34cdt5,Nerea Eizagirre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875907,9,5,1,1,13,9ns699xp353c84r1g6epazycl,1,28.2,-1.5,2023-03-26T15:59:04.808Z,2023-03-26T16:08:48Z,4125163379,347,,4125163383,233,18,4125163377,56,Back,,,,,,,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875895,18,5,1,1,13,9euoni3f3sh08tsplt2gh5dex,0,71.8,101.5,2023-03-26T15:59:04.808Z,2023-03-26T15:59:10Z,4125163387,233,9,4125163309,56,Left,4125163311,347,,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875911,10,1,1,1,18,9ns699xp353c84r1g6epazycl,1,27.6,0,2023-03-26T15:59:10.019Z,2023-03-26T16:49:56Z,4125163413,141,3.5,4125163411,140,47.1,4125163409,56,Back,4125163419,213,0.2,4125163417,212,20.8,4125163407,107,,,,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875915,11,1,1,1,20,9ns699xp353c84r1g6epazycl,0,47.1,3.5,2023-03-26T15:59:12.531Z,2023-03-26T16:50:18Z,4125163453,212,10.1,4125163455,213,0.1,4125163449,140,56.7,4125163447,56,Right,4125163451,141,4.6,4125163445,168,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875917,19,1,1,1,21,9euoni3f3sh08tsplt2gh5dex,1,42.1,92.7,2023-03-26T15:59:13.105Z,2023-03-26T15:59:15Z,4125163465,56,Left,4125163463,157,,4125163475,1,,4125163473,213,6.0,4125163467,140,55.2,4125163469,141,85.7,4125163471,212,14.6,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875919,20,1,1,1,23,9euoni3f3sh08tsplt2gh5dex,1,55.2,85.7,2023-03-26T15:59:15.560Z,2023-03-26T15:59:17Z,4125163485,3,,4125163487,56,Left,4125163491,141,82.6,4125163489,140,63.3,4125163493,212,8.8,4125163495,213,6.0,,,,,,,8drs7flji0ctdoui0cfyugu3u,Iris Arnaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875921,21,61,1,1,26,9euoni3f3sh08tsplt2gh5dex,0,62.6,83.6,2023-03-26T15:59:18.336Z,2023-03-26T15:59:18Z,4125163503,56,Left,,,,,,,,,,,,,,,,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875925,12,49,1,1,27,9ns699xp353c84r1g6epazycl,1,42.9,9.7,2023-03-26T15:59:19.540Z,2023-03-26T15:59:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875933,13,1,1,1,28,9ns699xp353c84r1g6epazycl,1,42.9,9.7,2023-03-26T15:59:20.003Z,2023-03-26T15:59:26Z,4125163551,140,69.4,4125163555,212,28.2,4125163549,56,Right,4125163553,141,3.1,4125163557,213,6.1,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875935,14,4,1,1,31,9ns699xp353c84r1g6epazycl,1,64,2.4,2023-03-26T15:59:23.112Z,2023-03-26T15:59:26Z,4125163567,265,,4125163563,56,Right,4125163565,152,,4125163591,233,22,4125163561,13,,4125163569,286,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875927,22,4,1,1,31,9euoni3f3sh08tsplt2gh5dex,0,36,97.6,2023-03-26T15:59:23.113Z,2023-03-26T15:59:27Z,4125163533,265,,4125163535,285,,4125163527,13,,4125163531,152,,4125163597,233,14,4125163529,56,Back,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875975,15,1,1,1,55,9ns699xp353c84r1g6epazycl,1,65,3.8,2023-03-26T15:59:47.603Z,2023-03-26T16:50:46Z,4125163813,212,12.7,4125163809,140,56.7,4125163815,213,2.3,4125163807,56,Right,4125163811,141,17.3,4125163803,5,,4125163805,152,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524875981,16,1,1,1,57,9ns699xp353c84r1g6epazycl,1,56.7,17.3,2023-03-26T15:59:48.948Z,2023-03-26T15:59:51Z,4125163849,213,1.0,4125163841,56,Center,4125163845,141,36.4,4125163843,140,65.3,4125163847,212,15.8,,,,,,,,,,zuec10u63781iv5rojm31yzu,María Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876005,17,1,1,1,59,9ns699xp353c84r1g6epazycl,1,65.3,36.4,2023-03-26T15:59:51.252Z,2023-03-26T15:59:59Z,4125163951,213,4.9,4125163943,56,Right,4125163945,140,67.4,4125163947,141,17.7,4125163949,212,12.9,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876021,18,1,1,2,7,9ns699xp353c84r1g6epazycl,0,54,3.8,2023-03-26T15:59:59.189Z,2023-03-26T16:00:01Z,4125163989,140,77.7,4125163985,155,,4125163995,213,6.2,4125163987,56,Right,4125163993,212,24.9,4125163991,141,1.6,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876023,23,8,1,2,9,9euoni3f3sh08tsplt2gh5dex,1,27.8,97.7,2023-03-26T16:00:01.522Z,2023-03-26T16:00:01Z,4125163997,56,Back,,,,,,,,,,,,,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876035,19,5,1,2,10,9ns699xp353c84r1g6epazycl,1,75.2,-1.4,2023-03-26T16:00:01.893Z,2023-03-26T16:00:10Z,4125164065,56,Right,4125164069,233,24,4125164067,347,,,,,,,,,,,,,,,,,4by0xo4xinb0m8nziofw0g3bp,Leire Baños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876027,24,5,1,2,10,9euoni3f3sh08tsplt2gh5dex,0,24.8,101.4,2023-03-26T16:00:01.893Z,2023-03-26T16:08:48Z,4125164073,233,19,4125164017,347,,4125164015,56,Back,,,,,,,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876059,20,1,1,2,21,9ns699xp353c84r1g6epazycl,1,78.9,0,2023-03-26T16:00:12.900Z,2023-03-26T16:00:15Z,4125164217,1,,4125164213,212,24.1,4125164215,213,0.9,4125164209,140,92.6,4125164207,56,Center,4125164211,141,26.8,4125164205,107,,,,,52ic0j91dhgr0vud2agr4ev2t,María de Alharilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876065,21,1,1,2,24,9ns699xp353c84r1g6epazycl,1,92.6,26.8,2023-03-26T16:00:15.749Z,2023-03-26T16:00:18Z,4125164259,213,3.7,4125164255,212,8.4,4125164249,141,19.8,4125164245,56,Right,4125164247,140,86.0,,,,,,,,,,44j03m9xpbhjuxmqz6vge9y0a,Érika González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876081,22,1,1,2,26,9ns699xp353c84r1g6epazycl,0,89.1,20.1,2023-03-26T16:00:18.453Z,2023-03-26T16:00:21Z,4125164303,141,49.4,4125164301,140,100.0,4125164305,212,23.6,4125164299,56,Center,4125164295,2,,4125164297,155,,4125164307,213,1.0,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876083,23,5,1,2,27,9ns699xp353c84r1g6epazycl,0,101,48.3,2023-03-26T16:00:19.355Z,2023-03-26T16:08:49Z,4125164311,346,,4125164329,233,25,4125164309,56,Center,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876069,25,5,1,2,27,9euoni3f3sh08tsplt2gh5dex,1,-1,51.7,2023-03-26T16:00:19.355Z,2023-03-26T16:00:22Z,4125164269,346,,4125164325,233,23,4125164267,56,Back,,,,,,,,,,,,,,,,3mutv27i9xvd3wmbwypdpah62,Izarne Sarasola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876113,26,1,1,2,43,9euoni3f3sh08tsplt2gh5dex,1,4.9,47.8,2023-03-26T16:00:35.227Z,2023-03-26T16:00:46Z,4125164631,189,,4125164501,141,69.4,4125164499,140,10.1,4125164509,237,,4125164497,56,Back,4125164495,124,,4125164503,212,15.7,4125164505,213,1.2,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876119,27,1,1,2,44,9euoni3f3sh08tsplt2gh5dex,1,10.1,69.4,2023-03-26T16:00:36.043Z,2023-03-26T16:00:47Z,4125164531,140,6.3,4125164529,56,Back,4125164537,213,4.4,4125164533,141,49.6,4125164647,189,,4125164535,212,14.0,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876123,28,1,1,2,45,9euoni3f3sh08tsplt2gh5dex,1,6.3,49.6,2023-03-26T16:00:37.219Z,2023-03-26T16:00:39Z,4125164557,213,5.7,4125164549,56,Back,4125164555,212,26.4,4125164553,141,29.8,4125164551,140,27.9,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876131,29,1,1,2,47,9euoni3f3sh08tsplt2gh5dex,1,27.9,29.8,2023-03-26T16:00:39.179Z,2023-03-26T16:00:43Z,4125164589,140,21.3,4125164587,56,Back,4125164593,212,14.0,4125164591,141,11.9,4125164595,213,4.2,,,,,,,,,,sro6084uxjkm140ylvc5uq51,S. Franssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876133,30,1,1,2,51,9euoni3f3sh08tsplt2gh5dex,0,21.1,11.7,2023-03-26T16:00:43.115Z,2023-03-26T16:00:44Z,4125164615,140,70.1,4125164621,213,6.1,4125164613,56,Right,4125164617,141,0.0,4125164619,212,52.2,4125164623,1,,4125164611,155,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876143,24,5,1,2,52,9ns699xp353c84r1g6epazycl,1,29.4,101.3,2023-03-26T16:00:44.528Z,2023-03-26T16:51:19Z,4125164657,233,31,4125164655,347,,4125164653,56,Back,,,,,,,,,,,,,,,,ybmp63ubo0wcvjut4ljomgru,Estela Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876137,31,5,1,2,52,9euoni3f3sh08tsplt2gh5dex,0,70.6,-1.3,2023-03-26T16:00:44.528Z,2023-03-26T16:00:49Z,4125164625,56,Right,4125164627,347,,4125164675,233,24,,,,,,,,,,,,,,,,5x93ra7unls3fac5gomibwel1,A. Poljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876169,25,1,1,3,2,9ns699xp353c84r1g6epazycl,1,33.4,100,2023-03-26T16:00:54.566Z,2023-03-26T16:00:58Z,4125164771,213,4.2,4125164769,212,11.5,4125164761,107,,4125164767,141,86.9,4125164765,140,27.6,4125164763,56,Back,,,,,,,ybmp63ubo0wcvjut4ljomgru,Estela Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876175,26,1,1,3,3,9ns699xp353c84r1g6epazycl,1,44,91.9,2023-03-26T16:00:55.310Z,2023-03-26T16:52:34Z,4125164785,140,36.2,4125164783,56,Back,4125164791,213,2.9,4125164787,141,94.6,4125164789,212,8.4,,,,,,,,,,eu6nudazhvggen5s7abc46bpx,Alba Redondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524876199,27,1,1,3,11,9ns699xp353c84r1g6epazycl,1,33.9,94.6,2023-03-26T16:01:02.766Z,2023-03-26T16:52:41Z,4125164871,140,46.0,4125164869,56,Back,4125164873,141,96.6,4125164875,212,12.8,4125164877,213,0.1,,,,,,,,,,ybmp63ubo0wcvjut4ljomgru,Estela Carbonell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
