id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2497090497,91,1,1,14,14,b9ecgxh884j2ugjrxwvpym192,0,15.9,54.6,2023-01-14T11:17:13.486Z,2023-01-14T11:17:19Z,3976389415,213,0.2,3976389407,56,Center,3976389417,1,,3976389409,140,67.8,3976389413,212,55.3,3976389405,199,,3976389411,141,68.8,,,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090491,177,44,1,14,18,bop6aslxmwvzsapdxsw3xbvfg,1,34.7,33.8,2023-01-14T11:17:16.533Z,2023-01-14T11:17:19Z,3976389393,285,,3976389443,233,92,3976389391,56,Back,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090501,92,44,1,14,18,b9ecgxh884j2ugjrxwvpym192,0,65.3,66.2,2023-01-14T11:17:16.534Z,2023-01-14T11:17:19Z,3976389421,56,Center,3976389423,286,,3976389481,233,177,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090505,178,1,1,14,18,bop6aslxmwvzsapdxsw3xbvfg,1,37.2,36.3,2023-01-14T11:17:17.125Z,2023-01-14T11:17:18Z,3976389439,213,0.2,3976389433,140,56.6,3976389435,141,41.3,3976389437,212,20.7,3976389429,3,,3976389431,56,Center,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090509,179,44,1,14,20,bop6aslxmwvzsapdxsw3xbvfg,1,56,38.2,2023-01-14T11:17:18.709Z,2023-01-14T11:17:21Z,3976389463,286,,3976389515,233,93,3976389461,56,Center,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090517,93,44,1,14,20,b9ecgxh884j2ugjrxwvpym192,0,44,61.8,2023-01-14T11:17:18.710Z,2023-01-14T11:17:21Z,3976389509,56,Back,3976389533,233,179,3976389511,285,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090513,180,1,1,14,20,bop6aslxmwvzsapdxsw3xbvfg,0,56.6,41.3,2023-01-14T11:17:19.013Z,2023-01-14T11:17:20Z,3976389495,212,5.7,3976389497,213,0.1,3976389493,141,42.1,3976389487,168,,3976389485,3,,3976389491,140,62.0,3976389489,56,Center,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090519,94,43,1,14,22,b9ecgxh884j2ugjrxwvpym192,1,0,0,2023-01-14T11:17:20.718Z,2023-01-14T11:17:32Z,3976389809,144,61,3976389513,56,Back,,,,,,,,,,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090539,95,1,1,14,23,b9ecgxh884j2ugjrxwvpym192,1,44.5,64.9,2023-01-14T11:17:21.661Z,2023-01-14T11:17:23Z,3976389615,213,4.6,3976389603,56,Back,3976389605,140,43.1,3976389613,212,10.0,3976389611,141,50.3,,,,,,,,,,470znxtt0sf52aav1o8s1hkdm,Sandra Castelló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090547,96,49,1,14,26,b9ecgxh884j2ugjrxwvpym192,1,45.9,50.3,2023-01-14T11:17:24.590Z,2023-01-14T11:17:24Z,,,,,,,,,,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090555,97,1,1,14,26,b9ecgxh884j2ugjrxwvpym192,1,45.9,50.3,2023-01-14T11:17:24.765Z,2023-01-14T11:17:26Z,3976389661,141,48.7,3976389665,213,6.2,3976389657,56,Center,3976389663,212,10.7,3976389659,140,56.0,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090567,98,1,1,14,27,b9ecgxh884j2ugjrxwvpym192,0,56,48.7,2023-01-14T11:17:26.077Z,2023-01-14T11:17:46Z,3976389741,212,36.0,3976389735,56,Center,3976389743,213,0.5,3976389739,141,71.8,3976389745,1,,3976389737,140,86.9,,,,,,,7dqs072o1rqh9l8rv9nus4qtx,T. Simonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090573,181,52,1,14,30,bop6aslxmwvzsapdxsw3xbvfg,1,12.3,36.6,2023-01-14T11:17:29.317Z,2023-01-14T11:17:29Z,,,,,,,,,,,,,,,,,,,,,,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090585,182,1,1,14,32,bop6aslxmwvzsapdxsw3xbvfg,1,12.3,36.6,2023-01-14T11:17:30.645Z,2023-01-14T11:17:32Z,3976389803,287,,3976389793,140,28.8,3976389797,212,25.6,3976389789,123,,3976389791,56,Back,3976389799,213,0.8,3976389795,141,64.3,,,,11so3nfejun31ajhmqjlwapqt,Sandra Paños,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090605,183,1,1,14,38,bop6aslxmwvzsapdxsw3xbvfg,1,32.5,65.8,2023-01-14T11:17:37.173Z,2023-01-14T11:17:38Z,3976389881,141,92.4,3976389885,213,1.0,3976389877,56,Back,3976389883,212,20.9,3976389879,140,42.5,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090617,184,1,1,14,40,bop6aslxmwvzsapdxsw3xbvfg,1,42.5,92.1,2023-01-14T11:17:38.724Z,2023-01-14T11:17:41Z,3976389923,56,Back,3976389929,212,13.7,3976389927,141,73.8,3976389931,213,4.3,3976389925,140,37.1,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090621,185,1,1,14,42,bop6aslxmwvzsapdxsw3xbvfg,1,37.1,72.9,2023-01-14T11:17:41.396Z,2023-01-14T11:17:42Z,3976389941,140,41.1,3976389947,213,4.9,3976389945,212,27.6,3976389943,141,32.8,3976389939,56,Back,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090627,186,1,1,14,44,bop6aslxmwvzsapdxsw3xbvfg,1,41.4,31.9,2023-01-14T11:17:42.612Z,2023-01-14T11:17:46Z,3976389975,141,5.5,3976389977,212,23.6,3976389979,213,5.4,3976389973,140,56.0,3976389971,56,Right,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090637,187,1,1,14,47,bop6aslxmwvzsapdxsw3xbvfg,1,62.6,5.5,2023-01-14T11:17:46.068Z,2023-01-14T11:17:49Z,3976390013,212,15.6,3976390007,56,Center,3976390015,213,2.2,3976390009,140,54.4,3976390011,141,24.6,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090641,188,1,1,14,51,bop6aslxmwvzsapdxsw3xbvfg,1,61.5,23.6,2023-01-14T11:17:49.540Z,2023-01-14T11:17:51Z,3976390035,140,68.7,3976390039,212,15.3,3976390041,213,5.2,3976390037,141,4.0,3976390033,56,Right,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091007,204,61,1,14,52,bop6aslxmwvzsapdxsw3xbvfg,0,77.6,10.3,2023-01-14T11:17:50.979Z,2023-01-14T11:19:09Z,3976391579,56,Right,,,,,,,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090649,99,3,1,14,52,b9ecgxh884j2ugjrxwvpym192,0,24.5,93.6,2023-01-14T11:17:51.266Z,2023-01-14T11:18:57Z,3976390075,285,,3976390073,56,Back,3976391399,233,189,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090651,189,7,1,14,52,bop6aslxmwvzsapdxsw3xbvfg,1,75.5,6.4,2023-01-14T11:17:51.267Z,2023-01-14T11:19:56Z,3976391395,233,99,3976390077,56,Right,3976391391,286,,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090663,190,1,1,14,55,bop6aslxmwvzsapdxsw3xbvfg,1,77.6,7,2023-01-14T11:17:54.180Z,2023-01-14T11:17:57Z,3976390123,213,0.3,3976390117,140,89.5,3976390115,56,Right,3976390121,212,13.0,3976390119,141,12.5,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090665,191,1,1,14,58,bop6aslxmwvzsapdxsw3xbvfg,0,89.5,7,2023-01-14T11:17:57.380Z,2023-01-14T11:17:59Z,3976390135,141,7.3,3976390175,236,,3976390139,213,2.9,3976390181,286,,3976390137,212,1.0,3976390133,140,88.6,3976390177,233,100,3976390131,56,Right,9gdocwx006j6wyz4mnhzgzydx,A. Crnogorčević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090671,100,74,1,14,58,b9ecgxh884j2ugjrxwvpym192,1,10.2,91.2,2023-01-14T11:17:57.381Z,2023-01-14T11:19:56Z,3976390191,233,191,3976390167,285,,3976390165,56,Back,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090673,101,49,1,15,1,b9ecgxh884j2ugjrxwvpym192,1,9.1,90.8,2023-01-14T11:18:00.078Z,2023-01-14T11:18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090683,102,1,1,15,1,b9ecgxh884j2ugjrxwvpym192,1,9.1,90.8,2023-01-14T11:18:00.142Z,2023-01-14T11:18:01Z,3976390251,141,80.9,3976390247,56,Back,3976390253,212,6.9,3976390255,213,4.5,3976390249,140,7.8,,,,,,,,,,8tmzjcaglix0qj8zy7yp8w7o,R. Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090691,103,1,1,15,3,b9ecgxh884j2ugjrxwvpym192,1,8.2,82.4,2023-01-14T11:18:01.822Z,2023-01-14T11:18:04Z,3976390297,213,6.2,3976390293,141,76.6,3976390291,140,44.9,3976390289,56,Back,3976390295,212,38.7,3976390299,1,,3976390287,157,,,,,6ufssidf65zo52ru9q644hq3u,LaiaBallesté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090695,104,44,1,15,4,b9ecgxh884j2ugjrxwvpym192,1,44.4,75.8,2023-01-14T11:18:03.363Z,2023-01-14T11:18:05Z,3976390305,285,,3976390307,233,192,3976390303,56,Back,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090685,192,44,1,15,4,bop6aslxmwvzsapdxsw3xbvfg,0,55.6,24.2,2023-01-14T11:18:03.364Z,2023-01-14T11:18:05Z,3976390311,233,104,3976390267,286,,3976390265,56,Center,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090705,105,61,1,15,5,b9ecgxh884j2ugjrxwvpym192,0,45.3,76.6,2023-01-14T11:18:03.574Z,2023-01-14T11:18:09Z,3976390361,56,Back,,,,,,,,,,,,,,,,,,,,,,4l0t0twvkms04gm3w3b2xvhsl,B. Ágústsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090693,193,49,1,15,6,bop6aslxmwvzsapdxsw3xbvfg,1,43.2,29.7,2023-01-14T11:18:04.724Z,2023-01-14T11:18:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090719,194,1,1,15,7,bop6aslxmwvzsapdxsw3xbvfg,1,43.1,29.7,2023-01-14T11:18:06.196Z,2023-01-14T11:18:09Z,3976390399,213,1.1,3976390395,141,67.9,3976390389,56,Center,3976390391,140,54.7,3976390397,212,28.7,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090731,195,1,1,15,10,bop6aslxmwvzsapdxsw3xbvfg,1,61,71.1,2023-01-14T11:18:09.331Z,2023-01-14T11:18:11Z,3976390437,140,63.8,3976390435,56,Center,3976390443,213,5.1,3976390439,141,61.1,3976390441,212,7.4,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090745,196,1,1,15,12,bop6aslxmwvzsapdxsw3xbvfg,1,62.6,58.1,2023-01-14T11:18:11.380Z,2023-01-14T11:18:14Z,3976390499,140,61.2,3976390497,56,Center,3976390501,141,54.6,3976390503,212,2.8,3976390505,213,4.2,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090777,197,1,1,15,15,bop6aslxmwvzsapdxsw3xbvfg,1,65.9,62.3,2023-01-14T11:18:14.355Z,2023-01-14T11:18:19Z,3976390599,141,91.5,3976390601,212,22.8,3976390595,56,Left,3976390597,140,76.5,3976390603,213,1.1,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090781,198,1,1,15,21,bop6aslxmwvzsapdxsw3xbvfg,0,78.8,77.9,2023-01-14T11:18:19.603Z,2023-01-14T11:18:21Z,3976390621,141,74.2,3976390617,56,Center,3976390669,236,,3976390623,212,2.5,3976390671,233,106,3976390619,140,78.8,3976390675,286,,3976390625,213,4.7,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090791,106,74,1,15,21,b9ecgxh884j2ugjrxwvpym192,1,17.7,17.7,2023-01-14T11:18:19.604Z,2023-01-14T11:19:56Z,3976390663,285,,3976390677,233,198,3976390661,56,Back,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090795,107,5,1,15,23,b9ecgxh884j2ugjrxwvpym192,0,30.4,-1.4,2023-01-14T11:18:21.790Z,2023-01-14T11:18:33Z,3976390989,233,199,3976390683,347,,3976390681,56,Back,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090863,199,5,1,15,23,bop6aslxmwvzsapdxsw3xbvfg,1,69.6,101.4,2023-01-14T11:18:21.790Z,2023-01-14T12:26:12Z,3976390965,347,,3976390985,233,107,3976390963,56,Left,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090871,200,1,1,15,34,bop6aslxmwvzsapdxsw3xbvfg,1,71.2,100,2023-01-14T11:18:33.331Z,2023-01-14T11:18:34Z,3976391011,140,62.3,3976391013,141,92.3,3976391007,107,,3976391017,213,3.7,3976391015,212,11.3,3976391009,56,Left,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090883,201,1,1,15,36,bop6aslxmwvzsapdxsw3xbvfg,1,61.3,90.3,2023-01-14T11:18:34.595Z,2023-01-14T11:18:37Z,3976391051,56,Center,3976391055,141,68.4,3976391057,212,15.4,3976391059,213,4.5,3976391053,140,57.5,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090911,202,1,1,15,39,bop6aslxmwvzsapdxsw3xbvfg,0,59.2,59.9,2023-01-14T11:18:37.620Z,2023-01-14T11:18:42Z,3976391183,1,,3976391179,212,48.7,3976391175,140,100.0,3976391181,213,0.4,3976391173,56,Left,3976391177,141,90.3,3976391171,155,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090915,108,5,1,15,43,b9ecgxh884j2ugjrxwvpym192,1,-1.3,8.8,2023-01-14T11:18:42.306Z,2023-01-14T12:26:12Z,3976391189,56,Back,3976391191,346,,3976391197,233,203,,,,,,,,,,,,,,,,c60g2qtl13gydk9p2pqbbnsb8,A. Kühn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497090913,203,5,1,15,43,bop6aslxmwvzsapdxsw3xbvfg,0,101.3,91.2,2023-01-14T11:18:42.306Z,2023-01-14T11:18:44Z,3976391185,56,Left,3976391187,346,,3976391201,233,108,,,,,,,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091021,109,1,1,16,9,b9ecgxh884j2ugjrxwvpym192,0,5,57.5,2023-01-14T11:19:07.840Z,2023-01-14T11:19:13Z,3976391633,141,78.1,3976391639,1,,3976391637,213,0.2,3976391635,212,58.9,3976391629,56,Center,3976391627,124,,3976391631,140,59.5,3976391641,74,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091033,205,1,1,16,14,bop6aslxmwvzsapdxsw3xbvfg,1,43.3,28.6,2023-01-14T11:19:13.410Z,2023-01-14T11:19:14Z,3976391713,140,51.2,3976391717,212,9.1,3976391709,3,,3976391711,56,Center,3976391719,213,0.4,3976391715,141,34.2,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091035,206,49,1,16,15,bop6aslxmwvzsapdxsw3xbvfg,1,51.2,34.2,2023-01-14T11:19:14.468Z,2023-01-14T11:19:14Z,,,,,,,,,,,,,,,,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091045,207,1,1,16,16,bop6aslxmwvzsapdxsw3xbvfg,1,51.2,34.2,2023-01-14T11:19:14.786Z,2023-01-14T11:19:18Z,3976391761,213,2.3,3976391751,140,42.0,3976391757,212,15.3,3976391753,141,51.6,3976391749,56,Back,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091057,208,1,1,16,19,bop6aslxmwvzsapdxsw3xbvfg,1,52.3,55.7,2023-01-14T11:19:18.498Z,2023-01-14T11:19:20Z,3976391815,141,76.9,3976391819,213,2.0,3976391811,56,Back,3976391817,212,15.6,3976391813,140,46.6,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091061,209,1,1,16,21,bop6aslxmwvzsapdxsw3xbvfg,1,46.6,76.9,2023-01-14T11:19:20.162Z,2023-01-14T11:19:21Z,3976391837,56,Left,3976391845,213,0.6,3976391843,212,19.1,3976391839,140,61.2,3976391841,141,93.6,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091075,210,1,1,16,22,bop6aslxmwvzsapdxsw3xbvfg,1,61.2,93.6,2023-01-14T11:19:21.010Z,2023-01-14T11:19:24Z,3976391883,56,Back,3976391889,212,14.7,3976391887,141,85.7,3976391891,213,3.5,3976391885,140,48.2,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091101,211,1,1,16,25,bop6aslxmwvzsapdxsw3xbvfg,1,48.2,85.7,2023-01-14T11:19:24.035Z,2023-01-14T11:19:30Z,3976391987,141,68.4,3976391991,213,4.6,3976391985,140,46.6,3976391983,56,Back,3976391989,212,11.9,,,,,,,,,,1vqpa944d79cnljfbjb8yjlcl,F. Rolfö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091105,212,1,1,16,31,bop6aslxmwvzsapdxsw3xbvfg,1,63.7,71.1,2023-01-14T11:19:29.906Z,2023-01-14T11:19:32Z,3976392011,213,1.0,3976392009,212,18.4,3976392005,140,73.6,3976392003,56,Left,3976392007,141,93.5,,,,,,,,,,4n6mnhjzt6zpicfea3ym678id,Mapi León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091125,213,1,1,16,33,bop6aslxmwvzsapdxsw3xbvfg,1,73.6,93.5,2023-01-14T11:19:32.018Z,2023-01-14T11:19:35Z,3976392091,212,5.3,3976392085,56,Left,3976392087,140,73.4,3976392089,141,85.7,3976392093,213,4.7,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091133,214,1,1,16,36,bop6aslxmwvzsapdxsw3xbvfg,1,75,79.7,2023-01-14T11:19:35.346Z,2023-01-14T11:19:37Z,3976392119,212,10.9,3976392113,56,Center,3976392121,213,5.1,3976392115,140,78.9,3976392117,141,64.9,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091149,215,1,1,16,38,bop6aslxmwvzsapdxsw3xbvfg,1,78.3,58.2,2023-01-14T11:19:37.090Z,2023-01-14T11:19:40Z,3976392171,140,80.4,3976392173,141,27.7,3976392169,56,Center,3976392175,212,20.9,3976392177,213,4.8,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091165,216,1,1,16,41,bop6aslxmwvzsapdxsw3xbvfg,1,81.3,26.5,2023-01-14T11:19:40.258Z,2023-01-14T11:51:10Z,3976392229,213,1.2,3976392225,141,54.6,3976392479,154,,3976392223,140,88.8,3976392227,212,20.7,3976392477,210,13,3976392221,56,Center,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2497091167,217,13,1,16,43,bop6aslxmwvzsapdxsw3xbvfg,1,87.7,54.5,2023-01-14T11:19:42.219Z,2023-01-14T11:51:11Z,3976392239,56,Center,3976392483,29,,3976392235,22,,3976392279,20,,3976392481,85,,3976392495,215,,3976392499,328,,3976392237,17,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,3976392497,108,,3976392487,55,3976392503,231,3976392501,230,98.4,3976392491,102,3976392485,154,,216,,50.9,48.7,3976392493,103,,,,,,,58.3,,,,,,,,,,
2497091153,110,5,1,16,43,b9ecgxh884j2ugjrxwvpym192,1,-1,50.6,2023-01-14T11:19:42.241Z,2023-01-14T11:19:45Z,3976392195,346,,3976392193,56,Back,3976392261,233,218,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091171,218,5,1,16,43,bop6aslxmwvzsapdxsw3xbvfg,0,101,49.4,2023-01-14T11:19:42.241Z,2023-01-14T12:26:12Z,3976392255,56,Center,3976392265,233,110,3976392257,346,,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091277,111,1,1,17,7,b9ecgxh884j2ugjrxwvpym192,1,5.1,48.1,2023-01-14T11:20:06.098Z,2023-01-14T11:20:11Z,3976392759,74,,3976392749,1,,3976392745,213,0.3,3976392737,56,Back,3976392741,141,64.3,3976392743,212,42.8,3976392739,140,44.5,3976392735,124,,dri6ywllr5aapmost881p4991,C. Ashurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091283,112,44,1,17,12,b9ecgxh884j2ugjrxwvpym192,1,46.9,62.1,2023-01-14T11:20:10.933Z,2023-01-14T11:20:12Z,3976392779,56,Back,3976392821,233,219,3976392781,285,,,,,,,,,,,,,,,,,5wubhrq7ftqx0ryckwbrdxc5x,A. Edgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497091289,219,44,1,17,12,bop6aslxmwvzsapdxsw3xbvfg,0,53.1,37.9,2023-01-14T11:20:10.934Z,2023-01-14T11:20:18Z,3976392825,233,112,3976392801,286,,3976392797,56,Center,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
