id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value
2551042077,1,34,16,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-05-19T16:06:27.771Z,2023-05-19T16:56:40Z,4289969941,59,"13, 17, 14, 19, 6, 22, 21, 10, 20, 7, 9, 1, 2, 5, 8, 12, 16, 18, 23, 24, 26, 28, 29",4289969939,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4289969945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289969949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289969937,30,"76q3qw1j9n3og4gep5pdedisq, 5x93ra7unls3fac5gomibwel1, 3mutv27i9xvd3wmbwypdpah62, 14c84da3uglvp8gtjpxospo4q, 2d1defd89f1nrpb0gi6cciwru, 4gv8ud8pwhynhd4ehmzw2pgmi, 5axvazbhm6wsgpbpgt1gmaj11, 1lvwjd2sedbk3gs9p2v34cdt5, 5de2lhx1gnd8ks8pmge8plb6d, ent3o8sh6zn2mpe7m9p8q1sve, sro6084uxjkm140ylvc5uq51, ea2eq21d08asfeqh17vcxpwmi, 36vatxs5tk7alvqedu7vtn88a, etzoltim8ktgsaidhpebhnx79, 8drs7flji0ctdoui0cfyugu3u, 9bzg6jfuapjzhmurucmkiz7fu, ett23u47w9fthjjrlprw0u505, 2t32h7nbjkouc968jbm8cax62, 5m8q057u3ek6rjdpmlu98uesq, eb2nuinewhu5gjp2vadk5reac, 6g1wh174nw433sv5iv9q0lx0q, ey99we6lsli3b9zluzlh1pjx0, dak6fia5l1wbcjw82sv43mqga",4289969943,130,4,4290074053,197,3933,4289969947,194,1lvwjd2sedbk3gs9p2v34cdt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551043871,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-19T16:13:30.807Z,2023-05-19T20:35:54Z,4289980151,59,"13, 18, 7, 3, 14, 4, 22, 21, 16, 8, 9, 1, 10, 12, 15, 19, 23, 24, 28, 39, 41",4289980155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289980159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289980147,30,"4rs6pmptx7w4moy8ks2vyrff9, cp37td3qaw8oyf3mznoh45o15, cq38p3rul6qi2tpvr077v8n6y, 4vk1yd7zqaqapuejahqx7zi09, 8tux0w5del0ggtozbon3x92lm, 245eszqeqx2xeair8h5n4z8b9, 4trjsb4uoasjj3jwr77rh0k16, dlbgel5sg62n5z89ev1tkusph, 9k9f6c1xb7kfaq3siophz7ca1, 5nad4qgy5hlwfsm64mhkwadw5, evfl561yy3cwa51hwnme6mifp, 6h41rdmhfs08723t23zgi5vjd, 13hy7ggmnhfalmdqlbp6lzv11, uw9iyklqljuminu89utfq295, a5b2mmssttscc0k5rss87lhey, 1xs185h82mmyp8z86s1f6jucq, 10w88nr6r2nzxank4gv5gokbt, 47wzwvf5ksv7kdivj9ra96l0p, sajxpypxygu608bx3j02yivo, 1wp5fbjgdyuop3nkqt60wgw0k, aha6nh4t464kc74g7qi2xmcmi",4290076597,197,17784,4289980153,130,8,4289980157,194,cq38p3rul6qi2tpvr077v8n6y,4289980149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551062941,2,32,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,0,0,2023-05-19T17:00:18.470Z,2023-05-19T17:00:18Z,4290081565,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551062947,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-05-19T17:00:18.470Z,2023-05-19T17:00:21Z,4290081587,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551062967,3,1,1,0,0,9euoni3f3sh08tsplt2gh5dex,1,50.1,50,2023-05-19T17:00:18.570Z,2023-05-19T17:00:22Z,4290081699,279,S,4290081689,56,Back,4290081691,140,37.3,4290081695,212,13.7,4290081693,141,46.4,4290081697,213,3.3,,,,,,,5de2lhx1gnd8ks8pmge8plb6d,S. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551062985,4,1,1,0,3,9euoni3f3sh08tsplt2gh5dex,1,36.1,42.2,2023-05-19T17:00:21.851Z,2023-05-19T17:00:25Z,4290081819,141,62.0,4290081821,212,20.4,4290081815,56,Back,4290081817,140,21.5,4290081823,213,2.4,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551063003,5,1,1,0,6,9euoni3f3sh08tsplt2gh5dex,1,22.1,61.5,2023-05-19T17:00:25.195Z,2023-05-19T17:49:25Z,4290081907,141,36.0,4290081903,56,Back,4290081911,213,4.2,4290081909,212,19.6,4290081905,140,13.4,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551063013,6,1,1,0,8,9euoni3f3sh08tsplt2gh5dex,0,13.8,36.1,2023-05-19T17:00:27.068Z,2023-05-19T17:00:28Z,4290081973,212,23.4,4290081965,155,,4290081971,141,21.8,4290081967,56,Back,4290081969,140,34.1,4290081975,213,5.9,,,,,,,2d1defd89f1nrpb0gi6cciwru,Ane Etxezarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551063021,3,49,1,0,11,vaikl8nl7hdr4y9jj4jyb9ey,1,65.7,85,2023-05-19T17:00:29.987Z,2023-05-19T17:50:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551063079,6,1,1,0,12,vaikl8nl7hdr4y9jj4jyb9ey,1,87.9,60.8,2023-05-19T17:00:30.770Z,2023-05-19T18:08:32Z,4290082343,141,72.3,4290082349,213,0.7,4290082335,56,Center,4290082339,140,96.5,4290082345,212,11.9,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
