id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId
2540561169,1,34,16,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-04-29T11:08:09.926Z,2023-04-29T12:04:22Z,4234134887,30,"7rm6858rwtecoxlt5ud31dmy2, 33t09qpv89b6wo3suzj33meax, 5o5f6l99dzhim5k1jnnmog6hh, 5cpnfg3x95yjy00c6h2g22tp1, 5bx3a7j6m109a4jw82appuhre, 2me13zmgmf0r0wtsjmxid1zvt, 1533xkmkmi8rpb6yoa8807xn8, 9w8g9it556ipl3zhatke1srca, 4nvfy4deuo9cmsegz492aq2g9, b9rcv1fsqcwockfpbkl58tl, bdaicql6er9antum0eaar9x0q, 3qu360b871q8wssodtkeq6oa2, w3vjdjxeuaauh8na84fkwhuy, 4omg3eblibhyzx7f4rhhl8el1, 8jvs33mize0fkkihe2zot28k5, er6khxd9z3wfjekigs4nxf8q, 280d6mnvu6kjcebwq4ovv1afo, bu6otdhlxkznbdm7v6gq1gq21, 2qh8rg0ekcnh8qjvnnrpc9olx, cqzvybjo8i63y1avibzhpvdud, 5w3y2f2ydr2ecq90cdzbn6ns9, 6mzsev0k2iqswrjncctnnawic, cj7jkn7wzeupyvi9c141sl3pw",4234134895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234134889,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4234134891,59,"13, 19, 3, 5, 22, 2, 16, 39, 11, 17, 10, 1, 4, 6, 7, 9, 12, 14, 15, 18, 21, 30, 31",4234305371,197,3935,4234134897,194,5cpnfg3x95yjy00c6h2g22tp1,4234134899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234134893,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540561767,1,34,16,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-04-29T11:09:08.763Z,2023-04-29T12:04:45Z,4234137759,30,"1bvbnq69gxx0nciovzzf6o8dm, cfmly5uuomypp4t0pibgtfazu, q3xvi1pbz5hmr6zw6np6v4yd, 3u9vtcqa5td8weoufpzirruhg, d2at1haixfnekibqj89y4nxed, 8vwiezkux2gxs99ziy7x69fu2, 7dlyawb4x2lr5gjcz5b1y5ivp, 61ho0mi13ewpotj5udjt7mz2s, du0eybpvf5vcvtuj074x74jdg, du4sd3yhhb3avedd8yzjd6dey, c1ll2hqt71suy8bgwswpci9uy, 5q1oexaovibgn83v5kmjfanvu, a0g0ldiol9fzw09gk5i9e15w4, 2j37sn6v53zhgz2hf1q33gzdg, 83wqrctlm3zpp10zmx1tjc9ka, 89zl8l8wouupdzgepnm1ogqhg, 6lruud03b1so5uyjduuthtuj9, epgai2aff40j82jb3gumaehka",4234323495,197,12185,4234137771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234137761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4234137765,130,2,4234137767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4234137769,194,du0eybpvf5vcvtuj074x74jdg,4234137763,59,"1, 21, 4, 6, 3, 2, 17, 19, 7, 18, 11, 16, 8, 9, 10, 12, 14, 13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597373,2,32,1,0,0,cd1ottifbgcfrn6pdrdpwt7z0,1,0,0,2023-04-29T12:01:12.812Z,2023-04-29T12:01:12Z,4234311539,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597383,2,32,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2023-04-29T12:01:12.812Z,2023-04-29T12:01:15Z,4234311589,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597413,3,1,1,0,0,7mk4va7b2p6tnv2xjxcgjy8h6,1,49.5,49.1,2023-04-29T12:01:12.912Z,2023-04-29T12:56:57Z,4234311751,56,Back,4234311755,141,59.1,4234311761,279,S,4234311753,140,32.7,4234311759,213,2.8,4234311757,212,18.9,,,,,,,c1ll2hqt71suy8bgwswpci9uy,Carla Armengol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597423,4,1,1,0,4,7mk4va7b2p6tnv2xjxcgjy8h6,1,33,59.6,2023-04-29T12:01:17.293Z,2023-04-29T12:01:18Z,4234311831,141,60.0,4234311827,56,Back,4234311835,213,3.1,4234311829,140,20.5,4234311833,212,13.1,,,,,,,,,,3u9vtcqa5td8weoufpzirruhg,Gema Soliveres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597435,5,1,1,0,6,7mk4va7b2p6tnv2xjxcgjy8h6,0,23.5,60.5,2023-04-29T12:01:18.878Z,2023-04-29T12:01:20Z,4234311913,157,,4234311921,212,50.4,4234311917,140,70.0,4234311919,141,42.1,4234311925,1,,4234311923,213,6.0,4234311915,56,Center,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597463,3,1,1,0,6,cd1ottifbgcfrn6pdrdpwt7z0,1,29.5,57.6,2023-04-29T12:01:19.200Z,2023-04-29T12:01:22Z,4234312081,3,,4234312085,140,46.1,4234312091,213,0.2,4234312089,212,17.8,4234312087,141,62.9,4234312083,56,Back,,,,,,,5o5f6l99dzhim5k1jnnmog6hh,Bea Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597465,4,49,1,0,9,cd1ottifbgcfrn6pdrdpwt7z0,1,45.1,63.3,2023-04-29T12:01:22.256Z,2023-04-29T12:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597487,5,1,1,0,9,cd1ottifbgcfrn6pdrdpwt7z0,1,44.5,63.7,2023-04-29T12:01:22.624Z,2023-04-29T12:01:24Z,4234312213,213,4.3,4234312207,140,37.5,4234312209,141,41.6,4234312205,56,Back,4234312211,212,16.7,,,,,,,,,,bdaicql6er9antum0eaar9x0q,Fiamma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
