id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2536690131,11,5,1,0,21,eqaszp3lzhffqt4f8hmzov72j,1,85.6,-1.2,2023-04-21T18:30:27.228Z,2023-04-21T18:30:30Z,4206536731,347,,4206536729,56,Right,4206536751,233,8,,,,,,,,,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690327,12,1,1,0,40,eqaszp3lzhffqt4f8hmzov72j,0,84.1,0,2023-04-21T18:30:45.693Z,2023-04-21T18:30:49Z,4206537877,107,,4206537889,1,,4206537881,140,88.5,4206537887,213,1.4,4206537879,56,Center,4206537885,212,23.2,4206537883,141,32.0,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690347,9,1,1,0,44,1azk57wev30h044w949j46kpu,0,11.9,66.3,2023-04-21T18:30:49.480Z,2023-04-21T18:30:50Z,4206538029,140,22.4,4206538031,141,100.0,4206538035,213,1.1,4206538033,212,26.2,4206538025,157,,4206538037,1,,4206538027,56,Back,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690349,10,5,1,0,45,1azk57wev30h044w949j46kpu,0,23.5,101.4,2023-04-21T18:30:50.433Z,2023-04-21T18:30:56Z,4206538403,233,13,4206538039,56,Back,4206538041,347,,,,,,,,,,,,,,,,,1jepco4u9frbnmu5lyotlgu8k,Mariana Cerro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690413,13,5,1,0,45,eqaszp3lzhffqt4f8hmzov72j,1,76.5,-1.4,2023-04-21T18:30:50.433Z,2023-04-21T18:40:37Z,4206538395,233,10,4206538379,347,,4206538377,56,Right,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690467,14,1,1,0,50,eqaszp3lzhffqt4f8hmzov72j,1,75.7,0,2023-04-21T18:30:56.155Z,2023-04-21T18:30:59Z,4206538771,107,,4206538779,212,12.9,4206538777,141,17.0,4206538781,213,1.4,4206538775,140,78.0,4206538773,56,Right,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690471,15,61,1,0,54,eqaszp3lzhffqt4f8hmzov72j,0,75.5,7.6,2023-04-21T18:30:59.531Z,2023-04-21T18:30:59Z,4206538801,56,Right,,,,,,,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690479,11,61,1,0,54,1azk57wev30h044w949j46kpu,0,31.7,77.5,2023-04-21T18:31:00.408Z,2023-04-21T18:31:00Z,4206538833,56,Back,,,,,,,,,,,,,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690533,16,1,1,0,58,eqaszp3lzhffqt4f8hmzov72j,0,71.9,13.4,2023-04-21T18:31:03.882Z,2023-04-21T18:31:06Z,4206539137,141,14.3,4206539135,140,88.5,4206539141,213,0.0,4206539133,56,Right,4206539139,212,17.4,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690535,12,49,1,1,0,1azk57wev30h044w949j46kpu,1,8.7,86.5,2023-04-21T18:31:06.134Z,2023-04-21T18:31:06Z,,,,,,,,,,,,,,,,,,,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690663,13,1,1,1,10,1azk57wev30h044w949j46kpu,0,40.6,97.5,2023-04-21T18:31:15.527Z,2023-04-21T18:31:17Z,4206539809,213,5.9,4206539799,140,67.1,4206539803,141,81.2,4206539805,212,30.0,4206539789,155,,4206539793,56,Left,,,,,,,f0m3ncnvrrrj3wcgzrz7ja44q,Nerea Nevado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690693,17,1,1,1,12,eqaszp3lzhffqt4f8hmzov72j,0,31.7,21.7,2023-04-21T18:31:17.660Z,2023-04-21T18:31:20Z,4206539957,213,0.1,4206539953,212,35.8,4206539943,56,Center,4206539951,141,27.7,4206539961,1,,4206539947,140,65.6,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690777,14,1,1,1,17,1azk57wev30h044w949j46kpu,1,36.4,57.5,2023-04-21T18:31:23.015Z,2023-04-21T18:31:56Z,4206540383,1,,4206540379,212,34.6,4206540375,140,47.1,4206540373,56,Back,4206540381,213,5.0,4206540377,141,9.4,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690839,15,1,1,1,22,1azk57wev30h044w949j46kpu,0,66.3,30.3,2023-04-21T18:31:28.231Z,2023-04-21T18:31:29Z,4206540705,140,77.5,4206540709,212,11.8,4206540703,56,Center,4206540707,141,32.1,4206540711,213,0.1,,,,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690875,18,1,1,1,24,eqaszp3lzhffqt4f8hmzov72j,1,25.5,57.9,2023-04-21T18:31:30.395Z,2023-04-21T18:31:32Z,4206540919,140,27.8,4206540921,141,70.5,4206540925,213,1.3,4206540923,212,8.9,4206540917,56,Back,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690881,19,49,1,1,26,eqaszp3lzhffqt4f8hmzov72j,1,27.5,70.2,2023-04-21T18:31:32.059Z,2023-04-21T18:31:59Z,,,,,,,,,,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690933,20,1,1,1,26,eqaszp3lzhffqt4f8hmzov72j,1,27.5,70.2,2023-04-21T18:31:32.251Z,2023-04-21T18:31:56Z,4206541195,140,43.2,4206541199,212,18.1,4206541193,56,Back,4206541201,213,0.4,4206541197,141,81.2,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690939,21,3,1,1,30,eqaszp3lzhffqt4f8hmzov72j,0,59.4,84.8,2023-04-21T18:31:36.059Z,2023-04-21T18:31:38Z,4206541211,56,Left,4206541305,233,16,4206541213,286,,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690943,16,7,1,1,30,1azk57wev30h044w949j46kpu,0,40.6,15.2,2023-04-21T18:31:36.060Z,2023-04-21T18:31:37Z,4206541253,285,,4206541273,233,21,4206541251,56,Back,,,,,,,,,,,,,,,,4u67uu52ej13738mz4dh9bj3e,Maite Zubieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690975,22,1,1,1,31,eqaszp3lzhffqt4f8hmzov72j,1,57.4,81.3,2023-04-21T18:31:36.940Z,2023-04-21T18:31:40Z,4206541393,141,64.2,4206541389,56,Center,4206541395,212,14.6,4206541397,213,5.4,4206541391,140,65.8,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691017,17,45,1,1,34,1azk57wev30h044w949j46kpu,0,38.5,41.2,2023-04-21T18:31:39.947Z,2023-04-21T18:31:43Z,4206541603,56,Back,4206541605,285,,4206541669,233,23,,,,,,,,,,,,,,,,eb1k3xi1oy9c5xkc30fgodg4,Clara Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691019,23,3,1,1,34,eqaszp3lzhffqt4f8hmzov72j,1,61.5,58.8,2023-04-21T18:31:39.947Z,2023-04-21T18:31:43Z,4206541611,286,,4206541609,56,Center,4206541653,233,17,,,,,,,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691055,24,1,1,1,37,eqaszp3lzhffqt4f8hmzov72j,1,60.7,57,2023-04-21T18:31:42.651Z,2023-04-21T18:31:44Z,4206541787,213,2.5,4206541783,212,10.7,4206541779,141,66.5,4206541777,140,52.6,4206541775,56,Center,,,,,,,,,,de1rbqfoaq2wyrd2781bxqqc5,Kuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691135,25,1,1,1,39,eqaszp3lzhffqt4f8hmzov72j,1,55.6,68.6,2023-04-21T18:31:44.539Z,2023-04-21T18:31:49Z,4206542157,140,74.4,4206542159,141,93.0,4206542161,212,25.8,4206542155,56,Left,4206542163,213,0.7,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691189,26,1,1,1,43,eqaszp3lzhffqt4f8hmzov72j,0,75.3,92.4,2023-04-21T18:31:48.939Z,2023-04-21T18:31:52Z,4206542463,212,27.8,4206542465,213,6.0,4206542453,56,Left,4206542459,141,82.5,4206542455,140,100.0,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691173,18,5,1,1,46,1azk57wev30h044w949j46kpu,1,-1.2,15.2,2023-04-21T18:31:51.446Z,2023-04-21T18:31:53Z,4206542517,233,27,4206542373,56,Back,4206542375,346,,,,,,,,,,,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691191,27,5,1,1,46,eqaszp3lzhffqt4f8hmzov72j,0,101.2,84.8,2023-04-21T18:31:51.446Z,2023-04-21T18:40:37Z,4206542535,233,18,4206542475,346,,4206542473,56,Left,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691659,19,1,1,2,17,1azk57wev30h044w949j46kpu,0,5.2,50.1,2023-04-21T18:32:23.366Z,2023-04-21T18:32:27Z,4206544987,140,63.9,4206544985,56,Center,4206544983,124,,4206544991,212,61.7,4206544997,74,,4206544993,213,0.0,4206544989,141,53.1,4206544995,1,,6nx2fpsn1549tqew7098csqg9,Sun Quiñones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691673,28,8,1,2,22,eqaszp3lzhffqt4f8hmzov72j,1,47.8,36.2,2023-04-21T18:32:28.331Z,2023-04-21T18:32:28Z,4206545085,56,Back,4206545093,15,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691703,29,1,1,2,24,eqaszp3lzhffqt4f8hmzov72j,1,29.7,36.8,2023-04-21T18:32:29.867Z,2023-04-21T18:32:30Z,4206545197,56,Back,4206545205,213,5.8,4206545203,212,11.9,4206545195,3,,4206545201,141,29.2,4206545199,140,39.9,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691753,30,1,1,2,25,eqaszp3lzhffqt4f8hmzov72j,1,38.6,30.1,2023-04-21T18:32:30.794Z,2023-04-21T18:32:39Z,4206545477,212,5.4,4206545469,3,,4206545473,140,42.8,4206545475,141,25.4,4206545471,56,Back,4206545479,213,5.7,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691757,31,4,1,2,26,eqaszp3lzhffqt4f8hmzov72j,1,39.1,28.8,2023-04-21T18:32:32.244Z,2023-04-21T18:32:40Z,4206545499,56,Back,4206545501,152,,4206545861,233,20,4206545505,286,,4206545503,265,,4206545497,13,,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536691817,20,4,1,2,26,1azk57wev30h044w949j46kpu,0,60.9,71.2,2023-04-21T18:32:32.245Z,2023-04-21T18:32:40Z,4206545805,265,,4206545803,152,,4206545807,285,,4206545889,233,31,4206545801,56,Center,4206545799,13,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692125,32,1,1,2,54,eqaszp3lzhffqt4f8hmzov72j,0,41,31.3,2023-04-21T18:33:00.411Z,2023-04-21T18:33:04Z,4206547377,212,49.5,4206547381,1,,4206547369,56,Center,4206547373,140,79.1,4206547375,141,74.1,4206547361,155,,4206547357,5,,4206547365,152,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,4206547379,213,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692165,21,1,1,2,59,1azk57wev30h044w949j46kpu,1,21.2,17.3,2023-04-21T18:33:04.614Z,2023-04-21T18:33:06Z,4206547611,56,Back,4206547619,213,5.8,4206547617,212,8.0,4206547609,3,,4206547613,140,28.1,4206547615,141,12.2,,,,,,,2lh6bupkrijpm9n916446nbop,Oihane Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692173,22,44,1,3,0,1azk57wev30h044w949j46kpu,1,26.8,15.5,2023-04-21T18:33:06.026Z,2023-04-21T18:33:06Z,4206547649,285,,4206547695,233,33,4206547647,56,Back,,,,,,,,,,,,,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692169,33,44,1,3,0,eqaszp3lzhffqt4f8hmzov72j,0,73.2,84.5,2023-04-21T18:33:06.027Z,2023-04-21T18:33:07Z,4206547633,56,Left,4206547635,286,,4206547747,233,22,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692207,23,1,1,3,0,1azk57wev30h044w949j46kpu,1,28.1,12.2,2023-04-21T18:33:06.165Z,2023-04-21T18:33:08Z,4206547811,168,,4206547821,213,5.8,4206547819,212,10.7,4206547817,141,4.4,4206547809,3,,4206547813,56,Back,4206547815,140,37.0,,,,88cflr7hnw1o3ej6y3wsj5p0p,Ane Azkona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692211,24,49,1,3,2,1azk57wev30h044w949j46kpu,1,36.9,4.4,2023-04-21T18:33:08.005Z,2023-04-21T18:33:08Z,,,,,,,,,,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692369,35,61,1,3,2,eqaszp3lzhffqt4f8hmzov72j,1,70.7,94.8,2023-04-21T18:33:08.039Z,2023-04-21T18:34:47Z,4206548637,56,Left,,,,,,,,,,,,,,,,,,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692249,25,61,1,3,3,1azk57wev30h044w949j46kpu,0,36.6,3.7,2023-04-21T18:33:08.967Z,2023-04-21T18:40:45Z,4206548015,56,Back,,,,,,,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692277,26,5,1,3,3,1azk57wev30h044w949j46kpu,1,32.8,-1.2,2023-04-21T18:33:09.324Z,2023-04-21T18:40:37Z,4206548659,233,34,4206548169,56,Back,4206548171,347,,,,,,,,,,,,,,,,,bows51pg0h4042274cvzwtmcq,Paula Arana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536692363,34,5,1,3,3,eqaszp3lzhffqt4f8hmzov72j,0,67.2,101.2,2023-04-21T18:33:09.324Z,2023-04-21T18:33:22Z,4206548601,56,Left,4206548655,233,26,4206548603,347,,,,,,,,,,,,,,,,,eaebjxv5o929urb7nerrq9qtw,Andrea Carid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
