id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/11/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId
2500562725,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-01-25T18:14:02.209Z,2023-01-25T19:13:00Z,3994679903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994679897,130,5,3994679891,30,"4bcef9sqkbml7b2jtqhbz602d, auyj06nha2syoygo7prfadobu, lanj0745tf4i4hige9vm9qll, ayd71ahuyt8kd9c8xmbbbhg16, 24dpnyyhqgnve5zzget4gz1zp, 1duox0r8qvb3t52m9w4mp86ol, 20nehty0pfzlg8wj60l87taeh, 31yxoo15eztnf39r45e6hy1g5, 263vizqqfp8zwwws0exdrl3o5, daze51b5849zsk2aqvgmkkbth, 5qvgs8yefgkayj9yt1kidkcfd, efxmnnjg8l00ns74d7nnloi22, 52kdiaya57yaisoil0k9ss0oa, 3alzawtqpfjtb3vez30mbp0mi, a7yq5hwmc27r615dak86yfoph, 3iet32cz1jg865iswu92kqd49, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 9163edyiljpd18plos0eb2j8p, 2a76iw4bpv8ppfhuc859cweeh, 1tusdkqm6v4khzekbrp2jfnqh, d0i38pk78vbxoqz7x2rzz8cx6, 4pavtall24hy4jle51p1lqkbu",3994679899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994679901,194,4bcef9sqkbml7b2jtqhbz602d,3994679895,59,"1, 27, 3, 18, 11, 4, 21, 10, 16, 7, 22, 2, 5, 6, 8, 9, 13, 14, 15, 17, 19, 20, 26",3994679893,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994731517,197,3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500565713,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-01-25T18:25:58.290Z,2023-01-25T19:24:55Z,3994695785,59,"1, 16, 7, 5, 6, 4, 20, 21, 11, 3, 22, 8, 9, 13, 15, 18, 19, 24, 26, 32",3994695783,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994732275,197,3946,3994695789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994730871,194,77pobry4mbh5wojka1ikgty7e,3994695791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994695781,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 3iangrthyltpl31m4v1qkgn2t, z2pihtvpr5ei4ip9z9jtqn6x, 51t40jr0wwgmuya85pnhjgx2i, 31q50ese977zfgiwi9bc1ehre, a4jf0e2bojp6n0cmd01zppsoa, cyqlcyzogla6wql5pms4i02d, a88r8d1jd5r928pvskginyiqy, e4glbrjataxggtxf953n1jsnp, 6msenows401fssj9jaih9g0a2, bpmtdn2uqnwhllfnm59ck6rit, aietcywmok362027i2brpg4q1, 1g7gyw5fbuujomrqso7fzajxm, ergobfal6ny5w6xy1hsixrdhw, etonsdd040gijd5n0nzbuqane, ddq90t1cfklvuhk0xkbydfsut, 1zlt1xabh07byc3u8oid9gdn8, 24fopza4zrtm63pyjkl55beac",3994695787,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572705,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-01-25T19:00:04.688Z,2023-01-25T19:00:04Z,3994732005,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572709,3,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-01-25T19:00:04.688Z,2023-01-25T19:00:05Z,3994732025,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572715,3,1,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,50,50,2023-01-25T19:00:04.788Z,2023-01-25T19:00:53Z,3994732055,213,3.3,3994732053,212,13.3,3994732051,141,46.0,3994732047,56,Back,3994732049,140,37.6,3994732057,279,S,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572723,4,1,1,0,3,8zt8rrm6v5nccv01v6pef0r1o,1,37.6,46,2023-01-25T19:00:08.380Z,2023-01-25T19:00:10Z,3994732095,56,Back,3994732101,212,23.9,3994732099,141,10.9,3994732097,140,38.7,3994732103,213,4.8,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572737,5,1,1,0,5,8zt8rrm6v5nccv01v6pef0r1o,1,38.7,10.9,2023-01-25T19:00:10.364Z,2023-01-25T19:00:13Z,3994732163,140,39.5,3994732165,141,37.4,3994732161,56,Back,3994732169,213,1.5,3994732167,212,18.0,,,,,,,,,,auyj06nha2syoygo7prfadobu,H. Lundkvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572739,6,1,1,0,9,8zt8rrm6v5nccv01v6pef0r1o,1,39.5,37.4,2023-01-25T19:00:14.044Z,2023-01-25T19:00:14Z,3994732177,140,32.1,3994732183,213,1.9,3994732181,212,24.3,3994732179,141,71.2,3994732175,56,Back,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572755,7,1,1,0,10,8zt8rrm6v5nccv01v6pef0r1o,1,32.1,71.2,2023-01-25T19:00:14.860Z,2023-01-25T19:00:18Z,3994732293,141,94.1,3994732295,212,20.0,3994732289,56,Back,3994732291,140,44.1,3994732297,213,0.9,,,,,,,,,,1duox0r8qvb3t52m9w4mp86ol,M. van Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500572771,8,1,1,0,13,8zt8rrm6v5nccv01v6pef0r1o,1,43.1,93.3,2023-01-25T19:00:18.460Z,2023-01-25T19:00:21Z,3994732351,56,Back,3994732355,141,71.4,3994732353,140,35.1,3994732357,212,17.1,3994732359,213,4.2,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
