id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/15/value
2515768127,1,34,16,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-03-05T10:26:58.562Z,2023-03-05T12:31:53Z,4074708211,59,"1, 15, 7, 14, 2, 4, 17, 12, 20, 21, 6, 3, 5, 8, 10, 16, 18, 19, 22, 23, 24, 25",4074764093,197,17519,4074708215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074708213,130,5,4074708219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074708209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4074708217,194,11so3nfejun31ajhmqjlwapqt,4074708207,30,"11so3nfejun31ajhmqjlwapqt, 1dg7whnmk3nb1adw7n8a7nnbp, 9gdocwx006j6wyz4mnhzgzydx, 5ovqn6llocczhae9n1kzj5nf9, bgzh3zwl99bpnnpj37jn4dmtx, 4n6mnhjzt6zpicfea3ym678id, 40wxai4gm0pdry6545i5c68ve, 22zrashyijuh9pnjovqpyl8lx, c1r1tmscj963olp4yo8kedqdx, 8h7r4d4z2gjne58xwu3koiok5, aib5wgtlgl48jaezcguoxkmp5, 3kfxvwa38a7oq0d126jm4o9ka, 3ruj0we4jma5m60xumyoir1ii, 5h9k65zukry196snla3xgmh91, 2cl7scn4j10rfq44mweo735cl, 1vqpa944d79cnljfbjb8yjlcl, dzhvgrdkl4nuj8z4fd9to0ag9, 9t2pn6dp6w38b169a5qo9c60a, f0cwpq45aa7b5de10j9skw44p, cvy1q6gtx1gs9ddemdpcf8ded, 2qfg4adqsjv2qmt9up7iq2t7u, enc694gvlgycx72bhat5f7wbu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515769573,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-03-05T10:32:05.842Z,2023-03-05T11:09:30Z,4074716117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4074716109,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 3qg0fby2m8ua25w931ubn8mc4, 5fula0vkdt8dg2s1po4k9no16, 3bnl8jpyjy436d6rq46apwei2, 23cz0ftfc2rstsut0wkmntm8l, dj7z4zsiwjd3xnrb284zt5b6x, dl0wzq2dftry5gqgalthhr1ed, tfni0bbycqnutwdofnndixd6, 4bpis8gkfy9n5pknxuw40hus4, 3uj4zixqbp5ahu9etu4fl714a, euieo81aiyv4wqldc8owokset, cgbly4uoca30z9ey5h722ej56, cehjx04vym880gqogj4djdiad, 3mgkmvazmdqvhtnkkigc24e3u, 79zpaj24j11e9aajt7vmjf88a, ah7sbrjt4lz1t4zww2l4sf1ex, bd7rufjtwprtpgha0r8ltdt78, 55dkf4evau0bcy8uyhkat9b84",4074716113,59,"13, 14, 30, 4, 22, 18, 17, 23, 10, 6, 12, 1, 3, 5, 7, 8, 16, 26, 27",4074716119,194,3bnl8jpyjy436d6rq46apwei2,4074716111,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4074762901,197,12187,4074716121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074716115,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780481,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-03-05T11:01:37.135Z,2023-03-05T11:01:38Z,4074771325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780477,2,32,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,0,0,2023-03-05T11:01:37.135Z,2023-03-05T11:01:37Z,4074771299,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780503,3,1,1,0,0,bop6aslxmwvzsapdxsw3xbvfg,1,49.6,50,2023-03-05T11:01:37.235Z,2023-03-05T11:01:40Z,4074771441,56,Back,4074771451,279,S,4074771447,212,13.9,4074771445,141,50.9,4074771443,140,36.4,4074771449,213,3.1,,,,,,,c1r1tmscj963olp4yo8kedqdx,A. Oshoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780529,4,1,1,0,3,bop6aslxmwvzsapdxsw3xbvfg,1,36.4,50.9,2023-03-05T11:01:40.802Z,2023-03-05T11:57:51Z,4074771581,140,41.5,4074771585,212,14.4,4074771583,141,70.5,4074771579,56,Back,4074771587,213,1.2,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780543,5,1,1,0,7,bop6aslxmwvzsapdxsw3xbvfg,1,49.6,67.2,2023-03-05T11:01:44.466Z,2023-03-05T11:01:46Z,4074771645,141,59.4,4074771647,212,8.0,4074771643,140,43.9,4074771649,213,3.9,4074771641,56,Back,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780563,6,1,1,0,9,bop6aslxmwvzsapdxsw3xbvfg,1,44.3,57.2,2023-03-05T11:01:46.258Z,2023-03-05T11:58:07Z,4074771751,56,Back,4074771761,212,14.0,4074771755,141,36.9,4074771753,140,42.3,4074771765,213,4.6,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780583,7,1,1,0,11,bop6aslxmwvzsapdxsw3xbvfg,1,43.7,33.7,2023-03-05T11:01:48.946Z,2023-03-05T11:01:51Z,4074771865,212,23.1,4074771861,140,57.9,4074771863,141,7.7,4074771859,56,Right,4074771867,213,5.4,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780603,8,1,1,0,14,bop6aslxmwvzsapdxsw3xbvfg,1,58.3,7.7,2023-03-05T11:01:51.154Z,2023-03-05T11:01:55Z,4074771971,213,2.5,4074771969,212,17.3,4074771963,56,Back,4074771967,141,22.2,4074771965,140,44.8,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780611,9,1,1,0,17,bop6aslxmwvzsapdxsw3xbvfg,1,52.9,22.5,2023-03-05T11:01:55.090Z,2023-03-05T11:01:57Z,4074772021,141,7.7,4074772025,213,5.6,4074772017,56,Right,4074772019,140,65.1,4074772023,212,16.3,,,,,,,,,,bgzh3zwl99bpnnpj37jn4dmtx,Irene Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780631,10,1,1,0,20,bop6aslxmwvzsapdxsw3xbvfg,1,64.3,7.4,2023-03-05T11:01:57.522Z,2023-03-05T11:02:00Z,4074772133,141,33.0,4074772137,213,1.2,4074772129,56,Center,4074772135,212,18.9,4074772131,140,71.2,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780635,11,50,1,0,23,bop6aslxmwvzsapdxsw3xbvfg,1,69.6,26.4,2023-03-05T11:02:00.291Z,2023-03-05T11:58:37Z,4074772257,233,3,4074772155,286,,4074772153,56,Center,,,,,,,,,,,,,,,,5ovqn6llocczhae9n1kzj5nf9,Aitana Bonmatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780653,3,7,1,0,23,1qoqz1tyay060cj5aha7rt1lp,0,30.4,73.6,2023-03-05T11:02:00.292Z,2023-03-05T11:02:02Z,4074772249,233,11,4074772245,56,Back,4074772247,285,,,,,,,,,,,,,,,,,4bpis8gkfy9n5pknxuw40hus4,Cienfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780675,4,12,1,0,26,1qoqz1tyay060cj5aha7rt1lp,1,28.5,94.3,2023-03-05T11:02:03.341Z,2023-03-05T11:59:04Z,4074772349,56,Back,4074772407,167,,4074772355,212,6.5,4074772351,140,24.8,4074772357,213,2.2,4074772353,141,100.0,,,,,,,3uj4zixqbp5ahu9etu4fl714a,María Llompart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780683,5,5,1,0,27,1qoqz1tyay060cj5aha7rt1lp,0,22.7,101.8,2023-03-05T11:02:05.011Z,2023-03-05T11:51:37Z,4074772405,347,,4074772403,56,Back,4074772471,233,12,,,,,,,,,,,,,,,,3qg0fby2m8ua25w931ubn8mc4,Albeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780691,12,5,1,0,27,bop6aslxmwvzsapdxsw3xbvfg,1,77.3,-1.8,2023-03-05T11:02:05.011Z,2023-03-05T11:02:07Z,4074772467,233,5,4074772447,347,,4074772445,56,Right,,,,,,,,,,,,,,,,aib5wgtlgl48jaezcguoxkmp5,Clàudia Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780695,13,1,1,0,30,bop6aslxmwvzsapdxsw3xbvfg,1,79.4,0,2023-03-05T11:02:07.442Z,2023-03-05T11:02:08Z,4074772481,56,Right,4074772485,141,18.5,4074772487,212,14.6,4074772489,213,1.9,4074772483,140,74.5,4074772479,107,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515780707,14,1,1,0,31,bop6aslxmwvzsapdxsw3xbvfg,1,74.5,18.5,2023-03-05T11:02:08.562Z,2023-03-05T11:02:10Z,4074772557,213,4.2,4074772553,141,10.1,4074772551,140,71.5,4074772549,56,Right,4074772555,212,6.5,,,,,,,,,,22zrashyijuh9pnjovqpyl8lx,Patri Guijarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
