id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2487976985,8,1,1,0,13,e7p3lxg97gac51s71hotzi0a5,1,79.3,15,2022-11-27T12:59:11.655Z,2022-11-27T12:59:14Z,3928168777,212,8.5,3928168779,213,3.8,3928168771,56,Right,3928168773,140,72.8,3928168775,141,7.6,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487976989,9,50,1,0,16,e7p3lxg97gac51s71hotzi0a5,1,71.6,6.9,2022-11-27T12:59:14.422Z,2022-11-27T12:59:18Z,3928168799,286,,3928168797,56,Right,3928168883,233,4,,,,,,,,,,,,,,,,avhw3o6tm33ptddzgwfsqod4a,Elena Julve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977001,4,7,1,0,16,9euoni3f3sh08tsplt2gh5dex,0,28.4,93.1,2022-11-27T12:59:14.423Z,2022-11-27T12:59:18Z,3928168843,56,Back,3928168845,285,,3928168863,233,9,,,,,,,,,,,,,,,,5m8q057u3ek6rjdpmlu98uesq,Alejandra Bernabé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977035,10,1,1,0,22,e7p3lxg97gac51s71hotzi0a5,1,46.6,50.3,2022-11-27T12:59:21.142Z,2022-11-27T12:59:26Z,3928169015,56,Back,3928169017,140,30.9,3928169021,212,31.6,3928169023,213,2.1,3928169019,141,90.0,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977053,11,1,1,0,28,e7p3lxg97gac51s71hotzi0a5,1,29.6,82.9,2022-11-27T12:59:26.502Z,2022-11-27T12:59:32Z,3928169157,213,3.8,3928169151,140,7.8,3928169153,141,54.6,3928169155,212,29.9,3928169149,56,Back,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977061,12,1,1,0,33,e7p3lxg97gac51s71hotzi0a5,1,12.8,67,2022-11-27T12:59:31.926Z,2022-11-27T12:59:35Z,3928169171,56,Back,3928169179,213,0.6,3928169177,212,16.1,3928169173,140,25.4,3928169175,141,80.5,,,,,,,,,,9cogvg029tq6m0ccqah1px7qi,Montse Quesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977065,13,1,1,0,36,e7p3lxg97gac51s71hotzi0a5,1,25.4,83,2022-11-27T12:59:35.110Z,2022-11-27T12:59:37Z,3928169203,212,17.7,3928169197,56,Back,3928169205,213,0.5,3928169201,141,95.6,3928169199,140,40.2,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977071,14,1,1,0,39,e7p3lxg97gac51s71hotzi0a5,1,39.1,94.2,2022-11-27T12:59:37.670Z,2022-11-27T12:59:40Z,3928169259,140,31.9,3928169265,213,3.9,3928169263,212,10.8,3928169257,56,Back,3928169261,141,82.9,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977077,15,1,1,0,41,e7p3lxg97gac51s71hotzi0a5,1,31.9,82.4,2022-11-27T12:59:40.054Z,2022-11-27T12:59:43Z,3928169305,212,11.6,3928169303,141,89.9,3928169299,56,Back,3928169301,140,22.0,3928169307,213,2.7,,,,,,,,,,ez9in0ld6mrlrab7bi1kvuhd6,Y. Mrabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977083,16,1,1,0,44,e7p3lxg97gac51s71hotzi0a5,1,25.9,76,2022-11-27T12:59:42.982Z,2022-11-27T12:59:46Z,3928169349,140,28.5,3928169351,141,36.7,3928169355,213,4.8,3928169353,212,26.9,3928169347,56,Back,,,,,,,,,,52mkbnt2oveh76tfrlojocgyd,S. Struck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977091,17,1,1,0,47,e7p3lxg97gac51s71hotzi0a5,1,29.8,28.9,2022-11-27T12:59:46.198Z,2022-11-27T12:59:49Z,3928169413,141,8.8,3928169415,212,13.7,3928169409,56,Back,3928169417,213,4.8,3928169411,140,30.3,,,,,,,,,,3rif0qvun4mmll1xf2qzykums,Laia Parera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977095,5,45,1,0,51,9euoni3f3sh08tsplt2gh5dex,0,71,86.8,2022-11-27T12:59:49.446Z,2022-11-27T12:59:52Z,3928169445,233,18,3928169433,56,Left,3928169435,286,,,,,,,,,,,,,,,,,ent3o8sh6zn2mpe7m9p8q1sve,Amaiur Sarriegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977097,18,3,1,0,51,e7p3lxg97gac51s71hotzi0a5,1,29,13.2,2022-11-27T12:59:49.446Z,2022-11-27T12:59:52Z,3928169439,285,,3928169437,56,Back,3928169441,233,5,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977105,19,1,1,0,53,e7p3lxg97gac51s71hotzi0a5,0,34.9,21.9,2022-11-27T12:59:51.814Z,2022-11-27T12:59:55Z,3928169481,212,45.0,3928169473,155,,3928169475,56,Center,3928169479,141,40.4,3928169483,213,0.3,3928169485,1,,3928169477,140,76.0,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977143,6,1,1,1,0,9euoni3f3sh08tsplt2gh5dex,1,21.7,62.1,2022-11-27T12:59:58.713Z,2022-11-27T13:00:00Z,3928169585,212,13.4,3928169583,141,65.1,3928169579,56,Back,3928169587,213,3.0,3928169581,140,9.1,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977147,7,1,1,1,2,9euoni3f3sh08tsplt2gh5dex,0,9.1,65.1,2022-11-27T13:00:00.734Z,2022-11-27T13:00:02Z,3928169609,141,100.0,3928169615,1,,3928169613,213,0.7,3928169607,140,35.6,3928169611,212,37.0,3928169603,157,,3928169605,56,Back,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977149,8,5,1,1,3,9euoni3f3sh08tsplt2gh5dex,0,35.9,101.2,2022-11-27T13:00:02.155Z,2022-11-27T13:49:41Z,3928169807,233,20,3928169617,56,Back,3928169619,347,,,,,,,,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977173,20,5,1,1,3,e7p3lxg97gac51s71hotzi0a5,1,64.1,-1.2,2022-11-27T13:00:02.155Z,2022-11-27T13:00:14Z,3928169803,233,8,3928169799,56,Right,3928169801,347,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977185,21,1,1,1,15,e7p3lxg97gac51s71hotzi0a5,1,60.5,0,2022-11-27T13:00:13.686Z,2022-11-27T13:00:16Z,3928169869,141,11.0,3928169871,212,14.9,3928169867,140,72.2,3928169873,213,0.6,3928169863,107,,3928169865,56,Right,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977191,22,1,1,1,17,e7p3lxg97gac51s71hotzi0a5,1,72.2,11,2022-11-27T13:00:15.926Z,2022-11-27T13:00:18Z,3928169915,213,2.4,3928169913,212,6.9,3928169907,56,Right,3928169909,140,67.2,3928169911,141,17.6,,,,,,,,,,5niwewtgzxf25d1q2ytxrlpsl,Pilar Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977193,23,1,1,1,20,e7p3lxg97gac51s71hotzi0a5,1,68.9,14.6,2022-11-27T13:00:18.853Z,2022-11-27T13:00:19Z,3928169921,140,67.4,3928169927,213,4.5,3928169919,56,Right,3928169925,212,6.7,3928169923,141,5.0,,,,,,,,,,5sxloac78uf7i1kuscy5qwlw5,Mari Paz Vilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977213,24,1,1,1,21,e7p3lxg97gac51s71hotzi0a5,0,67.2,6.2,2022-11-27T13:00:19.685Z,2022-11-27T13:00:28Z,3928170005,56,Right,3928170013,213,6.0,3928170007,140,80.6,3928170011,212,14.9,3928170009,141,0.0,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977233,9,5,1,1,24,9euoni3f3sh08tsplt2gh5dex,1,26.9,101,2022-11-27T13:00:22.599Z,2022-11-27T13:49:41Z,3928170089,56,Back,3928172905,233,25,3928170091,347,,,,,,,,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977255,25,5,1,1,24,e7p3lxg97gac51s71hotzi0a5,0,73.1,-1,2022-11-27T13:00:22.599Z,2022-11-27T13:01:46Z,3928170231,56,Right,3928172909,233,9,3928170235,347,,,,,,,,,,,,,,,,,5yvzsnnawnxbki7rqnamwr3yt,Nuria Garrote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977247,10,1,1,1,27,9euoni3f3sh08tsplt2gh5dex,1,29.8,100,2022-11-27T13:00:25.368Z,2022-11-27T13:00:26Z,3928170195,140,17.7,3928170193,56,Back,3928170197,141,83.3,3928170201,213,3.9,3928170191,107,,3928170199,212,17.7,,,,,,,5m8q057u3ek6rjdpmlu98uesq,Alejandra Bernabé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977273,11,1,1,1,29,9euoni3f3sh08tsplt2gh5dex,1,15.9,74.6,2022-11-27T13:00:27.534Z,2022-11-27T13:00:31Z,3928170291,56,Back,3928170299,213,4.1,3928170293,140,5.0,3928170295,141,52.7,3928170297,212,18.8,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977301,12,1,1,1,33,9euoni3f3sh08tsplt2gh5dex,1,5.5,49.4,2022-11-27T13:00:31.782Z,2022-11-27T13:00:36Z,3928170439,212,15.1,3928170437,141,29.2,3928170435,140,11.4,3928170441,213,5.1,3928170433,56,Back,,,,,,,,,,76q3qw1j9n3og4gep5pdedisq,Elene Lete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977331,13,1,1,1,38,9euoni3f3sh08tsplt2gh5dex,1,21.5,34.3,2022-11-27T13:00:36.669Z,2022-11-27T13:00:38Z,3928170569,56,Back,3928170577,213,1.5,3928170571,140,22.5,3928170573,141,65.4,3928170575,212,21.2,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977339,14,1,1,1,40,9euoni3f3sh08tsplt2gh5dex,1,22.7,69.2,2022-11-27T13:00:39.021Z,2022-11-27T13:00:39Z,3928170619,56,Back,3928170627,213,6.2,3928170621,140,30.3,3928170623,141,68.7,3928170625,212,8.0,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977349,15,1,1,1,41,9euoni3f3sh08tsplt2gh5dex,1,30.3,68.7,2022-11-27T13:00:40.130Z,2022-11-27T13:00:40Z,3928170681,140,23.5,3928170687,213,4.4,3928170693,156,,3928170679,56,Back,3928170685,212,21.7,3928170683,141,38.6,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977391,16,1,1,1,47,9euoni3f3sh08tsplt2gh5dex,1,29.1,26.5,2022-11-27T13:00:45.960Z,2022-11-27T13:00:47Z,3928170901,212,14.3,3928170895,56,Back,3928170899,141,7.1,3928170903,213,5.1,3928170897,140,34.3,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977403,17,1,1,1,49,9euoni3f3sh08tsplt2gh5dex,1,34.1,7,2022-11-27T13:00:48.015Z,2022-11-27T13:00:49Z,3928170965,213,2.1,3928170959,140,27.6,3928170963,212,14.4,3928170961,141,25.7,3928170957,56,Back,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977417,18,1,1,1,52,9euoni3f3sh08tsplt2gh5dex,1,27.5,26.8,2022-11-27T13:00:50.487Z,2022-11-27T13:00:53Z,3928171089,212,23.7,3928171091,213,1.6,3928171087,141,61.7,3928171083,56,Back,3928171085,140,27.5,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977465,19,1,1,1,55,9euoni3f3sh08tsplt2gh5dex,1,27.5,61.7,2022-11-27T13:00:54.252Z,2022-11-27T13:01:00Z,3928171333,212,21.8,3928171327,56,Back,3928171335,213,4.7,3928171331,141,29.6,3928171329,140,28.2,,,,,,,,,,4gv8ud8pwhynhd4ehmzw2pgmi,M. Vanegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977475,20,1,1,2,2,9euoni3f3sh08tsplt2gh5dex,1,33,25.6,2022-11-27T13:01:01.109Z,2022-11-27T13:01:02Z,3928171393,212,12.3,3928171389,140,44.7,3928171395,213,6.2,3928171391,141,24.8,3928171387,56,Back,,,,,,,,,,bwjqs0orziydksase1flhedt6,Ana Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977497,21,1,1,2,4,9euoni3f3sh08tsplt2gh5dex,1,44.7,24.8,2022-11-27T13:01:02.850Z,2022-11-27T13:01:04Z,3928171493,140,38.0,3928171495,141,5.8,3928171497,212,14.7,3928171499,213,4.2,3928171491,56,Back,,,,,,,,,,ett23u47w9fthjjrlprw0u505,G. García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977507,22,1,1,2,6,9euoni3f3sh08tsplt2gh5dex,1,37.7,6.1,2022-11-27T13:01:05.268Z,2022-11-27T13:01:06Z,3928171535,140,37.9,3928171541,213,1.6,3928171533,56,Back,3928171539,212,10.4,3928171537,141,21.4,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977521,23,1,1,2,8,9euoni3f3sh08tsplt2gh5dex,1,37.9,21.4,2022-11-27T13:01:06.640Z,2022-11-27T13:01:08Z,3928171607,56,Back,3928171613,212,11.8,3928171615,213,4.6,3928171611,141,4.1,3928171609,140,37.0,,,,,,,,,,14c84da3uglvp8gtjpxospo4q,Andreia Jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977539,24,1,1,2,10,9euoni3f3sh08tsplt2gh5dex,1,37,4.1,2022-11-27T13:01:09.101Z,2022-11-27T13:01:12Z,3928171723,213,0.1,3928171719,141,5.3,3928171717,140,46.7,3928171715,56,Back,3928171721,212,10.2,,,,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977543,25,3,1,2,11,9euoni3f3sh08tsplt2gh5dex,0,53.8,4.4,2022-11-27T13:01:10.116Z,2022-11-27T13:02:02Z,3928171883,233,26,3928171733,286,,3928171731,56,Right,,,,,,,,,,,,,,,,7lto783h9yi1uhb9wuxzem63u,Cecilia Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977537,26,7,1,2,11,e7p3lxg97gac51s71hotzi0a5,1,46.2,95.6,2022-11-27T13:01:10.117Z,2022-11-27T13:01:15Z,3928171713,285,,3928171749,233,25,3928171709,167,,3928171711,56,Back,,,,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977567,26,5,1,2,13,9euoni3f3sh08tsplt2gh5dex,1,53.9,-1.4,2022-11-27T13:01:11.750Z,2022-11-27T13:49:41Z,3928171863,233,27,3928171851,56,Right,3928171853,347,,,,,,,,,,,,,,,,,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977541,27,5,1,2,13,e7p3lxg97gac51s71hotzi0a5,0,46.1,101.4,2022-11-27T13:01:11.750Z,2022-11-27T13:01:15Z,3928171729,347,,3928171879,233,26,3928171727,56,Back,,,,,,,,,,,,,,,,99ej60g3qy5e1i6v62scse8yx,Berta Bou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977637,27,1,1,2,22,9euoni3f3sh08tsplt2gh5dex,1,51.1,0,2022-11-27T13:01:20.293Z,2022-11-27T13:01:23Z,3928172217,213,0.4,3928172211,140,61.3,3928172215,212,11.8,3928172207,107,,3928172213,141,5.8,3928172209,56,Right,,,,,,,9bzg6jfuapjzhmurucmkiz7fu,J. Le Guilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977681,28,1,1,2,26,9euoni3f3sh08tsplt2gh5dex,1,62.8,4.3,2022-11-27T13:01:24.294Z,2022-11-27T13:01:30Z,3928172459,140,85.8,3928172465,212,24.2,3928172463,141,5.2,3928172469,213,0.0,3928172455,56,Right,,,,,,,,,,sro6084uxjkm140ylvc5uq51,S. Franssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977703,29,1,1,2,32,9euoni3f3sh08tsplt2gh5dex,1,84.8,11.9,2022-11-27T13:01:30.604Z,2022-11-27T13:47:04Z,3928172573,140,89.2,3928173187,154,,3928172575,141,41.9,3928173185,210,13,3928172577,212,20.9,3928172571,56,Center,3928172579,213,1.3,3928172567,2,,7lto783h9yi1uhb9wuxzem63u,Cecilia Marcos,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487977721,30,13,1,2,34,9euoni3f3sh08tsplt2gh5dex,1,89.4,42.1,2022-11-27T13:01:32.575Z,2022-11-27T13:47:05Z,3928173205,154,,3928172659,17,,3928173203,29,,3928173217,231,48.0,3928173211,102,42.9,3928172657,22,,3928172737,20,,3928172661,56,Center,5axvazbhm6wsgpbpgt1gmaj11,Gemma Gili,,3928173213,103,8.3,3928173207,55,29,3928173215,230,99.0,3928173201,84,,,,,,,,,,,,,,,,,,,,
