id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value
2522591717,9,1,1,0,14,8zt8rrm6v5nccv01v6pef0r1o,1,26.2,64.7,2023-03-19T17:01:32.034Z,2023-03-19T17:01:35Z,4110846299,140,31.8,4110846305,213,1.3,4110846301,141,97.3,4110846303,212,22.9,4110846297,56,Back,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591743,10,1,1,0,17,8zt8rrm6v5nccv01v6pef0r1o,1,33.2,93.1,2023-03-19T17:01:35.729Z,2023-03-19T17:01:39Z,4110846447,56,Back,4110846455,213,5.0,4110846451,141,84.2,4110846449,140,35.2,4110846453,212,6.4,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591823,11,1,1,0,20,8zt8rrm6v5nccv01v6pef0r1o,1,27.4,85.8,2023-03-19T17:01:38.978Z,2023-03-19T17:01:46Z,4110846879,140,23.3,4110846881,141,37.3,4110846877,56,Back,4110846887,1,,4110846875,155,,4110846885,213,4.6,4110846883,212,33.3,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591863,12,1,1,0,28,8zt8rrm6v5nccv01v6pef0r1o,1,38.1,30,2023-03-19T17:01:46.818Z,2023-03-19T17:01:49Z,4110847121,56,Center,4110847129,213,0.1,4110847127,212,30.3,4110847125,141,35.6,4110847123,140,66.7,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591879,3,45,1,0,31,eqaszp3lzhffqt4f8hmzov72j,0,35,58.8,2023-03-19T17:01:49.634Z,2023-03-19T17:01:51Z,4110847211,56,Back,4110847213,285,,4110847265,233,13,,,,,,,,,,,,,,,,2j4zvd9upsax6m9vkodcd6vl6,A. Quintero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591877,13,3,1,0,31,8zt8rrm6v5nccv01v6pef0r1o,1,65,41.2,2023-03-19T17:01:49.634Z,2023-03-19T17:01:51Z,4110847245,233,3,4110847205,56,Center,4110847207,286,,,,,,,,,,,,,,,,,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591959,14,1,1,0,32,8zt8rrm6v5nccv01v6pef0r1o,1,67.4,55.1,2023-03-19T17:01:50.594Z,2023-03-19T17:02:39Z,4110847625,56,Center,4110847633,213,0.5,4110848189,154,,4110848191,22,,4110848187,210,16,4110847629,141,72.2,4110849605,4,,4110847631,212,24.9,3alzawtqpfjtb3vez30mbp0mi,Irene Guerrero,1,4110847627,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522591963,15,16,1,0,36,8zt8rrm6v5nccv01v6pef0r1o,1,91,66.4,2023-03-19T17:01:54.498Z,2023-03-19T17:02:39Z,4110848239,103,1.3,4110847667,64,,4110847665,22,,4110847771,20,,4110848233,102,46.6,4110848227,154,,4110848225,29,,4110847669,56,Center,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,4110848245,230,95.9,4110848247,231,58.3,4110847791,375,00:35.638,4110848229,55,14,4110847783,374,2023-03-19 17:01:53.621,4110848223,80,4110848241,214,,,,,,,,,,,,,,,
2522592691,4,1,1,1,29,eqaszp3lzhffqt4f8hmzov72j,1,50.2,50.1,2023-03-19T17:02:47.300Z,2023-03-19T17:02:48Z,4110851497,279,G,4110851489,212,31.0,4110851481,140,38.5,4110851485,141,8.2,4110851493,213,4.3,4110851479,56,Back,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592703,5,1,1,1,30,eqaszp3lzhffqt4f8hmzov72j,0,38.5,8.2,2023-03-19T17:02:48.663Z,2023-03-19T17:02:49Z,4110851589,213,6.3,4110851581,56,Right,4110851579,157,,4110851591,1,,4110851587,212,17.3,4110851585,141,7.4,4110851583,140,55.0,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592725,16,8,1,1,32,8zt8rrm6v5nccv01v6pef0r1o,1,38.8,73.1,2023-03-19T17:02:50.611Z,2023-03-19T17:02:50Z,4110851659,56,Back,,,,,,,,,,,,,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592765,17,49,1,1,34,8zt8rrm6v5nccv01v6pef0r1o,1,38,92,2023-03-19T17:02:52.627Z,2023-03-19T17:02:52Z,,,,,,,,,,,,,,,,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592777,18,50,1,1,35,8zt8rrm6v5nccv01v6pef0r1o,1,40.4,91.3,2023-03-19T17:02:53.060Z,2023-03-19T17:02:56Z,4110852245,233,6,4110851909,286,,4110851905,56,Back,,,,,,,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592825,6,7,1,1,35,eqaszp3lzhffqt4f8hmzov72j,0,59.6,8.7,2023-03-19T17:02:53.061Z,2023-03-19T17:02:56Z,4110852237,233,18,4110852203,56,Right,4110852205,285,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592789,19,61,1,1,35,8zt8rrm6v5nccv01v6pef0r1o,1,38.5,92.7,2023-03-19T17:02:53.851Z,2023-03-19T17:02:53Z,4110852021,56,Back,,,,,,,,,,,,,,,,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592841,20,1,1,1,37,8zt8rrm6v5nccv01v6pef0r1o,1,34.9,95.6,2023-03-19T17:02:55.893Z,2023-03-19T17:02:57Z,4110852281,56,Back,4110852289,213,4.1,4110852285,141,88.7,4110852283,140,31.6,4110852287,212,5.8,,,,,,,,,,5qvgs8yefgkayj9yt1kidkcfd,E. Banini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592845,21,43,1,1,39,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-03-19T17:02:57.059Z,2023-03-19T17:03:04Z,4110852795,144,49,,,,,,,,,,,,,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592853,22,1,1,1,39,8zt8rrm6v5nccv01v6pef0r1o,1,32.3,88.2,2023-03-19T17:02:57.411Z,2023-03-19T17:02:58Z,4110852343,140,23.9,4110852345,141,88.4,4110852347,212,8.8,4110852341,56,Back,4110852349,213,3.1,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592921,23,1,1,1,40,8zt8rrm6v5nccv01v6pef0r1o,1,22.6,87.3,2023-03-19T17:02:58.596Z,2023-03-19T17:03:05Z,4110852677,212,25.5,4110852673,141,55.1,4110852681,213,4.2,4110852665,56,Back,4110852669,140,10.2,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522592961,24,1,1,1,44,8zt8rrm6v5nccv01v6pef0r1o,1,10.2,55.3,2023-03-19T17:03:02.467Z,2023-03-19T17:03:05Z,4110852851,155,,4110852859,212,35.2,4110852857,141,10.0,4110852861,213,5.2,4110852853,56,Back,4110852855,140,26.5,4110852863,1,,,,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593013,25,1,1,1,48,8zt8rrm6v5nccv01v6pef0r1o,1,32.3,6,2023-03-19T17:03:06.323Z,2023-03-19T17:03:08Z,4110853091,56,Back,4110853099,213,2.5,4110853095,141,20.7,4110853093,140,20.6,4110853097,212,15.8,,,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593131,26,1,1,1,50,8zt8rrm6v5nccv01v6pef0r1o,1,22.2,10.9,2023-03-19T17:03:08.820Z,2023-03-19T17:03:15Z,4110853763,213,1.9,4110853755,56,Back,4110853761,212,24.3,4110853757,140,14.6,4110853759,141,44.7,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593163,27,1,1,1,59,8zt8rrm6v5nccv01v6pef0r1o,1,18.8,44.2,2023-03-19T17:03:17.332Z,2023-03-19T17:03:22Z,4110853957,213,5.9,4110853959,1,,4110853951,140,54.0,4110853945,155,,4110853955,212,40.1,4110853953,141,21.3,4110853949,56,Center,,,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593167,28,44,1,2,1,8zt8rrm6v5nccv01v6pef0r1o,1,56.8,21.9,2023-03-19T17:03:19.124Z,2023-03-19T17:03:21Z,4110853963,56,Center,4110853965,286,,4110854241,233,7,,,,,,,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593191,7,44,1,2,1,eqaszp3lzhffqt4f8hmzov72j,0,43.2,78.1,2023-03-19T17:03:19.125Z,2023-03-19T17:03:30Z,4110854067,56,Back,4110854245,233,28,4110854069,285,,,,,,,,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593201,29,1,1,2,1,8zt8rrm6v5nccv01v6pef0r1o,0,54,21.3,2023-03-19T17:03:19.235Z,2023-03-19T17:03:21Z,4110854105,56,Center,4110854115,141,25.3,4110854123,213,0.1,4110854101,168,,4110854097,3,,4110854119,212,20.4,4110854111,140,73.3,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593231,8,49,1,2,4,eqaszp3lzhffqt4f8hmzov72j,1,28,70.2,2023-03-19T17:03:22.161Z,2023-03-19T17:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593279,9,1,1,2,4,eqaszp3lzhffqt4f8hmzov72j,1,28,70.2,2023-03-19T17:03:22.322Z,2023-03-19T17:03:25Z,4110854597,212,22.8,4110854599,213,3.6,4110854591,56,Back,4110854593,140,8.7,4110854595,141,54.9,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593365,10,1,1,2,7,eqaszp3lzhffqt4f8hmzov72j,1,8.7,54.9,2023-03-19T17:03:25.464Z,2023-03-19T17:03:30Z,4110855013,140,23.0,4110855015,141,31.0,4110855017,212,22.1,4110855019,213,5.5,4110855011,56,Back,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593441,11,1,1,2,15,eqaszp3lzhffqt4f8hmzov72j,0,28.1,13.7,2023-03-19T17:03:33.122Z,2023-03-19T17:03:35Z,4110855479,141,5.2,4110855481,212,36.3,4110855477,140,62.2,4110855483,213,6.1,4110855473,155,,4110855475,56,Right,4110855485,1,,,,,4jz2cnk91to6lp7cujbzhnwq2,Lena Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593431,30,49,1,2,16,8zt8rrm6v5nccv01v6pef0r1o,1,32.3,92.9,2023-03-19T17:03:34.468Z,2023-03-19T17:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593445,31,1,1,2,17,8zt8rrm6v5nccv01v6pef0r1o,0,31.2,94.4,2023-03-19T17:03:35.188Z,2023-03-19T17:03:38Z,4110855513,212,2.2,4110855505,140,33.3,4110855849,286,,4110855501,56,Back,4110855843,236,,4110855517,213,0.1,4110855509,141,94.7,4110855845,233,12,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593493,12,74,1,2,17,eqaszp3lzhffqt4f8hmzov72j,1,62.2,5.2,2023-03-19T17:03:35.189Z,2023-03-19T17:09:42Z,4110855873,233,31,4110855753,285,,4110855749,56,Right,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593517,13,5,1,2,19,eqaszp3lzhffqt4f8hmzov72j,0,64.6,-1.1,2023-03-19T17:03:37.476Z,2023-03-19T17:09:50Z,4110855923,347,,4110855921,56,Right,4110856041,233,32,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593525,32,5,1,2,19,8zt8rrm6v5nccv01v6pef0r1o,1,35.4,101.1,2023-03-19T17:03:37.476Z,2023-03-19T17:03:40Z,4110855985,233,13,4110855941,56,Back,4110855943,347,,,,,,,,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593725,33,1,1,2,29,8zt8rrm6v5nccv01v6pef0r1o,1,30.1,100,2023-03-19T17:03:47.397Z,2023-03-19T17:03:51Z,4110857011,141,98.2,4110857007,56,Left,4110857009,140,63.6,4110857017,1,,4110857013,212,35.2,4110857015,213,6.2,4110857005,107,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593735,34,4,1,2,33,8zt8rrm6v5nccv01v6pef0r1o,1,58.8,98.2,2023-03-19T17:03:51.780Z,2023-03-19T17:09:41Z,4110857033,56,Left,4110857035,286,,4110857647,152,,4110857641,13,,4110857649,265,,4110891413,233,15,,,,,,,3iet32cz1jg865iswu92kqd49,A. Stašková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593915,15,4,1,2,33,eqaszp3lzhffqt4f8hmzov72j,0,41.2,1.8,2023-03-19T17:03:51.781Z,2023-03-19T17:09:42Z,4110857909,13,,4110857917,152,,4110857923,285,,4110891445,233,34,4110857921,265,,4110857913,56,Back,,,,,,,5zfnimycb0516oj3frebpisk4,Carmen Fresneda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522593909,14,43,1,2,35,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-03-19T17:03:53.373Z,2023-03-19T17:04:05Z,4110858291,144,7,4110857881,285,0,4110857879,56,Back,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594207,35,1,1,2,54,8zt8rrm6v5nccv01v6pef0r1o,0,57.8,97.8,2023-03-19T17:04:12.806Z,2023-03-19T17:04:19Z,4110859463,140,80.1,4110859455,5,,4110859475,1,,4110859461,56,Center,4110859469,212,41.2,4110859457,155,,4110859473,213,5.3,4110859467,141,48.0,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,4110859459,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594269,16,1,1,2,59,eqaszp3lzhffqt4f8hmzov72j,1,20,49.4,2023-03-19T17:04:17.108Z,2023-03-19T17:04:20Z,4110859771,213,5.3,4110859761,56,Back,4110859769,212,29.3,4110859763,140,35.8,4110859759,3,,4110859767,141,13.8,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594315,17,1,1,3,1,eqaszp3lzhffqt4f8hmzov72j,1,35.8,13.8,2023-03-19T17:04:19.970Z,2023-03-19T17:04:22Z,4110859963,141,21.9,4110859965,212,10.2,4110859959,56,Back,4110859967,213,2.6,4110859957,3,,4110859961,140,27.6,,,,,,,1saqhw307zho8fyokoav1j6s4,Marina Martí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594327,18,49,1,3,4,eqaszp3lzhffqt4f8hmzov72j,1,27.6,21.9,2023-03-19T17:04:22.177Z,2023-03-19T17:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594385,19,1,1,3,4,eqaszp3lzhffqt4f8hmzov72j,1,27.6,21.9,2023-03-19T17:04:22.312Z,2023-03-19T17:04:25Z,4110860321,212,15.4,4110860315,56,Back,4110860323,213,1.7,4110860317,140,25.4,4110860319,141,44.3,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594433,20,1,1,3,7,eqaszp3lzhffqt4f8hmzov72j,1,25.4,44.3,2023-03-19T17:04:25.387Z,2023-03-19T17:04:26Z,4110860525,212,11.6,4110860529,213,2.2,4110860517,140,18.7,4110860521,141,57.8,4110860513,56,Back,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594499,21,1,1,3,8,eqaszp3lzhffqt4f8hmzov72j,1,18.7,57.8,2023-03-19T17:04:26.768Z,2023-03-19T17:04:29Z,4110860801,56,Back,4110860809,213,0.2,4110860807,212,11.4,4110860805,141,60.9,4110860803,140,29.4,,,,,,,,,,c4bthgzk7mykmnkyn4142i3v8,Judith Caravaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522594545,22,61,1,3,9,eqaszp3lzhffqt4f8hmzov72j,0,29.6,60.9,2023-03-19T17:04:27.241Z,2023-03-19T17:09:29Z,4110861061,56,Back,,,,,,,,,,,,,,,,,,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
