id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2492177281,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-17T18:05:58.468Z,2022-12-17T19:10:43Z,3950556199,194,77pobry4mbh5wojka1ikgty7e,3950479725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3950479723,130,19,3950479717,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 51t40jr0wwgmuya85pnhjgx2i, 1zlt1xabh07byc3u8oid9gdn8, 3iangrthyltpl31m4v1qkgn2t, cyqlcyzogla6wql5pms4i02d, 31q50ese977zfgiwi9bc1ehre, bpmtdn2uqnwhllfnm59ck6rit, a88r8d1jd5r928pvskginyiqy, e4glbrjataxggtxf953n1jsnp, 6msenows401fssj9jaih9g0a2, aietcywmok362027i2brpg4q1, ergobfal6ny5w6xy1hsixrdhw, etonsdd040gijd5n0nzbuqane, as46cuq3qee83uxgifxo0r88a, 1jvdg65bw5yns9j98jubcetqs",3950552245,197,3946,3950479721,59,"1, 16, 7, 4, 26, 5, 11, 20, 9, 3, 22, 8, 13, 18, 19, 27, 25",3950479727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3950479719,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492182949,1,34,16,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-12-17T18:28:12.220Z,2022-12-17T19:23:13Z,3950556165,194,zuec10u63781iv5rojm31yzu,3950508533,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3950508541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3950508535,59,"36, 19, 20, 12, 3, 4, 11, 23, 10, 7, 6, 14, 16, 17, 21, 22, 28, 29, 33, 35",3950508531,30,"6uttq0cpsnicezpcqy36p7r4k, 1ite4628zwl6kanllmr7qb1zp, 3ws5zg8wy6j86cr8yrqxnsx9m, 4by0xo4xinb0m8nziofw0g3bp, 9jxxujnb2eoo7avj278ppnqvp, zuec10u63781iv5rojm31yzu, 25u358p365rnbnt0cptnyt3h1, 44j03m9xpbhjuxmqz6vge9y0a, eu6nudazhvggen5s7abc46bpx, 27oce8op8b7a6fmyp8utoz5gq, 1z29kbiufzx7u32mh1fvy1rs9, 13mb0sv3j53kze8l7ehr4izmd, ybmp63ubo0wcvjut4ljomgru, 52ic0j91dhgr0vud2agr4ev2t, 1szjchjw88hnlrwejnia4yyuh, 7n5a86810eorw5ugrdkognd62, 1jjfj4cr50dlr3c1zo540yove, 6onim2cv12p694z94r6csodg4, 95leam8u81wid54xwz2f30kd0, 453st4qm4pnm6rrtzpm5jl2c4",3950508539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3950556167,197,3945,3950508537,130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192937,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2022-12-17T19:01:19.880Z,2022-12-17T19:01:20Z,3950557875,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192939,2,32,1,0,0,9ns699xp353c84r1g6epazycl,1,0,0,2022-12-17T19:01:19.880Z,2022-12-17T19:01:23Z,3950557877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192949,3,1,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,49.9,49.9,2022-12-17T19:01:19.980Z,2022-12-17T19:23:41Z,3950557929,141,37.9,3950557931,212,17.6,3950557935,279,S,3950557925,56,Back,3950557927,140,35.0,3950557933,213,3.6,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192963,4,1,1,0,3,4vvf3sulx3a61fiyaarjdndjs,1,35.3,33.6,2022-12-17T19:01:23.404Z,2022-12-17T19:23:48Z,3950558011,140,42.2,3950558017,213,5.1,3950558009,56,Back,3950558013,141,3.4,3950558015,212,21.8,,,,,,,,,,cyqlcyzogla6wql5pms4i02d,F. Bonsegundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192967,5,1,1,0,7,4vvf3sulx3a61fiyaarjdndjs,0,39.7,10.7,2022-12-17T19:01:27.132Z,2022-12-17T19:23:52Z,3950558031,140,44.0,3950558029,56,Back,3950558033,141,13.7,3950558037,213,0.4,3950558035,212,5.0,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192969,3,61,1,0,9,9ns699xp353c84r1g6epazycl,1,61.5,82,2022-12-17T19:01:29.118Z,2022-12-17T19:01:29Z,3950558043,56,Left,,,,,,,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192977,4,49,1,0,11,9ns699xp353c84r1g6epazycl,1,59.5,83,2022-12-17T19:01:31.187Z,2022-12-17T19:03:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192985,5,1,1,0,11,9ns699xp353c84r1g6epazycl,0,59.5,83,2022-12-17T19:01:31.458Z,2022-12-17T19:03:20Z,3950558101,140,67.7,3950558103,141,71.7,3950558107,213,5.6,3950558105,212,11.5,3950558099,56,Center,,,,,,,,,,1z29kbiufzx7u32mh1fvy1rs9,Paula Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492192979,6,49,1,0,12,4vvf3sulx3a61fiyaarjdndjs,1,35.8,36.6,2022-12-17T19:01:32.572Z,2022-12-17T19:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,5z6z0sw5jlr432mdo2yu5riay,Itziar Pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
