id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist
2497175645,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-01-14T14:08:40.905Z,2023-01-14T15:08:54Z,3976834725,59,"1, 27, 20, 5, 2, 11, 21, 22, 16, 18, 19, 26, 3, 9, 15, 4, 10, 14, 17, 13",3976834729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976834727,130,4,3976834723,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976834733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977024203,197,3941,3976834731,194,4bcef9sqkbml7b2jtqhbz602d,3976834721,30,"4bcef9sqkbml7b2jtqhbz602d, auyj06nha2syoygo7prfadobu, d0i38pk78vbxoqz7x2rzz8cx6, 52kdiaya57yaisoil0k9ss0oa, efxmnnjg8l00ns74d7nnloi22, 24dpnyyhqgnve5zzget4gz1zp, 20nehty0pfzlg8wj60l87taeh, 5qvgs8yefgkayj9yt1kidkcfd, 263vizqqfp8zwwws0exdrl3o5, ayd71ahuyt8kd9c8xmbbbhg16, 1tusdkqm6v4khzekbrp2jfnqh, 4pavtall24hy4jle51p1lqkbu, lanj0745tf4i4hige9vm9qll, 3iet32cz1jg865iswu92kqd49, 9163edyiljpd18plos0eb2j8p, 1duox0r8qvb3t52m9w4mp86ol, 31yxoo15eztnf39r45e6hy1g5, 921nkcoy16y0wya801bo53f85, 2a76iw4bpv8ppfhuc859cweeh, b24bgt8u8e1b1gb98k9sf9lw4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497189673,1,34,16,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-14T14:24:13.834Z,2023-01-14T15:03:11Z,3976909463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976909451,59,"13, 14, 30, 5, 18, 4, 20, 11, 7, 9, 12, 1, 6, 8, 10, 17, 27, 36",3977023055,194,61103f3yhhms1lylloihvbrv9,3976909447,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3977023057,197,12187,3976909443,30,"dcbrqeq61r269wyh4k00g3t3o, 5mk5a6g9962zs1f0dgv2g3o45, 3qg0fby2m8ua25w931ubn8mc4, cehjx04vym880gqogj4djdiad, 23cz0ftfc2rstsut0wkmntm8l, 5fula0vkdt8dg2s1po4k9no16, 61103f3yhhms1lylloihvbrv9, 4kqwr8xb2ydw2v32thgb5sk5w, 3mgkmvazmdqvhtnkkigc24e3u, 49klmhzbsmlxnkp2w60y66sph, 3uj4zixqbp5ahu9etu4fl714a, euieo81aiyv4wqldc8owokset, 4bpis8gkfy9n5pknxuw40hus4, 79zpaj24j11e9aajt7vmjf88a, tfni0bbycqnutwdofnndixd6, dj7z4zsiwjd3xnrb284zt5b6x, 55dkf4evau0bcy8uyhkat9b84, 7t5wpfsw9nir9gsf6d9l4cmqc",3976909459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976909455,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211439,2,32,1,0,0,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-14T14:59:41.079Z,2023-01-14T14:59:43Z,3977028849,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211423,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-01-14T14:59:41.079Z,2023-01-14T14:59:41Z,3977028805,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211443,3,1,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,49.9,50.2,2023-01-14T14:59:41.179Z,2023-01-14T15:09:05Z,3977028871,141,53.6,3977028877,279,S,3977028869,140,46.5,3977028875,213,2.6,3977028867,56,Back,3977028873,212,4.3,,,,,,,263vizqqfp8zwwws0exdrl3o5,R. Ajibade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211453,4,1,1,0,2,8zt8rrm6v5nccv01v6pef0r1o,1,55.2,54.2,2023-01-14T14:59:43.796Z,2023-01-14T14:59:45Z,3977028935,141,89.2,3977028937,212,23.8,3977028939,213,1.6,3977028933,140,53.8,3977028931,56,Left,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211465,5,1,1,0,4,8zt8rrm6v5nccv01v6pef0r1o,1,53.8,89.2,2023-01-14T14:59:45.509Z,2023-01-14T14:59:48Z,3977029001,212,16.7,3977029003,213,3.3,3977028995,56,Back,3977028997,140,38.0,3977028999,141,86.5,,,,,,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211471,6,1,1,0,7,8zt8rrm6v5nccv01v6pef0r1o,1,37.1,85.8,2023-01-14T14:59:48.340Z,2023-01-14T14:59:51Z,3977029047,213,3.9,3977029049,1,,3977029045,212,32.4,3977029041,140,15.5,3977029039,56,Back,3977029043,141,51.7,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211503,7,1,1,0,10,8zt8rrm6v5nccv01v6pef0r1o,1,15.5,51.7,2023-01-14T14:59:51.461Z,2023-01-14T14:59:54Z,3977029099,140,26.7,3977029101,141,68.0,3977029097,56,Back,3977029105,213,0.8,3977029103,212,16.2,,,,,,,,,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211525,8,1,1,0,12,8zt8rrm6v5nccv01v6pef0r1o,1,27.9,67.4,2023-01-14T14:59:54.004Z,2023-01-14T14:59:57Z,3977029205,212,18.6,3977029199,56,Back,3977029203,141,91.8,3977029207,213,1.1,3977029201,140,36.0,,,,,,,,,,efxmnnjg8l00ns74d7nnloi22,Xènia Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211585,9,1,1,0,16,8zt8rrm6v5nccv01v6pef0r1o,1,36.9,92.7,2023-01-14T14:59:57.860Z,2023-01-14T15:00:05Z,3977029433,56,Back,3977029435,140,45.5,3977029437,141,97.3,3977029441,213,0.3,3977029439,212,9.6,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211607,10,1,1,0,23,8zt8rrm6v5nccv01v6pef0r1o,1,37.2,94.2,2023-01-14T15:00:04.932Z,2023-01-14T15:00:08Z,3977029553,213,4.1,3977029547,140,12.9,3977029549,141,34.8,3977029545,56,Back,3977029551,212,47.8,3977029555,1,,3977029543,155,,,,,1tusdkqm6v4khzekbrp2jfnqh,Eva Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211657,11,1,1,0,26,8zt8rrm6v5nccv01v6pef0r1o,1,12.7,34.8,2023-01-14T15:00:07.892Z,2023-01-14T15:00:13Z,3977029793,140,21.1,3977029795,141,65.5,3977029799,213,1.2,3977029797,212,22.7,3977029791,56,Back,,,,,,,,,,efxmnnjg8l00ns74d7nnloi22,Xènia Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211701,12,1,1,0,32,8zt8rrm6v5nccv01v6pef0r1o,1,25.7,72.4,2023-01-14T15:00:13.108Z,2023-01-14T15:00:15Z,3977029955,56,Back,3977029959,141,92.1,3977029957,140,34.5,3977029961,212,16.3,3977029963,213,1.0,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211739,13,1,1,0,34,8zt8rrm6v5nccv01v6pef0r1o,1,34.7,90.9,2023-01-14T15:00:15.092Z,2023-01-14T15:00:17Z,3977030095,140,28.3,3977030093,56,Back,3977030097,141,75.4,3977030099,212,12.5,3977030101,213,4.1,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211795,14,1,1,0,36,8zt8rrm6v5nccv01v6pef0r1o,1,28.3,75.2,2023-01-14T15:00:17.860Z,2023-01-14T15:00:22Z,3977030387,213,4.6,3977030379,56,Back,3977030381,140,25.2,3977030383,141,32.9,3977030385,212,28.9,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211895,15,1,1,0,42,8zt8rrm6v5nccv01v6pef0r1o,1,25.2,32.9,2023-01-14T15:00:23.300Z,2023-01-14T15:00:29Z,3977030843,213,1.4,3977030833,56,Back,3977030839,141,61.4,3977030837,140,29.2,3977030841,212,19.8,,,,,,,,,,efxmnnjg8l00ns74d7nnloi22,Xènia Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211941,16,1,1,0,48,8zt8rrm6v5nccv01v6pef0r1o,1,33.6,68.2,2023-01-14T15:00:29.796Z,2023-01-14T15:00:32Z,3977031043,213,4.6,3977031035,56,Back,3977031039,141,39.8,3977031037,140,31.3,3977031041,212,19.5,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211971,17,1,1,0,51,8zt8rrm6v5nccv01v6pef0r1o,1,31.8,36.9,2023-01-14T15:00:32.484Z,2023-01-14T15:00:35Z,3977031183,141,23.4,3977031185,212,12.4,3977031179,56,Back,3977031181,140,39.7,3977031187,213,5.4,,,,,,,,,,efxmnnjg8l00ns74d7nnloi22,Xènia Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211995,18,1,1,0,54,8zt8rrm6v5nccv01v6pef0r1o,0,42.8,12.6,2023-01-14T15:00:35.443Z,2023-01-14T15:00:38Z,3977031315,141,25.4,3977031313,140,54.3,3977031311,56,Center,3977031317,212,14.9,3977031319,213,0.6,,,,,,,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212019,3,43,1,0,57,1qoqz1tyay060cj5aha7rt1lp,1,0,0,2023-01-14T15:00:38.678Z,2023-01-14T15:00:44Z,3977031867,144,8,3977031423,56,Back,,,,,,,,,,,,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212097,19,4,1,1,0,8zt8rrm6v5nccv01v6pef0r1o,1,55.2,28.8,2023-01-14T15:00:41.711Z,2023-01-14T15:01:23Z,3977031807,13,,3977031815,286,,3977031845,233,4,3977031809,56,Center,3977031813,265,,3977031811,152,,,,,,,,ayd71ahuyt8kd9c8xmbbbhg16,Marta Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212073,4,4,1,1,0,1qoqz1tyay060cj5aha7rt1lp,0,44.8,71.2,2023-01-14T15:00:41.712Z,2023-01-14T15:00:44Z,3977031709,56,Back,3977031707,13,,3977031715,265,,3977031851,233,19,3977031717,285,,3977031711,152,,,,,,,,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212193,20,1,1,1,7,8zt8rrm6v5nccv01v6pef0r1o,1,55.1,31.8,2023-01-14T15:00:48.148Z,2023-01-14T15:00:49Z,3977032251,152,,3977032253,56,Back,3977032261,213,2.1,3977032249,5,,3977032259,212,31.9,3977032257,141,73.0,3977032255,140,40.5,,,,20nehty0pfzlg8wj60l87taeh,Sheila García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212285,21,1,1,1,8,8zt8rrm6v5nccv01v6pef0r1o,1,40.5,73,2023-01-14T15:00:49.364Z,2023-01-14T15:00:55Z,3977032763,56,Left,3977032771,213,0.7,3977032765,140,54.8,3977032769,212,19.7,3977032767,141,91.8,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212329,22,1,1,1,14,8zt8rrm6v5nccv01v6pef0r1o,1,55.1,91.2,2023-01-14T15:00:55.139Z,2023-01-14T15:00:57Z,3977033009,140,38.9,3977033013,141,76.3,3977033017,212,19.8,3977033019,213,3.7,3977033003,56,Back,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212531,23,1,1,1,16,8zt8rrm6v5nccv01v6pef0r1o,1,38.9,76.3,2023-01-14T15:00:57.412Z,2023-01-14T15:01:06Z,3977033929,56,Back,3977033937,213,3.6,3977033935,212,30.9,3977033931,140,12.9,3977033933,141,55.1,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212601,24,1,1,1,25,8zt8rrm6v5nccv01v6pef0r1o,1,18,54.2,2023-01-14T15:01:06.964Z,2023-01-14T15:01:19Z,3977034259,213,0.9,3977034251,140,39.7,3977034261,1,,3977034253,141,93.7,3977034247,157,,3977034249,56,Back,3977034255,212,35.2,,,,4bcef9sqkbml7b2jtqhbz602d,Lola Gallardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212617,25,1,1,1,28,8zt8rrm6v5nccv01v6pef0r1o,0,42,94,2023-01-14T15:01:09.507Z,2023-01-14T15:01:10Z,3977034351,213,0.0,3977034343,56,Left,3977034345,140,55.6,3977034349,212,14.3,3977034347,141,94.6,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212671,5,1,1,1,29,1qoqz1tyay060cj5aha7rt1lp,0,48.1,7.7,2023-01-14T15:01:10.632Z,2023-01-14T15:09:09Z,3977034707,236,,3977034635,213,0.0,3977034709,233,26,3977034629,140,50.8,3977034721,286,,3977034627,56,Right,3977034633,212,2.8,3977034631,141,7.7,cehjx04vym880gqogj4djdiad,Y. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212651,26,74,1,1,29,8zt8rrm6v5nccv01v6pef0r1o,1,56.2,95.1,2023-01-14T15:01:10.633Z,2023-01-14T15:47:25Z,3977034539,56,Left,3977034541,285,,3977034755,233,5,,,,,,,,,,,,,,,,d0i38pk78vbxoqz7x2rzz8cx6,Andrea Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212719,6,1,1,1,32,1qoqz1tyay060cj5aha7rt1lp,0,44.1,8,2023-01-14T15:01:13.600Z,2023-01-14T15:01:14Z,3977034905,213,6.0,3977034907,1,,3977034903,212,23.4,3977034897,56,Right,3977034899,140,65.4,3977034895,157,,3977034901,141,0.0,,,,5fula0vkdt8dg2s1po4k9no16,Irene Miguélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
